month,invested,first,second,number of clusters
1987-02,1225,70,64,30
1987-03,1212,66,63,30
1987-04,1208,63,57,30
1987-05,1207,62,60,30
1987-06,1258,62,60,29
1987-07,1292,70,67,30
1987-08,1314,62,61,30
1987-09,1312,68,65,30
1987-10,1338,77,66,30
1987-11,1364,70,67,30
1987-12,1441,77,76,30
1988-01,1454,80,79,30
1988-02,1482,80,73,30
1988-03,1449,82,77,30
1988-04,1467,70,67,30
1988-05,1476,104,88,30
1988-06,1482,82,81,30
1988-07,1503,87,71,30
1988-08,1531,79,76,30
1988-09,1494,89,77,30
1988-10,1500,79,72,30
1988-11,1517,106,78,30
1988-12,1605,87,85,30
1989-01,1632,96,78,30
1989-02,1653,93,83,30
1989-03,1683,100,86,30
1989-04,1767,97,77,30
1989-05,1836,117,100,30
1989-06,1822,91,89,30
1989-07,1837,96,81,30
1989-08,1860,99,98,30
1989-09,1831,104,100,30
1989-10,1840,96,91,30
1989-11,1852,104,90,30
1989-12,1934,99,90,30
1990-01,1953,115,100,30
1990-02,1958,91,90,30
1990-03,1921,114,112,30
1990-04,1927,108,98,30
1990-05,1951,116,102,30
1990-06,1969,106,99,30
1990-07,1981,103,92,30
1990-08,2009,103,100,30
1990-09,2005,107,100,30
1990-10,2021,106,99,30
1990-11,2037,98,97,30
1990-12,2126,104,102,30
1991-01,2149,110,109,30
1991-02,2166,116,109,30
1991-03,2112,114,104,30
1991-04,2139,103,101,30
1991-05,2159,110,96,30
1991-06,2183,120,117,29
1991-07,2216,132,117,30
1991-08,2240,122,111,30
1991-09,2219,108,105,30
1991-10,2230,109,106,30
1991-11,2233,119,113,30
1991-12,2295,134,124,30
1992-01,2288,136,114,30
1992-02,2284,114,106,30
1992-03,2232,104,98,30
1992-04,2237,108,102,30
1992-05,2244,126,108,30
1992-06,2276,112,110,30
1992-07,2295,137,108,30
1992-08,2305,132,131,30
1992-09,2279,113,112,30
1992-10,2284,118,113,30
1992-11,2294,113,110,30
1992-12,2349,120,119,30
1993-01,2343,148,130,30
1993-02,2358,127,124,30
1993-03,2293,111,109,30
1993-04,2306,134,124,30
1993-05,2314,122,119,30
1993-06,2317,129,115,30
1993-07,2334,108,106,30
1993-08,2339,115,106,30
1993-09,2302,125,122,30
1993-10,2306,138,135,30
1993-11,2315,109,108,30
1993-12,2375,119,117,30
1994-01,2390,113,112,30
1994-02,2389,114,111,30
1994-03,2331,116,114,30
1994-04,2335,115,110,30
1994-05,2355,129,120,30
1994-06,2345,134,119,30
1994-07,2365,118,104,30
1994-08,2382,113,109,30
1994-09,2349,109,100,30
1994-10,2341,127,119,30
1994-11,2337,130,116,30
1994-12,2376,120,114,30
1995-01,2382,140,122,30
1995-02,2380,128,116,30
1995-03,2351,129,114,30
1995-04,2359,135,112,30
1995-05,2378,116,115,30
1995-06,2347,116,110,30
1995-07,2372,131,119,30
1995-08,2395,127,111,30
1995-09,2382,135,124,30
1995-10,2393,134,129,30
1995-11,2416,128,115,30
1995-12,2672,147,129,30
1996-01,2686,135,118,30
1996-02,2708,149,127,30
1996-03,2494,125,116,30
1996-04,2537,132,131,30
1996-05,2560,135,132,30
1996-06,2576,129,125,30
1996-07,2867,142,138,30
1996-08,2895,147,140,30
1996-09,2808,151,131,30
1996-10,2832,146,131,30
1996-11,2861,143,136,30
1996-12,2985,145,139,30
1997-01,2991,152,136,30
1997-02,2991,143,138,30
1997-03,2847,159,141,30
1997-04,2895,162,141,30
1997-05,2904,148,143,30
1997-06,2930,140,127,30
1997-07,2965,155,145,30
1997-08,3001,166,164,30
1997-09,2938,169,147,30
1997-10,2963,148,145,30
1997-11,2979,153,144,30
1997-12,3136,140,135,30
1998-01,3187,170,159,30
1998-02,3217,165,158,30
1998-03,3180,148,142,30
1998-04,3201,156,153,30
1998-05,3220,143,140,30
1998-06,3163,150,143,30
1998-07,3168,148,141,30
1998-08,3177,144,135,30
1998-09,3116,150,148,30
1998-10,3124,158,150,30
1998-11,3146,156,155,30
1998-12,3145,162,151,30
1999-01,3156,156,148,30
1999-02,3161,145,143,30
1999-03,3317,165,156,30
1999-04,3316,161,160,30
1999-05,3314,169,159,30
1999-06,3269,175,144,30
1999-07,3297,155,154,30
1999-08,3314,157,151,30
1999-09,3312,162,144,30
1999-10,3343,160,153,30
1999-11,3391,164,149,30
1999-12,3578,179,170,30
2000-01,3609,169,160,30
2000-02,3608,174,171,30
2000-03,3061,133,131,30
2000-04,3082,158,153,30
2000-05,3110,151,144,30
2000-06,3071,154,136,30
2000-07,3102,151,136,30
2000-08,3122,154,147,30
2000-09,3045,163,153,30
2000-10,3064,136,131,30
2000-11,3096,181,152,30
2000-12,3579,187,165,30
2001-01,3587,185,183,30
2001-02,3606,171,163,30
2001-03,3461,178,155,30
2001-04,3469,164,157,30
2001-05,3479,184,167,30
2001-06,3444,182,161,30
2001-07,3449,183,179,30
2001-08,3477,199,173,30
2001-09,3377,169,168,30
2001-10,3406,160,155,30
2001-11,3442,170,167,30
2001-12,3496,160,157,30
2002-01,3518,182,160,29
2002-02,3532,203,184,30
2002-03,3425,189,184,30
2002-04,3452,177,164,30
2002-05,3485,177,165,30
2002-06,3466,162,158,30
2002-07,3498,177,161,30
2002-08,3525,175,162,30
2002-09,3445,199,158,30
2002-10,3447,194,165,30
2002-11,3452,203,184,30
2002-12,3439,193,160,30
2003-01,3446,174,165,30
2003-02,3453,160,146,30
2003-03,3360,160,157,30
2003-04,3363,188,170,30
2003-05,3381,162,160,30
2003-06,3377,169,149,30
2003-07,3405,185,167,30
2003-08,3433,165,158,30
2003-09,3382,158,155,30
2003-10,3390,179,166,30
2003-11,3420,169,163,30
2003-12,3469,200,169,30
2004-01,3496,158,149,30
2004-02,3499,163,160,30
2004-03,3422,160,146,30
2004-04,3442,177,175,30
2004-05,3477,179,161,30
2004-06,3458,204,185,30
2004-07,3480,181,171,30
2004-08,3511,162,156,30
2004-09,3471,164,156,30
2004-10,3486,173,169,30
2004-11,3499,167,152,30
2004-12,3526,189,164,30
2005-01,3530,181,172,30
2005-02,3531,187,167,30
2005-03,3439,160,159,30
2005-04,3441,193,174,30
2005-05,3451,163,160,30
2005-06,3399,186,158,30
2005-07,3398,186,182,30
2005-08,3405,140,139,30
2005-09,3329,168,164,30
2005-10,3325,168,160,30
2005-11,3328,163,156,30
2005-12,3354,177,149,30
2006-01,3360,204,172,30
2006-02,3362,194,166,30
2006-03,3280,185,157,30
2006-04,3280,182,159,30
2006-05,3286,176,152,30
2006-06,3252,157,154,30
2006-07,3258,165,142,30
2006-08,3266,165,160,30
2006-09,3191,158,155,30
2006-10,3192,163,157,30
2006-11,3202,182,164,30
2006-12,3199,153,148,30
2007-01,3201,160,153,30
2007-02,3207,169,149,30
2007-03,3102,148,147,30
2007-04,3101,140,135,30
2007-05,3097,158,157,30
2007-06,3036,144,134,30
2007-07,3039,166,137,30
2007-08,3043,143,138,30
2007-09,2998,146,143,30
2007-10,3001,146,136,30
2007-11,3004,147,131,30
2007-12,3001,146,140,30
2008-01,3014,145,139,30
2008-02,3023,156,146,30
2008-03,2968,178,150,30
2008-04,2976,142,134,30
2008-05,2981,157,150,30
2008-06,2963,156,136,30
2008-07,2983,160,150,30
2008-08,2997,155,152,30
2008-09,2941,147,145,30
2008-10,2944,160,142,30
2008-11,2958,148,145,30
2008-12,2668,163,142,30
2009-01,2688,151,141,29
2009-02,2691,149,130,30
2009-03,2935,173,141,30
2009-04,2935,148,147,30
2009-05,2942,158,130,30
2009-06,2918,139,134,30
2009-07,2942,134,131,30
2009-08,2955,166,149,30
2009-09,2920,142,130,30
2009-10,2924,150,142,30
2009-11,2930,169,133,30
2009-12,2730,159,137,30
2010-01,2744,155,149,30
2010-02,2750,134,128,30
2010-03,2658,146,131,30
2010-04,2662,128,125,30
2010-05,2672,130,123,30
2010-06,2640,141,137,30
2010-07,2653,133,120,30
2010-08,2663,141,139,30
2010-09,2614,125,121,30
2010-10,2613,135,128,30
2010-11,2626,144,136,30
2010-12,2669,138,125,30
2011-01,2680,135,124,30
2011-02,2687,137,125,30
2011-03,2845,151,142,30
2011-04,2854,149,138,30
2011-05,2860,162,132,30
2011-06,2834,152,128,30
2011-07,2851,149,146,30
2011-08,2865,144,140,30
2011-09,2830,144,143,30
2011-10,2832,160,143,30
2011-11,2845,142,132,30
2011-12,2569,127,125,30
2012-01,2583,145,141,30
2012-02,2583,128,121,30
2012-03,2778,142,138,30
2012-04,2783,139,130,30
2012-05,2786,169,129,30
2012-06,2760,137,123,30
2012-07,2768,149,135,30
2012-08,2772,152,135,30
2012-09,2753,196,140,30
2012-10,2749,137,134,30
2012-11,2750,146,123,30
2012-12,2750,149,131,30
2013-01,2751,142,134,30
2013-02,2752,134,133,30
2013-03,2680,129,126,30
2013-04,2676,131,129,30
2013-05,2677,129,124,30
2013-06,2654,128,122,30
2013-07,2655,146,139,30
2013-08,2658,155,127,30
2013-09,2608,115,114,30
2013-10,2617,127,126,30
2013-11,2626,151,143,30
2013-12,2655,142,123,30
2014-01,2662,140,128,30
2014-02,2665,128,123,30
2014-03,2620,135,119,30
2014-04,2635,151,124,30
2014-05,2643,145,121,30
2014-06,2623,139,125,30
2014-07,2631,152,130,30
2014-08,2640,126,125,30
2014-09,2603,128,122,30
2014-10,2601,143,134,30
2014-11,2604,144,138,30
2014-12,2623,140,138,30
2015-01,2640,132,130,30
2015-02,2642,139,120,30
2015-03,2608,116,115,30
2015-04,2613,127,125,30
2015-05,2618,125,124,30
2015-06,2584,123,120,30
2015-07,2585,135,126,30
2015-08,2598,155,121,30
2015-09,2538,139,134,30
2015-10,2538,124,121,30
2015-11,2542,128,121,30
2015-12,2532,138,128,30
2016-01,2533,131,116,30
2016-02,2536,152,147,30
2016-03,2494,133,113,30
2016-04,2507,131,126,30
2016-05,2512,128,126,30
2016-06,2483,124,116,30
2016-07,2485,125,120,30
2016-08,2494,139,132,30
2016-09,2454,132,127,30
2016-10,2457,138,129,30
2016-11,2471,131,117,30
2016-12,2468,129,112,30
2017-01,2470,118,117,30
2017-02,2473,135,126,30
2017-03,2411,136,126,30
2017-04,2415,128,116,30
2017-05,2426,125,113,30
2017-06,2390,122,120,30
2017-07,2402,126,120,30
2017-08,2410,123,122,30
2017-09,2383,132,126,30
2017-10,2398,147,140,30
2017-11,2412,127,120,30
2017-12,2433,176,132,30
2018-01,2437,118,116,30
2018-02,2451,123,122,30
2018-03,2391,126,120,30
2018-04,2411,107,98,30
2018-05,2429,126,121,30
2018-06,2404,120,116,30
2018-07,2415,118,117,30
2018-08,2434,132,127,30
2018-09,2395,120,115,30
2018-10,2403,131,113,30
2018-11,2416,113,111,30
2018-12,2432,122,119,30
2019-01,2440,128,119,30
2019-02,2445,134,120,30
2019-03,2360,142,121,30
2019-04,2359,110,109,30
2019-05,2362,126,125,30
2019-06,2358,110,108,30
2019-07,2367,130,117,30
2019-08,2396,124,116,30
2019-09,2363,120,116,30
2019-10,2367,117,107,30
2019-11,2375,140,128,30
2019-12,2391,127,111,30
2020-01,2396,132,119,30
2020-02,2395,136,118,30
2020-03,2324,128,123,30
2020-04,2319,116,111,30
2020-05,2319,138,126,30
2020-06,2303,133,119,30
2020-07,2299,111,110,30
2020-08,2299,120,114,30
2020-09,2272,111,103,30
2020-10,2270,116,112,30
2020-11,2270,119,114,30
2020-12,2276,111,110,30
2021-01,2274,136,109,30
2021-02,2273,135,130,30
2021-03,2206,116,104,30
2021-04,2205,123,116,30
2021-05,2204,119,114,30
2021-06,2171,104,103,30
2021-07,2166,108,101,30
2021-08,2168,113,104,30
2021-09,2144,103,101,30
2021-10,2144,111,105,30
2021-11,2143,119,99,30
2021-12,2155,110,108,30
2022-01,2155,121,116,30
2022-02,2155,118,107,30
2022-03,2084,114,104,30
2022-04,2082,100,98,30
2022-05,2081,119,98,30
2022-06,2062,128,98,30
2022-07,1911,95,90,30
2022-08,1845,89,84,30
