firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,cfp,age,chinv,hire,sgr,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
15748,0.7860003204,0.0527791126,-0.00470519,0.0,0.231819638,1.6472849592,0.0902986678,-0.025944662,0.4340078179,0.0210991168,-0.19125454,0.192255326,15.0,-0.025082021,0.0871934605,0.0280915725,-4.1464e-05,0.1259209645,-0.088669368,0.0300452211,0.0365441487,0.6801960105,0.0,4.0237107291,0.1688573209,2.7164591978,0.192526544,6.0485222761,6.576498801,0.2907237198,0.0,0.0,1.0,0.0,0.0,0.590251373,6.0,-0.050847038,-0.072559129,3.0225048822,-0.11810298,0.2283440494,-1174.978299,0.0430702538,10.188534907,0.0244117422,0.0177144702,0.0231515663,-0.041766779,0.2675768187,-0.00573699,1.0,-0.001666667,0.1217513634,-0.051145733,5.0,10.839176418,1.5431447747,0.0,0.0707547143,0.0426079979,0.0574821785,0.8560792178,7.927911199,2.0003391e-07,1.2339654e-08,2.2190829856,4.9243292968,0.1683589009,0.0888586909,0.3715620234,-0.114102204
15828,1.2712043901,-0.179031482,-1.421796419,0.0,0.2731491287,2.011514393,-0.027353204,-0.213111216,0.3701632525,-0.088939567,-0.145730459,0.1598151536,17.0,-0.023323487,-0.218362283,0.2071364193,0.262787221,0.3270024773,0.0552458321,-0.035495644,-0.226225358,0.5946921926,0.0,4.0280976509,-0.039745435,2.8553661907,-0.055090749,5.2538724603,7.1908039648,-0.243829566,0.0,0.0,0.0,0.0,1.0,0.4395114976,5.0,-1.759718082,-0.467678041,0.9183472894,0.9800272954,0.1899844193,-685.8654824,0.0553474399,10.539740255,0.0008829762,-0.011923077,-0.015019835,-0.113141427,0.2479116276,0.0040977908,1.0,0.0137094445,-0.435982116,-0.005523577,4.0,11.351610223,1.7782217782,0.0,0.0866141766,0.0315852976,0.0386639303,0.8807738686,7.1063164303,1.4897891e-07,1.1095442e-08,2.119327172,4.4915476621,0.0669688421,0.0703653654,0.1371471358,-0.157907067
16126,0.4176821198,0.087869024,46.457898172,0.0072169434,0.2869982444,0.918596408,0.1607392887,0.2588759648,0.4896184368,0.00152207,0.3535759385,0.0328352669,23.0,0.1523239362,0.2081850534,0.3080602395,-0.126652203,0.1575150509,-0.021916677,0.273377541,0.2011339376,0.4883634589,0.0,2.4313457096,0.0572339452,1.2141329455,-0.254244597,98.536553525,5.7289563567,0.5001951029,0.0,0.0,1.0,0.0,0.0,0.76236307,5.0,0.7724839683,-0.005478318,0.0740409368,0.048443759,-0.069010029,-842.5585012,0.0572588492,10.892382627,-0.001765769,0.0272184035,0.0459207459,0.0292696949,0.0056488445,0.0390133451,0.0,-0.00037037,7.2461385152,-0.139886298,4.0,10.296664975,0.5135004238,0.0,0.027777778,0.0147589181,0.015905898,1.1772491994,2.39081762,2.7898578e-07,4.0170866e-08,1.1601092533,1.3458534795,0.0374326507,0.0600838382,-0.3289291,-0.16778908
17137,0.6812423276,-0.051148604,0.7926892515,0.0340164689,0.1543013742,1.1656868227,-0.046447497,-0.0442767,0.2552026614,-0.0019119,0.3541571285,0.1110276053,23.0,-0.077401638,-0.173913043,-0.00848426,0.0717573032,0.142413579,0.2720203985,-0.226366118,-0.103989625,0.5313275673,0.0,4.1848581627,-0.347810405,3.3141294592,-0.212057847,5.6186806141,7.1672600719,-0.260932137,0.0,0.0,0.0,0.0,0.0,0.2684222985,4.0,-0.084835458,-0.230152493,0.2302115828,-0.298200438,0.046815407,-324.8492478,0.0969687896,12.636927278,0.0367590855,0.012481596,0.0150647453,-0.037267626,0.2328009964,0.0260830155,4.0,0.0016393443,0.1271703245,-0.007582515,3.0,11.176858146,0.3934927479,0.0,0.1156069338,0.0468495666,0.0710426677,0.3834551176,0.7290000658,7.2686744e-08,5.0686219e-08,0.7716687814,0.5954727081,0.0458688825,0.0381560973,-0.081393058,0.041452823
85885,1.4485933504,0.0241804232,-7.345157068,0.0,0.4212353716,6.0034410602,0.0130982724,-0.170526432,0.6882666813,-0.030578512,-0.473741286,0.0348446098,12.0,-0.16276162,-0.184615385,-0.109725823,-0.021686881,1.3150684932,-0.016829746,-0.148302987,-0.003582395,0.5830747397,0.0,5.8442760943,0.7827570349,4.0462962963,1.0604429734,50.695287958,6.430336034,0.0980511571,0.0,1.0,0.0,0.0,0.0,1.0529682702,5.0,-0.089249614,-0.316240206,0.8421143523,-0.627078491,0.0915317174,-623.8512085,0.0681043109,8.1118999435,-0.000501128,0.0048991897,0.0076082716,-0.450077038,0.0966213117,-0.001684425,1.0,-0.018555335,2.3648883734,-0.085164839,3.0,7.8975752441,0.338676165,0.0,0.1627907008,0.0610784941,0.0771577417,1.2361406056,1.3191127361,2.76168e-05,10.500000107,-0.12310198,0.0976162204,1.0369711102,0.0906150782,0.3668693508,-0.117276552
85914,0.2098356414,0.0355351824,1.5612814832,0.0,0.477328624,3.1445331319,0.1430365939,0.1856874244,0.8075087052,0.0309330746,0.1902021779,0.2040576425,13.0,-0.037603547,0.0743801653,0.0756084118,0.1684503059,0.2052420372,0.018266898,-0.005492684,0.2724775561,0.6550061643,0.0,1.6545581014,-0.023322907,0.6283293798,1.0306626163,16.069559934,87.335813254,0.1394443402,0.0,0.0,1.0,0.0,0.0,3.1198179392,6.0,0.0042964739,0.0684770417,1.7562627919,-0.489520811,-0.641079205,2019.7189702,0.0935761505,15.637598557,0.0067008353,0.0076470594,0.0281938373,0.1034065167,0.2019514104,-0.004389352,0.0,0.00048,2.1668305813,-0.124658999,5.0,16.328042872,2.6846315497,0.0,0.0841836706,0.034861874,0.0479084962,0.4469096854,6.2947613748,3.908087e-10,6.4593712e-09,1.4263449334,2.034459869,-0.026249185,0.0788947387,-0.260360083,0.251572759
55044,0.2585034014,-0.315388156,-0.513365651,0.0071922349,1.2502449216,1.864929199,-0.057935983,-0.167203089,0.3161243805,-0.04046617,0.0722152488,-0.182607224,23.0,-0.031249185,-0.28,-0.201182395,-0.009315945,0.2767861607,0.7470447624,-0.127642478,-0.599607542,0.6040010275,0.0,1.8417247039,-0.093172495,0.9751142261,-0.133422192,32.825207756,3.0730271518,-0.224994708,0.0,0.0,1.0,0.0,1.0,0.825149,1.0,-0.062341341,-0.413841997,-14.66177345,0.0668618182,-1.166320329,-1046.581391,0.0270140569,10.797992692,-0.021188546,-0.027582224,-0.168216399,-0.183664289,0.0174993765,0.0950875409,0.0,-0.042381595,1.8304821151,-0.019943019,2.0,9.7736635647,0.6927487352,0.0,0.1666666716,0.053443419,0.0596291076,1.0777806483,2.6726473109,3.349705e-07,2.7047279e-08,1.1146284827,1.2423966545,0.2543290636,0.0647167313,-0.656341286,-0.102544749
18092,0.2062961835,0.0385522982,16.048354314,0.0037882796,0.0334098693,0.2013466305,0.2888864071,0.3507295228,0.7415716568,0.0074540975,0.4311116407,0.0376611747,16.0,0.0474065649,0.2156862745,0.1224405399,0.0220857785,0.1202029019,-0.131190474,0.1738329864,0.2072796602,0.5425833678,0.0,5.8209037416,-0.08576302,3.9186306203,-0.086320753,4.3804595614,3.4502383475,1.5415457174,0.0,0.0,0.0,0.0,1.0,0.8422692049,3.0,-1.762232704,-0.033629483,-0.146560917,2.1720931278,0.0678304404,2523.4086426,0.0553474399,15.324163803,0.0048030098,0.0416043149,0.0534444215,0.0096839753,0.17520934,-0.085492885,7.0,0.0014042228,0.1369762467,-0.052645449,5.0,15.479297441,1.3346896499,0.0,0.0420168079,0.0286687753,0.0395954798,0.4979217618,2.3258738971,8.214135e-10,1.5228609e-08,0.4063925551,0.1651549089,0.5931800889,0.0485983576,-0.068177825,-0.157907067
18244,0.6750310441,0.0623189094,0.5945306401,0.0,0.1827225166,0.978157168,0.124941463,0.1348032175,0.1241022695,0.01014456,0.2352293578,0.0864756295,15.0,0.0149369218,0.0561797753,0.2128289695,0.4829512071,0.088,-0.222879227,0.0409365125,0.1103669971,0.6875204734,0.0,4.8684807256,-0.062191483,3.6296296296,0.0323474886,3.5165886027,4.4789957743,0.43473978,0.0,0.0,1.0,0.0,1.0,0.1501919814,7.0,-1.752601723,-0.193135983,0.3221739434,2.1424942241,0.1166448953,-693.4116074,0.0553474399,9.3353472527,-0.015259626,-0.013796595,-0.017531162,-0.033328586,0.3458888071,-0.017958729,0.0,-0.021032142,0.9721163183,-0.148437899,5.0,7.7880042395,0.3161247621,0.0,0.1304347813,0.0588540133,0.0733328869,1.3867043952,2.3957769661,6.9080415e-06,4.626712e-08,1.1813641441,1.3956212411,0.2665306757,0.0996509809,-0.303256454,-0.157907067
20336,1.1665889958,-0.033616189,-1.365340118,0.0,0.4652182167,0.9110406849,-0.090970727,0.1849607259,0.3615249187,0.0094126506,1.6736334405,0.0909175709,16.0,0.1184473541,1.5533980583,0.1828087167,-0.198479808,0.4180144315,0.6031682671,0.1644433911,-0.030344133,0.618456213,0.0,3.4347376583,-0.769649535,2.6300077539,-0.804366765,1.9687657431,2.2665584039,0.1398978848,0.0,0.0,0.0,0.0,0.0,0.4103627345,2.0,-10.21000108,0.7195245589,0.9405852887,55.017432546,0.1565580492,-890.0084979,0.0519717294,10.160160169,0.0194501984,0.0128987875,0.0176270124,0.4639855027,0.3909470601,-0.022488417,4.0,0.0314706331,2.7312169008,0.1895636544,3.0,8.4446224986,0.1976256269,0.0,0.0854700878,0.033902363,0.0224603669,1.2911550189,1.4192409669,3.1324729e-06,6.6818182907,0.4846626352,0.2348978699,-2.451037439,0.0636371271,-0.357729155,0.1107744366
20670,0.6610081788,-0.082328681,1.2779850746,0.0,0.18884624,1.4498806775,-0.171474359,-0.057726165,0.4732191224,0.004951763,0.1345582777,0.0936044671,15.0,-0.047030523,-0.350574713,-0.04781903,-0.104884656,0.4609331085,0.6935176263,0.0536294691,-0.113922478,0.5883811936,0.0,3.9766046791,-0.026468558,2.6066786643,0.0867865522,10.613523293,7.6289011704,0.106947222,0.0,0.0,1.0,0.0,0.0,0.5700265032,3.0,-0.093405267,-0.510327302,2.8975127407,-0.532266674,0.1296931905,-1167.580049,0.0430702538,10.035981298,-0.011562011,-0.017426611,-0.022666729,-0.094373315,0.1911072949,-0.049348089,1.0,-0.018823529,0.4871061244,-0.02631579,4.0,10.526922853,1.4608683355,0.0,0.3541666567,0.1119055459,0.1274604048,0.8005822559,10.117062045,4.8225717e-07,7.8196011e-09,1.9769489034,3.9083269665,-0.024827044,0.1260407341,0.1509804102,-0.114102204
64899,0.3974641275,0.0479363007,227.75243506,0.0,0.6299424048,1.1610826667,0.1092005332,0.0511881172,0.3649540945,-0.007469407,0.0027843479,0.0275290752,23.0,0.0643744687,0.0,0.0685234442,0.1211084417,0.0977195894,0.0906623272,0.0668507524,0.1382682675,0.4186646769,1.0,1.9917764899,-0.019753292,0.6010927033,-0.150099885,984.40584416,8.5039301616,0.1124944166,0.0,0.0,1.0,0.0,0.0,0.9332662523,6.0,0.009835386,-0.044879898,-0.144267612,0.0875372884,0.0430212416,-2249.784955,0.0364518986,12.117343886,0.0021606303,0.0122060198,0.0315513869,0.0079894544,0.0007193588,-0.00442798,1.0,0.0001886179,-0.637096043,-0.03554062,3.0,8.2110755568,0.0517829457,0.0,0.0520833321,0.0215191365,0.035511782,1.8753841034,1.5823663374,1.7266785e-06,11.454545645,0.346096219,0.1197825928,3.8352672784,0.0534084573,0.3088393854,0.0260185247
22905,0.0320781032,0.0532555237,18.723960478,0.0,1.2799970638,1.051420392,0.1370093049,0.1745332922,0.6897091002,0.0570297952,0.0941937589,0.0742567716,23.0,0.0253711544,0.0240963855,0.2046373935,0.0449846078,0.3985256644,0.132981339,0.045221871,-1.608635097,0.2167826668,0.0,1.4504818298,-0.171714583,1.0298095902,-0.243048152,29.484355702,5.0991456034,0.0697195696,0.0,0.0,1.0,0.0,0.0,-2.319066996,7.0,8.3670147357,-0.131034889,-0.091290139,-1.264052926,0.1126664841,-2635.159968,0.0264272264,13.054641127,0.0282285273,0.0563297548,0.3677130045,0.0780730663,0.0226861495,0.0953410071,1.0,-0.000190476,0.9466991483,0.0247472939,5.0,14.200541299,2.1232581967,0.0,0.082840234,0.0330235209,0.0358908156,0.6464115138,4.5177885296,8.5733854e-09,1.2533412e-08,1.0466950332,1.0955704925,-0.06218731,0.077292762,-0.023839713,-0.100479261
23115,0.8911850146,0.0845404996,-7.359561031,0.0,0.6163543094,2.1959981346,0.0912350253,0.049677655,0.5312400641,0.0047515503,-0.005416634,0.2335198733,20.0,-0.008970608,0.0196931532,0.0283512894,0.0394017648,0.1827799289,0.0431365228,0.0618205557,0.091494324,0.5497536872,0.0,1.8866120984,0.0522010705,1.156836912,0.1496713816,46.801428719,7.1378607971,0.3709112632,0.0,0.0,1.0,0.0,0.0,0.914253076,7.0,-0.021484055,-0.140059437,3.1276895765,-0.353806266,0.2696085967,-994.0962993,0.0430702538,11.09872166,0.0029181037,0.0204006664,0.0345100134,0.0379886793,0.0335243249,0.0570906221,1.0,0.0058394161,0.3108142173,0.0013575996,5.0,9.341132861,0.1163832319,0.0,0.0748898685,0.0360859634,0.0389458436,1.2494636416,1.296408148,1.260148e-06,9.5454546915,0.7425982129,0.5514521057,0.4597427335,0.0562969088,-0.068139686,-0.114102204
47175,0.4298388644,0.0292257633,12.971787694,0.0035965677,0.3685454443,2.085287184,0.0912429688,0.0177385169,0.6920641062,0.0112448817,-0.046081864,0.0732005313,24.0,-0.014342308,0.0632627087,0.1178474444,0.0292385391,0.1339358804,0.0927005884,0.0322312995,0.0796719978,0.5269984711,0.0,2.2507700577,0.0227275724,0.7611392267,0.140326882,88.654002217,14.886545947,0.1546355677,0.0,0.0,1.0,0.0,0.0,1.3441272237,7.0,-0.011870544,0.0573595851,1.9762660149,-0.528719205,-0.771936316,3196.4725661,0.0935761505,15.427012189,0.0021391863,0.006969844,0.0129458143,0.0579920203,0.0232890577,-0.033824295,0.0,-0.000117994,0.9322222911,0.0592350317,7.0,15.401764282,1.7137965359,0.0,0.0790697709,0.0278253101,0.0420058263,0.3852200302,3.455068927,5.729883e-10,9.5070217e-09,0.771677652,0.5954863986,-0.110630545,0.0491100015,-0.252965983,0.251572759
23660,0.1369397701,0.0257054469,39.075512908,0.0036895728,0.0760226922,0.2507225224,0.2126547905,0.3360531252,0.700733635,1.1673400046,0.4565979948,0.0248398598,15.0,0.0999798276,0.4135545182,0.42664257,-0.003435525,0.124692858,0.001102233,0.3025991602,0.2773666214,0.5343734452,0.0,3.1989294992,0.0435982349,1.6586850828,-0.037140999,11.879598695,7.6033260788,0.5503703547,0.0,0.0,0.0,0.0,0.0,1.0218472372,5.0,0.9879563975,0.3726531607,-0.34449525,-0.56918887,-0.012673312,3538.7325532,0.1126507285,15.822092092,-0.010503752,0.0362111497,0.0549332971,0.0211894131,0.0991033919,0.0523241381,1.0,-0.000218878,0.4691490471,0.0257597184,5.0,14.512537702,0.5734993765,0.0,0.0753816813,0.0225098988,0.0339781687,0.4758195297,1.3467431621,1.1891186e-09,3.002501e-08,0.3357688877,0.1127407459,-0.852107394,0.0316414644,0.0678966876,0.0305165431
23975,0.357481763,0.056219804,7.714557776,0.0214912617,0.2307021158,0.823443228,0.1853377265,0.1580356118,0.541727468,0.0865210084,0.1387981072,0.0869508463,23.0,0.0323239307,0.1209992194,0.1825980539,0.0875309176,0.1399191846,0.1237290794,0.1098727681,0.1718689023,0.535061833,0.0,2.9597322861,0.0745356621,1.8851522024,0.1410065256,13.001714813,6.3196499271,0.3713347826,0.0,0.0,0.0,0.0,0.0,0.8859638913,7.0,0.0626860907,-0.012842777,-14.56279509,-0.773390149,-0.896762258,-694.8636405,0.0270140569,13.097865746,0.002219393,0.0277655797,0.0461711841,0.0188267025,0.0942037157,0.0098791115,1.0,0.0,0.5755832534,0.0177601133,5.0,11.4966881,0.2953064152,0.0,0.05610561,0.0330398994,0.0462063412,0.6377338381,1.1325290529,4.1722633e-08,5.5449519e-08,0.8397560717,0.7051902599,0.0311085712,0.0305219441,-0.110439352,-0.102544749
