firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,cfp,age,chinv,hire,sgr,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
10192,0.584053766,0.0624317328,60.950994318,0.0,0.6086287292,1.3694450961,0.0928144705,0.2462791834,0.2562873716,0.0166527893,0.3547353995,0.1949238412,12.0,0.0,0.0783090783,0.2224838054,0.0522081864,0.1349189524,-0.135235498,0.2401586723,0.1503135315,0.5380235116,0.0,1.292680842,0.1080562924,1.292680842,0.1080562924,1181.6278409,8.3634882973,0.3675997336,0.0,0.0,1.0,0.0,0.0,0.4456102353,6.0,-0.025071477,-0.021125127,0.135162581,-0.593097417,-0.355151776,72.583883734,0.0568353812,12.482150145,0.0028755844,0.0121215969,0.0247532287,0.0590261374,0.004974708,-0.063835134,0.0,0.0017712177,0.2260697373,-0.012291923,6.0,12.207969595,1.1223491028,0.0,0.2262773663,0.0630148373,0.0635491717,0.7184972383,5.2345009401,2.6801546e-08,1.083992e-08,1.0945318127,1.1979998891,0.0151017663,0.0461721441,-0.709200691,-0.255426485
10200,0.2865919283,-0.037251335,3.1433266523,0.0,0.018204484,0.0950470618,-0.841634024,0.1586906244,-0.160825476,0.1245627186,-0.445868946,-0.033881867,12.0,0.0359320916,0.2,-0.263863719,0.2422186971,0.373292868,0.7167131312,0.0590642234,0.2449684895,0.8594119453,0.0,14.820051414,1.2177949462,13.097686375,1.1690436036,0.4297503174,9.5352112676,-1.008249313,0.0,0.0,0.0,0.0,0.0,-0.18377719,2.0,8.1343940422,0.044868725,0.1632236863,-2.5434167,0.004527845,-2750.021606,0.0264272264,10.116691873,0.0,-0.046835631,-0.049091192,-0.016238961,0.7256256717,-0.09998313,0.0,-0.006551742,-0.927455086,-0.104726698,2.0,9.3334259907,0.4268970114,0.0,0.2727272809,0.088896077,0.0918734939,1.0314420161,1.1514592736,3.071847e-06,6.2559952e-08,1.2519758298,1.5674434785,-4.93615983,0.1226439433,-0.346491243,-0.267384463
10235,0.2103652481,0.0567579437,8.3175852161,0.0,0.0770106551,0.566119228,0.3949572839,0.3579548459,1.2009993126,0.5188984382,0.2344184378,0.0531102178,12.0,0.05428738,0.1759868421,0.2024550813,0.0249908132,0.3786356425,0.0013768207,0.156162428,0.4095970009,0.5239622708,0.0,3.122292178,0.1696781128,2.1620958276,0.2024209078,6.607613948,27.49701087,1.0442286081,0.0,0.0,0.0,0.0,0.0,1.7030552952,4.0,-10.16157504,-0.657886657,-0.015638459,55.219039436,0.1187506961,-732.7149973,0.0519717294,11.017111599,2.38107e-05,0.0227246399,0.0317131002,-0.001439181,0.2255054732,-0.002638276,0.0,0.0,2.6333782288,-0.100780699,6.0,11.029715008,1.2667364446,0.0,0.1000000015,0.0639447284,0.1188378024,0.6489055871,3.2164640255,3.7191793e-07,2.2960289e-08,1.1400318665,1.2996726566,-0.456884876,0.0640170646,-0.625000008,-0.127692494
10163,0.2249803162,0.0471026401,21.712433585,0.0055199631,0.0166957976,0.2534975122,0.3385121042,0.1712074578,0.8683107244,-0.004747211,0.0666221406,0.0521652199,12.0,-0.000221679,0.0305958132,0.1492641657,0.0336191058,0.2581978981,0.154292188,0.0680802016,0.1797922206,0.4950853268,0.0,9.1476357268,0.0226270701,6.5206654991,0.0674248382,7.2581755594,4.6556424903,1.8695246971,0.0,0.0,0.0,0.0,0.0,0.9395849894,6.0,-1.766714585,-0.218719945,-0.127876785,1.4808850442,0.0823344857,-329.2217324,0.0553474399,11.924327912,-0.006923849,0.0336332569,0.0361291822,0.002084419,0.1332335965,-0.034550519,0.0,-0.003960396,-0.426907118,-0.028962054,7.0,11.106159511,0.3852268077,0.0,0.1428571492,0.0695391148,0.1074365072,0.5156817148,1.0234508064,1.6096e-07,4.5924581e-08,0.708241003,0.5016053183,-0.007875016,0.0485166386,-0.116138479,-0.282163592
68451,0.5626999514,0.0289281001,0.9501059287,0.0,0.2602581208,0.3471845905,0.0328418088,-0.225502272,0.1045321327,0.0,-0.473397989,-0.000365579,13.0,-0.162805774,-0.575,-0.666666667,0.144928973,0.0838923325,-0.398080375,-0.30683673,-0.094576194,0.4488337721,0.0,3.241535141,0.9230330524,2.5252259544,2.4845695335,1.8421941231,7.7373264937,0.1298757235,0.0,1.0,0.0,0.0,0.0,0.170720814,3.0,-0.250683922,-1.311331478,0.4360742923,-1.199385677,0.0220470544,9653.6943584,0.035532534,15.202405614,0.0017441374,0.004207211,0.0064607722,0.0147144224,0.1937056325,-0.154926483,1.0,0.001697394,0.3034296237,0.0426069696,2.0,14.643529646,0.766499742,0.0,0.1108870953,0.0498765833,0.0496540606,0.6097024682,4.0180771956,2.6873001e-09,1.9916437e-08,1.2606303632,1.5891889126,-0.017187096,0.0396487075,-0.896109079,-0.02082722
10272,0.1353804953,0.0363885985,11.284461988,0.0,0.0358765779,0.1570447378,0.3272990865,0.6537603917,1.0713541288,1.1753538718,0.3766071171,0.0315444824,12.0,0.0289063535,0.204359673,0.7350192718,0.0587152572,0.4867391525,0.0355559169,0.0963547347,0.7469676604,0.6815119042,0.0,4.3536836382,0.4040585787,3.9155695367,0.4448742416,2.1383776764,3.8824770414,1.3691014082,0.0,0.0,0.0,0.0,0.0,1.4316529287,6.0,0.2427427297,0.0446070833,2.3718850572,-0.245814303,0.0676332058,-403.1072993,0.0430702538,13.784484308,0.039431519,0.048774411,0.061699899,0.0118864443,0.5059012841,-0.010889336,0.0,0.0009917355,2.6464286765,0.092060186,5.0,14.904739292,3.261937362,0.0,0.1684210598,0.086988313,0.1278818295,0.7089239577,11.475936924,6.1189848e-09,5.5292789e-09,1.6753843755,2.8069128057,0.165185701,0.0855031674,-0.486069621,-0.34790899
10307,0.4730034183,0.0611404599,81.191011236,0.0,0.2990211311,1.7979723431,0.1272111594,0.1746453901,0.5673167849,0.0377297646,0.181580967,-0.009594469,12.0,0.0093490963,0.0810810811,0.2226477891,0.0592699459,0.0964952208,-0.118565017,0.0397163121,0.1703027391,0.5880727547,0.0,2.1287352609,-0.01783335,1.5289937005,0.0389237666,520.07865169,5.4777514793,0.310982903,0.0,0.0,1.0,0.0,0.0,0.9076405574,5.0,0.2842010626,0.0247657727,-0.026192217,1.2800176834,-0.097995334,-665.1711953,0.0656574121,10.116944338,0.004154751,0.0143488994,0.021102791,0.1216450216,0.00497345,0.0421506812,0.0,0.0,-0.223998147,0.0443068589,2.0,7.6369932797,0.2262746207,0.0,0.0740740746,0.0352616627,0.0443267341,1.4641320676,2.1018366041,3.2844979e-06,5.7272727963,0.4299199952,0.1848312023,1.9112200361,0.054766888,-0.388361468,-0.159907128
10302,0.847260324,0.0242521678,-0.108113673,0.0,0.4118536601,0.7108245987,0.0062235908,0.2042989899,0.3706304539,0.1182026684,0.1041048214,0.1080083241,12.0,0.0272156415,0.275909719,0.0217095489,-0.103749474,0.2515717445,0.1303046747,0.1342326084,0.2598747714,0.5531682684,0.0,4.277992112,1.3624637264,3.4513126928,1.3492902053,2.6783752809,7.9561411265,0.4354339493,0.0,0.0,0.0,1.0,0.0,0.5621208977,4.0,-0.090022007,0.1161571293,3.0837648859,-0.607637382,0.1440970476,-440.4717993,0.0430702538,13.825003482,-0.014998958,-0.100133853,-0.148808969,0.0116459188,0.2255698416,-0.41259902,0.0,-0.011926059,-0.379742969,0.0779961962,5.0,14.086990837,1.8980853695,0.0,0.0869565234,0.033720072,0.0446234661,0.7581025869,7.8387575504,4.3448175e-09,8.7177746e-09,1.3386300561,1.791930427,0.6052153359,0.0585981835,0.2186452695,-0.34790899
10299,0.1498581813,0.0341848052,7.3315382725,0.0038064244,0.0230446155,0.0964837766,0.6772675086,0.2828056519,0.5321384215,0.0173314404,0.0141857471,0.0383888664,12.0,-0.00123198,-0.343030303,0.0039177173,-0.001335943,0.103243122,0.1158465922,0.0389655003,0.3372721556,0.8252212297,0.0,6.2851010271,0.296362105,6.148169375,0.3085097614,0.8552495383,5.8493892282,1.6320005336,0.0,0.0,0.0,0.0,0.0,0.6400370499,4.0,-0.024090532,-0.502782893,2.3863627432,-1.025915958,0.0744775898,2730.7727007,0.0430702538,15.315622352,0.0094269247,0.0629721342,0.0746380354,0.005863602,0.7008035403,-0.011551451,7.0,-3.6232e-05,1.5488870639,0.1361916396,5.0,16.349183562,3.8464076198,0.0,0.117866002,0.0531786943,0.0812432654,0.3998018529,9.4884279305,5.234556e-10,4.2802702e-09,1.5610183162,2.4367781836,0.2307082197,0.0630132723,-0.540012096,-0.34790899
12217,0.3894472362,0.0542294807,13.636963696,0.0,0.3236320491,2.043411502,0.0858382086,0.1064544076,1.1886506389,0.0141562854,0.0100196036,0.1201842546,10.0,0.0143951468,0.229787234,0.1709326508,0.0548882114,0.3369256948,0.3584765661,0.1129521334,0.2018091751,0.5447739062,0.0,1.7768460284,-0.146864524,0.8881900769,-0.119275869,96.627062706,9.3749599744,0.2971391417,0.0,0.0,1.0,0.0,0.0,2.3467585613,6.0,-1.79072713,-0.019528524,0.0365901355,1.4852517248,0.1503535203,-697.5049824,0.0553474399,9.5057115573,0.0259909032,-0.006866475,-0.013129879,-0.036083194,0.0296564549,-0.003568594,0.0,-0.033221664,1.4372320882,-0.200000003,5.0,8.2258377136,0.4441343381,0.0,0.0869565234,0.0462583529,0.0373440946,1.6579204981,2.5784103504,4.795903e-06,3.3094678e-08,0.9986067784,0.9972154978,-0.310942463,0.0663520154,-0.032258055,-0.282163592
75072,0.5459852841,0.0618809756,0.8947983864,0.0,0.4875943493,1.1518183067,0.12926043,0.8173246436,0.4879082538,0.03538778,3.4149018615,-0.033785972,12.0,0.0449098663,0.2364864865,0.2760349642,-0.037186627,0.0916202264,0.1060383021,0.207178265,0.1913426612,0.7038409255,0.0,6.2094841433,0.7984531479,4.5734694168,1.3861883128,3.1421995397,6.2130177515,0.274751145,0.0,1.0,0.0,1.0,0.0,0.5853937424,2.0,-0.51307773,0.095153776,-0.24137125,-1.897010274,0.00510919,211.5293815,0.2091536928,12.998295068,0.0038514223,0.0115896675,0.0228196332,0.037092602,0.354655152,-0.010105481,0.0,0.0004747888,4.1120247513,0.1035601571,4.0,12.955032891,1.7820003578,0.0,0.2941176593,0.0857544777,0.0997284637,1.0673218846,10.1116091,2.4848309e-08,7.6370175e-09,2.8130945487,7.944808128,0.0106470899,0.0640448156,0.1060995405,-0.228972391
10303,0.2153961289,-0.117381592,-0.235147315,0.0103865474,1.7499744872,0.7749543604,0.0282607379,-0.434256653,0.0205525107,0.0027972028,-0.463789869,-0.028347564,10.0,0.0,0.1923076923,-0.02265187,-0.779862659,0.1491138725,-0.656879882,0.0242556658,-0.275735855,0.7052175336,0.0,5.6997715156,-0.434175091,5.6997715156,-0.434175091,1.6559410739,0.6304564407,-0.033581212,0.0,0.0,1.0,0.0,0.0,-0.283056276,3.0,-47.63485275,-0.156809115,-0.3596794,-0.709443726,0.2989789619,-2691.98337,0.1284352916,8.8027480029,0.0,0.0161459242,0.1020830459,-0.211110217,0.0202303395,0.2441975729,1.0,-0.104846973,1.3040716237,0.03518188,2.0,7.9312847615,0.2596768132,0.0,0.3333333433,0.1341542241,0.1232821798,1.7835117761,2.3470259412,0.0001470644,3.8181818833,0.4469253925,0.1997423065,1.0241908205,0.0831680016,-0.670833339,-0.179182213
10363,0.6027534651,0.0080926069,0.7105555898,0.0,0.0215571502,0.1042044599,-1.023961661,0.0952125846,-0.059489602,-0.00310559,0.6627408994,-0.002803956,12.0,-0.001603868,-0.032786885,6.413035901,-9.161070731,0.1934979138,0.1385086358,0.0112988847,0.0820043855,0.9253876734,0.0,25.09658725,-0.32136038,25.023824855,-0.319743512,0.1970858493,13.723948812,1.3638922396,0.0,0.0,0.0,0.0,1.0,-0.060874115,4.0,12.817628888,-0.18791816,0.4793852232,-1.663228219,0.035605756,-2699.348905,0.0264272264,10.691615313,0.0,-0.026702705,-0.02756199,0.0077339278,0.8218989029,0.0689877542,2.0,-0.00058882,1.2366482505,-0.037293646,3.0,9.2754256186,0.1997931136,0.0,0.1489361674,0.0600547778,0.0493567932,0.9888559328,1.1103903418,1.3057927e-06,8.4159489e-08,1.1368374572,1.2923994041,0.2908277913,0.0478428988,-0.697616994,-0.267384463
10333,0.1408008155,-0.071053933,3.2979856177,0.0070580691,0.1511490445,0.0828534376,-1.89376947,0.1231209363,-0.262453403,0.007119594,0.4627295329,-0.054021721,12.0,0.0,0.1510791367,4.1007214206,-4.520559679,0.4452234882,0.0651099684,0.0223146944,-0.100955451,0.892903313,0.0,6.3493095972,0.1479867088,6.3493095972,0.1479867088,0.333351467,52.373219373,-0.486442449,1.0,0.0,0.0,1.0,0.0,-0.435622194,5.0,12.817628888,-0.004052138,0.0174325736,-1.362484299,-0.015612009,-2549.516253,0.0264272264,11.928009166,0.0,-0.159117574,-0.329929577,-0.003283528,0.8268256496,-3.683426256,0.0,-0.01198906,1.6315713666,0.0241341982,3.0,12.551509048,1.9785919092,0.0,0.2399999946,0.0956692449,0.1064780405,0.6797660916,5.4019476007,6.5899603e-08,1.0910249e-08,2.5947520251,6.7327380718,-0.020143818,0.0986666099,-0.023288616,-0.267384463
11040,0.6614538401,0.0419087323,-6.591546392,2.99206e-05,0.8408475498,1.0165011893,0.0708078055,0.0611612452,0.1469394893,0.3381021571,-0.192521717,0.065555949,11.0,0.0024232716,0.1,0.5132213858,-0.159021141,1.3232067511,1.0525841309,0.0005106681,0.7388830624,0.1880924235,0.0,1.8124917412,-0.0255814,1.6903933401,-0.016326409,42.028865979,3.2117984433,0.0943847136,0.0,0.0,1.0,0.0,0.0,0.468799161,6.0,-1.412441665,-0.278308573,0.5272191804,9.596990464,0.193600344,-509.3270848,0.092171531,11.00617486,0.0018126259,0.0085172025,0.0194730813,0.0481713882,0.0030695419,0.0198994316,2.0,0.0,0.2606724703,-0.014761162,5.0,10.192980484,0.7090214956,0.0,0.1967213154,0.0618082164,0.1029144612,0.9351032402,4.4640714442,2.9242573e-07,1.935298e-08,1.145198219,1.3114789607,-0.291364763,0.0856388354,-0.220058248,-0.345613872
10353,0.404467903,0.0813084447,1.7087451712,0.0,0.1656255482,0.4503121735,0.3321519364,0.2220760254,0.6316174314,0.0218845257,0.0431203174,0.1095665905,12.0,0.0156232547,0.1725125268,0.0786246022,0.070595115,0.2202075997,0.0898317397,0.0927614342,0.3144154288,0.7334796174,0.0,7.0610888073,0.0732069758,6.5535790553,0.0653409347,1.4443920262,7.6007198587,0.6195054661,0.0,0.0,0.0,1.0,0.0,0.9395082265,7.0,-8.644616737,-0.106894904,-0.556328901,-4.059462631,-0.156605043,1320.1598323,0.0359164916,14.374514659,-0.011157707,0.0181012911,0.0268450677,-0.027497264,0.5468680527,0.0281071456,0.0,-0.089171975,0.9503633177,-0.125207582,5.0,14.858396407,4.0013667524,0.0,0.1733333319,0.0678856336,0.0866487762,0.8948790642,22.745616206,2.0142471e-09,3.5340491e-09,1.8425814288,3.3951063218,0.3924822248,0.0656531027,0.1943450198,-0.467606257
10382,0.6764503841,0.0884473673,-0.302887902,0.0,0.5548760863,1.699676705,0.1265496495,0.1453057139,0.4255985892,-0.071336057,0.2654250657,0.222005518,12.0,0.0701590687,0.3212079616,0.1985068627,0.0753973421,0.112734356,0.0534155768,0.1465568086,0.0625697987,0.5283185968,0.0,2.5150962599,-0.169654447,1.0437197863,-0.244184753,90.692071087,6.8444197983,0.2676364199,0.0,0.0,0.0,0.0,0.0,0.6946163211,6.0,0.1017475523,0.1873659647,-14.24382647,1.6123080473,-0.761707586,-1017.536141,0.0270140569,13.088366994,0.0074006351,0.0289165275,0.0526360641,0.1055023868,0.0081603292,-0.009967262,2.0,0.0031372549,0.1242625535,0.0808172887,5.0,13.269751169,1.7536938848,0.0,0.1104100943,0.0428825887,0.0498674241,0.783054232,5.9466384994,1.0312791e-08,9.6838688e-09,0.6781024889,0.4598229855,-0.658868465,0.044881275,0.0019939913,-0.290627216
69526,-0.025866589,-0.395067482,-1.772549976,0.0,1.3701912807,2.7566948247,-0.209907254,0.0535719721,0.807414848,0.166628908,0.1456080533,-0.22371104,11.0,-0.043962885,-0.152450091,0.0994624905,0.0577158893,0.3616532721,-0.356621203,0.0021307034,-1.32361516,0.4090350735,0.0,0.6073586679,-0.147898547,0.5456559688,-0.086671764,34.606533398,5.7856211281,-0.260223386,0.0,0.0,1.0,0.0,1.0,6.8302891933,4.0,-10.10096075,-0.98632359,-0.251870296,55.093337523,-0.158070562,-885.7089973,0.0519717294,10.523539709,0.0,-0.031433277,0.2850606724,-0.033905155,0.0836592553,-0.014430377,1.0,0.0024562868,-0.487876728,0.0538693154,3.0,9.0560521827,0.2956690814,0.0,0.2727272809,0.0988314723,0.1460148153,1.4627437254,2.0533171661,7.1992379e-06,0.9545455174,1.5105600603,2.2817916958,0.6459036948,0.1093364923,-0.688172032,-0.127692494
10397,0.5042130691,0.0617355318,7.8942764869,0.004876007,0.3477648338,0.9852762709,0.118071912,0.2156311509,0.2736307175,0.0062651364,0.3569010157,0.1608367693,12.0,0.0,0.1570769231,0.2002583658,-0.054299848,0.1391866566,-0.07284473,0.2167181648,0.1341874037,0.5516555753,0.0,1.5883038642,-0.192407564,1.5883038642,-0.192407564,34.632412308,8.2611463605,0.5112895048,0.0,0.0,0.0,0.0,0.0,0.4227648111,3.0,-0.034487215,0.0576427178,0.0553218841,-0.417480051,-0.389238848,552.49313373,0.0568353812,13.657466308,0.0047468686,0.0162857716,0.0275183616,0.0283148189,0.0365817144,-0.02746728,0.0,0.0005647059,-0.307827145,0.0151163032,6.0,12.770257977,0.6144607946,0.0,0.0787401572,0.0380572749,0.0640702878,0.532005084,1.9499040529,1.5374231e-08,2.7968552e-08,0.5363755109,0.2876986887,-0.126134359,0.0436446362,-0.06168279,-0.255426485
10406,0.581973157,0.0293771671,6.5003068829,0.0,0.6441365058,0.7176525996,0.0544761132,3.1116010642,1.0828041225,1.844265489,7.8351067844,0.0357154254,12.0,0.0551871902,2.9411146162,3.5165376252,0.4682755979,0.3915749265,-0.115365148,0.3833011686,1.5830931984,0.2101842157,0.0,2.535499105,-0.236580851,2.1411966333,-0.224688338,19.061201228,3.1778730661,0.1379443698,0.0,0.0,1.0,0.0,0.0,1.4197444639,6.0,0.0302196327,1.1745132857,0.0152628422,4.0077262585,0.0227698349,272.6849477,0.0474054556,12.616443202,0.0089527928,0.0101682929,0.02142271,0.0969368516,0.0331464178,-0.038255124,1.0,0.0,0.0240262897,-0.073404387,3.0,13.63279935,2.0335736516,0.0,0.1346153915,0.0699639443,0.1205357536,0.5385934051,6.9427265343,2.3352037e-08,9.470635e-09,2.0007118782,4.0028480195,-0.057120544,0.0717030896,-1.062639115,-0.135054511
10404,0.5930783963,-0.009937766,0.3174484046,0.0044298062,1.1105219529,2.0627662259,-0.007773003,0.3482406188,0.6153846154,0.0062209934,0.6826834292,0.0229459275,12.0,0.0446933552,0.1517241379,0.1199211045,-0.161104885,0.3068041237,0.4941862052,0.1163398935,-0.017434862,0.5086497902,0.0,4.4417805417,1.3069057036,1.1396776041,2.3176380077,9.3736287145,38.942035398,0.0478693125,0.0,0.0,1.0,0.0,0.0,1.1883664039,3.0,-10.20378061,-0.682149361,0.3670746892,55.063864392,0.0885864058,-868.7909742,0.0519717294,10.895457254,0.0008236647,-0.006918852,-0.020368292,-0.009880372,0.1855922772,-0.013340012,1.0,0.0011288528,-0.482044199,-0.044329574,4.0,8.4337164693,0.2280715376,0.0,0.2926829159,0.1173517709,0.1191705556,0.9735498961,0.906921568,3.3149151e-06,5.999449e-08,1.1935770373,1.424626144,-0.233058329,0.0808418261,-1.296349801,-0.127692494
10257,0.1197735807,-0.069622081,16.847846738,0.0,0.2284105785,3.0163422594,-0.15074698,-0.043040541,0.640472973,0.0188960451,0.2173742138,0.0236498737,12.0,0.0,-0.058163077,0.2156806405,-0.092177025,1.1135611907,0.1243072577,0.0104054054,-0.3203125,0.4395640048,0.0,0.847750489,-0.183262128,0.847750489,-0.183262128,77.704243192,21.08161512,-0.215328251,0.0,0.0,1.0,0.0,0.0,1.2698102679,4.0,-1.457325633,-0.436471651,-0.014461079,10.581630355,0.1516942687,-568.9158348,0.092171531,10.142743106,0.0,0.0148126634,0.0362860192,0.0499689418,0.1412586416,-0.001650551,0.0,0.0732736057,-0.458681957,-0.079885112,2.0,9.873202299,1.08918393,0.0,0.1666666716,0.0710503335,0.0850121095,0.7973819366,4.1735876401,9.4112371e-07,2.0995135e-08,1.94506364,3.7832725635,-0.218234816,0.0999380103,-0.476923093,-0.345613872
10043,0.5705812345,0.0539354756,17.059224319,0.0098555759,0.2478304223,2.0580398212,0.141106057,0.1002542681,0.1911161849,0.5744773519,0.0806777379,0.100022516,13.0,0.0,0.069241012,0.1221281402,-0.001653543,0.2085180707,-0.057992126,0.0536730493,0.1089799695,0.4358493295,0.0,2.0602948727,-0.122827799,2.0602948727,-0.122827799,167.6687631,6.0815147137,0.3934638408,0.0,0.0,1.0,0.0,0.0,0.2688989472,6.0,-0.468310466,-0.496262168,-12.03209879,-0.524245631,2.0313513956,-247.3609077,0.0328388742,10.991916921,0.0039437497,0.0171511628,0.02568862,0.0601756248,0.0149978777,0.0057006523,1.0,0.0018604651,-0.633064114,9.98208e-05,5.0,9.1266326229,0.2943663266,0.0,0.0879999995,0.0366749018,0.0288021452,1.4020092139,1.2576045507,2.9309428e-06,0.954545552,0.8347553018,0.6968164139,-0.308319578,0.0432438826,-0.787742742,-0.15474606
12282,0.9385052057,-0.238656687,-165.7295119,0.0154096447,2.1473985086,7.5177783459,-0.097498395,-0.076238969,0.1882355288,-0.061361837,-0.006794508,0.0809043426,9.0,-0.014737587,0.0,0.0161833221,-0.352681138,0.1761820531,0.102212341,-0.002010547,-0.204087793,0.5548176316,0.0,0.8864735086,-0.592468378,0.287867776,-0.629966336,1532.2724638,13.160978333,-0.014093062,0.0,0.0,0.0,0.0,0.0,0.4513804163,4.0,-0.034116015,-0.044879898,0.3967734665,-0.299308256,0.096396509,-3159.466345,0.0364518986,11.860067363,-0.001781161,-0.028897467,-0.096935928,-0.105707172,0.0007353208,0.0050319112,0.0,-0.012444444,2.2432743187,-0.165013428,1.0,11.234150275,0.5650168637,0.0,0.1016949117,0.0406405692,0.0531548689,1.3350127423,1.8185624189,5.7625129e-07,4.4542336e-08,0.3700777228,0.1369575209,1.5249465479,0.0574240523,0.6047008459,-0.100078428
10412,0.3473058473,0.060118278,-6.981393336,0.0,1.5657146792,3.2218745457,0.0764015369,0.3437787176,0.595687853,0.034872075,0.3782460536,-0.03165046,12.0,0.0944951941,0.0466786355,0.3886789466,-0.086687991,0.3780224644,-0.291187865,0.1620709484,0.2076294858,0.5093664082,0.0,1.6167593809,0.1516190203,0.9872995462,0.1238361561,91.113803548,4.5309864004,0.1218889905,0.0,0.0,0.0,0.0,0.0,2.7600489479,4.0,0.0811310198,-0.087163361,-14.572971,0.4239386527,-1.015363565,-1042.953891,0.0270140569,10.553182329,-0.001902975,0.0006758675,0.003722795,0.1841536055,0.0130618289,-0.004582321,0.0,-0.018969072,2.0236651036,-0.222543636,2.0,10.109548524,1.1875684714,0.0,0.1851851791,0.0589445779,0.0898605943,0.9465306971,6.0017186754,4.1029069e-07,1.4729583e-08,2.0709745396,4.2889355436,0.0685923265,0.0939541002,-0.297594924,-0.290627216
10442,0.9727782263,-0.274784508,-68.86529851,0.0,1.7253181629,4.5564386285,-0.003218295,-0.096057388,0.1308804583,0.0064441887,-0.010386106,0.5929707808,12.0,-0.001681837,0.0081652257,-0.049098516,-0.167588113,0.1992495831,0.1026446415,-0.266757977,-0.21637594,0.5095956343,0.0,1.0455317801,-0.266200275,1.0272441897,-0.260431782,364.30597015,11.721331156,0.0730499736,0.0,0.0,1.0,0.0,0.0,0.2490827068,4.0,-0.097933174,-0.09126898,0.5238870413,-1.055211731,0.0428951637,-177.5706163,0.0568353812,10.467344335,0.0060982264,0.0069602518,0.0193049452,-0.065437914,0.0051305869,-0.021503859,1.0,0.0024,-0.930674072,0.0109384656,3.0,9.1162700482,0.4528432732,0.0,0.0588235296,0.0323051832,0.0351334675,1.8520905414,5.9699829028,1.9836837e-06,1.9090909373,0.4013219606,0.1610593161,0.7384003742,0.0542815907,-0.258005585,-0.255426485
69219,0.6132957825,0.0856107229,10.415505913,0.0166631897,0.0422186294,0.2756684399,0.2779996648,0.1656516632,0.3100191666,0.0879482524,0.5831160365,0.0207398908,12.0,0.0070088288,-0.090909091,0.1574030145,0.136513507,0.1898734177,-0.050632911,0.0126901199,0.1448692153,0.1548298304,0.0,18.717798595,-0.356376717,9.9344262295,-0.455567189,8.3348226018,6.7779440051,1.8695246971,0.0,0.0,0.0,0.0,0.0,0.324901019,3.0,0.0638725465,-0.23769,-1010.947301,-1.378720795,508.52383479,-1522.081858,0.1133007734,11.140506699,-0.005775806,0.0237359606,0.0253699189,-0.002370186,0.0398419328,-0.010633061,0.0,-0.00453298,-0.319604613,0.0068586804,2.0,8.0221178777,0.0300406801,0.0,0.0211267602,0.0180877277,0.0279777226,1.3486551009,0.1388116838,4.4392042e-06,11.454546992,0.4691850699,0.2201346299,-0.947131476,0.0533588909,-0.270809772,-0.088859473
10398,0.14618889,0.0390392607,1.0899357074,0.0073398938,0.482029098,0.8425973764,0.1221251659,0.0392612137,0.9950923483,0.0398648262,-0.222227969,-0.042468818,12.0,0.0,-0.122807018,-0.188914429,-0.040232225,1.2568503463,-0.357330696,-0.005356201,-1.788437709,0.8117580227,0.0,1.2370515795,0.4624576746,1.2370515795,0.4624576746,2.4903846154,4.1379663151,0.1922909091,1.0,0.0,0.0,0.0,0.0,-2.539856802,3.0,-9.664376121,-0.956680517,-0.079814817,54.680089272,0.0231716602,-849.0577746,0.0519717294,9.5966120422,0.0020844327,0.0226901434,0.0971790315,-0.010048283,0.5360008124,-0.018953637,6.0,0.1088003041,0.4363685295,-0.060816325,2.0,9.5279300936,0.8130784886,0.0,0.25,0.0957225176,0.1278992231,0.838537443,2.8808696739,1.1737266e-06,1.6440739e-08,0.9216974918,0.8495262664,0.7275903125,0.1135294786,-0.696354271,-0.127692494
76565,0.1633121663,0.0315774169,40.119696854,0.0,0.048782302,0.2610458486,0.276226753,0.229596743,0.3694091839,0.0262159528,-0.038093213,0.0385778423,10.0,0.0048890749,0.1111111111,0.2536198914,0.0390075043,0.0773419304,0.1320902649,0.1893285021,0.3410766052,0.5842298639,0.0,2.8490588803,0.1360150187,2.660871139,0.1403250919,13.052531849,6.7382163496,0.8489843514,0.0,0.0,0.0,0.0,0.0,0.5143642322,8.0,-1.436909396,-0.267197462,0.0290775067,10.09029648,0.1666222374,2820.7703376,0.092171531,15.313749905,0.0082778483,0.052680942,0.0687181315,0.0136107619,0.0067306635,0.4431406572,1.0,0.000349345,0.1747170559,0.0855456535,6.0,14.78037162,0.7116099501,0.0,0.0977443606,0.0353653419,0.04841474,0.5527743613,2.62333723,1.4060939e-09,1.95563e-08,1.0856779576,1.1786966276,0.0304000151,0.0463656348,-0.444093412,-0.345613872
