firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,invest,egr,tang,sin,currat,quick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,tb,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
46674,0.4064404126,0.0693718485,5.5769229045,0.0321204291,0.1392323905,1.3354105483,0.263249441,0.0926691874,0.7967042402,0.5014785132,0.0647748331,10.0,0.0601579533,0.0653846154,0.1137997225,0.0634750884,0.007894541,0.1260814439,0.0855781985,0.1020012008,0.6420549386,0.0,3.7617714336,1.6714294366,16.010633935,11.151044869,0.5864693619,0.0,0.0,0.0,0.0,0.0,1.0833723661,6.0,-0.653386783,-0.03383649,-0.51091843,0.1407620189,0.8727829476,1647.0027438,0.4894653679,14.504004554,0.0008050118,0.0302986002,0.0415675527,0.0178622342,0.1681039078,0.0012623155,1.0,0.0002865673,0.015571067,0.0080156852,4.0,13.623261385,0.3265138414,0.0,0.0313588865,0.012660156,0.0179919608,0.565204779,0.4764015766,4.94508e-09,8.470268e-08,0.9617764479,0.9250139358,0.0419536481,0.0289054453,0.2385283492,0.0887990526
62615,1.459760651,-0.136601245,-33.97200253,0.0,1.7736588479,3.7186404978,-0.084601638,-0.126639887,0.2567658038,0.03973455,-0.174397186,4.0,0.0013356195,-0.133280339,0.0888712794,0.2636459357,1.0065757404,0.2653593577,-0.026410641,-0.066177792,0.5493748887,0.0,2.4015312704,1.1399085259,92.157228725,4.6451134534,0.1005279295,0.0,1.0,0.0,0.0,1.0,0.5300756178,4.0,0.0966829319,-0.272578623,0.8180139583,-1.350391165,0.5488941835,-131.9815441,0.0309805399,10.780829534,0.0066424911,-0.018083684,-0.038914238,-0.251722465,0.0258115714,-0.031141222,1.0,0.0133333333,0.7944444444,-0.026136361,0.0,10.361877124,0.5170590366,0.0,0.1034482792,0.0429413247,0.0539650465,1.0231468113,3.586363918,5.0575516e-07,3.4613458e-08,1.4436449399,2.0841107125,-0.061011602,0.0544340421,0.0140055947,0.0220971733
38827,0.9758707063,0.0660728922,-3.693214611,0.0210526372,1.1878545686,4.1860739937,0.089307307,-0.025384784,0.4856663506,0.0,-0.039041006,6.0,0.0478758774,0.0246305419,-0.149004115,0.0287669782,-0.12532831,0.1541559868,0.0509884018,-0.008229098,0.6648567472,0.0,1.6259328358,1.1341728856,14.497476164,4.7281873057,0.1107696419,1.0,0.0,1.0,0.0,0.0,1.0329163924,2.0,-0.700298082,-0.016138053,0.1712777239,-0.004066617,1.8937659988,-718.4449532,0.0432569654,9.0571891925,-0.001750675,0.0209051229,0.0456903766,-0.366477831,0.1334480952,0.0055474583,3.0,-0.07465589,-0.205653992,-0.115789473,2.0,6.4876840185,0.1272727273,0.0,0.1666666716,0.0591333699,0.0630735019,1.7184545673,2.4339252793,2.25024e-05,9.5454546332,0.5779934485,0.3340764265,0.7433002567,0.0526966952,0.2004244365,0.2590311707
23915,0.7939454352,0.0987067298,-23.30143235,0.0357146698,0.9987716531,2.6069500726,0.1144987936,-0.038963647,0.2496485238,0.0099591193,-0.069429298,10.0,-0.007169193,0.0256410256,0.0329262637,0.0283250367,0.0072411003,0.091318328,-0.106246234,0.0109289617,0.5329113898,0.0,2.0891530461,1.0520059435,185.61111111,10.201526718,0.2022218038,0.0,0.0,1.0,1.0,0.0,0.5345255837,5.0,-0.002804181,0.0176369154,-0.155812672,1.1236925196,-0.29123964,1964.5066755,0.0439818798,14.830076433,-0.00077235,0.013704234,0.0297249335,0.0506598615,0.0092760637,0.1025284117,1.0,-0.030526335,1.3668704836,0.0051543699,3.0,14.498513964,0.7256657194,0.0,0.0294117648,0.014582018,0.0219289429,0.5874472223,2.3958318385,1.4935576e-09,2.5577809e-08,1.4232868225,2.025745379,0.2392181477,0.0364750574,0.1000820087,0.2590311707
25910,0.5674572548,0.0914509158,6.2064561963,0.0382203749,0.3364953209,1.5180297353,0.1973161303,0.1140647018,0.6591391079,0.4889606103,0.1603404788,11.0,0.0471835833,0.1462294043,0.147400913,-0.011517256,-0.040929125,0.1081564623,0.1342527909,0.0883267805,0.483329449,0.0,2.5450688514,1.2656492877,43.248775529,9.1894359629,0.394921871,0.0,0.0,0.0,0.0,0.0,0.993349674,4.0,-0.002541978,-0.105941622,-0.306579304,-0.038031443,0.6257541188,7.0571388091,0.0312775509,13.576356234,-0.004534953,0.0198256064,0.031581986,0.0171414396,0.0309882342,-0.008501849,0.0,-0.001299639,0.2261254228,-0.061561742,5.0,13.152712401,0.6375083812,0.0,0.0344827585,0.022175851,0.0242232206,0.565188279,2.5290442137,8.1282006e-09,3.0188706e-08,1.0773450532,1.1606723636,-0.125177063,0.0388241899,-0.082734533,0.3294445231
27449,0.8201259578,-0.090324823,-2.110410963,0.0089945741,1.471974117,1.5174294552,0.0359032222,0.7396223779,0.2273880753,0.5789473684,0.4712893114,10.0,0.0960441895,0.8854961832,0.6601440259,-0.65936044,0.222469698,0.0598074372,0.8921844807,0.7242428634,0.6225341131,0.0,1.8393946239,1.1652925232,3.536990923,5.469134269,-0.005185103,0.0,0.0,1.0,0.0,0.0,0.4689175482,4.0,-1.443409273,0.6398140215,0.0455658432,0.1536061499,0.4062988644,-586.8304229,0.2876639322,10.78301056,0.0028984876,0.0251730959,0.08720233,0.3392078789,0.0685309048,-0.335762349,2.0,0.0428719833,0.7846297594,0.0240361029,2.0,10.982407208,0.9395165474,0.0,0.0599999987,0.0302483404,0.0284676209,1.0987722536,3.1467203181,2.1698971e-07,2.5176449e-08,1.2652885879,1.6009552106,-0.027424029,0.0467087916,0.2345803799,-0.01285272
38974,0.673587136,0.0873044144,1.5760077301,0.0243597632,0.4077665623,1.6801520877,0.1544246678,0.2474117896,0.8030142968,0.0,0.5913747915,10.0,0.0294569271,-0.051020408,0.0462287105,-0.002551777,0.0328930007,0.1215538847,0.2388900627,0.1030793841,0.5616281052,0.0,3.82721202,1.8693656093,15.671981777,11.034482759,0.4235012872,0.0,0.0,1.0,0.0,0.0,1.124775045,2.0,-0.134838695,-0.089179218,-0.034415598,3.017964646,0.1421762876,-280.3033178,0.0415193682,9.850693132,-0.003286133,0.0070395424,0.0113787892,-0.002545559,0.0012782038,-0.024347798,0.0,-0.003436504,-0.819765695,0.0341807883,5.0,6.8351845861,0.055249541,0.0,0.0540540554,0.029052033,0.0518010353,1.4149614623,0.7478546427,9.8354304e-06,9.5454547732,0.2673257046,0.0714630323,0.3394941929,0.0388893045,-0.425077519,0.2273416226
38982,0.3209318554,0.0999478731,34.703929887,0.0102285526,0.5367821692,1.0631136559,0.2274239277,0.3356558502,0.8873387141,0.0218949435,0.3035894713,2.0,0.0973734876,0.2164948454,0.2483304835,0.0414219958,-0.016013336,0.0986438741,0.2503706144,0.3929664545,0.5047735414,0.0,2.4615439083,1.4439834025,98.406657963,3.6031835184,0.2389648623,0.0,0.0,1.0,0.0,0.0,2.3091944172,2.0,-0.140214626,0.1783360352,-0.387070879,0.4901020097,0.3773636509,-13.06494625,0.0415193682,12.7077884,-0.000500245,0.0091284149,0.0214028089,0.0144440177,0.0013909024,-0.026242606,0.0,0.0004444444,0.5455212503,-0.086331619,5.0,13.160439205,2.9283072255,0.0,0.0254777074,0.0101127625,0.0179625444,0.8453444377,18.370698634,2.5796122e-09,4.2754642e-09,1.1719212467,1.3733994085,-0.046788279,0.047717006,-0.08619392,0.2273416226
52759,0.959839942,0.052507645,-5.005933184,0.0216461652,1.2782115677,2.1295187778,0.033123436,0.0098264363,0.2212985904,0.0050481334,-0.009241581,10.0,0.0244320346,0.0500138927,0.1324999681,-0.035440584,0.029819529,0.1154954172,0.0911247248,0.0364555573,0.5065060516,0.0,2.3213011368,1.2761762509,31.155857814,7.3437226289,0.1578809885,0.0,0.0,0.0,0.0,0.0,0.4150293145,6.0,-0.005722151,-0.075003614,-0.366296536,-0.557636601,-0.548736213,33.291367233,0.0614925382,11.993977986,-0.007096351,0.005712558,0.0135218817,0.0397483198,0.0093740235,0.0254389786,1.0,-0.039466676,0.0620637616,-0.02828141,3.0,11.509850743,0.5883016373,0.0,0.0206896551,0.0147636314,0.0202652143,0.8942936002,4.1627208685,4.7838671e-08,3.3192994e-08,1.0473732071,1.096990635,0.3712109391,0.0571947311,-0.038098146,0.1891557445
39029,0.1975168691,0.0468016194,7.4725032425,0.0,0.0249797571,0.2504318489,0.4965719882,0.2682307692,0.7064615385,0.0052910053,0.0081699346,2.0,0.0265201614,0.3076923077,0.3241758242,-1.324016947,-0.023141683,0.2628120894,0.0593076923,0.3109996417,0.7913372354,0.0,8.9301136364,7.0744318182,2.4068741894,4.2213375796,1.602686066,0.0,0.0,0.0,0.0,1.0,0.8226442135,4.0,-0.043482599,0.1751830369,-0.326561638,-1.750852997,1.0770335458,-160.9448698,0.0422630468,10.810596258,0.0125111707,0.0576211561,0.0649084449,0.0143687599,0.5836027199,-0.01755308,0.0,0.009375,2.2419115972,0.0009184852,4.0,10.949555765,0.7004285839,0.0,0.0384615399,0.0190555798,0.0301613728,1.2609040399,1.7179117786,5.7018892e-07,0.954545502,1.1414674149,1.3029478592,0.0383192783,0.0358784727,-0.166551582,-0.061020564
39045,1.397859316,0.0881730168,-14.97443272,0.0671494554,0.6438877131,3.4848163045,0.0398961815,0.0358761,0.5392669397,0.0709725873,-0.002770636,10.0,0.0300582405,-0.077702703,0.021362807,-0.199253637,-0.092314247,0.1014265405,0.0417211234,0.0547036973,0.4956190376,0.0,1.7187810855,1.5364534051,51.457734573,4.348411522,0.2285948927,0.0,0.0,1.0,0.0,0.0,0.7992290083,2.0,-0.045720574,-0.210211974,0.8737808089,-2.351988498,-0.028969892,-165.1708855,0.0422630468,11.180062955,0.0089833777,0.0126636515,0.0189518468,-0.029880802,0.0126718357,0.0024160026,0.0,-0.002081416,-0.309462849,0.0444810903,2.0,10.697107699,0.5445383133,0.0,0.0472440943,0.0192699115,0.0231714846,1.1408955261,3.7366849398,2.0174672e-07,2.8196263e-08,0.4007000886,0.160560561,-1.244397057,0.0274233828,0.0056837895,-0.061020564
16424,0.4532066498,0.0912946628,0.5334182426,0.0437274499,0.7052555681,1.3115942574,0.2136816936,0.193530738,0.8282315652,0.0030597962,0.3148826639,10.0,0.0143704792,0.0680272109,0.0482316644,0.0694711362,0.0059362686,0.176744186,0.0487517569,0.0440610118,0.5282351808,0.0,1.8485123093,1.2173387706,7.4620149984,5.3824082785,0.2172166087,0.0,0.0,0.0,1.0,0.0,1.7500036307,2.0,-0.033916189,0.0088804035,-0.590112898,-2.189147332,0.3153581992,1629.4739868,0.0261787142,14.609696705,-0.000983003,0.0218915186,0.0530788177,0.011827868,0.1316945112,0.0306789277,2.0,-0.000105532,-0.091959475,0.0098853367,7.0,13.889793015,0.5096249299,0.0,0.041366905,0.0114048303,0.0141292772,0.4119534099,1.2641063339,1.2282945e-09,3.4868698e-08,0.5793925073,0.3356956776,0.5597712014,0.0283794344,0.0997025392,0.0532334091
12024,0.4434620358,0.0141814421,20.930939986,0.0,0.3046507439,0.9398125086,0.0390500114,0.4280254777,0.7442675159,0.2673450509,0.3719008264,3.0,0.1159496327,0.6964285714,0.2531701891,-0.171072235,0.016248605,0.2008072654,0.3101910828,0.4693200663,0.5631195361,0.0,2.9036144578,1.5236329935,53.647619048,3.7453457447,0.1799176433,0.0,0.0,0.0,1.0,1.0,1.2227750138,3.0,-0.989356104,0.5284721793,-0.054661043,1.7233349749,-0.481236199,-220.0425112,0.0812427753,8.8324782713,0.0044585987,0.0110178384,0.021978022,0.0628988666,0.0234165923,-0.017928516,1.0,-0.002002086,-0.887204157,0.0,5.0,8.9686111089,0.9248318924,0.0,0.0270270277,0.0231276701,0.0345133363,1.3812248178,3.3186147137,5.7730505e-07,1.9709433e-08,0.7596401607,0.5770531737,-1.02932123,0.0476740274,-0.014308067,0.0804203255
57154,0.7702778857,0.218957633,-0.036088388,0.031679655,0.2339415345,1.0772988607,0.2137433852,0.2604872886,0.4048694159,1.2115909456,0.0976521852,10.0,-0.010845558,-0.113541667,0.2092333065,0.3008038721,0.1704394353,0.1027392057,-0.181820153,0.3218444119,0.4499409004,0.0,2.4864388027,1.8782632098,7.3926473736,15.660823132,1.1681988001,0.0,0.0,0.0,0.0,0.0,0.5541442181,5.0,0.0987498957,-0.121545777,-0.179480222,-0.168946348,0.3723332821,-310.065385,0.0439818798,13.108454597,-0.001676807,0.0352288913,0.0464924262,-0.043389154,0.1459712261,0.1936520524,1.0,0.0153968254,0.3105183694,-0.013973484,3.0,10.467394122,0.0737131631,0.0,0.0098039219,0.0075389366,0.01041439,0.7244494843,0.2239427511,6.3464791e-08,4.1689288e-07,0.8621890384,0.743369938,-0.097008269,0.037048079,-0.136688937,0.2590311707
55466,1.2433249162,-0.013660637,-14.76739223,0.0,1.2285327924,2.9510976805,-0.001478917,0.0529953917,0.3172043011,0.0,0.1468890893,10.0,-0.022064139,0.0512820513,0.3079952785,0.0812294793,0.0461698473,0.1329393833,0.0225044177,-0.029929483,0.5606976632,0.0,2.3885167464,1.5523082892,45.639991464,4.1279482725,0.1158145479,0.0,0.0,0.0,0.0,1.0,0.5521989557,4.0,0.0366433721,-0.088016233,0.6015782234,0.1303741033,0.5488941835,-137.8480441,0.0309805399,11.489861525,0.0033244754,-0.003227221,-0.006396256,0.0106072294,0.02496131,0.0299176132,0.0,-0.002692308,0.2145969499,0.0104090357,2.0,10.066482931,0.2675501433,0.0,0.0451127812,0.02379659,0.0243342674,0.9763286736,1.9418146204,2.7267913e-07,5.7269445e-08,0.9782891146,0.9570495918,0.2337554591,0.0444087465,0.4228596807,0.0220971733
32256,0.9533260737,0.0358408601,-1.211778827,0.028591077,0.5483991645,1.4638304995,0.0360298014,-0.042744676,0.3523878061,0.0390053632,-0.121439934,11.0,0.003588167,-0.009615385,-0.086595996,0.1040347812,0.0486060317,0.1269418975,0.0121644586,0.0092591259,0.6043517472,1.0,3.94693302,1.8243948296,6.0032353433,5.9952091805,0.1231193959,0.0,0.0,0.0,0.0,0.0,0.5601123191,4.0,0.0073192702,-0.066239557,0.3170762133,-0.740596849,0.0404960745,-720.2326881,0.0327793311,11.02795032,-0.009936186,-0.001649704,-0.002584636,-0.097974086,0.1623734217,0.0090235377,0.0,-0.027421318,-0.84526749,-0.043417946,2.0,10.962240924,0.5685834082,0.0,0.0378151275,0.0128710505,0.0126946141,0.9839405223,1.0043761789,2.0283529e-07,6.6340405e-08,0.9725155644,0.9457865231,0.052899082,0.0566208656,-0.211253075,0.3294445231
45428,2.6930270556,-0.613856705,-3.662237024,0.1608681495,8.9635194451,2.7367778076,-0.064744954,0.0014646719,0.0334580736,0.0094588649,0.0952380952,10.0,-0.006990167,0.1153846154,-0.090380313,-0.349135177,-0.585565065,0.059002917,0.1429966612,-0.220381917,0.5677209768,0.0,1.3038090867,1.1854061496,2.2451684152,6.28438949,-0.001727116,0.0,0.0,1.0,1.0,0.0,-0.161535464,0.0,1.5880784314,0.0028369917,2.1223641903,-39.63971555,2.5219231158,-70.03673585,0.078266779,10.393569506,0.0035918792,-0.031308508,-0.112104208,-0.055832666,0.0524757477,-0.362654202,0.0,-0.366235367,0.0482158029,-0.081666667,4.0,11.040641237,0.9628268349,0.0,0.1428571492,0.0886614925,0.1503197491,0.7369142201,6.0602164327,3.1811242e-07,1.9828808e-08,0.9131716276,0.8338824215,0.5699409808,0.0688193956,-0.180997789,-0.203162056
65920,0.8759091422,-0.064480332,-0.056932937,0.0,0.1918060267,0.5258240355,-0.054162487,-0.113945678,0.2865099373,-0.034297076,-0.11924182,4.0,0.0,0.2596153846,0.094259971,-0.011330091,-0.046703626,0.3000408793,0.2045662024,-0.11277742,0.5601895665,0.0,2.5891294334,2.5891294334,4.3144253064,5.6288893691,0.8064460488,0.0,0.0,1.0,0.0,0.0,0.3380153546,2.0,1.7693142174,0.1470677609,0.3052462769,-38.52030991,0.7783113691,-119.521133,0.078266779,11.060606536,-0.001954163,0.0099264157,0.0119761154,0.0141306851,0.1564194955,-0.047392722,0.0,0.0069121478,-0.878529431,-0.033333335,4.0,9.5390324213,0.1712387581,0.0,0.0370370373,0.0379778568,0.0399919111,0.8481612435,0.6071785292,9.334086e-07,1.1438148e-07,0.194671141,0.0378968531,0.5831525179,0.0637509108,-0.072803142,-0.203162056
32299,0.2635857749,-0.159271444,7.7367718984,0.0018232218,0.2447892267,0.2743514653,-0.431194492,-0.185089463,-0.019284294,0.0220328414,0.1325567383,10.0,-0.005988243,0.0,-0.124047124,0.3652062696,-1.233886455,0.2699912946,0.0125911199,-0.355960967,0.5538287387,0.0,0.9058431729,0.8101725704,3.7396449704,6.9988925803,-0.282162366,0.0,0.0,0.0,0.0,0.0,-0.094081459,1.0,-0.660066487,-0.113206818,-0.776607132,-0.922852542,-7.321986709,-139.2404951,0.4338611289,9.6450810707,0.0,-0.013135154,-0.026741731,-0.028149229,0.0758347979,0.1540047117,3.0,0.0447902315,-0.456732635,0.0833333358,1.0,8.4894365144,0.2017696489,0.0,0.200000003,0.0822186442,0.0923542867,1.0889571765,0.5117653232,2.04882e-05,1.6733119e-07,0.3743483475,0.1401366853,1.2143085102,0.0751708037,0.083333337,0.2492148398
12140,1.7871341549,0.100176052,-13.94963542,0.0626513592,2.4951441064,5.6830882657,0.0644217278,0.0178585294,0.3763490954,-0.048862286,0.0521399693,10.0,0.0227797445,-0.022326435,0.0771375998,0.1451056148,0.0465451679,0.0985280865,0.0627766131,-0.024542091,0.5220901671,0.0,1.5200058625,0.7776637843,35.811447917,8.6749911683,0.130298913,0.0,0.0,1.0,0.0,0.0,0.7839032753,4.0,-0.046543212,-0.305481154,1.0717101469,-0.501881482,0.8371394596,-242.8134698,0.0949905957,13.610550677,-0.003049453,-0.1144704,-0.289499668,-0.014133623,0.032999927,-0.001695375,0.0,-0.010823529,0.5615302823,-0.00326667,1.0,12.693002527,0.4745470614,0.0,0.0311284047,0.0153522321,0.0207414407,1.0045003835,4.1911182902,8.1541599e-09,2.7274572e-08,0.9784359957,0.9573369978,0.0575529789,0.0385385433,0.0572954027,0.095121752
39432,1.4070345137,0.1322667256,-7.293608826,0.0307642972,0.508845426,3.3041003328,0.1060663869,0.0153620685,0.6336133574,0.0007227174,-0.130971959,5.0,-0.074900336,-0.056451613,0.0345331416,0.040492279,-0.035007907,0.1401110197,0.0063463401,0.0812036352,0.5734218774,0.0,4.7424528302,1.934067086,31.801568441,9.5504567514,0.4262250699,0.0,0.0,1.0,0.0,0.0,0.8971294136,4.0,0.0313235234,-0.057293959,0.5514105302,10.243246107,-1.025511531,-33.12273103,0.0798412188,11.192317227,0.0132984951,0.0294391653,0.0411687048,0.0898838347,0.0077341355,0.0095572406,1.0,0.0223954895,5.3456724017,0.1729836036,4.0,9.3977738407,0.306156406,0.0,0.0465116277,0.0203849263,0.0241921117,1.0571719661,1.1234497668,4.6302625e-07,9.4080395e-08,1.1192411097,1.2527006617,0.0216891108,0.0421871894,0.0350579594,0.2634157361
16432,1.1453620281,0.1484387923,-19.30716876,0.0573168767,1.0683259066,3.6985829332,0.1181120831,0.0348793149,0.4021733537,0.0101304245,0.0172639109,10.0,0.018801681,0.0426540284,0.0518625059,0.1548479714,-0.011261369,0.1017552283,0.0642047042,0.0514219879,0.561329666,0.0,1.8612031571,1.0055820072,71.413549512,7.4744201153,0.2454908111,0.0,0.0,1.0,0.0,0.0,0.7510466813,4.0,0.0083414333,-0.111072136,0.2251264979,-0.638992539,0.1024779024,2649.4468581,0.1199816652,15.079826639,-0.003987792,0.0127621861,0.0252139999,0.0492342991,0.020298757,0.0300635873,1.0,-0.003559322,-0.285217535,0.0221047485,7.0,14.664726221,0.7295320687,0.0,0.0193798449,0.0091348369,0.016581196,0.574053275,2.4644468264,7.239627e-10,2.2942655e-08,1.1372150548,1.2932580809,0.3927694342,0.0270046188,0.1386754539,0.2317502147
53604,0.629937144,0.0988620952,1.4708838838,0.0434934064,0.1122753967,1.0060419764,0.1927380859,0.0700837935,0.4586895802,0.0,-0.035446576,10.0,0.0275417401,0.0347222222,0.0476161143,-0.039143599,0.010886149,0.1244754342,0.1109571224,0.0913656162,0.6552400773,0.0,5.4120940649,3.491281395,5.7402750823,7.8708781673,1.1140140982,0.0,0.0,0.0,0.0,0.0,0.5511913912,4.0,0.0313406919,-0.104576062,-0.011809549,-0.302530256,0.9868961996,-142.6995992,0.0309805399,11.323204601,0.0024312194,0.0335315955,0.0390534195,-0.009748669,0.2348387352,-0.021278967,1.0,0.0011373447,2.2258064516,-0.006755484,6.0,8.3086303234,0.0374037404,0.0,0.0108695654,0.0120853844,0.0062622836,0.9155401313,0.2113375007,8.5039009e-07,2.8636369396,0.4283292165,0.1834659177,0.1898791768,0.0252157933,0.1745691338,0.0220971733
39475,0.5403090672,0.0968162353,14.231343284,0.0,0.5826238554,1.5405629559,0.1563510044,0.47608241,0.7164152539,0.0048814505,0.8080680744,2.0,0.2007727559,0.0,0.4153889217,-0.202448647,-0.027098847,0.094113863,0.5147065367,0.2321290721,0.5615598999,0.0,1.5989795918,0.6490723562,679.23880597,7.0078534031,0.3234567901,0.0,0.0,1.0,0.0,0.0,1.1530029335,2.0,-0.006548907,-0.153726164,-0.379926463,-0.350968859,0.2570260941,-89.8306419,0.1199816652,11.214519429,0.0321801606,0.0448849822,0.1250868659,0.221445835,0.0365141188,-0.124451666,2.0,0.0272559765,2.3427867616,0.0300216093,6.0,10.780668365,2.1590296496,0.0,0.025906736,0.0109887357,0.0124327686,1.2999804078,16.76358544,8.4561505e-08,1.198493e-08,1.1995585187,1.4389406399,0.0187155837,0.04255218,0.7545375908,0.2219936426
22568,0.9271333348,0.0968679148,-34.75326562,0.0328678367,0.6491126565,1.5179950728,0.0471247665,-0.023257377,0.4034415541,-0.023845207,-0.006969798,10.0,0.0015642002,-0.050748148,0.0563103865,0.0409092403,-0.020232361,0.1206860489,0.0533709753,-0.034346402,0.4051240796,0.0,2.1895074946,1.392219843,174.925,4.9361552028,0.2447960033,0.0,0.0,1.0,0.0,1.0,0.6516777765,3.0,0.0206619826,-0.190046432,0.285386642,-0.717170197,-0.027521416,711.55483094,0.0309805399,13.994194569,-0.003477367,-0.095701328,-0.166380985,-0.151807878,0.0092349222,-0.115433059,0.0,-0.156456007,-0.041780328,-0.025076134,4.0,14.954809432,1.9271762064,0.0,0.0347826071,0.0243544687,0.0332347174,0.5627085452,3.4410149033,2.2424152e-09,1.2926679e-08,1.9296344783,3.7234892199,0.1737729555,0.0455402243,0.0114293664,0.0220971733
39483,0.4461789584,0.0767541479,4.0276443563,0.0489803382,0.4006384434,1.0918105164,0.1193618414,0.0630053796,0.4660274955,-0.013806932,0.1185880051,10.0,0.0233968282,0.0322580645,0.0409342495,0.1073148157,0.0610830285,0.1136366234,0.1126120741,0.0176017793,0.5728751648,0.0,2.380389059,1.3885652217,14.963715151,6.0434150044,0.3021446214,0.0,0.0,0.0,1.0,0.0,0.8129050755,4.0,0.0346186649,-0.107040219,-0.195567734,-0.545171714,0.4916532372,52.194455943,0.0309805399,12.561114256,-0.001879663,0.0224809999,0.0422120391,0.0391699377,0.0073050302,0.0040983591,0.0,-0.002941176,0.2041873413,0.0073529412,5.0,11.584915839,0.46167078,0.0,0.0240000002,0.0157747039,0.0239220067,0.7359192526,2.9457779188,1.8782199e-08,3.0409323e-08,0.7525616328,0.5663490112,0.0702451499,0.0291141871,-0.016449967,0.0220971733
25005,1.1337602235,0.1013961409,-12.06462054,0.0707595768,1.6228566393,3.4875778064,0.0703559457,0.0582788271,0.4664729402,0.0009074784,0.0975703818,10.0,0.0283326852,0.0191082803,0.0817224857,0.0667901479,0.0085245271,0.1019016486,0.0646122127,0.0069516543,0.509870702,0.0,1.6470689655,0.7468103448,42.906715561,10.310763218,0.1622958766,0.0,0.0,1.0,1.0,0.0,0.9932315869,5.0,-0.062536264,-0.105838778,0.5630964915,-3.575521463,0.337818282,1341.0521847,0.0362474485,14.835779611,-0.00486618,0.0063900313,0.0158650099,-0.215441736,0.0476242784,0.114995755,0.0,-0.013046472,-0.451814882,0.0152808577,3.0,15.271737528,1.3486544955,0.0,0.0565552711,0.0267459799,0.0341121716,0.7623538827,6.6182612352,8.641779e-10,9.8247773e-09,0.8978354442,0.8061084848,-0.005663598,0.0233296647,0.1857711757,0.2521314971
39571,1.0881181498,0.1156501905,-30.43335576,0.0421372483,0.8606321962,2.7023351028,0.1085551844,0.1271247506,0.7983242185,0.0298292902,0.1776385928,10.0,0.1003834845,0.152173913,0.1859328698,-0.102561056,0.029479009,0.1078643934,0.2271635504,0.0943565633,0.5693388193,0.0,2.2662502554,1.170835644,110.18266049,4.6300127927,0.2346449626,0.0,0.0,1.0,0.0,0.0,1.3857191831,5.0,0.0307351913,0.0128756292,0.446371457,-0.536111347,0.7995425435,-148.7108446,0.0309805399,11.624583112,0.0073008733,0.0219008697,0.0393334878,0.1139812675,0.008940033,-0.020154558,1.0,-6.1538e-05,2.8770760129,-0.052339902,7.0,12.012451488,0.93611208,0.0,0.0318987332,0.0217101742,0.022820032,0.8633187913,3.764270994,7.5409366e-08,3.1262758e-08,1.2988523049,1.6870173099,-0.010123528,0.0440757308,0.3270147249,0.0220971733
39590,0.2326512051,-0.046498408,99.291208791,0.0,0.3646884948,0.4852205548,-0.07535743,0.0489518866,-0.030904372,-0.044120843,1.4667794525,2.0,0.1994699509,0.3,-0.166145671,-0.019835238,-1.043213269,0.2272825383,0.3359952086,-0.448201478,0.5492037989,0.0,1.3301775148,0.4347797502,117.25274725,3.5336976321,-0.088017391,0.0,1.0,1.0,0.0,1.0,-0.066386237,0.0,-0.157972517,0.1607017162,-0.409095488,-0.066419059,0.5488941835,-166.3390441,0.0309805399,10.83624201,-0.023075431,-0.028167942,-0.072322127,-0.023249204,0.0458283158,-0.10231143,1.0,-0.044025693,1.7378830765,0.0006747637,4.0,10.07717822,0.8325791855,0.0,0.0444444455,0.0310000835,0.0426743323,1.1377853737,1.3823897275,6.1763917e-07,5.2193321e-08,0.8304109145,0.6895822869,-0.055472186,0.0499674687,0.2361673466,0.0220971733
60468,1.1780505261,-0.120551279,-14.8663713,0.0275632322,3.0006566365,6.8172051397,0.0131997495,0.0878124425,0.3639708781,0.0,0.2394695137,10.0,0.0142506452,0.0504451039,0.6887427157,0.2283508928,-0.39041157,0.1068587401,0.0348253476,-0.170658895,0.5806896685,0.0,1.4190038142,0.8756450527,46.152426521,4.9227909011,0.0110618645,0.0,0.0,0.0,0.0,0.0,0.8520150686,2.0,-0.05554136,-0.008701704,0.1347309783,-1.961557237,-0.367883468,-105.5208894,0.0261787142,9.0697699779,-0.000456424,0.0021049644,0.0082080605,-0.942834693,0.0002362837,0.0518405289,1.0,0.0360330444,2.4102564103,-0.068849886,0.0,7.9566519754,0.3016683691,0.0,0.0606060624,0.0218041825,0.0173153485,1.110101385,1.5028733265,2.8981825e-06,5.7272728158,1.2444238955,1.5485908317,0.0437589525,0.0448522352,0.0834618439,0.0532334091
