firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,cfp,age,chinv,hire,sgr,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
15748,0.7860003204,0.0527791126,-0.00470519,0.0,0.231819638,1.6472849592,0.0902986678,-0.025944662,0.4340078179,0.0210991168,-0.19125454,0.192255326,15.0,-0.025082021,0.0871934605,0.0280915725,-4.1464e-05,0.1259209645,-0.088669368,0.0300452211,0.0365441487,0.6801960105,0.0,4.0237107291,0.1688573209,2.7164591978,6.0485222761,6.576498801,0.2907237198,0.0,0.0,1.0,0.0,0.0,0.590251373,6.0,-0.050847038,-0.072559129,3.0225048822,-0.11810298,0.2283440494,-1174.978299,0.0430702538,10.415592358,0.0068988789,0.0186882795,0.0242001223,0.1268620855,0.2545428062,-0.017247821,2.0,0.025717079,2.3157333252,0.2698252797,5.0,10.523711155,1.9644455097,0.0,0.0884955749,0.0400403248,0.049928049,1.0511270375,8.6368732896,1.7450695e-07,1.0273954e-08,1.9567291696,3.8287890431,0.1996267899,0.0910849894,1.0219780404,-0.172414218
16126,0.4176821198,0.087869024,46.457898172,0.0072169434,0.2869982444,0.918596408,0.1607392887,0.2588759648,0.4896184368,0.00152207,0.3535759385,0.0328352669,23.0,0.1523239362,0.2081850534,0.3080602395,-0.126652203,0.1575150509,-0.021916677,0.273377541,0.2011339376,0.4883634589,0.0,2.4313457096,0.0572339452,1.2141329455,98.536553525,5.7289563567,0.5001951029,0.0,0.0,1.0,0.0,0.0,0.76236307,5.0,0.7724839683,-0.005478318,0.0740409368,0.048443759,-0.069010029,-842.5585012,0.0572588492,10.731354092,-0.003391552,0.0248102744,0.0401891253,0.0379650425,0.0087091651,-0.015125178,0.0,-0.000857143,-0.847650231,0.0204547569,4.0,9.0856271278,0.6546797433,0.0,0.0703125,0.0210028797,0.0181471418,1.1592340306,1.1590305045,4.6488687e-07,8.8682215e-08,1.1914793817,1.419623117,-0.10105898,0.0604372879,-0.751589088,-0.264498498
17137,0.6812423276,-0.051148604,0.7926892515,0.0340164689,0.1543013742,1.1656868227,-0.046447497,-0.0442767,0.2552026614,-0.0019119,0.3541571285,0.1110276053,23.0,-0.077401638,-0.173913043,-0.00848426,0.0717573032,0.142413579,0.2720203985,-0.226366118,-0.103989625,0.5313275673,0.0,4.1848581627,-0.347810405,3.3141294592,5.6186806141,7.1672600719,-0.260932137,0.0,0.0,0.0,0.0,0.0,0.2684222985,4.0,-0.084835458,-0.230152493,0.2302115828,-0.298200438,0.046815407,-324.8492478,0.0969687896,12.550386821,0.01983693,0.0098595324,0.0117538274,-0.042400997,0.1096225776,0.0406025857,0.0,-0.005423729,0.6030303851,-0.12494753,3.0,11.846070745,0.4809878479,0.0,0.1011235937,0.0429262509,0.0734702336,0.9970539732,1.7446504966,1.2460699e-07,4.3393442e-08,0.7608855819,0.5789468687,-0.201907691,0.0441766439,-0.198585911,-0.212843637
85885,1.648306241,0.0004677815,-5.713565022,0.0,0.5437180837,4.8401356566,-0.121069182,-0.06771006,0.4950593541,0.7152600171,0.0264939653,0.203017191,13.0,0.0733088513,-0.094339623,-0.358842484,-0.044530279,1.4598540146,0.1100973236,0.0512633464,-0.095103578,0.598637075,0.0,3.6911385145,-0.368418183,2.1597361629,23.19955157,5.4353002977,0.0589773388,0.0,0.0,0.0,0.0,0.0,0.6390172916,3.0,-0.007669011,-0.169248407,3.0988608694,-1.545513353,-0.221871877,-648.3886204,0.0604021411,8.1581806961,-0.040188341,0.0236202416,0.0300934944,-0.491482478,0.0951771233,0.0027931835,2.0,0.0678283242,16.16115942,0.0279720277,3.0,7.0915341068,0.4722469576,0.0,0.2934782505,0.0838042846,0.0595276381,1.4234353669,2.9665773188,3.07181e-05,8.2173913692,-0.072595733,0.0652459464,1.0618648662,0.0879188304,0.256347028,-0.155237954
85914,0.2098356414,0.0355351824,1.5612814832,0.0,0.477328624,3.1445331319,0.1430365939,0.1856874244,0.8075087052,0.0309330746,0.1902021779,0.2040576425,13.0,-0.037603547,0.0743801653,0.0756084118,0.1684503059,0.2052420372,0.018266898,-0.005492684,0.2724775561,0.6550061643,0.0,1.6545581014,-0.023322907,0.6283293798,16.069559934,87.335813254,0.1394443402,0.0,0.0,1.0,0.0,0.0,3.1198179392,6.0,0.0042964739,0.0684770417,1.7562627919,-0.489520811,-0.641079205,2019.7189702,0.0935761505,16.166097695,0.0108170436,0.0194210833,0.0471270705,0.0968187401,0.2225653743,3.3091e-05,1.0,0.0013710611,0.7815245067,0.0185805932,5.0,17.139466832,1.5030398551,0.0,0.089041099,0.0401263615,0.0449971541,0.273758668,2.8880296968,2.761702e-10,7.4585806e-09,1.4844106192,2.2034748865,-0.123488248,0.0800135216,1.2501385676,0.0914182276
55044,0.2585034014,-0.315388156,-0.513365651,0.0071922349,1.2502449216,1.864929199,-0.057935983,-0.167203089,0.3161243805,-0.04046617,0.0722152488,-0.182607224,23.0,-0.031249185,-0.28,-0.201182395,-0.009315945,0.2767861607,0.7470447624,-0.127642478,-0.599607542,0.6040010275,0.0,1.8417247039,-0.093172495,0.9751142261,32.825207756,3.0730271518,-0.224994708,0.0,0.0,1.0,0.0,1.0,0.825149,1.0,-0.062341341,-0.413841997,-14.66177345,0.0668618182,-1.166320329,-1046.581391,0.0270140569,10.912403044,-0.003013124,0.0014132513,0.0124470477,-0.053117213,0.0058669659,-0.373053607,1.0,0.0034364434,3.5708376422,0.0595302545,2.0,9.868488416,0.3378302417,0.0,0.1627907008,0.0410489058,0.021646001,1.3767814345,1.9347420612,4.2591201e-07,4.6153401e-08,1.0718889948,1.1489460172,0.2188899434,0.0692995128,0.7377198474,-0.164272195
18092,0.2062961835,0.0385522982,16.048354314,0.0037882796,0.0334098693,0.2013466305,0.2888864071,0.3507295228,0.7415716568,0.0074540975,0.4311116407,0.0376611747,16.0,0.0474065649,0.2156862745,0.1224405399,0.0220857785,0.1202029019,-0.131190474,0.1738329864,0.2072796602,0.5425833678,0.0,5.8209037416,-0.08576302,3.9186306203,4.3804595614,3.4502383475,1.5415457174,0.0,0.0,0.0,0.0,1.0,0.8422692049,3.0,-1.762232704,-0.033629483,-0.146560917,2.1720931278,0.0678304404,2523.4086426,0.0553474399,15.365234214,0.0059556062,0.0395810726,0.0503342733,0.0089998433,0.1853486541,-0.060126924,8.0,0.0014371226,-0.40945266,0.0801258683,5.0,15.61236003,1.4323355355,0.0,0.077155821,0.0343038426,0.0455615001,0.4415808187,3.5137352426,7.813825e-10,1.0499218e-08,0.44555893,0.1985227601,0.489888802,0.0446219582,0.0483190296,-0.196594852
18244,0.6750310441,0.0623189094,0.5945306401,0.0,0.1827225166,0.978157168,0.124941463,0.1348032175,0.1241022695,0.01014456,0.2352293578,0.0864756295,15.0,0.0149369218,0.0561797753,0.2128289695,0.4829512071,0.088,-0.222879227,0.0409365125,0.1103669971,0.6875204734,0.0,4.8684807256,-0.062191483,3.6296296296,3.5165886027,4.4789957743,0.43473978,0.0,0.0,1.0,0.0,1.0,0.1501919814,7.0,-1.752601723,-0.193135983,0.3221739434,2.1424942241,0.1166448953,-693.4116074,0.0553474399,9.2190523126,-0.003658289,0.0060212752,0.0073541428,0.0012965684,0.3785129381,-0.011434488,1.0,-0.010199672,2.3874289744,0.2303578816,5.0,7.7601872586,0.2805452292,0.0,0.150000006,0.045561616,0.0375341009,0.9698130818,1.1085521525,5.5241658e-06,1.8260870368,1.1210625109,1.2567811533,-0.268970274,0.1037816505,0.3644430871,-0.196594852
20336,1.0546275575,0.0544277494,-0.922940655,0.0,0.4450527494,2.5362851662,0.078148457,0.0722592074,0.6323894968,0.0980977247,0.1161555422,0.1723545396,17.0,0.0022336509,-0.068441065,2.2481064483,-1.175340013,0.4283286119,0.024674221,0.0222577788,0.0547540066,0.6499439352,0.0,3.8422948289,0.118657438,3.0308721379,4.684676705,8.2447388932,0.2722235378,0.0,0.0,0.0,0.0,0.0,0.8833779625,6.0,-0.014570523,-0.397637811,0.9557553247,-1.148191186,0.1659960732,-1139.102488,0.0458258411,10.15225499,0.0085431012,0.0084074637,0.0118919748,0.0894741049,0.3610104455,0.0210003923,0.0,0.0244964834,-0.246418491,-0.010879863,4.0,8.7335940619,0.3378918969,0.0,0.2314814776,0.060123021,0.059137072,1.4718469265,1.3553173152,4.3443314e-06,1.8260870301,0.4871458939,0.237311122,-0.941909388,0.0646269485,0.4094701809,0.0572318037
20670,0.6610081788,-0.082328681,1.2779850746,0.0,0.18884624,1.4498806775,-0.171474359,-0.057726165,0.4732191224,0.004951763,0.1345582777,0.0936044671,15.0,-0.047030523,-0.350574713,-0.04781903,-0.104884656,0.4609331085,0.6935176263,0.0536294691,-0.113922478,0.5883811936,0.0,3.9766046791,-0.026468558,2.6066786643,10.613523293,7.6289011704,0.106947222,0.0,0.0,1.0,0.0,0.0,0.5700265032,3.0,-0.093405267,-0.510327302,2.8975127407,-0.532266674,0.1296931905,-1167.580049,0.0430702538,10.316583885,-0.017965533,-0.031247667,-0.040038268,-0.308317676,0.2283948233,-0.120878467,0.0,-0.060952381,-0.310551124,-0.039855074,4.0,9.3887741729,0.8022096013,0.0,0.28125,0.0697852023,0.0873485605,0.9564898198,5.8807392479,6.622826e-07,1.9750292e-08,2.068128207,4.2771542804,-0.196610712,0.1295727122,1.2283333707,-0.172414218
64899,0.3974641275,0.0479363007,227.75243506,0.0,0.6299424048,1.1610826667,0.1092005332,0.0511881172,0.3649540945,-0.007469407,0.0027843479,0.0275290752,23.0,0.0643744687,0.0,0.0685234442,0.1211084417,0.0977195894,0.0906623272,0.0668507524,0.1382682675,0.4186646769,1.0,1.9917764899,-0.019753292,0.6010927033,984.40584416,8.5039301616,0.1124944166,0.0,0.0,1.0,0.0,0.0,0.9332662523,6.0,0.009835386,-0.044879898,-0.144267612,0.0875372884,0.0430212416,-2249.784955,0.0364518986,11.944172024,0.0029381867,0.015732801,0.0389276798,0.0636144059,0.0014059288,0.0099100962,2.0,8.86228e-05,1.7322404372,0.0367783734,4.0,6.5469647347,0.0109717868,0.0,0.0392156877,0.0181188508,0.0876745618,1.1260695769,0.1780194779,9.3794992e-07,14.608695715,0.3138971451,0.0985314177,3.7913242145,0.0547255367,0.4372343733,-0.103668121
22905,0.0320781032,0.0532555237,18.723960478,0.0,1.2799970638,1.051420392,0.1370093049,0.1745332922,0.6897091002,0.0570297952,0.0941937589,0.0742567716,23.0,0.0253711544,0.0240963855,0.2046373935,0.0449846078,0.3985256644,0.132981339,0.045221871,-1.608635097,0.2167826668,0.0,1.4504818298,-0.171714583,1.0298095902,29.484355702,5.0991456034,0.0697195696,0.0,0.0,1.0,0.0,0.0,-2.265936085,7.0,8.3670147357,-0.131034889,-0.091290139,-1.264052926,0.1126664841,-2635.159968,0.0264272264,12.628067056,0.0062108595,0.0117706348,0.2814563169,0.1521161111,0.0041205836,-0.095080026,0.0,0.0002531646,-0.461674771,-0.061540464,5.0,13.524881314,2.3177254098,0.0,0.0733752623,0.0422178265,0.0491581159,0.6117991253,5.1099484608,1.3501693e-08,9.2583333e-09,1.0834205924,1.1738001799,0.2203085526,0.0706382165,0.062481583,-0.171240669
23115,0.8911850146,0.0845404996,-7.359561031,0.0,0.6163543094,2.1959981346,0.0912350253,0.049677655,0.5312400641,0.0047515503,-0.005416634,0.2335198733,20.0,-0.008970608,0.0196931532,0.0283512894,0.0394017648,0.1827799289,0.0431365228,0.0618205557,0.091494324,0.5497536872,0.0,1.8866120984,0.0522010705,1.156836912,46.801428719,7.1378607971,0.3709112632,0.0,0.0,1.0,0.0,0.0,0.914253076,7.0,-0.021484055,-0.140059437,3.1276895765,-0.353806266,0.2696085967,-994.0962993,0.0430702538,10.85708852,-0.000842208,0.0047353031,0.008004806,0.0123297959,0.0316087619,-0.001316196,0.0,0.0008163265,-0.758072383,0.0417059772,5.0,7.5500695855,0.0392624384,0.0,0.1299999952,0.0542903584,0.0807833334,1.1695594506,0.4519549445,5.3952331e-06,10.956522118,0.6629663162,0.4395243364,0.5688841092,0.0567044449,0.4189441036,-0.172414218
47175,0.4298388644,0.0292257633,12.971787694,0.0035965677,0.3685454443,2.085287184,0.0912429688,0.0177385169,0.6920641062,0.0112448817,-0.046081864,0.0732005313,24.0,-0.014342308,0.0632627087,0.1178474444,0.0292385391,0.1339358804,0.0927005884,0.0322312995,0.0796719978,0.5269984711,0.0,2.2507700577,0.0227275724,0.7611392267,88.654002217,14.886545947,0.1546355677,0.0,0.0,1.0,0.0,0.0,1.3441272237,7.0,-0.011870544,0.0573595851,1.9762660149,-0.528719205,-0.771936316,3196.4725661,0.0935761505,15.856438312,0.0033191277,0.0145112799,0.0261695843,0.0981894147,0.0238907446,0.0117592528,1.0,-0.000161943,-0.360125535,0.005960606,7.0,16.160414924,2.4068020439,0.0,0.1084337384,0.0450909088,0.0478641953,0.490254724,6.1685137734,4.187114e-10,6.1784612e-09,0.6830703481,0.4665851005,0.1423783595,0.0526647857,1.5222102278,0.0914182276
23660,0.1369397701,0.0257054469,39.075512908,0.0036895728,0.0760226922,0.2507225224,0.2126547905,0.3360531252,0.700733635,1.1673400046,0.4565979948,0.0248398598,15.0,0.0999798276,0.4135545182,0.42664257,-0.003435525,0.124692858,0.001102233,0.3025991602,0.2773666214,0.5343734452,0.0,3.1989294992,0.0435982349,1.6586850828,11.879598695,7.6033260788,0.5503703547,0.0,0.0,0.0,0.0,0.0,1.0218472372,5.0,0.9879563975,0.3726531607,-0.34449525,-0.56918887,-0.012673312,3538.7325532,0.1126507285,15.747506223,0.0105881408,0.0356147749,0.0553864677,0.0359380621,0.0938748399,-0.014844708,2.0,8.09816e-05,0.1005153368,-0.008739077,5.0,15.410835499,0.7364900485,0.0,0.0643274859,0.0298773187,0.035480224,0.3706763494,1.5555242579,9.474123e-10,2.067358e-08,0.3672689578,0.1348864874,-0.332331137,0.0337436395,0.3396959475,-0.202847726
23975,0.357481763,0.056219804,7.714557776,0.0214912617,0.2307021158,0.823443228,0.1853377265,0.1580356118,0.541727468,0.0865210084,0.1387981072,0.0869508463,23.0,0.0323239307,0.1209992194,0.1825980539,0.0875309176,0.1399191846,0.1237290794,0.1098727681,0.1718689023,0.535061833,0.0,2.9597322861,0.0745356621,1.8851522024,13.001714813,6.3196499271,0.3713347826,0.0,0.0,0.0,0.0,0.0,0.8859638913,7.0,0.0626860907,-0.012842777,-14.56279509,-0.773390149,-0.896762258,-694.8636405,0.0270140569,12.921858502,0.0011342197,0.0299638138,0.0483596115,0.0140005455,0.1023213286,-0.003151059,2.0,-0.000314961,1.2255765199,0.028392639,5.0,11.846495279,0.3864187213,0.0,0.0405405387,0.0236049553,0.0210060253,0.5733471336,1.4669089022,1.9766071e-08,4.3347078e-08,0.8285452916,0.6864873002,0.0752610768,0.0314550176,0.4219642494,-0.164272195
24548,0.6906451037,-0.3733989,-0.019339186,0.0,0.5246191968,0.4537789578,-1.049846087,-0.151974031,-0.219796335,0.0298037451,0.3270218612,-0.219108859,17.0,0.0,-0.052132701,0.1539662523,0.0311958978,0.2459114083,0.0706747337,0.1311297126,-0.334455923,0.8096104148,0.0,2.5157956034,-0.469138462,2.5157956034,0.5832523977,21.519596865,-0.621114505,0.0,0.0,1.0,0.0,1.0,-0.329631821,2.0,-6.942106574,-0.321049928,0.5870609816,3.0995147107,-0.043791,-3444.916164,0.0245200929,10.956764639,0.0,-0.060367045,-0.106946956,0.0774283813,0.6402020791,-0.548465373,2.0,0.172972973,0.2637139695,0.1023606807,4.0,10.390436637,1.0338438062,0.0,0.0612244904,0.0298148093,0.0555754794,1.1153243431,12.324705097,1.5584823e-07,1.1293317e-08,1.8111122095,3.2801274352,-0.011434958,0.0752138944,1.2242114229,-0.171240669
82542,0.4737817587,0.1766296705,4.3927482578,0.0232794617,0.2532470811,1.3431124381,0.2862880342,0.1160098957,0.7687312246,0.0190451344,-0.19576768,0.2108132667,23.0,0.0190822164,0.0325581395,0.1368297685,0.028129728,0.1651663405,-0.04440864,0.0630411734,0.4216220895,0.5101673264,0.0,1.9321725572,0.2308295201,1.3167879418,20.278745645,6.3200760147,0.7074892105,0.0,0.0,1.0,0.0,0.0,1.4838570068,8.0,-6.747301874,-0.236359087,0.3701976365,-0.396390479,0.3861311261,-3452.599226,0.0245200929,10.611569527,0.0073334511,0.0680905667,0.1109686994,0.0431261404,0.090887499,0.0227523427,2.0,0.0117406951,-0.555340744,0.0435940027,4.0,8.8909096012,0.1629534784,0.0,0.0219780225,0.0174711146,0.0272784293,0.7826899885,0.5239694405,5.1634418e-07,1.826087078,0.6642139895,0.4411802239,0.1897150766,0.0553459032,0.5455140464,-0.171240669
