firms,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34
14526.0,0.0015811574,0.0192081003,0.0362831858,0.1716852264,0.0210472029,0.0337016705,0.0,-0.000434783,-0.590809764,0.0512394356,0.108433734939759,0.1499999999999999,0.3333333333333332,0.2777777777777777,-0.0212765957446808,0.0109890109890109,0.0823529411764705,0.1358024691358024,0.1948051948051947,0.2602739726027396,0.2105263157894736,0.108433734939759,0.1794871794871795,0.3529411764705883,0.4153846153846154,0.393939393939394,0.2266666666666665,-0.3947368421052631,-0.3185185185185185,-0.425,-0.390728476821192,-0.3698630136986301,-0.3611111111111111,-0.1711711711711712,-0.1929824561403509,-0.0980392156862745,-0.0612244897959183,0.1499999999999999,0.1794871794871795,0.108433734939759,0.1219512195121952,0.1794871794871795,0.1948051948051947,0.3529411764705883
15991.0,0.0,-0.090630612,-0.104723544,0.0086028066,0.5059971778,0.0140355877,1.0,-0.001195851,-0.149242331,0.0028761495,-0.0178571428571429,-0.0833333333333333,0.4473684210526316,-0.1791044776119402,-0.60431654676259,-0.6099290780141844,-0.5045045045045045,-0.4607843137254902,-0.4907407407407407,-0.3956043956043956,-0.3125,-0.4270833333333333,-0.3373493975903614,-0.3292682926829268,-0.3125,-0.5045045045045045,-0.502262443438914,-0.5491803278688525,-0.4086021505376344,-0.375,-0.4444444444444444,-0.4607843137254902,-0.2517006802721088,0.0784313725490195,-0.0517241379310344,0.0576923076923077,0.5068493150684932,0.3414634146341464,0.6666666666666667,0.896551724137931,1.391304347826087,1.0370370370370372,2.4375,1.391304347826087
44601.0,0.0016888699,0.0165583081,0.0373450663,0.0426555468,0.0050354627,-0.02780737,1.0,0.0013043478,-0.592237808,-0.01645316,0.0635838150289016,0.0823529411764705,0.2348993288590604,0.1948051948051947,-0.0799999999999999,-0.1894273127753304,-0.1598173515981735,-0.0799999999999999,-0.0416666666666666,0.0054644808743169,-0.0366492146596858,-0.5576923076923077,-0.5132275132275133,-0.4424242424242424,-0.3846153846153846,-0.4102564102564102,-0.3741496598639455,-0.4045307443365695,-0.388704318936877,-0.4697406340057637,-0.484593837535014,-0.4556213017751479,-0.4986376021798365,-0.4540059347181009,-0.3633217993079585,-0.3762711864406779,-0.3611111111111111,-0.3333333333333333,-0.2396694214876032,-0.3134328358208955,-0.3498233215547703,-0.264,-0.2755905511811023,-0.3309090909090909
16126.0,0.0041247599,0.0050147171,0.006866184,0.0589512706,0.1471907712,0.0527812614,0.0,0.1351365552,-0.330144276,0.0203770734,0.1499999999999999,0.2105263157894736,0.0952380952380953,0.2105263157894736,-0.3428571428571428,-0.3333333333333333,-0.3947368421052631,-0.3611111111111111,-0.0212765957446808,0.0952380952380953,0.1219512195121952,0.2432432432432432,0.3142857142857143,0.4838709677419355,0.393939393939394,0.4838709677419355,0.5333333333333334,0.5862068965517242,0.3529411764705883,0.3142857142857143,0.4375,0.7037037037037037,0.9166666666666669,1.0,0.7037037037037037,0.6428571428571428,0.7037037037037037,0.3731343283582089,0.3529411764705883,0.2105263157894736,0.1794871794871795,0.3142857142857143,0.1499999999999999,0.1499999999999999
16994.0,0.0140115501,0.2033298942,1.0922282862,0.0507519741,0.7168917127,-0.013883078,1.0,0.2313405879,-0.272482058,-0.048192769,0.0845070422535212,0.3999999999999999,0.3999999999999999,0.3050847457627119,-0.2222222222222222,-0.2803738317757009,-0.3418803418803419,-0.3688524590163934,-0.2376237623762376,-0.2299999999999999,-0.3888888888888888,-0.4460431654676259,-0.3888888888888888,-0.3688524590163934,-0.3125,-0.3636363636363636,-0.3125,-0.5276073619631902,-0.5304878048780488,-0.6435185185185186,-0.6169154228855722,-0.5497076023391814,-0.5769230769230769,-0.5126582278481013,-0.5304878048780488,-0.5443786982248521,-0.4832214765100671,-0.4296296296296296,-0.072289156626506,-0.3984375,-0.3984375,-0.6030927835051547,-0.4832214765100671,-0.4797297297297297
53284.0,0.0042309304,-0.020503328,-0.125134242,0.0142917015,0.0043829129,0.5518148229,0.0,-0.029014214,0.6923076923,-0.023622047,0.1043478260869565,0.1140350877192981,-0.0155038759689922,-0.0797101449275362,-0.3097826086956522,-0.2983425414364641,-0.2983425414364641,-0.2944444444444444,-0.2944444444444444,-0.3172043010752688,-0.3172043010752688,-0.3981042654028436,-0.3618090452261306,-0.3520408163265306,-0.403755868544601,-0.4454148471615721,-0.4405286343612334,-0.4405286343612334,-0.4279279279279279,-0.4174311926605505,-0.3553299492385786,-0.365,-0.365,-0.3097826086956522,-0.365,-0.4429824561403509,-0.400943396226415,-0.3350785340314136,-0.3385416666666666,-0.4120370370370371,-0.4065420560747663,-0.3385416666666666,-0.3097826086956522,-0.2784090909090909
42438.0,0.0017950973,0.0093019691,0.0434635808,0.2934973115,0.0515097113,-0.001569689,2.0,0.0149708853,0.9854090672,0.0714585991,0.0222222222222221,0.1428571428571428,0.5081967213114753,0.4959349593495934,-0.0515463917525773,-0.0980392156862745,-0.1196172248803827,-0.0416666666666666,0.0952380952380953,0.03954802259887,-0.010752688172043,-0.1153846153846154,-0.0366492146596858,0.1151515151515152,0.0952380952380953,0.1151515151515152,0.3237410071942446,0.0109890109890109,0.0222222222222221,-0.0515463917525773,-0.2068965517241379,-0.2698412698412699,-0.2895752895752895,-0.352112676056338,-0.2950191570881226,-0.28125,-0.2236286919831224,-0.1965065502183406,-0.1441860465116279,-0.2550607287449392,-0.2550607287449392,-0.2103004291845494,-0.1965065502183406,-0.152073732718894
17930.0,-0.000772431,0.0203534941,0.0479652221,0.0580616446,0.1016039831,0.0008510155,2.0,0.0055858462,0.7438094813,-0.021388498,0.0666666666666666,0.1267605633802817,0.0810810810810811,0.0389610389610388,-0.2156862745098039,-0.2039800995024875,-0.1489361702127659,-0.2156862745098039,-0.0697674418604651,-0.0476190476190476,-0.1666666666666666,-0.1397849462365591,-0.1111111111111111,-0.024390243902439,0.1267605633802817,0.1428571428571428,0.1764705882352941,0.2213740458015267,0.0526315789473683,-0.0804597701149425,0.1428571428571428,0.1428571428571428,0.1764705882352941,0.1594202898550725,0.1851851851851851,0.0810810810810811,0.0666666666666666,0.2121212121212121,0.4814814814814814,0.3114754098360655,0.1267605633802817,0.1594202898550725,0.3333333333333332,0.3333333333333332
55044.0,-0.00301486,0.0138557728,0.021359144,-0.013970546,0.0270920486,0.0989972432,0.0,0.0004204378,-0.236363636,-0.013348159,0.09478672985782,0.1,0.1323529411764705,0.155,-0.09765625,-0.1412639405204461,-0.1081081081081081,-0.0170212765957447,0.013157894736842,0.03125,-0.0128205128205127,0.0043478260869564,0.1608040201005025,0.2762430939226519,0.1492537313432835,0.2287234042553192,0.2287234042553192,0.1268292682926828,0.1105769230769231,-0.0294117647058823,-0.0609756097560976,-0.0609756097560976,-0.0609756097560976,-0.0334728033472803,-0.0374999999999999,-0.0414937759336099,0.0358744394618835,0.0794392523364486,0.2554347826086955,0.32,0.2762430939226519,0.3125,0.297752808988764,0.2554347826086955
18092.0,0.0039490937,0.0370179787,0.0522168071,0.0546471044,0.0941229133,-0.072570279,8.0,0.0050160396,-0.454333538,-0.040111134,-0.0714285714285714,0.058139534883721,0.4444444444444444,0.318840579710145,-0.2288135593220338,-0.1801801801801802,-0.1495327102803738,-0.1333333333333333,-0.021505376344086,-0.0108695652173913,0.0340909090909091,-0.0108695652173913,0.0,0.1973684210526316,0.2816901408450705,0.5294117647058822,0.5166666666666666,0.5423728813559323,0.4918032786885247,0.421875,0.3,-0.3106060606060605,-0.1415094339622641,-0.0899999999999999,-0.0990099009900989,0.04,0.2133333333333333,0.2638888888888888,0.3582089552238805,0.2816901408450705,0.2133333333333333,0.2297297297297298,0.318840579710145,0.4444444444444444
18439.0,-0.008181862,0.0037852113,0.0434594282,0.1140373101,0.2787326325,0.0011634398,1.0,0.0317896337,-0.714570497,-0.124390244,0.1875,0.0,0.2666666666666666,0.0555555555555555,-0.24,-0.3448275862068966,-0.3214285714285714,-0.2692307692307693,-0.3666666666666667,-0.40625,-0.4411764705882353,-0.40625,-0.4411764705882353,-0.3214285714285714,-0.40625,-0.4864864864864865,-0.4242424242424242,-0.4571428571428572,-0.40625,-0.4722222222222222,-0.5128205128205128,-0.5476190476190477,-0.5869565217391304,-0.4571428571428572,-0.40625,-0.3666666666666667,-0.4242424242424242,-0.4242424242424242,-0.4411764705882353,-0.4571428571428572,-0.4722222222222222,-0.4864864864864865,-0.525,-0.5365853658536586
65154.0,-0.006179314,-0.000452404,-0.002008614,-0.474688401,0.0100391913,-0.161436791,0.0,-0.002026087,0.7429837518,0.0094155837,0.0222222222222221,0.1794871794871795,-0.031578947368421,-0.0980392156862745,-0.3825503355704698,-0.425,-0.3284671532846716,-0.28125,-0.2868217054263565,-0.2868217054263565,-0.1636363636363637,-0.1559633027522935,-0.0416666666666666,-0.0707070707070707,-0.1320754716981131,-0.1481481481481481,-0.1785714285714286,-0.1559633027522935,-0.1858407079646017,-0.2203389830508474,-0.28125,-0.2580645161290322,-0.2868217054263565,-0.2698412698412699,-0.2396694214876032,-0.2580645161290322,-0.2203389830508474,-0.089108910891089,0.0,-0.3082706766917293,-0.303030303030303,-0.2396694214876032,-0.2755905511811023,-0.3381294964028777
19984.0,-0.002391802,0.0286903463,0.0513079925,0.0186682018,0.227250379,0.1058529706,1.0,0.0022321953,-0.854947701,0.0,0.0392156862745098,0.06,0.1521739130434782,0.127659574468085,0.0,0.0392156862745098,0.0,0.0392156862745098,0.2183908045977012,0.2926829268292683,0.1521739130434782,0.1777777777777778,0.2325581395348837,0.2619047619047618,0.1521739130434782,-0.2535211267605634,-0.2318840579710145,-0.3026315789473685,-0.2638888888888888,-0.2535211267605634,-0.273972602739726,-0.4619289340101523,-0.3977272727272727,-0.4175824175824175,-0.4239130434782608,-0.4111111111111111,-0.273972602739726,-0.3026315789473685,-0.208955223880597,-0.2980132450331125,-0.3026315789473685,-0.3291139240506329,-0.3205128205128205,-0.2318840579710145
20336.0,-0.001666146,0.0014957706,0.0016367536,0.0146390395,0.6834963388,-0.026959099,1.0,-0.004545455,13.042306656,0.0212765951,0.0731707317073171,0.0476190476190476,0.1,0.1578947368421053,-0.1020408163265306,-0.0833333333333333,-0.0833333333333333,0.0232558139534884,0.0232558139534884,-0.1020408163265306,-0.0222222222222222,-0.1538461538461538,-0.1538461538461538,-0.0434782608695651,-0.12,-0.0833333333333333,0.0,0.0476190476190476,0.0232558139534884,-0.0833333333333333,-0.4210526315789473,-0.5849056603773585,-0.5368421052631579,-0.5887850467289719,-0.5887850467289719,-0.5319148936170213,-0.4634146341463414,-0.5164835164835164,-0.4823529411764705,-0.5268817204301075,-0.5111111111111111,-0.3888888888888888,-0.3432835820895522,-0.2903225806451612
21304.0,-0.003673197,0.00667881,0.0131238815,0.0441878972,0.0642182581,-0.039538202,1.0,0.0136080375,-0.83178264,0.1000000015,-0.0714285714285714,0.3,0.3,0.4444444444444444,-0.2777777777777778,-0.3157894736842105,-0.2777777777777778,-0.2777777777777778,-0.409090909090909,-0.5357142857142857,-0.5666666666666667,-0.409090909090909,-0.409090909090909,-0.4583333333333333,-0.4583333333333333,-0.5357142857142857,-0.5357142857142857,-0.59375,-0.59375,-0.6176470588235294,-0.6904761904761905,-0.6578947368421053,-0.5357142857142857,-0.6388888888888888,-0.5,-0.4583333333333333,-0.5666666666666667,-0.5666666666666667,-0.7045454545454546,-0.74,-0.7592592592592593,-0.7833333333333333,-0.7903225806451613,-0.796875
41419.0,0.0102346267,-0.042501431,-0.087493617,-0.031787896,0.026465509,0.0063303701,0.0,-0.075409495,0.6254416961,-0.027777778,0.1034482758620689,0.2307692307692308,0.28,0.1428571428571428,-0.4074074074074074,-0.4838709677419355,-0.4181818181818182,-0.4666666666666667,1.6666666666666663,1.3703703703703702,1.0,1.6666666666666663,1.2857142857142856,1.3703703703703702,1.7826086956521738,1.6666666666666663,1.56,1.3703703703703702,1.4615384615384617,1.064516129032258,0.7297297297297298,0.5609756097560976,0.28,0.7777777777777777,1.1333333333333333,1.0,1.0,1.2857142857142856,0.8823529411764706,0.8823529411764706,0.7777777777777777,0.6000000000000001,0.5238095238095237,0.4545454545454546
22905.0,0.0048408856,0.014003349,0.0425330342,0.0731654745,0.0108974954,-0.000979082,2.0,0.0266220018,-1.0,0.0416666679,0.1875,0.3818181818181818,0.2258064516129032,0.0270270270270269,-0.3214285714285714,-0.2962962962962963,-0.2692307692307693,-0.2244897959183673,-0.2475247524752475,-0.2962962962962963,-0.2962962962962963,-0.2692307692307693,-0.2323232323232323,-0.1648351648351648,-0.2244897959183673,-0.2164948453608247,-0.24,-0.3214285714285714,-0.2962962962962963,-0.2284263959390863,-0.2761904761904762,-0.2323232323232323,-0.1162790697674418,-0.1363636363636363,-0.0843373493975904,-0.073170731707317,-0.0617283950617284,0.0133333333333334,0.1692307692307693,-0.0256410256410256,-0.05,0.0857142857142856,0.0410958904109588,0.0410958904109588
23107.0,-0.001274003,0.0308384821,0.0399316258,0.122380837,0.0709518369,-0.14717259,1.0,0.0085090341,1.7290343124,0.0766814733,0.3125,0.3333333333333332,0.6799999999999999,0.2727272727272727,-0.3636363636363636,-0.5280898876404494,-0.5058823529411764,-0.4473684210526315,-0.4246575342465754,-0.4939759036144578,-0.5172413793103448,-0.4878048780487805,-0.65,-0.5434782608695652,-0.6,-0.5757575757575757,-0.5,-0.5,-0.5227272727272727,-0.6585365853658536,-0.6379310344827587,-0.7245901639344262,-0.704225352112676,-0.6146788990825688,-0.5757575757575757,-0.4473684210526315,-0.4,-0.3114754098360656,-0.282051282051282,-0.3731343283582089,-0.3913043478260869,-0.4814814814814815,-0.4399999999999999,-0.3538461538461538
23115.0,0.0245813138,0.0160966501,0.0337240598,0.1081097246,0.0697233265,-0.007108122,0.0,0.0270050018,7.4251005069,0.050892856,0.0172413793103447,0.1799999999999999,0.2040816326530612,0.2553191489361701,-0.1194029850746268,-0.0923076923076923,-0.0634920634920634,-0.0327868852459016,-0.0327868852459016,-0.0327868852459016,0.0350877192982457,0.0535714285714286,0.0535714285714286,0.2040816326530612,0.3720930232558139,0.3111111111111111,0.2826086956521738,0.2291666666666667,0.2826086956521738,0.3409090909090908,0.0727272727272727,0.2040816326530612,0.2040816326530612,0.0727272727272727,0.4047619047619046,0.4750000000000001,0.5128205128205128,0.5128205128205128,0.4390243902439024,0.4750000000000001,0.4390243902439024,0.3720930232558139,0.2688172043010752,0.2291666666666667
47175.0,2.48882e-05,0.0382738982,0.1338208575,0.1800609747,0.1012531132,-0.164872845,1.0,0.0004830918,-0.160448145,-0.038437403,0.2621951219512195,0.4081632653061224,0.2469879518072288,0.2545454545454546,-0.2935153583617748,-0.303030303030303,-0.2553956834532374,-0.3235294117647058,-0.2389705882352941,-0.2762237762237762,-0.2736842105263157,-0.319078947368421,-0.2038461538461539,-0.1551020408163265,-0.2038461538461539,-0.1410788381742739,0.0561224489795917,0.1694915254237288,0.2857142857142858,0.0952380952380953,0.0615384615384615,-0.4233983286908078,-0.3839285714285714,-0.319078947368421,-0.059090909090909,0.0402010050251255,0.0507614213197968,0.1694915254237288,0.2937499999999999,0.1189189189189188,0.1499999999999999,0.078125,0.0725388601036269,0.0349999999999999
23660.0,-0.000441936,0.0225272609,0.0450542629,0.0238250349,0.0970230033,-0.021748071,0.0,0.0001000001,-0.939057527,0.0002261428,0.2054794520547944,0.2692307692307691,0.4505494505494505,0.2110091743119266,-0.0769230769230768,-0.1372549019607842,-0.089655172413793,-0.0222222222222222,0.064516129032258,0.064516129032258,-0.4923076923076923,-0.4803149606299213,-0.4080717488789237,-0.3195876288659793,-0.2978723404255319,-0.3195876288659793,-0.2941176470588235,-0.3653846153846154,-0.3714285714285714,-0.4382978723404255,-0.3860465116279069,-0.3299492385786802,-0.3432835820895522,-0.3399999999999999,-0.2747252747252747,-0.2235294117647058,-0.1801242236024844,-0.089655172413793,-0.1140939597315435,-0.1801242236024844,-0.1951219512195121,-0.1258278145695364,-0.0294117647058823,0.0153846153846153
23975.0,-0.005188108,0.0279588069,0.0327870278,0.016312345,0.1334742777,-0.00184423,0.0,0.0013040334,1.0372732845,-0.015686516,0.0677966101694915,0.125,0.3404255319148936,0.3125,-0.0526315789473684,-0.0666666666666666,-0.136986301369863,0.0543933054393306,0.1052631578947369,0.1775700934579438,0.0769230769230768,0.024390243902439,0.0769230769230768,0.1999999999999999,0.26,0.2857142857142858,0.2989690721649485,0.1150442477876105,0.3404255319148936,0.0677966101694915,0.0161290322580645,0.0161290322580645,0.1150442477876105,0.26,0.3695652173913044,0.2233009708737863,0.2115384615384614,0.2791878172588833,0.26,0.2727272727272727,0.3548387096774192,0.3846153846153846,0.26,0.26
24548.0,0.0,-0.021067563,-0.022969412,0.0198134835,0.3683893573,-0.037937763,1.0,0.0085270594,-0.607343663,0.0796950813,0.0285714285714284,0.2413793103448276,0.1999999999999999,0.0,-0.4193548387096774,-0.3898305084745762,-0.4193548387096774,-0.368421052631579,-0.4375,-0.368421052631579,-0.3571428571428571,-0.4545454545454546,-0.3076923076923077,-0.0526315789473684,-0.1818181818181817,-0.1428571428571429,-0.1627906976744185,-0.3076923076923077,-0.3076923076923077,-0.3793103448275862,-0.4461538461538461,-0.5,-0.4626865671641791,-0.217391304347826,-0.1428571428571429,-0.0526315789473684,0.125,0.125,0.1076923076923077,0.5652173913043479,0.4399999999999999,0.0909090909090908,0.0588235294117647,0.0909090909090908
25102.0,0.0055355965,-0.005795257,-0.02016317,0.241314554,0.0162104133,0.1869188759,0.0,0.0077203965,-0.640995786,-0.013888889,-0.0689655172413793,0.0,0.125,0.1739130434782609,-0.0357142857142857,-0.1290322580645161,0.4210526315789473,0.2558139534883721,0.2857142857142858,0.2857142857142858,0.2272727272727273,0.3500000000000001,0.3846153846153846,0.3170731707317074,0.1739130434782609,0.2857142857142858,0.588235294117647,1.0,0.9285714285714286,0.6875,0.5428571428571429,0.4210526315789473,0.3846153846153846,0.3170731707317074,0.2857142857142858,1.0,0.6363636363636365,0.6363636363636365,0.588235294117647,0.5428571428571429,0.588235294117647,0.5428571428571429,0.588235294117647,0.588235294117647
30680.0,0.007929391,0.0235902915,0.0470536529,0.5105244943,0.0711880279,-0.013472138,2.0,0.0271846233,3.8653480836,0.1427784581,0.1025641025641026,0.1390728476821192,0.323076923076923,0.34375,0.0552147239263802,0.0238095238095237,-0.0227272727272727,0.1543624161073826,0.1096774193548386,0.2835820895522387,0.1543624161073826,0.1780821917808219,0.2112676056338027,0.3650793650793651,0.3870967741935485,0.34375,0.303030303030303,0.036144578313253,0.131578947368421,0.0552147239263802,0.0749999999999999,-0.2073732718894009,-0.2037037037037037,-0.14,-0.0337078651685393,-0.0282485875706214,0.1096774193548386,0.1780821917808219,0.323076923076923,0.2285714285714286,0.2198581560283687,0.323076923076923,0.2027972027972027,0.1944444444444444
