firms,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue
89728.0,-0.00038523,0.0207044127,0.1831202046,0.1274224263,0.0574805049,-0.07693601,3.0,0.0921662213
75976.0,-0.001319821,0.0003300082,0.0004795456,0.019323309,0.0524557097,-0.015560235,0.0,-0.000741035
89965.0,0.0,-0.077511024,-1.257694492,0.0,0.9416938747,12.966666667,1.0,0.0036671308
76752.0,-0.00299415,0.0119222042,0.045600086,0.0089700239,0.086386081,-0.018724327,1.0,-0.001018301
79094.0,0.0090277426,0.007974892,0.0566520468,-0.038059002,0.0928747941,-0.104214328,0.0,-0.010645875
87055.0,0.0025714553,0.032358581,0.0916496945,0.0281558874,0.2208018089,0.0270473725,1.0,0.0012005723
12890.0,-0.000260811,-0.010853593,0.0179624859,0.0019011101,0.4035211516,0.0024514524,2.0,0.2939375423
81655.0,-0.000239653,0.0190206513,0.0884851238,0.0151571197,0.0213413552,0.1605259859,0.0,6.39316e-05
83597.0,0.0077779342,0.0162785055,0.0389973113,0.002189105,0.1159093977,-0.018811978,0.0,-0.002359555
20598.0,-0.025743393,0.0004737724,0.0005747694,-0.085010127,0.3209706336,-0.007213509,0.0,-0.053125349
89508.0,-7.6273e-05,0.0044000235,0.020372931,-0.078026644,0.0386770613,-0.004509077,0.0,-0.000560999
85272.0,3.24791e-05,0.0476243848,0.0618253968,0.0067836667,0.4831277437,-0.118249049,0.0,0.0027842136
86745.0,-0.001259975,-0.025089606,-0.048894063,-0.011093023,0.2827030378,-0.025073034,0.0,0.0036976744
85796.0,0.0011725875,0.0129381322,0.033168496,-0.008413868,0.0698626399,-0.007010811,1.0,0.0076401788
88841.0,-0.009207503,0.0058590336,0.0075195407,-0.064849551,0.2155394372,0.0021462477,0.0,-0.028744425
89071.0,-3.5143e-05,0.0273889935,0.0541978383,0.0027606053,0.1765938753,0.0013091142,0.0,-0.001436312
89216.0,-0.003160738,0.0241065457,0.0420854909,-0.019761354,0.1167375678,-0.085076625,0.0,-0.006428869
89900.0,-0.00026918,0.0049773851,0.0168419245,-0.149017677,0.043883172,0.0009716159,1.0,-0.001022269
13350.0,0.0,-0.028088564,-0.028231032,0.0,0.021689181,-0.233333333,0.0,0.0773303364
91858.0,-0.000138742,0.006888772,0.0233989527,0.0415139005,0.0418857902,0.0,1.0,0.0211140166
93082.0,0.0,-1.088760807,0.1719304633,0.0187664851,0.2554278416,-1.645561007,0.0,-0.610102259
90179.0,-0.01823718,0.086144973,0.121291264,-0.008849872,0.1165828861,-0.008041001,1.0,0.1823482452
