firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
19828,1.0234709328,0.0076792127,-3.290598268,0.0037909216,4.6788540901,7.1224341092,0.105376259,0.0426491682,0.3500312908,0.0110082125,-0.00742789,-0.035783252,-20.79464286,0.2154139261,0.035783252,14.0,0.0133127742,-0.006988934,-0.04873014,0.0810774047,0.1422451375,-0.073503372,0.0184181916,0.3571127312,0.4607614715,0.0,2.1211463946,0.7488538156,1.3688107907,11.573269906,8.0746140147,0.0589106892,0.0,0.0,1.0,1.0,0.0,2.0050009038,5.0,-0.062660139,-0.122304265,0.2989600444,-0.352354478,5.9665207468,0.3443109821,-32.72125322,0.0802676689,11.776711795,0.0027070926,0.0068652643,0.0393412166,0.1601527046,0.0866944048,0.0404574032,1.0,0.0216237965,-0.148733118,0.0203477629,4.0,11.44421425,1.5712345979,0.0,0.2040816396,0.0613288727,0.0692047006,1.138078718,19.256264006,5.2813613e-08,7.6831108e-09,0.955671482,0.9133079816,0.2769663528,0.0684196498,0.1684391143,0.0066844554,-0.1475409836065574,-0.1999999999999999,-0.2676056338028169,-0.037037037037037,-0.0545454545454545,-0.037037037037037,-0.0714285714285714,-0.0188679245283018,0.0833333333333332,-0.0545454545454545,-0.037037037037037,-0.0545454545454545,0.04,0.1304347826086955,0.3,0.3,0.3,0.9259259259259258,1.4761904761904765,1.4761904761904765,1.1666666666666663,1.6,1.736842105263158,2.0588235294117645,1.736842105263158,1.736842105263158,2.466666666666667,2.466666666666667,3.0,2.7142857142857144,2.466666666666667,3.333333333333333,2.7142857142857144,3.0,2.25,2.25,2.466666666666667,2.25,2.25,1.8888888888888888,1.2608695652173911,1.4761904761904765,1.8888888888888888,2.466666666666667,1.736842105263158,1.6,1.4761904761904765,1.4761904761904765
28522,1.9293974699,-0.162981283,-0.687428206,0.00163731,2.2006738823,3.3874133949,0.1150040608,-0.079007113,0.1601827452,0.0046403712,-0.103475513,0.0632724337,1.8314915666,-0.461480128,0.0632724337,14.0,0.0263052143,0.1186895811,0.1277157308,0.0510788775,0.1581206458,0.1158019378,0.0244467291,-0.079719676,0.8574231534,0.0,5.155252488,0.0998908552,4.0581012058,1.0776618114,23.139215917,-0.052289324,0.0,0.0,1.0,0.0,0.0,0.2753051913,4.0,-0.142017947,-0.002566642,1.3337531037,-0.462982821,-1.436289168,-0.717392949,-838.5493912,0.0518166034,11.766637018,-0.016833255,0.0054240222,0.0130900876,0.3370843333,0.6580134077,0.1224879794,0.0,-0.108877115,0.9137616005,0.0182187725,1.0,10.418225513,0.3729050279,0.0,0.0337078646,0.0150558917,0.0082200296,1.5615472043,5.7499990274,2.067461e-07,4.0260391e-08,1.5318875051,2.3466793282,0.0727227619,0.0404217117,0.0185718117,0.2041250112,0.0099009900990099,0.0625,0.006578947368421,0.0337837837837837,0.0337837837837837,0.1417910447761194,-0.0064935064935064,0.0928571428571427,-0.0064935064935064,-0.5127388535031847,-0.5188679245283019,-0.5306748466257669,-0.5446428571428572,-0.521875,-0.5335365853658536,-0.5419161676646707,-0.5064516129032258,-0.5158227848101266,-0.4865771812080537,-0.521875,-0.5493372606774669,-0.5306748466257669,-0.5349544072948329,-0.521875,-0.4742268041237113,-0.4375,-0.4535714285714286,-0.4496402877697841,-0.4476534296028881,-0.3818181818181818,-0.3461538461538461,-0.2748815165876777,-0.2425742574257425,-0.2661870503597122,-0.2783018867924528,-0.2536585365853658,-0.2608695652173913,-0.203125,-0.211340206185567,-0.203125,-0.2193877551020407,-0.2193877551020407,-0.1104651162790697,-0.203125,-0.203125,-0.2193877551020407,-0.235,-0.25
59707,3.3755680299,0.0873497815,-3.887699218,0.1686001877,4.1856310323,6.7470619127,0.0314361837,-0.04255193,0.414954218,0.0053978409,-0.078602502,-0.055349901,-5.117908008,0.5343979279,0.0553499013,14.0,-6.3127e-05,-0.020371044,0.0600371688,0.226472884,0.3820548421,-0.222591487,-0.066064478,0.0016120604,0.4628440698,0.0,1.6465413001,-0.081254336,1.2660801401,5.0119227972,4.1121041118,0.1228906429,0.0,0.0,1.0,1.0,0.0,0.8718411954,7.0,0.1875883551,-0.140386786,3.0950870877,-0.741916991,1.0210000244,0.5387333079,-190.250732,0.0572108299,10.633189637,0.0056149369,0.0039836232,0.0082306877,0.0087696489,0.17037972,-0.032190622,0.0,-0.132605249,1.342780027,0.0243632346,4.0,9.8726545639,0.5263297256,0.0,0.0294117648,0.0202315735,0.0320104894,0.5231436376,1.5945780121,1.2011194e-07,3.7682832e-08,1.2795979184,1.6373708329,0.0637155258,0.064457044,-0.249226009,0.201087961,-0.025,-0.1333333333333333,-0.0714285714285714,0.0263157894736842,0.1470588235294117,0.0833333333333332,0.0540540540540539,0.0263157894736842,0.1142857142857143,-0.409090909090909,-0.4264705882352941,-0.25,-0.25,-0.1702127659574468,-0.0714285714285714,-0.0714285714285714,-0.048780487804878,-0.0930232558139535,-0.2352941176470588,-0.3275862068965517,-0.409090909090909,-0.3389830508474576,-0.4,-0.3157894736842105,-0.4,-0.417910447761194,-0.0714285714285714,-0.0930232558139535,-0.0714285714285714,-0.048780487804878,-0.0714285714285714,-0.0714285714285714,-0.1333333333333333,0.0263157894736842,-0.025,-0.6176470588235294,-0.6176470588235294,-0.6176470588235294,-0.6637931034482758,-0.7364864864864865,-0.7515923566878981,-0.7592592592592593,-0.7592592592592593,-0.7132352941176471,-0.6694915254237288,-0.6666666666666667,-0.708955223880597,-0.74
63546,0.8981575866,0.0206229884,-0.078185312,0.0,0.1542097181,0.8911510585,-0.072736697,-0.006303832,0.4055049307,-0.052417303,0.0751152074,0.047897818,2.4519230769,-0.029942993,0.047897818,13.0,0.015089378,-0.235294118,-0.116108307,-0.021763243,0.1324303988,-0.206643815,0.0280863812,-0.01905862,0.8635695622,0.0,9.549443353,-0.120070319,8.7321545514,1.3305042929,4.3378378378,0.2167443926,0.0,0.0,0.0,0.0,1.0,0.4680912504,1.0,-0.180180682,-0.428149961,1.1210820774,3.0559128493,-1.397388492,-0.231359439,-310.1019941,0.0262528486,9.7314529036,0.0036204744,0.0167074932,0.0195760966,-0.024686417,0.6657197554,-0.008546543,1.0,0.0067723798,-0.276752768,-0.016120216,3.0,8.6048606032,0.2814893996,0.0,0.0447761193,0.0215137943,0.0222344737,0.64439947,0.8611630847,7.3884023e-07,6.6587692e-08,0.8859046333,0.7848270194,-0.53515929,0.0613953638,-0.024489794,0.0496383177,-0.0166666666666667,0.0925925925925925,-0.0923076923076923,0.1568627450980393,0.2040816326530612,0.1799999999999999,0.2553191489361701,0.2291666666666667,0.1568627450980393,-0.0327868852459016,-0.0166666666666667,0.0172413793103447,0.0172413793103447,0.0,0.0172413793103447,-0.0923076923076923,-0.0327868852459016,-0.144927536231884,0.1132075471698113,0.0925925925925925,-0.0166666666666667,-0.0923076923076923,-0.2027027027027027,-0.0327868852459016,-0.2027027027027027,-0.553030303030303,-0.5123966942148761,-0.4380952380952381,-0.3655913978494624,-0.1917808219178082,-0.1690140845070422,-0.1323529411764705,0.2291666666666667,0.3409090909090908,0.3409090909090908,0.3720930232558139,0.903225806451613,0.5128205128205128,0.4750000000000001,0.2553191489361701,0.1799999999999999,0.2826086956521738,0.5128205128205128,0.7352941176470589,0.7352941176470589,0.5945945945945945,0.3720930232558139,0.0535714285714286
49154,0.66390255,0.0763521362,-7.226711138,0.0290833443,1.3670843295,3.5693286493,0.0916039591,0.1502271867,0.4830177963,-0.119072806,0.3181305399,-0.01435175,-0.356830123,0.1035968783,0.0143517499,14.0,0.0547303544,0.0317460317,0.1531686081,-0.059362271,0.0743447743,0.0243057792,0.205357819,-0.088781831,0.5748005267,0.0,1.4645482929,-0.2028748,0.64709437,60.978298115,9.9462505822,0.1277252503,0.0,0.0,1.0,0.0,0.0,1.0958476715,4.0,0.0004295819,-0.010272156,-0.112843193,-0.366968421,0.2866784809,0.1881089264,1690.5375061,0.1255688498,15.152529325,0.0001837291,0.004600587,0.0144729518,0.128416543,0.0178173442,-0.017718215,0.0,0.0002329825,3.6267040898,0.0652745254,5.0,14.502311645,0.5051389628,0.0,0.0307262577,0.0156531192,0.024233579,0.4837242305,1.7175066366,1.3343589e-09,4.215886e-08,1.7441169377,3.0419438925,0.0842170485,0.0408768302,0.2479298483,0.133218579,0.0035211267605634,0.0288808664259927,0.0,-0.0594059405940594,-0.0806451612903226,0.021505376344086,0.2895927601809955,0.3133640552995391,0.1354581673306774,-0.40625,-0.3402777777777778,-0.3031784841075794,-0.2962962962962963,-0.24,-0.1690962099125365,-0.217032967032967,-0.1592920353982301,-0.1363636363636363,-0.1617647058823529,-0.199438202247191,-0.2519685039370078,-0.1715116279069767,-0.2318059299191375,-0.217032967032967,-0.3609865470852018,-0.375,-0.3065693430656934,-0.3115942028985508,-0.2039106145251397,-0.217032967032967,-0.2234332425068119,-0.2061281337047353,-0.0952380952380952,-0.0625,-0.1009463722397476,-0.0806451612903226,-0.1568047337278106,-0.190340909090909,-0.0594059405940594,-0.0836012861736335,-0.0371621621621621,-0.0104166666666666,0.1309523809523809,0.0754716981132075,0.0714285714285714,0.0555555555555555,0.0326086956521738,0.0795454545454545
19350,1.0038119784,-0.051765511,-15.33755237,0.0088674557,1.4845705862,2.1614666277,-0.096084042,-0.043098523,0.1375856561,0.0020184162,-0.045461665,-0.009912344,-0.487219625,-0.026544338,0.0099123445,13.0,-0.003627034,0.0120060831,0.1758231476,0.2445127259,0.1890566107,-0.112419357,0.0317392317,-0.039588311,0.5121284062,0.0,1.7897897054,-0.087700083,1.4857595702,35.524934699,1.9177727765,0.0298101443,0.0,0.0,1.0,1.0,1.0,0.2487964399,4.0,-0.098212779,-0.18084976,1.2267364692,2.6683943486,0.3354793711,-0.227960784,1587.6065632,0.0262528486,15.082234334,0.0046952641,0.0144623588,0.038714447,0.0557810182,0.0324842149,-0.018820825,0.0,0.0012938006,0.6913929926,0.0301267318,1.0,15.391944378,1.0539703813,0.0,0.0328767113,0.0164566125,0.0155505967,0.4938317592,2.0253667846,9.922558e-10,2.9421572e-08,1.1880032443,1.4113517084,0.057407096,0.0465670074,0.118254969,0.0496383177,0.0081521739130434,-0.0338541666666666,-0.0132978723404255,0.005420054200542,0.0722543352601157,0.2619047619047618,0.3345323741007193,0.416030534351145,0.6488888888888888,0.1891025641025641,0.3249999999999999,0.3639705882352941,0.6343612334801763,0.6343612334801763,0.6343612334801763,0.7096774193548387,0.5588235294117647,0.701834862385321,1.0273224043715845,1.0054054054054054,0.962962962962963,1.0273224043715845,0.8457711442786069,1.1079545454545454,0.6271929824561404,0.5654008438818565,0.3540145985401459,0.3345323741007193,0.5458333333333334,0.6488888888888888,0.6130434782608696,0.6130434782608696,0.8457711442786069,0.883248730964467,0.6415929203539823,0.5787234042553191,0.5394190871369295,0.5720338983050848,0.6863636363636363,0.5020242914979758,0.4899598393574298,0.44921875,0.5588235294117647,0.606060606060606,0.5854700854700854,0.5267489711934157,0.65625,0.8737373737373737
49429,0.5949121931,0.0844078274,1.1757089036,0.0041841662,0.7909314054,2.1196049697,0.1490117155,0.234740039,0.703601172,9.33474e-05,0.3015723165,0.0657355083,0.9769685277,0.0019440365,0.0657355083,14.0,0.0850603699,0.1496849881,0.1911806382,0.0149730601,0.0888651384,-0.093303597,0.2935571205,0.1560096876,0.5358148044,0.0,2.11687999,-0.037297208,0.6281812723,93.583789525,13.384032018,0.204645624,0.0,0.0,1.0,0.0,0.0,1.4193467188,2.0,0.007683365,0.1076668004,-0.18183355,-0.19418828,0.0187030328,0.0864560846,-220.1243711,0.1255688498,14.136328946,0.0002753256,0.0075035471,0.0224497517,0.0603333365,0.019477234,-0.010449898,0.0,0.0003104478,-0.32805843,-0.01459126,6.0,13.092975761,0.2447157375,0.0,0.0437317789,0.0169314788,0.0170263138,0.8550713691,0.9523696052,1.3736818e-08,1.2085677e-07,1.5237080559,2.3216862395,0.0336830288,0.0411171135,-0.072431384,0.133218579,0.012084592145015,0.0151515151515151,-0.0088757396449704,0.1394557823129252,0.2316176470588236,0.245353159851301,0.7005076142131981,0.4955357142857142,0.3453815261044177,-0.1388174807197943,-0.2209302325581394,-0.1624999999999999,-0.1184210526315789,0.006006006006006,0.0737179487179486,0.0,-0.0994623655913978,0.0403726708074534,0.1056105610561055,-0.0175953079178885,0.0,0.1837455830388692,0.1879432624113475,0.1964285714285714,0.0,-0.0345821325648415,0.006006006006006,-0.0482954545454545,0.0947712418300654,-0.0029761904761904,0.1166666666666667,-0.4243986254295533,-0.3606870229007634,-0.3191056910569105,-0.3606870229007634,-0.3796296296296296,-0.4416666666666666,-0.3909090909090909,-0.2976939203354297,-0.3092783505154639,-0.1114058355437666,-0.0455840455840456,0.0947712418300654,0.0371517027863776,0.0403726708074534,0.0771704180064307,-0.4060283687943262,-0.2334096109839817
44943,0.5867913744,0.0317588984,1.7865684093,0.0,0.3667238244,1.2612107041,0.0644276254,0.254402275,0.5391009515,0.816422841,-0.150260065,0.1392392781,3.7565445026,-0.087544817,0.1392392781,14.0,0.1297302542,0.1830985915,0.2346382355,-0.119732106,0.169837914,-0.5042426,0.2186372088,0.7859311741,0.6003478071,0.0,3.0739700375,0.3985762959,1.0852059925,16.874304783,6.2274220033,0.1297646324,0.0,0.0,1.0,0.0,0.0,1.1857287449,4.0,0.006887028,0.0268135782,-45.28144077,1.6009892924,-0.652098051,-1.494216181,-387.948764,0.0618975226,9.0093404557,-0.000613999,0.0092423053,0.0150184188,-0.031496692,0.0340611354,-0.057803197,2.0,-0.000799408,-0.94092827,0.0439407974,2.0,6.5193316367,0.0648172611,0.0,0.0588235296,0.0293242172,0.0555613633,1.1082074666,0.2084530453,4.21413e-05,11.052632902,1.2827241315,1.6453811976,-0.161176199,0.1152058289,-0.698369559,0.0312332448,-0.0714285714285714,-0.0714285714285714,0.04,0.0,0.625,0.7333333333333334,0.625,0.4444444444444444,0.3,-0.037037037037037,0.04,-0.1034482758620689,0.1818181818181818,-0.0714285714285714,-0.0714285714285714,-0.1333333333333333,-0.1333333333333333,-0.1034482758620689,-0.037037037037037,-0.1875,-0.1875,-0.2121212121212121,-0.1333333333333333,-0.1034482758620689,-0.2972972972972972,-0.4222222222222223,-0.4222222222222223,-0.4468085106382978,-0.5094339622641509,-0.1612903225806451,-0.1333333333333333,-0.0714285714285714,0.0,0.0833333333333332,-0.0714285714285714,-0.1875,-0.0714285714285714,-0.037037037037037,-0.2777777777777778,-0.3333333333333333,-0.3953488372093023,-0.35,-0.1875,-0.1875,-0.2352941176470588,-0.4222222222222223,-0.4468085106382978,-0.4347826086956522
30227,1.0303963502,-0.043912176,-8.097077244,0.0,2.0666096379,1.803706872,-0.051174366,1.4761079701,0.7777676454,0.0028022418,8.5011160714,0.4065689026,20.127272727,-0.927744511,0.4065689026,5.0,0.3290777759,2.5392156863,0.0806341397,-0.108003281,0.184679089,-0.075715249,0.8285610067,-0.022400173,0.612377601,0.0,1.940397351,-0.606221098,1.194048807,11.00487126,1.3947786206,0.0510985688,0.0,0.0,1.0,0.0,0.0,0.9212206471,0.0,-0.224014143,2.3463598434,1.2533208409,2.0853531691,4.3264293567,-1.129160957,-316.4632423,0.0262528486,8.5798158159,0.0173124485,-0.005767466,-0.019614399,0.8827708585,0.0734651559,-0.103607997,0.0,-0.034435477,-0.718071012,-0.047368422,2.0,8.3138522674,0.9127079175,0.0,0.1428571492,0.072207297,0.0407135471,1.5857392485,5.6665182579,1.67094e-05,2.2105263594,2.2570052371,5.0940726404,-0.08649525,0.0938349206,-0.102380971,0.0496383177,-0.2580645161290322,0.0,-0.0799999999999999,-0.1481481481481481,0.0952380952380953,0.0952380952380953,0.0,0.2777777777777777,-0.1785714285714286,-0.5818181818181818,-0.6166666666666667,-0.5818181818181818,-0.5106382978723405,-0.5106382978723405,-0.4772727272727273,-0.425,-0.4772727272727273,-0.4523809523809523,-0.3783783783783784,-0.3611111111111111,-0.4523809523809523,-0.3783783783783784,-0.4523809523809523,-0.5208333333333333,-0.54,-0.6229508196721312,-0.6290322580645161,-0.5964912280701755,-0.640625,-0.603448275862069,-0.5660377358490566,-0.4651162790697675,-0.4651162790697675,-0.1785714285714286,-0.1785714285714286,-0.1785714285714286,-0.425,-0.4102564102564102,-0.5208333333333333,-0.5740740740740741,-0.5892857142857143,-0.5,-0.5208333333333333,-0.3235294117647058,-0.4772727272727273,-0.603448275862069,-0.6714285714285715,-0.6290322580645161
43211,1.6989371981,-0.158927848,-24.39144063,0.0,2.8288857722,7.8176842761,-0.046351429,0.0915856166,0.1412255497,-0.013722127,0.2308359912,0.1040373385,2.8396611233,-0.610229079,0.1040373385,13.0,0.0265783786,-0.2,-0.101816203,0.0957243166,0.0984000895,0.3696751162,0.0773873213,-0.081450526,0.3570119828,0.0,1.3415004918,-0.28361554,0.7900384512,80.229785056,10.399960196,-0.027777508,0.0,0.0,1.0,0.0,0.0,0.2363709895,2.0,-0.142770299,-0.268259913,0.879716975,-0.169286712,0.2569839339,-0.535049245,-413.6529871,0.0453052704,10.178915157,0.0003221936,0.007947968,0.0196569196,0.4018378073,0.0192436645,-0.004352437,3.0,0.0413299994,-0.600134409,0.0,3.0,9.862665558,0.5297174176,0.0,0.0434782617,0.0183662177,0.016418636,1.1543543963,2.9516119957,4.448934e-07,4.9464329e-08,1.0761131977,1.1580196144,0.0558956627,0.0410823645,0.4650735354,0.2624432261,0.0333333333333334,0.0689655172413792,-0.0606060606060605,-0.1142857142857143,-0.088235294117647,-0.03125,0.1071428571428572,-0.03125,0.0,-0.3260869565217391,-0.3673469387755101,-0.2619047619047618,-0.2619047619047618,-0.2619047619047618,-0.2051282051282051,-0.2439024390243902,-0.2790697674418605,-0.3260869565217391,-0.3541666666666666,-0.4464285714285714,-0.3673469387755101,-0.3541666666666666,-0.4038461538461538,-0.3673469387755101,-0.4655172413793104,-0.4745762711864406,-0.4150943396226415,-0.4561403508771929,-0.3673469387755101,-0.3260869565217391,-0.3921568627450981,-0.3111111111111111,-0.2790697674418605,-0.2619047619047618,-0.2619047619047618,-0.2619047619047618,-0.3111111111111111,-0.3541666666666666,-0.3111111111111111,-0.3404255319148936,-0.2619047619047618,-0.1621621621621621,-0.1388888888888888,-0.2051282051282051,-0.1842105263157895,-0.2619047619047618,-0.2439024390243902,-0.0606060606060605
61313,0.4745533217,0.0792337265,6.1578492085,0.0166391802,0.4698689777,1.7705941906,0.1961044401,-0.036245126,0.5962295906,0.7261861644,0.0662606577,-0.011806022,-0.14336741,0.0905932606,0.0118060222,14.0,0.0765413629,0.11968,0.2300698661,-0.148719567,0.1601673102,0.131587381,0.1079486324,-0.120008686,0.5791514095,0.0,2.3520316157,-0.182661227,1.4999424471,49.463195202,5.4959938203,0.2807442499,0.0,0.0,1.0,0.0,1.0,1.0542269515,6.0,0.0729250956,0.031889622,-0.161808168,-0.822930077,-4.075370704,-0.01413732,-1253.449784,0.103229783,12.066889598,-0.001568514,0.0179472541,0.0369868482,0.0752569137,0.0379027425,-0.010798971,0.0,-0.000213954,0.5584822828,0.0261492897,6.0,10.854143479,0.1989861912,0.0,0.0281690136,0.017039026,0.0158625616,0.7887947566,0.8486063786,1.0129125e-07,1.2869632e-07,1.2457921292,1.5519980291,-0.025035675,0.0397698879,-0.042514906,0.1106697476,-0.08994708994709,0.036144578313253,-0.4641744548286605,-0.4896142433234421,-0.4323432343234323,-0.4068965517241379,-0.3064516129032257,-0.1134020618556701,-0.2037037037037037,-0.4608150470219435,-0.5168539325842696,-0.4574132492113565,-0.4027777777777778,-0.3964912280701754,-0.3605947955390335,-0.3879003558718861,-0.3835125448028673,-0.4169491525423728,-0.3653136531365314,-0.4027777777777778,-0.4006968641114983,-0.3558052434456928,-0.3676470588235294,-0.3605947955390335,-0.4228187919463086,-0.4068965517241379,-0.392226148409894,-0.4149659863945578,-0.2921810699588477,-0.1809523809523809,-0.2146118721461187,-0.1730769230769231,-0.0444444444444444,0.1025641025641026,0.0817610062893081,0.1543624161073826,0.2554744525547445,0.2112676056338027,0.2285714285714286,0.2112676056338027,0.0424242424242424,0.0749999999999999,0.2285714285714286,0.1700680272108843,0.162162162162162,0.0299401197604789,0.0749999999999999,0.303030303030303
19254,1.0004582744,0.0105209483,-3.619325153,0.0195573456,0.8140503069,2.0136320508,-0.038764,-0.073275031,0.3206867726,-0.047279073,-0.157289857,0.1008594076,18.539877301,-0.184536142,0.1008594076,13.0,-0.017722153,-0.22418136,-0.1479256,0.0464032148,0.2544341216,0.0732380473,-0.126004759,-0.039414973,0.4985348506,0.0,2.3187110432,0.193469133,1.5977890156,10.632924335,4.0202319588,0.0992095148,0.0,0.0,0.0,0.0,0.0,0.5579449678,5.0,0.5266871151,-0.281658945,0.4076986102,0.8869839329,5.9665207468,0.2952972792,1316.6457059,0.0868449118,14.652981272,0.0051517488,0.0103427896,0.0205653849,0.170483023,0.0564796639,-0.03356881,2.0,0.0031147541,-0.059560249,0.0087823612,3.0,14.286476537,0.6407598539,0.0,0.0390625,0.0172633482,0.0187599041,0.4612893207,2.0256679118,1.7250231e-09,3.1499213e-08,1.3471606463,1.8148418069,0.0713298915,0.0408222902,0.0380495134,0.0005646325,0.0472103004291846,-0.1254480286738351,-0.0861423220973782,-0.0278884462151394,0.0748898678414096,0.1401869158878503,0.161904761904762,0.4787878787878787,0.4186046511627908,-0.0792452830188679,-0.0687022900763358,-0.0827067669172932,-0.024,0.0517241379310344,0.0990990990990992,0.1730769230769231,0.2079207920792078,0.2978723404255319,0.5741935483870968,0.5741935483870968,0.6712328767123288,0.7062937062937062,0.7183098591549295,1.0504201680672267,0.6375838926174497,0.6712328767123288,0.7941176470588236,0.6944444444444444,0.6827586206896552,0.8625954198473282,0.6827586206896552,0.5641025641025641,0.6158940397350994,0.6375838926174497,0.4022988505747127,0.3118279569892472,0.4269005847953215,0.4698795180722892,0.4610778443113772,0.4969325153374233,0.4610778443113772,0.4698795180722892,0.6712328767123288,0.5061728395061729,0.5741935483870968,0.4610778443113772,0.5061728395061729,0.967741935483871
30876,0.4833393557,0.0942178389,4.435869115,0.0157076966,0.4383205447,0.6804613826,0.0997386866,0.0767027819,0.5737189303,-0.073604411,0.2831335297,0.0195455578,0.1843886299,0.0768451407,0.0195455578,13.0,0.0005978454,-0.137242268,-0.002482343,0.1260113735,0.0704660494,0.0108501039,0.0997458967,-0.06038318,0.5326823822,0.0,0.5652685221,-0.432917958,0.5260682085,13.259837084,11.044273229,0.3733863861,0.0,0.0,0.0,0.0,0.0,0.924796496,4.0,-0.337100744,-0.412493864,-0.416657069,-1.097365732,1.4885748161,0.2570356145,42.950420532,0.1398231097,12.196794739,-0.004265425,0.0238867025,0.0487970435,0.0126305914,0.0440288523,-0.09837436,1.0,0.0,-0.844528332,0.0001073889,6.0,11.793854789,1.6106455618,0.0,0.039682541,0.0196833904,0.0326003357,0.6442274253,7.8352938365,8.5225348e-09,7.8274404e-09,0.7957967391,0.6332924499,0.0063363509,0.0380173119,0.1779800487,0.0801038809,-0.0294117647058823,0.0421052631578946,0.064516129032258,0.0879120879120878,0.064516129032258,0.053191489361702,0.0,0.1379310344827586,0.1785714285714286,-0.131578947368421,-0.1081081081081081,-0.1818181818181817,-0.1391304347826086,-0.131578947368421,-0.1391304347826086,-0.2079999999999999,-0.2265625,-0.131578947368421,-0.1818181818181817,-0.2142857142857143,-0.175,-0.1160714285714286,-0.2079999999999999,-0.2773722627737226,-0.2747252747252747,-0.321917808219178,-0.2295719844357976,-0.1353711790393013,-0.1680672268907562,-0.0341463414634146,0.076086956521739,0.0,0.0476190476190476,0.1,0.0259067357512954,0.1123595505617978,0.0702702702702702,0.0939226519337017,0.2375,-0.0875576036866359,-0.0875576036866359,-0.0246305418719211,0.053191489361702,0.0421052631578946,0.0421052631578946,0.0,-0.01,0.0879120879120878
42729,2.2862422801,-0.797175674,-30.67053659,0.0,4.7699107467,15.419995133,-0.087347167,-0.161123721,0.4822362578,0.0,-0.10884512,-0.154686941,-1.500694203,0.3991412392,0.154686941,10.0,-0.155778175,0.3801498127,-0.084407423,-0.043652057,0.5046370323,1.1768391018,-0.120267114,-0.252600633,0.4742862437,0.0,2.8820612333,0.3769455693,0.671985051,108.3148688,17.076145243,-0.114371626,0.0,0.0,0.0,0.0,0.0,1.2628674808,4.0,-0.080624393,0.2759305565,2.0856164607,-3.531857923,-1.032199893,0.2648168838,-165.1335986,0.0632663961,8.743152774,0.0015789993,-0.066258774,-0.202747811,-0.382262476,0.0201756794,-0.018070333,0.0,-0.368516339,1.2875175316,0.1111111119,3.0,6.9190660701,0.1500253238,0.0,0.0833333358,0.0586435462,0.0727266261,0.939285668,0.764694721,1.52661e-05,3.3157896445,1.5698932951,2.4645649579,-0.033931899,0.0990137273,0.2777777695,0.1570424823,0.0714285714285714,0.0714285714285714,-0.1666666666666666,-0.0625,-0.1666666666666666,-0.1666666666666666,0.0714285714285714,-0.0625,-0.1666666666666666,-0.4642857142857143,-0.53125,-0.53125,-0.4642857142857143,-0.53125,-0.5833333333333333,-0.5588235294117647,-0.6052631578947368,-0.5588235294117647,-0.5,-0.53125,-0.5588235294117647,-0.5833333333333333,-0.5588235294117647,-0.6052631578947368,-0.625,-0.6428571428571428,-0.7,-0.7222222222222222,-0.7,-0.5833333333333333,-0.5833333333333333,-0.625,-0.5833333333333333,-0.5833333333333333,-0.6739130434782609,-0.6739130434782609,-0.5833333333333333,-0.625,-0.6052631578947368,-0.6052631578947368,-0.625,-0.6739130434782609,-0.6052631578947368,-0.625,-0.6739130434782609,-0.6739130434782609,-0.6739130434782609,-0.6590909090909092
