firms,bm,ep,cashpr,dy,lev,sp,agr,gma,chcsho,lgr,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
10057,1.4013983938,0.1298160711,-19.11231884,0.0752935588,1.5480189421,4.7592179683,-0.044347622,0.4058328783,0.0170840159,-0.106470342,7.0,-0.04365471,-0.119667334,-0.011084899,0.0394348963,0.0447041063,0.0999130435,0.2134180329,-0.010162602,0.0336089554,0.5940300218,0.0,2.3862183349,-0.095759142,1.2607062359,-0.052696769,66.757288023,5.0088617246,0.1373782717,0.0,0.0,1.0,0.0,0.0,0.8668517772,4.0,0.0130593906,-0.050419763,-0.239164935,-54.10430448,2.4006924123,-113.5237962,0.0459337256,11.310962268,0.0033417824,0.0181974713,0.0347126067,-0.279821247,0.1336691905,-0.044346529,0.0,0.0059627847,0.0690410174,1.0,10.564450456,0.4964083754,0.0,0.0958904102,0.0272694425,0.0222144612,1.058552498,2.0079824965,1.4041203e-07,3.7224956e-08,0.7706842674,0.59395424,0.1271300965,0.048756273,0.298143298,0.3892210248
63837,0.9640940736,0.1148441567,-2.080745664,0.0468810598,0.4946577531,2.9835414501,0.0182435157,0.55298347,0.0498828256,-0.077965189,8.0,0.0329277022,-0.0864,0.183571374,0.1803870362,-0.098243316,0.1389101234,0.2054195113,0.0721341218,0.0758405844,0.6103614017,0.0,5.0988428158,0.353795656,2.506268081,0.2661078816,37.911926606,7.287326593,0.3415021239,0.0,0.0,1.0,0.0,0.0,0.8463315071,3.0,-1.170688013,0.2295839784,-0.213615146,0.2945250484,-1.008234243,-198.7076015,0.0419981991,10.377981087,-0.019587421,0.0178175132,0.0285004311,0.0203600496,0.0539479328,-0.00616794,1.0,-0.016124389,-0.03846154,5.0,7.1199389901,0.2235044033,0.0,0.1470588297,0.0423675616,0.0394014261,1.2370900211,2.2402800107,1.2462236e-06,1.0000000449,0.9421570304,0.8876598699,-0.270251833,0.0510855962,0.7260449543,0.3892210248
28695,2.0920444825,-0.038323353,-1.916224287,0.0,0.8841745081,2.1905902481,-0.409661139,0.1260933925,-0.027939464,-0.606258047,7.0,-0.005942275,-0.6,3.8721804511,2.4215243101,-0.564027849,0.2223175966,3.8145654506,-0.005113713,-0.118766215,0.6243495056,0.0,2.025203252,0.5733926694,1.6487804878,0.4235614227,2.1240875912,6.8987068966,0.0772744576,0.0,0.0,0.0,0.0,0.0,0.2496396656,2.0,0.1817703319,0.5153413129,-0.789910794,1.5834580217,-0.377772134,-209.2408424,0.0385211925,8.1743507078,0.0060911573,-0.06216521,-0.117704597,0.7501796407,0.0284366577,1.4731486972,0.0,-0.148502994,-0.05882353,0.0,6.1722223819,0.7401197605,0.0,0.4615384638,0.1398651264,0.0743245956,1.9381152168,11.366821943,6.6575417e-06,1.233747e-08,0.4896965144,0.2398026763,0.6805009241,0.0926233572,0.5833333872,0.2193999587
60038,0.3667111277,0.0733111144,20.191469069,0.0186888897,0.2347111218,0.8978000407,0.112182512,0.5800746789,0.0105263158,0.0393623302,7.0,0.0735099852,-0.031317495,0.1377038101,0.1020982819,0.0532818681,0.1421751764,0.095683906,0.0967133068,0.1647374365,0.572320273,0.0,4.5635301481,0.2115587596,1.2737325266,0.1896028515,35.161879896,9.1384302194,0.3844817603,0.0,0.0,1.0,0.0,0.0,0.9341473744,5.0,-0.056353315,0.0596992284,-0.034744361,-0.865079428,-0.364468439,-49.80016732,0.0374117784,10.803648902,-0.003961394,0.024483038,0.0417267051,0.0056060608,0.0216743158,6.74861e-05,1.0,-0.005757576,-0.035401003,5.0,8.8710140664,0.1830555556,0.0,0.0649350658,0.0212450475,0.0212237182,0.8664767304,0.8206626001,4.0666656e-07,9.2081031e-08,1.0892042325,1.1863658601,-0.0975253,0.0581464414,0.8398229949,0.2122367346
51510,2.9285716043,0.3561372877,-78.28994173,0.0,5.5733966351,12.626919294,-0.137894569,0.4113292629,0.0,-0.175621398,8.0,-0.107366729,-0.312573443,-0.15905487,-0.171507221,0.0076183018,0.1214381122,-0.038336686,-0.137774851,-0.055647208,0.5484007221,0.0,1.9853303825,-0.186430816,0.828833386,-0.046831968,189.85207101,5.3689759036,0.1211512077,0.0,0.0,1.0,0.0,0.0,1.1458756345,2.0,-0.337161627,-0.000695311,-0.295725025,2.9385234373,-1.393077598,-63.0200951,0.5375397949,10.520192307,0.0010175985,0.0195401124,0.0813963389,0.3736718052,0.0078228065,0.0265469595,1.0,0.0360094473,0.1916666701,2.0,10.230414376,2.0635576545,0.0,0.0818181783,0.043839622,0.0586822671,0.9275697167,4.585431016,2.7681746e-07,1.2694844e-08,1.8153023754,3.295322714,0.008202769,0.0839836894,2.7603448151,0.1977289146
57306,1.9277477182,0.1878450019,-4.84714269,0.0089085642,2.8373503853,13.25293764,0.3297593265,0.9635481805,0.0007383707,0.5505346156,7.0,0.1824383155,0.0697674419,0.1707996562,-0.774627705,-0.034111339,0.2156757585,0.1585393011,0.3027178721,0.0993641691,0.5938842603,0.0,2.9815525263,-0.06102025,0.6941474165,-0.062453763,28.338085778,31.060458563,0.1464220055,0.0,0.0,1.0,0.0,0.0,1.8796908116,1.0,0.005450219,0.0148864001,0.0206198547,0.750759974,0.0248276772,-102.0282444,0.0433784616,10.510095972,-0.000106004,0.0079476064,0.0191702271,0.7543156958,0.0418101667,-0.012559891,1.0,0.0043566861,0.0656425618,1.0,9.726340087,0.5709846254,0.0,0.074626863,0.030019403,0.037094606,0.6170992252,0.7050432924,5.6729662e-07,8.8639527e-08,1.1518699439,1.3268043676,-0.062070106,0.0607069909,0.1482778812,0.6151830668
17224,2.3022858089,0.1088655547,-18.19236809,0.0339837069,1.6812372423,5.9369241803,0.3253793441,0.2651248164,0.0052128584,0.5859006384,7.0,-0.012966374,-0.024474187,0.0425218616,-0.035795189,-0.059936828,0.0850388759,-0.196500985,0.2483357807,0.1834165154,0.5464132582,0.0,3.2712113127,-0.129906137,1.3782017076,0.0630527992,50.697864322,11.794680696,0.2103144789,0.0,0.0,1.0,0.0,0.0,0.3630898367,2.0,-0.014537388,-0.250000217,0.083735188,0.9601479205,2.2588070192,-82.6635367,0.0703285499,9.9534199213,-0.000433028,0.010141526,0.0186107808,-0.320279166,0.0089690003,-0.529446999,1.0,-0.004060592,0.0008669384,4.0,8.4242003246,0.4111776447,0.0,0.046875,0.0266612448,0.021111733,0.7993527477,0.755352961,1.0923994e-06,1.0000001106,1.1220437045,1.2589820749,0.0016920069,0.0591437264,-0.095670247,0.38283608
61487,-0.002285453,-0.524356972,17.065665091,0.0057649638,0.835959967,3.1378295582,-0.386256762,0.1082962884,0.0668111231,-0.022511718,8.0,0.0110321206,-0.300433839,-0.029511161,0.1789610468,-0.086283837,0.5862068966,3.928022493,-0.30598254,-1.038284412,0.583083025,0.0,1.0134610207,-0.042350087,0.7388561978,-0.111964853,79.016205267,15.895544689,-0.325918409,0.0,0.0,1.0,0.0,0.0,0.1435109129,1.0,-0.161408551,0.488834839,-0.286284177,-1.508273493,-1.407922183,-67.91628117,0.0829181681,9.6039015756,0.0,0.0384035477,-0.197768134,0.2387996619,0.1533304234,0.1055514983,2.0,0.2059973125,0.205515299,1.0,8.5331649609,0.2390509923,0.0,0.055555556,0.0405779096,0.0540381495,0.8711137521,0.6459932315,4.1518048e-06,1.000000123,2.249843727,5.0617967959,0.0348025525,0.1164262743,0.5921199471,0.3603724239
47650,0.3850451077,0.0680957799,6.0295557978,0.0043193095,0.3742468341,0.7990322549,0.5313222563,0.690460827,0.8431372549,0.6299715497,7.0,0.1292618163,0.4905149051,0.6603507022,0.4386386169,-0.128802515,0.1070092641,-0.153452256,0.6046405334,0.4462470582,0.5694810029,0.0,1.9547535894,-0.340562485,1.1049282111,-0.492645048,11.429633867,7.2659716329,0.360694101,0.0,0.0,0.0,0.0,0.0,1.2189174303,4.0,-0.95546063,0.1600639172,0.380719424,-0.232150114,0.9445688585,-853.5312947,0.3008335164,11.816047722,-0.020585247,0.0217713051,0.0460190834,0.0229698888,0.0297209895,-0.023829287,0.0,-0.000174809,0.0007063318,5.0,11.259818717,0.6228346892,0.0,0.0395480208,0.0200890909,0.0333185101,0.7885669326,1.9344055849,6.2891397e-08,3.4617532e-08,1.3044579988,1.7016106706,0.0012960058,0.0464675812,0.7664980335,0.599143636
57461,0.3201819028,0.0536195886,73.829645611,0.0079747247,0.4893493212,0.4052873743,0.3272348509,0.30204578,0.6242071882,0.3517699249,7.0,0.0552079613,0.2371134021,0.1949709163,0.1639363483,0.1381612694,0.080653024,0.277810933,0.4222380531,0.2916242013,0.5480652473,0.0,1.1603984937,0.0392860177,0.7283315061,-0.221951442,67.749540947,4.4211661514,0.246357028,0.0,0.0,0.0,0.0,0.0,0.5940338719,3.0,0.4612267095,-0.031740743,-1.924509454,-0.130064504,1.7858035195,170.93568262,0.0667172561,12.525088946,-0.001509018,0.0153647007,0.0385743125,0.020482056,0.0099716635,-0.258392041,0.0,-0.002382276,0.1103092814,4.0,10.628405892,0.2275301444,0.0,0.1769230813,0.0548097488,0.0512090842,0.9474056742,1.6279598106,1.2479982e-07,6.470259e-08,1.6239392958,2.6371788365,-0.008132966,0.0668742202,0.7593703988,-0.415787452
28716,1.2840846366,0.1673965041,-13.63980661,0.0,1.6884268629,6.1956577737,0.0988709019,0.4631070603,0.0,0.0629923084,7.0,0.0601472571,0.2352941176,0.1456421004,0.1445775534,0.1886449577,0.1415241732,-0.109569076,0.1540742756,0.1499044355,0.6056182376,0.0,2.3721181407,0.0188774928,1.3134632161,-0.080488433,67.835213537,5.9681329978,0.1754129842,0.0,0.0,1.0,0.0,0.0,1.0333816648,6.0,0.0116860367,0.0415153781,0.2565734739,-0.062688517,1.5204165318,-382.0366392,0.0978663225,10.059310048,0.0006268087,0.0112388004,0.0287211094,0.0211357257,0.03943141,0.0087963591,0.0,0.0057100549,0.0611111112,4.0,8.8302140091,0.3712021136,0.0,0.055555556,0.0412090544,0.0460476021,0.6112383415,0.8274662366,1.1806269e-06,6.8272006e-08,1.096469481,1.2022453228,-0.128186805,0.0781911686,-0.161111113,0.3879701168
28724,0.7728343222,0.1479872204,-2.560608856,0.0162848015,0.8182930169,4.169456869,0.149303724,0.8674438232,0.0,0.141845417,7.0,0.0921060705,-0.09832636,0.1760144181,0.1072679632,-0.00783825,0.1478171193,0.0571661383,0.1339803777,0.1573076713,0.6499645226,0.0,2.2054633819,-0.017215456,1.4012066365,-0.099178514,21.068450185,6.0604500584,0.2132832199,0.0,0.0,0.0,0.0,0.0,1.777844606,4.0,0.0058257738,-0.002589799,-0.11370573,-0.261191389,-0.796135375,-26.71523375,0.5281310274,10.523223633,-0.002920258,0.0183114085,0.0362046309,-0.217965011,0.1552537391,-0.002420903,0.0,-0.010309156,0.0038461538,5.0,9.99565644,0.630457934,0.0,0.0104821799,0.0052813388,0.0111307792,1.4926452772,2.7790705522,3.0676758e-07,8.5909091499,1.2286665803,1.5096215656,-0.104494099,0.0587338026,0.9552798193,0.1450989182
28740,0.4931239534,-0.130269109,-6.234453676,0.0187756286,2.0429571615,8.4308901283,-0.210889324,0.3748721396,0.0024982156,-0.181230184,7.0,-0.142637786,-0.053097345,-0.019625159,0.269835822,-0.012810535,0.1189821183,0.2464102392,-0.11497209,-0.40194448,0.6255339432,0.0,1.586829714,-0.107131879,0.7831189824,-0.061254397,40.24572004,9.0498188406,-0.033284522,0.0,0.0,0.0,1.0,1.0,1.2706920814,2.0,-0.034174445,-0.116240463,-0.031817989,-0.8536492,-0.705055283,-399.7312642,0.0978663225,9.6209920068,-0.011310846,0.0167800284,0.0539663462,0.3687467155,0.0548249746,0.0966303334,0.0,-0.052891217,-0.043478262,0.0,9.3787003344,1.1245357474,0.0,0.0789473653,0.0430747855,0.0581473882,0.4234899089,1.0480966847,9.0689188e-07,3.4229596e-08,1.7923842584,3.2126413297,-0.060803342,0.0736230098,0.8677536463,0.3879701168
61241,0.3677898079,0.0249421763,16.686075945,0.0,0.310868696,0.7847170967,0.0837984103,0.6073993965,0.0349795574,0.0514166682,8.0,0.0106574516,-0.00110943,-0.089889493,0.124567216,-0.02776213,0.1548342731,0.0132160713,0.2809064773,0.1127655987,0.5717633324,0.0,1.508928015,-0.219907937,1.0143658461,-0.299379219,30.885159592,5.7591066206,0.2891524193,0.0,0.0,1.0,0.0,0.0,1.1163827993,1.0,-0.019708892,-0.313593475,-0.120607031,-55.13791306,3.1069115296,161.10240819,0.0459337256,13.748639719,-0.00234602,0.0154934031,0.0285889645,0.0310221996,0.0964263755,-0.008771324,1.0,0.0055913895,0.113400151,4.0,13.243532673,1.1873163722,0.0,0.0987124443,0.0391953586,0.0446967656,0.7550946822,6.2409316082,5.6032108e-09,1.0995629e-08,2.1466388509,4.6080583563,0.0447098496,0.0639486719,0.8519896333,0.3892210248
50569,1.0272226258,0.1584976576,-115.1625,0.0,0.6169839863,2.7746419742,0.0310577695,0.4809775341,0.0,-0.138785534,7.0,0.0118512666,-0.076923077,0.0807359262,0.018228569,0.1517664296,0.1236741621,-0.033226195,0.0535571008,0.1696005827,0.5205706365,0.0,2.7866355866,0.4190010706,1.5174825175,0.4042233282,578.27777778,5.7661200975,0.3309743713,0.0,1.0,1.0,0.0,0.0,0.8694913197,6.0,0.0184788136,0.1160006276,-0.047561791,-0.114670488,1.3335838419,-57.2321769,0.1143814836,10.333535511,0.0036706869,0.023721997,0.0378465086,0.0320620556,0.0123961781,-0.014430922,0.0,0.0015818092,0.0233804574,3.0,8.7272109755,0.3688860159,0.0,0.0723684207,0.0307403144,0.0256985803,1.1176353041,1.7921457614,9.0478458e-07,1.0000000766,1.0241882098,1.0489614891,0.2332042646,0.071850643,0.9438637057,0.3502546279
57349,0.5104104323,0.0874962903,14.772218734,0.0242850116,0.2638445428,1.4547159481,0.1970142997,1.0480722513,0.0046430644,0.3111927729,7.0,0.046692742,0.0310142498,0.1434099892,0.0005791746,-0.017957304,0.1284039045,0.0288418603,0.1355854697,0.1454530368,0.4139813923,0.0,2.206977378,0.1787829829,1.5738348324,0.0043399113,68.866102684,9.517537494,0.5320913716,0.0,0.0,1.0,0.0,0.0,1.5076612457,2.0,-0.001076669,0.038536502,0.0120265357,-0.614466215,0.0085255222,29.195742505,0.0452468438,12.242740222,0.0077629741,0.0314649495,0.0458764536,0.0449072594,0.0322319593,-0.005252457,1.0,0.0050475946,-0.005102041,5.0,9.7133858084,0.0386523003,0.0,0.0440677963,0.0144463487,0.00842873,1.2825172116,0.2332639081,4.6509756e-07,6.0000006452,0.6098896395,0.3719653723,-0.21274757,0.0391089373,0.7105582502,0.4540785365
57613,2.2618837844,0.0949863646,-7.17165493,0.0025173065,4.839605622,6.7054331865,-0.275158088,0.2420276059,0.0,-0.365332981,8.0,-0.013974711,-0.333333333,0.0369562961,0.4500855125,0.1180692576,0.1083333333,0.1757803298,-0.056061739,0.0316111749,0.6036430196,0.0,5.3076563231,2.1716666667,3.9703726805,2.3358140121,20.098591549,1.766557609,0.0309925144,0.0,0.0,1.0,0.0,0.0,0.7656333716,5.0,0.0129793388,0.2720842657,-0.270298644,0.9754302352,-0.718069586,-82.51296667,0.0757833789,9.3518616354,0.005762562,0.0018597848,0.0065091787,0.0607509964,0.0466217959,0.014289847,0.0,0.0879379064,-0.114379086,1.0,8.6367524265,1.1510383889,0.0,0.0799999982,0.0385989827,0.0368440792,1.2159628787,8.8309551335,1.049123e-06,1.011123e-08,0.919908778,0.8462321598,-0.166140358,0.0766445102,0.7528693681,0.3742654111
61081,0.5949488905,0.0647416526,-6.565552414,0.0206082265,2.3338058802,10.418860134,0.1036545325,0.5870378301,0.0069137168,0.1585955278,6.0,0.0,-0.033884949,0.0485084158,0.0002024423,-0.043866571,0.1562422897,-0.208784769,0.1106923626,-0.069443621,0.6471151583,0.0,1.1514866428,-0.044411016,1.1514866428,-0.044411016,43.414206788,5.6151286239,0.0739159602,0.0,0.0,1.0,0.0,0.0,2.3581797713,1.0,0.0201679074,-0.427700554,-0.932980797,-0.486357979,-0.539965984,-51.39951872,0.341644635,10.722261923,-0.004696645,0.0005876208,0.0025090605,-0.096752593,0.0819417677,-0.016266933,1.0,-0.04542144,0.054894181,3.0,11.170118204,1.400636653,0.0,0.0363636352,0.0189740297,0.0242553275,1.0685795767,4.2440643554,1.0453019e-07,1.8875507e-08,1.6564991381,2.7439893944,-0.180960896,0.0791709601,1.1051109304,0.3842895102
28222,0.7714186421,0.1255967425,-5.576874342,0.0227548744,1.0989822089,1.5646056324,0.0721829568,0.4148265101,0.0052426023,0.0157082914,7.0,0.0130190509,-0.091269841,0.1051240921,0.1226026539,0.0083049038,0.108140119,0.1130320994,0.1439357805,0.1644192081,0.5742851902,0.0,1.2542968878,-0.058317431,0.9316954681,-0.085386057,16.374638898,5.3488233451,0.2438299809,0.0,0.0,1.0,0.0,0.0,1.0241070959,5.0,-0.0360095,0.0181030586,-0.134455778,0.0458528816,-1.385426479,440.17192497,0.0326707807,14.031906395,-0.006553389,0.0080290783,0.0171997712,-0.007941332,0.0043259055,0.2151431118,0.0,-0.015121639,-0.028406044,4.0,13.506725373,0.8428892636,0.0,0.0833333358,0.0303392897,0.0321638426,0.663475443,4.5005059888,3.9819637e-09,1.5622366e-08,1.2237126298,1.4974726004,-0.009368746,0.0411967923,0.7928926321,0.3171872698
