firms,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10
16126.0,-0.038340074,-0.034643344,-0.044457401,-0.005217393,0.1348790633,-0.171797181,0.0,-0.060751002,0.6455281408,-0.054761907,0.1111111111111111,0.1764705882352941,0.0,0.0,-0.2857142857142857,-0.3333333333333333,-0.2592592592592593,-0.4117647058823529,-0.3939393939393939,-0.4285714285714286
53284.0,-0.002197787,-0.004235706,-0.014643128,-0.023518193,0.0332900051,-2.446303545,0.0,-0.023682847,1.0149875104,-0.062456296,-0.0757575757575758,-0.056701030927835,-0.0710659898477157,0.0054945054945054,-0.0368421052631579,-0.026595744680851,0.2039473684210526,0.1656050955414012,0.1730769230769231,0.1730769230769231
42438.0,-0.000517237,0.0140378451,0.0406555245,0.5403677884,0.0188726538,0.0119118105,1.0,-6.1836e-05,0.2942252233,-0.009917575,-0.0235849056603774,0.1499999999999999,0.0952380952380953,0.1010638297872339,0.1373626373626373,0.1129032258064515,0.2248520710059172,0.1629213483146068,0.2937499999999999,0.1010638297872339
17807.0,0.0,-0.08001457,-0.204658385,-0.054324487,0.0076417545,-0.003333219,0.0,0.0062000773,-0.454578809,0.0,0.0833333333333332,0.625,0.0833333333333332,0.3,-0.1875,-0.2777777777777778,-0.35,-0.4583333333333333,-0.675,-0.6904761904761905
55044.0,3.64312e-05,0.0106885139,0.0158220223,0.0153108248,0.0301354528,-0.007939091,0.0,-0.002753139,1.0543478261,-0.010638298,0.0333333333333334,0.0333333333333334,0.0391061452513965,0.0219780219780219,0.0054054054054053,0.0054054054054053,0.1847133757961783,0.1481481481481481,0.1999999999999999,0.1272727272727272
65154.0,-0.007848714,0.0122503132,0.0344353937,0.0704807512,0.0491237099,0.7297154021,0.0,-0.006068966,1.0895522388,-0.191735644,0.0661764705882352,0.2083333333333332,0.1788617886178862,0.1068702290076335,0.1153846153846154,0.1983471074380165,0.4499999999999999,0.25,0.4795918367346938,0.3425925925925925
20336.0,0.0257955979,0.0310401622,0.0344463972,0.056492852,0.5545499628,-0.049665943,4.0,0.0037546671,0.147113594,-0.082625484,0.2295081967213115,0.5,0.2931034482758621,0.1194029850746267,0.1538461538461537,0.25,0.3888888888888888,0.2931034482758621,0.25,0.1363636363636364
20811.0,0.0048798193,0.0289306854,0.0445139039,0.0456244285,0.3729554178,0.1128122121,0.0,0.0054544998,0.433343889,9.90098e-05,0.0543478260869565,0.4477611940298507,0.3857142857142857,0.2435897435897436,0.3857142857142857,0.3472222222222223,0.4264705882352941,0.3472222222222223,0.6166666666666667,0.4696969696969697
64899.0,0.0024446531,0.0231762047,0.035306153,0.0546611865,0.0191064281,0.0157505206,0.0,-0.000758762,-0.683544304,0.0075724316,0.0338345864661653,0.0658914728682169,-0.0107913669064748,-0.0107913669064748,0.261467889908257,0.2114537444933921,0.1178861788617886,0.1853448275862068,0.1554621848739494,0.0658914728682169
52003.0,0.0018525741,0.0123064342,0.0257991373,0.0635959474,0.0350043038,-0.075910862,0.0,0.0046574928,0.0009718173,0.0504826484,0.0,0.2142857142857142,0.1486486486486486,0.1184210526315789,0.1486486486486486,0.1038961038961039,0.2878787878787878,0.1971830985915492,0.3076923076923077,0.25
27158.0,-0.00187177,0.0075774857,0.015305394,-0.332279946,0.071755989,0.0035262833,0.0,-0.003828619,5.712447707,3.21008e-05,-0.0573248407643312,0.15625,0.2649572649572649,0.2982456140350877,0.2333333333333334,0.2131147540983606,0.2982456140350877,0.1653543307086613,0.2649572649572649,0.1472868217054264
41419.0,-0.01291665,-0.002893953,-0.005482396,-0.097848429,0.0952318685,-0.011487335,0.0,-0.003703704,0.2551457384,0.0476190485,-0.1290322580645161,0.0384615384615385,-0.0357142857142857,-0.0357142857142857,0.0384615384615385,0.0384615384615385,0.2272727272727273,0.1739130434782609,0.125,-0.0357142857142857
47175.0,0.0197539626,0.0426071434,0.1117730962,0.1711756966,0.2363447299,0.048597301,1.0,4.38819e-05,-0.256611083,0.0495817759,0.0486725663716813,0.3859649122807018,0.2880434782608696,0.1560975609756096,0.185,0.0972222222222223,0.3166666666666666,0.5800000000000001,0.8959999999999999,1.0256410256410255
23975.0,-0.003655568,0.0267075021,0.0339663296,-0.016768589,0.2109967673,0.0042600388,0.0,-0.000607273,3.4299523064,-0.030511298,-0.004524886877828,0.0679611650485436,0.2087912087912087,0.1458333333333332,0.1,0.0891089108910891,0.1956521739130434,0.1458333333333332,0.2359550561797752,0.1956521739130434
24548.0,0.0,-0.039543811,-0.0418623,0.0037832582,0.6492669313,0.1243629805,2.0,-0.005303633,-0.065779102,0.0006410256,0.0,0.3636363636363635,0.0714285714285714,0.25,0.0,-0.0999999999999999,0.0714285714285714,-0.0425531914893616,0.0465116279069768,-0.150943396226415
15712.0,0.0031276077,0.0265285848,0.0498431472,0.034965714,0.0395400242,0.018015886,0.0,0.0033919224,0.5666483818,0.0058139535,0.0749999999999999,0.1168831168831168,0.278810408921933,0.2835820895522387,0.303030303030303,0.3079847908745248,0.4453781512605042,0.2285714285714286,0.3815261044176707,0.4827586206896552
30680.0,-0.003481386,0.0038816458,0.0080966213,-0.653061019,0.0431077619,-0.001945145,0.0,-0.001008219,0.6070175439,0.0,0.0503597122302157,0.0503597122302157,0.123076923076923,0.123076923076923,0.0735294117647058,0.0428571428571429,0.1145038167938932,0.0428571428571429,0.0814814814814814,-0.0266666666666666
53401.0,0.0128560099,0.0463214685,0.058934566,0.0100674923,0.2166388657,0.0026827101,2.0,0.0002030304,-0.277774706,0.0556554343,0.03125,0.2394366197183097,0.346938775510204,0.2452830188679244,0.2941176470588236,0.1428571428571428,0.3333333333333332,-0.0571428571428571,0.0352941176470589,0.0352941176470589
25583.0,0.0092307918,0.0244804862,0.0322407216,0.0360645048,0.2064480105,-0.108323815,0.0,0.0024472891,1.5075683047,-0.013255017,-0.025531914893617,0.1565656565656565,0.2722222222222221,0.2651933701657458,0.2582417582417582,0.1989528795811519,0.5369127516778522,0.4049079754601228,0.3795180722891567,0.4223602484472049
25698.0,-0.013471196,0.0140568412,0.0167238735,-0.025835406,0.3988131653,0.0047662837,0.0,-0.011382693,0.1508916324,-0.034391537,-0.1176470588235294,0.3043478260869565,0.1999999999999999,0.1999999999999999,0.0,-0.1428571428571429,0.0714285714285714,-0.032258064516129,0.0,-0.032258064516129
25770.0,0.049560883,0.016823099,0.0223608395,0.3673259292,0.0555713071,0.0221484094,2.0,0.0366292871,-0.733935468,-0.089764508,0.2833333333333334,0.75,0.5098039215686274,0.4528301886792452,0.375,1.026315789473684,1.0810810810810811,0.925,1.1388888888888888,0.75
56274.0,0.0059105578,0.010835358,0.0410787866,0.3809950568,0.0164241125,0.0053864684,0.0,0.0001104603,0.4360105373,0.0088688787,0.0042016806722688,0.091324200913242,-0.2112211221122112,-0.2484276729559748,-0.2388535031847133,-0.2086092715231787,-0.1584507042253521,-0.2138157894736841,-0.1402877697841726,-0.0842911877394636
26252.0,-0.000573806,0.0405755032,0.0704271632,0.08630972,0.3815859816,0.0152937274,2.0,-0.003683951,-0.434223974,-0.031017248,0.0303030303030302,0.1929824561403508,0.2830188679245282,0.4468085106382979,0.5454545454545454,0.3333333333333332,0.4782608695652173,0.096774193548387,-0.1052631578947368,-0.3061224489795918
26316.0,-0.001437757,0.011236361,0.0130529673,0.0168684787,0.3048110721,0.0180737133,0.0,0.0019305841,-0.185743892,0.0737621058,-0.0735294117647058,-0.125,-0.136986301369863,-0.0999999999999999,-0.0735294117647058,0.1454545454545455,0.0161290322580645,0.0677966101694915,0.1052631578947369,-0.0454545454545454
48637.0,-0.01893044,0.0007750078,0.0017422325,0.0816474845,0.0184918802,0.0007644327,0.0,-0.066923132,4.3799126638,-0.17531329,-0.0533333333333333,-0.0657894736842105,-0.0657894736842105,-0.2365591397849462,-0.1547619047619047,-0.1234567901234567,0.0757575757575756,-0.1234567901234567,0.0,-0.1125
26535.0,0.0,0.0115176045,0.0395966953,-0.020985586,0.4540948137,0.0,0.0,-0.00695369,1.2725435093,0.0163850468,0.0144927536231884,0.0606060606060605,0.0294117647058822,-0.0140845070422535,0.0294117647058822,0.0,0.0687022900763358,0.0769230769230768,-0.054054054054054,-0.054054054054054
30816.0,-0.00088791,0.0008682598,0.0104768432,-0.033980912,0.0239002908,2.366427456,0.0,-0.005682903,1.8178410795,0.0,0.1641791044776119,0.0833333333333332,0.0985915492957747,0.1142857142857143,0.1142857142857143,0.0684931506849315,0.0985915492957747,-0.037037037037037,-0.048780487804878,-0.037037037037037
26658.0,-0.002502487,-0.050625336,-0.122393708,0.1759808589,0.0335782978,-0.145274369,0.0,-0.124444444,-0.048459662,0.0005285405,0.0714285714285714,-0.0217391304347825,0.1538461538461537,-0.1346153846153845,-0.2741935483870967,-0.3478260869565217,-0.2741935483870967,-0.5631067961165048,-0.5161290322580645,-0.5588235294117647
67192.0,-0.004083279,0.0047195972,0.0896164563,1.0151558179,0.0124973599,-0.917420151,3.0,0.0113568577,1.4242424242,0.0795845725,0.0289855072463767,0.3396226415094339,0.5434782608695652,0.2678571428571428,0.3396226415094339,0.4791666666666667,0.8205128205128205,0.4791666666666667,0.4199999999999999,0.3148148148148149
36150.0,-0.004698915,0.0155548677,0.0202916433,-0.082520807,0.0068165198,-0.012542134,0.0,-0.002831858,-0.500823515,-0.101742831,0.0560747663551401,0.1188118811881189,0.1530612244897959,0.1649484536082475,0.0865384615384614,0.107843137254902,0.2988505747126437,0.2021276595744681,0.2282608695652173,0.0865384615384614
64565.0,0.004985993,0.0048163664,0.0348910817,0.087308421,0.0203200838,-0.023550975,2.0,0.0087290787,-0.494818653,-0.038098695,-0.0317460317460317,0.150943396226415,0.2199999999999999,0.0166666666666666,0.0,0.0517241379310344,0.1090909090909091,0.150943396226415,0.2708333333333332,0.1296296296296295
50649.0,-0.00569171,0.0101440922,0.0168260038,0.0117415454,0.2572137197,-0.01178308,0.0,-0.006749631,-0.005681818,-0.040009484,0.0731707317073171,0.2941176470588236,0.3538461538461539,0.2394366197183097,0.2394366197183097,0.2222222222222223,0.3968253968253967,0.375,0.4426229508196722,0.1733333333333333
28434.0,0.0022653829,-0.097911008,-0.109240554,-0.005654253,0.6206429539,1.0672297634,0.0,-0.02108907,-0.594470468,0.0262820516,0.0212765957446807,0.3333333333333332,0.2307692307692308,0.1428571428571428,-0.0943396226415094,-0.1272727272727273,-0.04,-0.1724137931034483,-0.1428571428571429,-0.0769230769230768
47829.0,-0.000812391,-0.015801247,-0.033244637,-0.009880047,0.2816361652,-0.06093924,0.0,-0.027363002,-0.383791337,0.0117647061,0.0,0.032258064516129,0.0212765957446807,0.0549450549450549,-0.1794871794871795,-0.1724137931034483,-0.0679611650485436,-0.1578947368421053,0.0105263157894737,-0.25
69323.0,0.0089455423,0.0296786063,0.0501106667,0.0591298465,0.1658346334,0.0829886453,8.0,0.0054235693,0.8580374104,0.0886703944,0.2166666666666665,0.4747474747474747,0.7590361445783131,0.4455445544554455,0.4313725490196078,0.489795918367347,0.8961038961038961,0.8717948717948718,1.085714285714286,0.8961038961038961
65218.0,0.0053607123,0.0195643239,0.0244102564,0.0362758946,0.026725332,0.0045334561,0.0,-0.000468076,-0.429078014,0.0005050506,0.3414634146341464,0.4473684210526316,0.5714285714285714,0.4102564102564103,0.2790697674418605,0.2222222222222223,0.4102564102564103,0.6176470588235294,0.6666666666666667,0.2790697674418605
55589.0,-0.004718265,0.0141946567,0.0459400146,0.4222936335,0.1582890071,-0.159002149,2.0,0.0200594229,0.404853129,0.0762589136,0.0,0.0476190476190476,0.0,-0.131578947368421,-0.0704225352112676,-0.1951219512195121,-0.1081081081081081,-0.0833333333333333,0.0476190476190476,-0.1081081081081081
61305.0,0.0081509217,0.0208578059,0.0338494444,-0.081532817,0.1321400006,0.1017414302,0.0,0.0317350811,0.3455191673,0.0163770486,0.0819672131147541,0.1578947368421053,0.1379310344827586,0.0819672131147541,0.0476190476190476,0.2452830188679244,0.2692307692307691,0.1999999999999999,0.375,0.32
21872.0,-0.000787977,0.0108987688,0.018606946,0.0006823965,0.0823252228,-0.006548589,0.0,-0.005544554,0.4040906578,-0.105122656,-0.0691244239631336,0.074468085106383,0.1098901098901099,0.063157894736842,0.0687830687830688,0.01,0.1038251366120217,0.0978260869565217,0.1348314606741574,0.1744186046511628
56290.0,0.0,0.0974051123,0.1024054875,0.0019154742,0.2023749707,0.0,1.0,0.0293122283,-0.611360239,0.0033112583,0.0465116279069768,-0.1346153846153845,-0.0217391304347825,-0.0287769784172662,-0.0217391304347825,-0.0252707581227437,0.007462686567164,-0.0909090909090909,-0.0592334494773518,-0.0492957746478873
31536.0,-0.00204452,0.0184881637,0.0351517595,-0.00249276,0.0249790134,-0.019360791,0.0,-0.003584906,0.5759107807,-0.032645436,-0.0742358078602619,0.054726368159204,0.0047393364928909,0.1041666666666667,0.0707070707070707,0.0241545893719807,0.1977401129943503,0.1977401129943503,0.1648351648351649,0.0241545893719807
54391.0,0.0099895773,0.0144824651,0.0455938944,0.0332377717,0.042384917,-0.022705351,1.0,0.0001600002,1.1218264311,-0.112999395,-0.0077821011673151,0.3212435233160622,0.2878787878787878,0.2028301886792451,0.2318840579710144,0.191588785046729,0.3934426229508196,0.4166666666666667,0.5454545454545454,0.5178571428571428
31983.0,-0.011832851,0.0098654023,0.0109451892,0.0014636935,0.1869519202,0.0499954682,0.0,-0.001669525,-0.23510176,0.0118921772,0.1111111111111111,0.4492753623188406,0.1904761904761904,-0.0566037735849056,0.25,0.5151515151515151,1.272727272727273,0.96078431372549,1.380952380952381,1.272727272727273
32046.0,0.0013594222,0.0172918648,0.0415624156,0.0234766177,0.0036859538,-0.216805048,0.0,-0.000990477,0.4639168498,-0.026410371,-0.125,-0.1710526315789473,-0.1126760563380281,-0.1428571428571429,-0.136986301369863,-0.1710526315789473,-0.015625,0.05,0.0677966101694915,-0.015625
62172.0,-0.006306904,-0.009985476,-0.029435376,-0.167670133,0.0078472404,0.0611632979,0.0,-0.002189381,1.6774193548,-0.15277778,-0.0645161290322581,-0.0333333333333333,-0.0333333333333333,-0.1944444444444444,-0.2564102564102564,-0.2926829268292683,-0.3255813953488372,-0.3095238095238095,-0.275,-0.3255813953488372
47511.0,0.0075343658,0.0510705629,0.0775621852,0.0216622232,0.1549628471,-0.008514265,1.0,-0.000242857,-0.255715045,0.0110837775,0.0408921933085502,0.2068965517241379,0.4583333333333332,0.4659685863874345,0.5053763440860215,0.5053763440860215,0.917808219178082,0.6666666666666667,0.7073170731707317,0.6091954022988506
65576.0,-0.062090765,-0.040206802,-0.119857343,0.1226912002,0.0038275847,-0.011832273,1.0,-0.083292366,-0.795268817,0.072577998,0.4499999999999999,0.9333333333333332,0.8125,0.4499999999999999,0.2608695652173913,-0.1212121212121212,-0.1714285714285713,-0.3409090909090909,-0.3555555555555555,-0.5
20909.0,-0.003331002,0.0110830589,0.0181574652,0.0042140287,0.0918214269,-0.004989607,0.0,-0.004517743,-0.309724564,-0.051934165,-0.0189274447949526,0.0471380471380471,0.1028368794326242,0.0578231292517006,0.0836236933797909,0.040133779264214,0.2341269841269841,0.2693877551020407,0.2341269841269841,0.1107142857142857
48143.0,-0.005446563,0.0198554639,0.0297527893,-0.021464055,0.3359776876,-0.055309379,0.0,0.0057487425,-0.694545455,-0.01956596,-0.0139860139860139,0.1370967741935485,0.165289256198347,0.0522388059701492,0.0071428571428571,-0.06,-0.0723684210526315,-0.0208333333333333,0.0071428571428571,-0.06
62586.0,0.001902903,0.0090634441,0.0310550199,0.1821917399,0.021711032,-0.089218296,0.0,0.0002181818,0.0395269219,0.0283900555,-0.047244094488189,0.0341880341880342,0.110091743119266,0.0341880341880342,0.0083333333333333,0.1523809523809522,0.3595505617977528,0.2872340425531914,0.3908045977011494,0.2222222222222223
53866.0,0.0073133902,0.0519481329,0.0869587914,0.0294718472,0.1425108871,-0.00103616,1.0,-7.2727e-05,-0.359474101,-0.005307246,-0.2175732217573222,-0.0410256410256409,-0.0966183574879226,-0.0878048780487804,-0.0833333333333333,-0.1342592592592593,0.0218579234972677,0.0872093023255813,0.3169014084507042,0.2635135135135136
50729.0,-0.012023126,0.0228378301,0.0358843041,-0.049593599,0.0768972996,0.0051019114,1.0,-0.014347501,2.4979423868,-0.021648616,-0.0637583892617449,0.0219780219780219,0.0689655172413792,0.0488721804511278,0.0984251968503937,0.1027667984189724,0.1772151898734177,0.0689655172413792,0.073076923076923,0.0648854961832061
60628.0,-0.011320274,0.0089127209,0.0208529328,0.0798710792,0.0148026924,-0.220385112,2.0,-0.001013514,-0.22683204,0.0482729925,0.1044776119402985,0.0724637681159421,0.1044776119402985,-0.0263157894736841,-0.0892307692307692,-0.119047619047619,0.0033898305084745,0.060931899641577,0.1297709923664123,0.2982456140350877
34490.0,0.0531881864,0.0607763748,0.1149147786,0.2210983393,0.0807530515,0.1444529174,3.0,0.0159795606,-0.097692718,-0.052339902,0.1018518518518518,0.4166666666666667,0.3076923076923077,0.4082840236686391,0.4512195121951219,0.2526315789473683,0.4875,0.4166666666666667,0.6301369863013699,0.6081081081081081
63597.0,-0.012082759,0.0218610448,0.0330533093,0.0147885241,0.1591947769,-0.020147934,1.0,-0.023365868,-0.230769231,0.0,0.0425531914893617,0.3999999999999999,0.3611111111111111,0.1395348837209302,0.0888888888888888,0.0888888888888888,0.1136363636363635,-0.1551724137931034,-0.1090909090909091,-0.2096774193548387
55730.0,-0.004406033,0.0047289924,0.0068092278,-0.004139151,0.0252087399,-0.01347492,0.0,-0.00379717,-0.723222189,-0.019676333,0.0,-0.1166666666666667,-0.1620553359683794,-0.0701754385964912,-0.0782608695652173,-0.2177121771217712,0.1099476439790576,0.127659574468085,0.2254335260115607,0.145945945945946
57330.0,0.004033114,0.006139432,0.011117551,0.0103242682,0.0987319505,0.0034634975,0.0,0.0007716894,-0.567010309,0.0154416543,-0.0126582278481012,0.248,0.278688524590164,-0.3553719008264463,-0.390625,-0.388235294117647,-0.360655737704918,-0.2844036697247706,-0.2535885167464115,-0.2160804020100503
37875.0,-0.000797219,0.0074675778,0.0176762622,0.0258988226,0.034634061,0.0200509523,0.0,0.0001070866,-0.62015506,0.0240645166,0.1441441441441442,0.0854700854700853,0.2330097087378639,0.3092783505154639,0.1238938053097344,0.1339285714285714,0.1339285714285714,0.0672268907563025,-0.4663865546218487,-0.4940239043824701
51051.0,0.006084673,-0.003708883,-0.010079868,0.1563100137,0.0104672973,0.0164239014,0.0,0.0281207133,-0.464968153,0.073809525,0.0227272727272727,0.25,0.125,0.0227272727272727,-0.0625,-0.0625,0.0714285714285714,-0.1346153846153845,-0.150943396226415,-0.25
20765.0,0.0029438337,0.0039271456,0.0087555995,0.0499995319,0.055379771,-0.055482826,1.0,-0.001234211,0.3783924166,-0.020705395,0.0099667774086378,0.1094890510948904,0.1558935361216729,0.2063492063492062,0.0629370629370629,0.0133333333333334,0.1094890510948904,0.0167224080267558,0.2357723577235773,0.1054545454545454
23253.0,-0.028590558,-0.033529031,-0.045025165,-0.06436204,0.0865203989,-0.004734743,0.0,-0.058861039,-0.447385778,-0.00658628,0.019736842105263,0.1923076923076923,0.1397058823529411,-0.1242937853107344,-0.1340782122905027,-0.2790697674418605,-0.1388888888888888,-0.088235294117647,-0.0432098765432098,-0.1242937853107344
66923.0,0.0008093234,0.0229867938,0.0401909722,0.023495138,0.0204138314,0.9883813695,1.0,0.0040557084,11.757201646,0.018099918,0.048,0.1696428571428572,0.1293103448275863,0.1293103448275863,0.0396825396825397,0.0916666666666665,0.1909090909090909,0.2596153846153846,0.3936170212765957,0.336734693877551
38907.0,0.0012722313,0.0065232091,0.0553026471,0.101362181,0.1350044176,-0.090373703,0.0,0.00122592,-0.285632611,-0.01753247,0.1999999999999999,0.5384615384615385,0.3636363636363635,0.3333333333333332,0.0,0.0909090909090908,0.5,0.3953488372093023,0.3953488372093023,0.3636363636363635
32205.0,0.0071785425,0.0339532395,0.082893209,0.1289997617,0.1776941121,0.020804527,2.0,0.0008870968,1.1655589124,0.0308605158,0.0643776824034334,0.087719298245614,0.1698113207547169,0.2156862745098038,0.2916666666666667,0.3191489361702126,0.3121693121693121,0.3191489361702126,0.4335260115606936,0.3932584269662922
52935.0,0.0105603985,-0.105903618,-0.28228269,-0.210455026,0.008087356,-0.075496231,0.0,-0.206730159,1.9336349925,-0.164726932,-0.1428571428571429,0.05,-0.0666666666666666,-0.3114754098360656,-0.2631578947368421,-0.3225806451612903,-0.25,-0.288135593220339,-0.1923076923076923,-0.34375
32328.0,-0.018879857,0.0261227169,0.0441548971,0.0042666539,0.00671464,-0.007018584,1.0,-0.057611799,-0.481402439,-0.015151516,0.1181102362204724,0.0757575757575756,0.1639344262295081,0.2033898305084744,0.0923076923076922,0.0923076923076922,0.2347826086956521,0.0923076923076922,0.0839694656488549,0.1007751937984495
26657.0,8.33383e-05,0.0090326429,0.021364935,0.1761819784,0.0532543467,0.0049985749,0.0,0.0169105691,0.7697128938,0.0080163637,0.0423728813559323,-0.0390625,-0.075187969924812,-0.0888888888888889,-0.1021897810218978,-0.0610687022900763,0.0249999999999999,-0.0390625,0.0336134453781513,0.0081967213114753
32504.0,-0.006728021,0.0188670483,0.0355082598,0.0237091856,0.0586443085,0.0163300087,0.0,-0.017336485,-0.406447092,-0.039314516,0.125,0.2203389830508475,0.2203389830508475,0.2100840336134453,0.2307692307692308,0.1519999999999999,0.2203389830508475,0.2100840336134453,0.0746268656716417,0.0827067669172931
67934.0,-0.004074918,0.012492575,0.0316422963,0.0900621118,0.0121474021,-0.086577137,2.0,0.0068105045,-0.535470006,-0.045454547,0.0952380952380953,0.3142857142857143,0.1219512195121952,0.1219512195121952,0.1794871794871795,0.1499999999999999,0.4375,0.4838709677419355,0.5862068965517242,0.5862068965517242
22250.0,0.0002834908,0.0204144833,0.0414886217,0.0357591014,0.0022625786,-0.01684657,0.0,0.0005158302,-0.290670616,0.0075322515,0.0528455284552844,0.1359649122807018,0.2392344497607654,0.182648401826484,0.126086956521739,0.0882352941176469,0.2274881516587676,0.15625,0.3350515463917525,0.2274881516587676
27879.0,-0.026209988,0.0206004141,0.0734459984,-0.084098567,0.0211655696,-0.099988555,1.0,0.0326984127,3.9787234043,-0.029378679,0.0677966101694915,-0.015625,0.125,-0.2716763005780347,-0.4375,-0.3368421052631579,-0.2588235294117647,-0.2921348314606742,-0.1818181818181817,-0.3368421052631579
50382.0,-0.007787738,0.0273517892,0.0361189646,0.010812339,0.2796731699,-0.011954353,1.0,0.1055766512,0.0719402985,-0.014337102,-0.0616438356164383,0.078740157480315,0.1048387096774192,0.0073529411764705,0.170940170940171,0.1512605042016805,0.2454545454545453,0.3300970873786408,0.4123711340206186,0.2232142857142858
52716.0,-0.007464733,0.0149423263,0.0249151972,0.0136820822,0.0541578251,0.0001467599,0.0,-0.002105263,3.0842069377,-0.025305623,0.1236559139784945,0.244047619047619,0.3312101910828025,0.3312101910828025,0.2981366459627328,0.1807909604519775,0.2366863905325444,0.3397435897435896,0.3571428571428572,0.1741573033707866
55706.0,-0.003820612,-0.007162358,-0.014087988,-0.026121447,0.0028980877,0.1142637759,0.0,-0.012943849,1.1093489149,-0.025,0.05,0.1666666666666667,0.1351351351351351,0.024390243902439,-0.0454545454545454,0.024390243902439,0.0769230769230768,-0.2758620689655172,-0.1764705882352941,-0.3225806451612903
54690.0,0.0001208971,0.008948119,0.017815368,0.0335875458,0.0521113453,0.0,0.0,-0.003195133,-0.95429815,0.0044641104,0.0219298245614034,0.0495495495495494,0.1095238095238095,0.1042654028436018,0.1148325358851674,0.1421568627450979,0.2802197802197801,0.2393617021276595,0.3089887640449438,0.2393617021276595
65285.0,-0.002929825,0.0137231935,0.0706416555,-0.067943651,0.0875590303,-0.007293113,1.0,-0.002635046,2.1800766284,-0.014104445,0.0,0.2692307692307691,0.2571428571428571,0.1891891891891892,0.4666666666666665,0.6097560975609757,0.7142857142857142,0.9411764705882352,1.0,0.6296296296296295
