firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchgm_pchsale,depr,invest,egr,tang,sin,currat,quick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
50091,1.0605221749,0.0967376597,-46.13663234,0.034966675,1.4393104485,2.91556001,0.0373988368,-0.018476601,0.3367595901,-0.180492813,0.1167453637,-0.100104699,-2.611189391,0.3493380105,0.1001046994,14.0,0.0442374817,0.0,0.1798689774,-0.022498136,0.1125941575,0.1109225708,-0.157008834,0.4539429975,0.0,2.0680739161,1.1876759062,138.68230359,5.1143475998,0.1379565734,0.0,0.0,1.0,0.0,1.0,0.618717416,4.0,-0.083902949,0.0140642359,4.8281567049,-0.147023298,-2.7499014,-3.678589083,-88.55294064,0.0674538361,12.112011935,-0.00298154,0.0141296074,0.0342221545,0.0378,0.0191965023,-0.004950685,1.0,-0.003834483,0.0843373494,4.85624e-05,5.0,10.480065804,0.2409397651,0.0,0.0451977402,0.0147467459,0.007685042,1.3314385793,1.1780760576,1.0352773e-07,1.0500001257,0.9731935077,0.9471056034,0.1476032757,0.0258372765,0.1090899467,0.098392164
14286,0.7358154593,0.2923512748,-0.459598214,0.0,1.5140428976,3.2518818292,0.1370175718,-0.13912656,0.6241235888,-0.013415316,-0.293979996,-0.015070964,-0.130675526,0.3305544314,0.0150709644,15.0,-0.174178201,-0.472627737,-0.183294711,0.1098184825,0.273101018,-0.314052288,0.5524248634,0.6810076612,0.0,3.5241242564,2.8636814276,4.4840401786,4.906814851,0.2215437712,0.0,0.0,1.0,1.0,0.0,3.3386270492,6.0,-0.58630108,-2.398219629,-19.78740508,-1.318537486,-0.390558264,-5.866213799,-1996.76397,0.0600574642,9.6591443047,-0.007072739,-0.012803258,-0.040809592,-0.806448766,0.2457532721,-0.208026079,0.0,-0.0486011,0.0367074172,0.0278147906,4.0,9.3438873895,0.4243626062,0.0,0.0394736826,0.0277000748,0.0347732305,1.2192687039,1.1199099402,4.5526896e-06,7.3500001466,1.2483117666,1.5582822665,-0.049943472,0.0732736225,-0.513888898,0.4217607406
14526,0.4674764404,0.0748053714,6.0211538462,0.0119278366,0.6901145267,2.4175606738,0.1126108962,0.4474203238,0.5659118945,0.0048692786,0.7334966748,0.0397069251,0.5194843901,0.0359451487,0.0397069251,15.0,0.0624250725,0.3050367855,0.3899651019,-0.119929441,0.1389326902,0.2462243966,0.1638727762,0.5741887946,0.0,1.7679574178,1.292432455,145.06354515,4.9236602227,0.2295431264,0.0,0.0,0.0,0.0,0.0,1.0771002748,3.0,-0.361265462,0.2786493879,-12.10726017,0.5242352967,0.3194499351,2.3759527104,-25.57638065,0.0352031689,12.249505628,0.0019742123,0.0135300405,0.0335038333,0.1874272001,0.037194944,-0.01891679,0.0,0.0003305785,0.5991427741,0.0161875002,4.0,11.672774521,0.5333679628,0.0,0.0218978096,0.0173116336,0.0224894783,1.16043378,1.7342398661,8.3114349e-08,7.1461384e-08,1.3442961641,1.8071321767,0.2725062292,0.0350797626,-0.262214573,0.1674518207
15203,0.4650915377,0.1101112638,2.380647415,0.0156626328,0.2328117381,1.3205077057,0.2618776524,0.0229576367,0.6286927142,0.0270897833,-0.245835727,0.0345167231,0.216317767,0.0862922411,0.0345167231,15.0,0.0360584129,0.0675675676,0.133536276,0.0176375819,0.1205335874,0.074590661,0.2450949367,0.6312219682,0.0,2.5356489945,1.0451815095,10.406148114,15.045117845,0.4619078804,1.0,0.0,0.0,0.0,0.0,1.1473101266,6.0,0.4623229223,-0.080316722,1.5775971383,3.6037405535,0.5963693853,0.6213099863,-331.2236566,0.035233952,9.2481177363,-0.014294378,0.0286279311,0.0401691332,-0.077071974,0.1818258808,0.0339357035,0.0,-0.007092513,3.4596833252,-0.097069601,3.0,7.1739583198,0.3121890547,0.0,0.1000000015,0.0416192609,0.0268408069,1.4611271861,2.1414918253,8.6212439e-06,3.150000089,1.0610435491,1.1258134131,0.6126204411,0.0704253947,-1.1940473,0.0536749582
15748,1.1318714941,0.0858745538,-1.704850032,0.0,0.4509943906,3.5971443141,0.0781527531,0.0577971647,0.7131952017,0.0,-0.076055161,-0.152755697,-2.73871734,0.3210606833,0.1527556969,6.0,-0.057233704,0.1935483871,0.118901085,0.1324741841,0.4589861751,-0.033669575,0.1225976128,0.6835112113,0.0,3.267654321,2.264691358,11.253988513,6.1639286963,0.3992180712,0.0,0.0,0.0,0.0,0.0,1.0434958527,8.0,0.4359722257,0.0889466033,0.5510442807,1.5941079128,-0.946600669,0.3113038022,-407.3043799,0.0653410158,8.3051286654,0.0029989095,0.0221532383,0.0290956264,-0.081591025,0.2019329897,-0.003916762,1.0,0.04,-0.016967344,0.0023809522,4.0,6.6913080075,0.3022267551,0.0,0.0,0.0065766705,0.1465240642,0.9665467213,1.0915285301,1.7825312e-07,4.2000001098,1.0109664584,1.02205318,0.1214371009,0.0786182679,-0.364137088,0.0656176632
15828,0.7216095855,0.1087120287,-0.483652139,0.0156789807,0.5245593449,1.6908717718,0.1552396239,0.056711485,0.6270750394,0.0072269807,-0.018440245,-0.094298966,-1.051945406,0.2230711479,0.0942989664,8.0,-0.038000803,0.1064189189,0.1699278305,0.0089537624,0.1891141064,0.018177721,0.1189903846,0.6036291939,0.0,2.5515070584,2.016342363,6.0300900332,4.7462547399,0.282189088,0.0,0.0,1.0,0.0,1.0,1.1261332418,7.0,-0.186032983,0.0653437268,0.2018621451,0.9977181906,0.3570883952,0.2253904942,-230.133522,0.0793382698,10.935238625,-0.000356794,0.0250666763,0.0450322121,0.124568173,0.2250142167,0.0499312453,0.0,0.0029231998,1.0966346488,-0.02827015,5.0,10.03460353,0.4533718226,0.0,0.125,0.0490039688,0.0361283172,1.6909656544,2.29523588,2.6152615e-06,4.8587735e-08,1.1278329458,1.2720071537,0.0690668697,0.0439860832,0.0256378939,0.1057096119
15991,0.0301861479,-0.035020191,77.921320922,0.0024809074,0.0150025688,0.0805389851,-1.214056483,-0.352487588,0.5193831203,0.0005033557,0.1059654631,0.0551388087,0.1307388264,-0.039598689,0.0551388087,6.0,0.0352631916,0.3723404255,0.7448673587,-0.098182831,0.366058906,0.0516531108,-0.552768575,0.552104894,0.0,3.5741737125,2.664104535,6.7056737589,6.3939137785,-2.062616474,0.0,0.0,0.0,0.0,0.0,0.7734658463,1.0,-0.304492846,0.2784301268,-0.415989281,0.4683677602,-0.87890473,0.0002238168,-835.1415426,0.0319011585,11.652391711,0.0,-0.123960067,-0.16633177,-0.002171606,0.2319701341,-0.185347746,0.0,0.001435006,-0.148764085,0.0373737384,3.0,11.752843534,1.1574030583,0.0,0.0694444478,0.0337884059,0.0531360138,0.5625425398,2.6810315401,3.964662e-08,2.3213858e-08,2.276020925,5.1802712512,0.2190535608,0.0969137756,-1.178787869,0.1527395335
44601,0.5252726902,0.0801210994,11.081694915,0.0234073225,0.628697996,1.6312944559,0.1341178584,0.0649656653,0.5371933858,0.0033916052,0.0423879352,0.0027650636,0.0386100386,0.0770276206,0.0027650636,14.0,0.0065402971,-0.03729097,0.0794685357,0.0050843192,0.0974924341,0.0901590359,0.093309009,0.5019778393,0.0,1.5245752427,0.9111043689,268.13559322,5.71945047,0.2055906252,0.0,0.0,0.0,0.0,0.0,1.1551215324,7.0,0.0108808822,-0.119115697,-0.273921991,-0.551171287,0.1473065054,-0.025781492,-20.78853327,0.0432979074,14.172983846,0.001359065,0.0216065985,0.0478934817,0.0317461504,0.00248073,-0.056560575,1.0,-0.000194175,0.839483335,-0.004608295,3.0,13.30900372,0.4247865764,0.0,0.0236220472,0.009916974,0.0138300397,0.9826810378,1.524354725,4.8689934e-09,5.5572794e-08,1.119568913,1.2534345509,0.068227384,0.0388149173,0.1014531246,0.1710435043
16126,0.5781817652,0.0266572922,4.7099319649,0.0199929691,0.2077944202,0.8815119468,0.0432826471,0.0140995514,0.1877803888,0.0,-0.045808782,-0.010288502,-0.301242236,0.0346875944,0.0102885023,14.0,0.0712770471,-0.565217391,0.4610318332,-0.436854729,0.079002079,0.1355479598,0.0375102132,0.5646246577,0.0,1.9725433526,1.0956647399,14.902729181,10.454590083,0.3026942904,0.0,0.0,1.0,0.0,0.0,0.2395454208,4.0,-0.372838817,-0.591604789,-11.99655485,0.7753657292,-1.338618851,2.3746951562,-180.8301379,0.0352031689,10.34760831,0.0005229032,0.0196439857,0.0267038946,-0.05819899,0.0858599267,-0.055176887,1.0,0.0009252622,-0.499034155,-0.029185622,2.0,8.9678069207,0.4925685851,0.0,0.073170729,0.0331333281,0.0478653887,1.2491574575,2.6824009083,8.2084171e-07,3.1556739e-08,1.779238979,3.1656913443,0.2075040366,0.065287753,0.6958140653,0.1674518207
85885,1.3738772643,-0.13648452,-3.094908083,0.0092996805,0.3357251576,3.4256276448,-0.00924252,-0.11770596,0.3490090463,-0.064102564,0.0523225333,-0.078253692,-1.045588235,0.0062220884,0.0782536916,3.0,0.112739613,-0.063380282,-0.048298808,-0.174521429,0.4496365524,0.1131655272,-0.151358611,0.6386026494,0.0,5.7661745289,3.4247989437,14.940764517,5.015869906,-0.37265621,1.0,0.0,0.0,0.0,0.0,0.4162000207,3.0,0.1254333656,-0.306733395,-23.98168521,-3.011006646,-0.370020559,-0.777565016,-286.3985915,0.0713581945,10.673873513,0.0294269984,0.0281734838,0.0376141606,0.1775594444,0.1008118958,0.0137890787,3.0,0.0298651722,-0.114065034,-0.008916425,2.0,10.453687724,0.7276624549,0.0,0.0250000004,0.0171128051,0.0298741863,0.8331572209,1.3904986137,1.8782338e-07,6.2799992e-08,1.4038627492,1.9708306186,-0.192746633,0.0609414805,-0.85912994,0.1150887425
42438,0.5952701019,0.0891226051,-3.245361731,0.0135901461,1.790486835,9.457135854,0.0904059254,0.1320587913,0.3783142721,0.3779148488,0.1226899847,0.0245444812,0.6251712068,0.0334057185,0.0245444812,14.0,0.077398763,-0.1,0.0326818488,0.0068253179,0.2461174535,0.076050873,0.1631886101,0.5653326263,0.0,1.6048635515,0.7215396599,34.648512736,15.834387788,0.0718274411,0.0,0.0,0.0,1.0,0.0,1.4977552091,5.0,-0.021473294,-0.204219256,0.3946442825,-3.314586742,0.5670732056,-0.100918637,196.28784084,0.0632663961,13.579132155,0.0021759282,0.0145415645,0.0567305101,0.1488236512,0.0973923542,0.0001963512,1.0,0.0010060099,2.6386768448,0.0094651002,2.0,12.787496751,0.4638406043,0.0,0.048648648,0.0195959136,0.0209739199,0.7362522859,2.26610497,1.0615996e-08,3.3000264e-08,1.418266429,2.0114796636,0.0023044325,0.035187333,-0.258364184,0.1658205066
55044,1.0332303831,0.0945536073,-18.39799597,0.0382966272,0.9901550671,2.6157817874,0.0712408224,0.3311609177,0.5414171921,-0.01935038,0.8542986425,0.0419735127,0.7864849517,0.020188618,0.0419735127,14.0,0.1293905507,0.0382165605,0.0557942472,0.2061232565,0.1119335706,0.2085165757,0.0478504724,0.5625370643,0.0,2.0250541454,1.0307545699,55.613299087,3.607148807,0.165627422,0.0,0.0,1.0,0.0,1.0,0.7972719105,4.0,0.4385173902,-0.109667729,2.1457359836,3.8279070747,0.6730615714,0.5552063632,-273.6454844,0.035233952,11.533663929,0.0068929294,0.0181153421,0.034804851,0.0882757029,0.0291634789,-0.001779156,2.0,0.00609474,-0.433526012,-0.002083333,2.0,10.148289851,0.1662128432,0.0,0.0072463769,0.0059790389,0.0052469554,1.4879104623,1.49422399,2.9714954e-07,3.1500001365,0.662134102,0.4384215691,0.0577469615,0.0229456158,0.0270851502,0.0536749582
18092,0.1485303231,0.0326625275,22.150392794,0.0,0.0324465719,0.2064657418,0.3387371022,0.2171796209,0.9880736854,1.2650740407,0.0068428504,-0.011320911,-0.057130884,0.0345285666,0.0113209114,7.0,0.0136183091,0.1261261261,0.3915967076,0.0584550795,0.2280794936,0.0847320671,0.2753829479,0.602055916,0.0,4.4598067208,3.1866351856,5.5838440341,4.3024656145,1.2524397413,0.0,0.0,0.0,0.0,0.0,1.254214712,8.0,-0.164181071,0.085050934,-0.371217117,0.1604407696,0.2008769556,0.0368479129,382.25298143,0.0793382698,13.546617527,0.0131434942,0.0573763807,0.0691462642,0.0096815035,0.2043109244,-0.030915546,8.0,0.0036301836,-0.379651104,-0.03435518,8.0,13.129331047,0.6793330934,0.0,0.0384615399,0.0180852011,0.0250278789,0.5171226481,1.5073131616,7.1447606e-09,3.9190479e-08,1.3265138241,1.7596389256,0.2031555499,0.0383495864,-0.020315345,0.1057096119
18244,0.8775951973,0.0655747429,-0.093518195,0.0,0.3133527697,1.0645235506,0.0776002167,0.0366135019,0.7221386298,-0.035633908,0.0717382736,-0.045609023,-0.81370826,0.1189334529,0.0456090233,6.0,-0.021967197,0.0731707317,0.065152214,0.0209974541,0.1210922042,0.0026080851,0.0246232508,0.6812521773,0.0,6.4830053667,5.0384615385,3.1311864407,3.5609097918,0.3329528158,0.0,0.0,1.0,0.0,0.0,0.9525026911,6.0,-0.225004827,0.0320955396,0.3578477569,-0.480561959,-0.515413701,0.1212527992,-266.6123972,0.0793382698,9.3631043765,-0.005004416,0.0091929553,0.0124753775,0.0004414281,0.2547843473,-0.022434745,0.0,-0.008902134,0.9605425401,-0.022619048,6.0,7.2401119153,0.2078022402,0.0,0.0857142881,0.0409725945,0.0624366094,0.9314682643,1.3004216018,2.6526046e-06,2.1000000799,1.5575355742,2.4259170648,-0.026873669,0.0726983017,-0.376923066,0.1057096119
18439,0.9713515335,0.312798742,-2.297631619,0.0124705089,9.8233906303,10.203404112,0.0160725791,0.1411460532,0.289169129,0.0,0.1917486149,0.0018236033,0.0593900482,0.2962588473,0.0018236033,14.0,0.0367842152,0.3205128205,0.1950930659,0.147138953,0.1502906809,0.1783628817,-0.185069984,0.4105254081,0.0,1.6633944003,1.1095057034,9.1336551516,6.8399231812,0.0835781913,0.0,0.0,1.0,0.0,0.0,1.478297752,6.0,0.1710778526,-0.1165159,0.783475663,73.687696173,-1.336673203,0.2602845305,-177.1075083,0.1411641835,8.7914860267,0.0024271845,-0.004792381,-0.040050697,0.8139459307,0.1021716681,0.0378899328,1.0,0.3528588098,-1.0,-0.020833334,1.0,6.3261494732,0.0811100132,0.0,0.0833333358,0.0462873578,0.1133603239,1.0216584491,0.324124942,5.61384e-05,15.473685285,1.3818564337,1.9095272034,-0.14245869,0.0807641396,-0.530630626,0.0062171928
55108,0.8875835966,-0.451393574,-3.274699746,0.1068980272,3.2495692845,7.0780066399,-0.177037954,0.1073079448,0.0924574331,0.0058631376,0.1416313425,-0.430815459,-3.757223839,1.2025127775,0.4308154591,15.0,-0.063384798,-0.209876543,-0.076823134,-0.623423216,0.1287946064,-0.197105883,-0.002483924,0.5743859409,0.0,1.1402405327,0.9834018199,9.3294052963,5.3072035777,-0.111064699,0.0,0.0,1.0,0.0,1.0,0.2391914301,5.0,-0.425197573,-0.236263941,-11.68715302,-0.872753191,0.2564875585,3.5846006851,-44.36826706,0.0352031689,10.762940701,0.0057360383,0.0028607502,0.0133343621,-0.670847355,0.1519743761,0.0559802515,2.0,0.0298315568,-0.090909091,0.0002059708,4.0,5.7037824747,0.0136906069,0.0,0.0437499993,0.0175352786,0.024280631,1.3468751924,0.2172215153,4.5635757e-06,13.650001354,0.9995332426,0.9990667031,0.0373429737,0.0362825379,0.0371068917,0.1674518207
20336,1.0098418138,0.014705885,-0.159869923,0.0,0.0928167591,0.5404978365,-0.212232867,0.0063493702,0.3494734669,-0.025438911,0.1597173145,-0.024185041,-1.807692308,0.0412896003,0.0241850413,7.0,0.0236190084,-0.046728972,0.0176783813,-0.044557783,0.1727672035,0.123735288,-0.005735925,0.8075219287,0.0,18.521191294,15.806414662,0.841715846,4.1875547765,0.4790575916,0.0,0.0,0.0,0.0,1.0,0.3770117503,4.0,-0.02301421,-0.395448002,-3.948539883,23.377498932,-1.85442024,-0.885024796,-391.589577,0.1508177501,9.6575870141,5.08776e-05,0.0108375834,0.012137522,0.038408309,0.6253754481,-0.228714375,2.0,0.0004078432,-0.484181568,-0.007687164,5.0,7.8127828186,0.1464460784,0.0,0.0869565234,0.0445488013,0.0232260172,1.4354014544,1.415002203,9.4310069e-06,2.1000000887,0.5994715361,0.3593661226,-0.772716137,0.049414479,-0.001666663,0.1650550449
20670,0.6668621913,-0.318424866,-12.57745352,0.0,1.0248156617,3.3204027439,-0.065047895,-0.39526364,0.3414889441,0.0702368138,-0.483108732,-0.104362006,-0.735632184,-0.084181286,0.1043620057,6.0,-0.020057073,-0.007936508,0.2075069879,-0.354565811,0.4490196078,-0.493785163,-0.181491465,0.5447555171,0.0,1.2297403619,0.6475216365,68.210526316,6.3,-0.100279908,0.0,0.0,1.0,0.0,1.0,0.9182389937,3.0,0.286186886,-0.112538292,0.0860349779,4.3304838064,-0.71587309,-0.093938168,-409.4746812,0.0653410158,8.4060660809,0.0,-0.026611856,-0.067508233,0.0276590395,0.0125886931,0.4614977467,1.0,-0.032687956,0.11589214,0.1428571492,3.0,8.2323072063,0.6449585114,0.0,0.2727272809,0.1204590759,0.1038164431,1.5430674781,6.4264134234,2.04357e-05,1.0500000276,0.9355242931,0.875205703,0.0501634138,0.1532402747,0.3012820357,0.0656176632
