firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
15748,1.119074473,0.0893540924,-4.105842063,0.0,0.6098038865,3.4091410907,0.068505562,-0.060511069,0.4269500173,0.0188976378,-0.250501198,18.0,-0.04097511,-0.166371681,0.2959484597,0.5184781785,-0.15603504,0.0867525445,0.028246976,0.0255534417,0.0900600659,0.6002406057,0.0,2.5146884021,0.2152602827,1.4599252844,0.2084077687,23.016921837,6.932448831,0.1865340004,0.0,0.0,1.0,0.0,0.0,0.7445068785,6.0,0.5188206167,-0.642839534,-1.873919087,-3337.500138,0.0287729298,9.8314489529,-0.012084919,0.0018214568,0.0032200358,-0.242998574,0.0856708931,0.0042303964,0.0,-0.029320555,0.8712923738,0.0650604982,4.0,8.8669637253,0.5984431226,0.0,0.1355124861,0.0451719583,0.0323234749,1.164897646,2.1750007732,1.9953981e-06,3.5284783e-08,1.2674435267,1.6064130934,-0.028889452,0.0976077031,-0.017828193,-0.065964367
16126,0.4905552842,0.0924116593,15.901451279,0.0,0.5087390762,1.3728989126,0.1798069511,0.0420263195,0.4156879392,0.0345689296,-0.131220671,26.0,0.0320028642,0.0430232558,0.3118732711,0.2093746762,-0.062909586,0.1572173913,0.1976652256,0.0845361068,0.3137094576,0.4628934569,0.0,1.8790239324,0.0658265792,1.137024871,0.0287022022,83.90186593,5.6266394772,0.2623099896,0.0,1.0,1.0,0.0,0.0,0.9969413404,7.0,-0.052923944,0.0101779644,8.881940863,-630.961805,0.0496109426,11.588870965,0.0025369115,0.0246242984,0.0501613647,0.0582167839,0.0122590559,0.0293257799,8.0,0.002790965,0.3536613537,-0.010969649,6.0,10.023738648,0.2679014703,0.0,0.043216113,0.0162562909,0.0129463335,1.0021165634,1.4377323454,1.3812503e-07,7.6028239e-08,0.6001232587,0.3601479256,-0.313457258,0.0590155796,-0.58878977,0.039830438
17137,1.8414235296,0.076838079,-51.05323719,0.0701934626,0.7209298028,2.7158225392,-0.049539778,0.0112330054,0.2207485364,-0.027284002,0.1201451572,26.0,-1.4503e-05,-0.127659574,-0.068375202,-0.146748112,-0.122197758,0.1055207934,0.2724646617,0.0075810389,-0.025849361,0.3798303969,0.0,3.2672522856,0.3650538183,2.0689375313,0.3687287281,112.74746855,5.1833711859,0.2200435494,0.0,0.0,1.0,0.0,0.0,0.2725111534,3.0,-0.003333026,-0.126254305,1.3357990358,-441.1907954,0.1466013644,12.009420531,-0.006273464,-0.001708126,-0.002167912,-0.113463997,0.0121132221,0.0511650214,0.0,-0.02,2.8748166667,-0.035411695,2.0,10.588830381,0.3476876723,0.0,0.0409670696,0.0226285804,0.0497533855,0.8845425512,2.3592525646,9.7441285e-08,4.9200814e-08,0.5859538728,0.343341941,0.4913091981,0.0492847947,-0.006520122,0.1515451069
85885,1.0459342723,0.283342723,-10.6839172,0.2638122066,0.4580657277,5.929915493,0.298236568,0.0229920294,1.0584508482,0.0,0.0321597833,15.0,0.0507147548,-0.166666667,0.2541225813,-0.036610308,-0.004514667,0.3944954128,-0.640185503,0.0303494788,0.019028103,0.6177934272,0.0,3.2328632338,0.0619234953,1.5749426041,0.0478334353,125.70382166,9.2611450023,0.6426786607,1.0,0.0,0.0,0.0,0.0,1.5014637002,6.0,-0.036653629,-0.292603241,-1.753697459,-796.1733261,0.0721832608,8.7076812807,-0.017461711,0.0399821806,0.0528096499,-0.27677862,0.0105939005,-0.000135334,1.0,-0.04145901,-0.034482759,-0.059874244,3.0,6.8705724879,0.117057903,0.0,0.0714285746,0.0309413196,0.0488721732,1.376891498,1.6185353773,1.1803e-05,13.650000138,0.3208226133,0.1029271492,1.2088847201,0.0970688507,-0.048571888,0.2257643812
85914,0.2137075597,0.0464309164,5.1772167647,0.0,0.3539637905,1.7977658978,0.1405516836,0.6157043169,1.0771598035,0.0387216225,0.5887792553,16.0,0.1488853313,0.3636363636,0.226710724,0.1224851784,0.0653532308,0.1158927053,-0.21990528,0.4931570418,0.6623658171,0.5445673532,0.0,1.0788172386,-0.139702459,0.4279404192,-0.275777564,20.520796541,73.321909191,0.2290852826,0.0,0.0,1.0,0.0,0.0,2.9375967737,4.0,-5.641933361,0.2540515512,-0.62567109,7092.0013196,0.1612273243,16.569480363,-0.002698683,0.0113646061,0.0301878011,0.0657011965,0.0969016428,-0.039654301,0.0,0.0001053622,0.1704539972,0.0846803617,7.0,17.753405422,3.4716823357,0.0,0.0514493212,0.0225577362,0.0287197367,0.4440020097,6.8809159051,7.419558e-11,7.0787166e-09,1.495782111,2.2373641234,0.0144674312,0.0944800225,-0.976123909,0.754113564
18092,0.1430138101,0.0246485353,22.679157091,0.0023698259,0.0309473587,0.1285995838,0.2645179016,0.2223016493,0.6282500361,0.5148900241,0.3245679619,19.0,0.0276531257,0.1133501259,0.119577615,-0.180896379,0.0180580336,0.1662978934,-0.006608871,0.0525545612,0.2150514723,0.5178292862,0.0,4.0045115829,-0.079831775,2.8565556484,-0.056716837,3.5821985416,3.1727546422,1.049604852,0.0,0.0,0.0,0.0,0.0,0.8071254491,3.0,10.404684844,-0.057519988,-0.124722854,6921.7166797,0.047419855,15.937048218,0.0038352068,0.041982605,0.0544091213,0.0047151962,0.1931886624,-0.009521925,1.0,0.0010599522,0.0691606324,-0.0366993,4.0,16.528228498,1.9606230396,0.0,0.0361890532,0.0211927512,0.0362131152,0.4914775278,4.5549450054,2.5815e-10,1.0958068e-08,0.4257251267,0.1812418835,0.673989413,0.0580013268,-0.243859532,0.441651114
18244,1.1766023424,0.0338043545,-1.217420804,0.0,0.3384199852,1.8160994179,-0.037437948,0.049822621,0.0065734558,0.0131291028,0.0891688878,18.0,0.0043266906,-0.007407407,-0.08597628,-0.041700505,-0.872453281,0.1372626582,0.3125397158,0.0315108514,0.0390266605,0.6833552651,0.0,3.935013876,-0.076508472,2.8956984274,-0.067229812,4.2929346859,3.9910655195,0.1846439341,0.0,0.0,0.0,0.0,0.0,0.0063825544,4.0,10.33843205,-0.178277521,0.9088656781,-1079.513728,0.047419855,10.219443651,0.0227385072,0.0262883268,0.0338495009,0.1715478212,0.3132062823,0.0017253009,1.0,0.0362296871,11.782800287,0.2676442862,5.0,8.7999481292,0.2804965386,0.0,0.0901213139,0.044635099,0.0597487335,1.5230527938,2.0007167934,1.6757189e-06,5.622986e-08,1.3401210539,1.7959244391,0.06450788,0.1156801355,0.2997101331,0.441651114
84839,0.0919172047,-0.040928554,15.568186718,0.0,0.0148277512,0.0648658417,-0.900461569,1.5374838178,1.0313051665,0.1411165986,-0.488384011,16.0,0.0605496041,0.4533333333,0.7994780937,0.9071449181,0.0265273241,0.36,0.0338461538,0.1594680475,6.0245932652,0.7343061546,0.0,6.4544203646,2.5920807268,5.6787065703,2.7902925893,1.1299698146,3.4744099708,-1.821674766,0.0,1.0,1.0,0.0,0.0,3.2300416194,5.0,10.319219404,0.2824632199,-0.17581946,-890.8099153,0.047419855,12.620579375,0.0,-0.020669102,-0.023898183,0.0057780269,0.3588202894,-0.016671813,2.0,0.0,1.1405193688,0.0803070918,4.0,12.961656481,1.4354338617,0.0,0.0638297573,0.0468450021,0.0766440003,1.0109814605,7.0705858477,2.1516855e-08,1.260148e-08,1.6223358208,2.6319735155,-0.127738422,0.1304309491,-0.331269271,0.441651114
67176,0.7545303528,0.082718791,-2.385231827,0.0010430802,0.4667426895,2.763459027,0.0598300941,0.0140796733,0.8434840882,-0.003612538,-0.117931446,17.0,0.0212746972,0.0476190476,0.0916875275,0.0810011117,0.0222580657,0.1355264062,0.0514824876,0.1093727146,0.1175395308,0.5463730273,0.0,1.7778069104,0.1102994174,0.3739479494,-0.10273912,31.008681385,118.04312973,0.2801886683,1.0,0.0,1.0,0.0,0.0,1.5018527013,8.0,0.0021379705,-0.196477979,-47.80707183,-350.177997,0.0669184883,13.522283495,-0.003882235,0.0016124301,0.0026984777,0.0004662776,0.0729721194,-0.002965225,0.0,-0.005623722,1.5551476075,-0.031996423,1.0,11.570042813,0.1872165661,0.0,0.0459016263,0.0252837766,0.0357356968,0.5631183543,0.7170938358,2.6408777e-08,8.3454713e-08,0.6515071028,0.424461505,0.2081125665,0.0615080083,-0.214981901,0.3224854245
20336,1.4610982459,0.0359338817,-1.397651648,0.0,0.511592004,3.3017115175,0.0117166326,-0.00153585,0.5095249643,0.0019602352,-0.01415675,19.0,-0.000323585,-0.241935484,0.199748525,0.2746640084,-0.293446105,0.4126040428,0.2129564632,-0.019022984,0.0029599854,0.6188694408,0.0,4.6002999,-0.041733508,3.6351216261,-0.058396911,4.7442056146,9.0660722117,0.2131418535,0.0,0.0,0.0,0.0,0.0,0.6877763567,4.0,5.3411906503,-0.691147906,1.5122761372,-1358.928944,0.0396758292,9.4341565933,-0.028183263,-0.074033542,-0.102344932,-0.495191471,0.4627783364,0.0421754957,0.0,-0.221442544,-0.032715826,0.0437104716,4.0,8.9839415015,0.480556344,0.0,0.030726295,0.0135179743,0.0185210761,1.1731419116,1.7256682035,1.000013e-06,1.0500000561,1.2951990179,1.6775404961,-0.140469255,0.1048160141,-0.320714291,0.0980769876
20670,0.3668067389,0.0644982549,3.5417998801,0.0,0.2418467872,1.5474999807,0.2243339209,-0.032720353,0.5972192555,0.0745773424,-0.40585265,18.0,-0.049748788,-0.385269122,0.455783343,0.6844901643,0.0209055704,0.4154041638,0.3526337588,0.0209720955,0.6204802801,0.6022879226,0.0,2.363158595,1.079078994,1.6730973922,1.252707115,12.486662004,10.103395311,0.3609891997,0.0,0.0,0.0,0.0,0.0,1.6561457251,7.0,0.6214659639,-0.861736974,-2.626186821,-3281.874213,0.0287729298,11.338626255,-0.014694581,0.001826869,0.0030718336,-0.333210793,0.2342518178,-0.029277646,0.0,-0.049959562,-0.901399425,0.1160397865,5.0,11.450149636,1.9692496022,0.0,0.1077199057,0.0419973154,0.0758355733,0.5454149433,4.0551462965,6.1664517e-08,1.4842347e-08,2.6108414698,6.8164931803,-0.040362771,0.1508180599,1.3473698009,-0.065964367
64899,0.5173013682,0.0817098239,-0.092115849,0.0,1.5914377855,2.011800758,0.1144594732,0.0695583387,0.3414812131,0.0257284222,0.0371727689,26.0,0.0223486719,0.1088888889,0.0240191175,-0.055518374,0.0266992928,0.0813194705,0.0797738978,0.0426883448,0.1832194148,0.4101545979,1.0,2.7881566626,0.2267282414,1.2196156007,0.4053655162,16.452612719,7.626391355,0.0762409462,0.0,0.0,0.0,0.0,0.0,1.3313819983,7.0,-0.068580856,0.0608542956,-0.349399975,-2243.336366,0.037517888,12.472972761,0.0017016888,0.0094910016,0.0386893365,0.0079123076,0.0013647515,0.0472153774,1.0,0.0,-1.0,0.0277709048,4.0,8.1421796712,0.0084513226,0.0,0.0499360003,0.0156426312,0.029902643,1.4536829358,0.1227703345,9.0877444e-07,14.700000332,0.2437947706,0.0594358902,0.4511394735,0.0397717346,-0.329278667,0.2269206682
22905,0.8716501871,-0.004560462,-0.534472711,0.0,8.4362302107,6.0721050758,0.170266607,-0.182147332,0.394492539,-0.0871536,-0.177231708,26.0,-0.028568871,0.0375,-0.120221237,0.1017950446,-0.013842558,0.4307254518,-0.060792393,-0.019057247,-0.226853658,0.3876282568,0.0,3.7678606725,1.6981847987,3.4372872422,2.5113349051,2.5581660717,6.1264773205,0.0283843606,0.0,0.0,0.0,0.0,0.0,3.259891994,4.0,-0.74246848,-0.086763064,0.8451205818,-3882.599485,0.0244816592,12.057406276,-0.003455275,0.0104100185,0.0740250152,-0.308194458,0.1188332327,0.015073795,2.0,0.0020120724,3.6928709473,0.0279832631,5.0,11.131044075,0.7485790705,0.0,0.1095718369,0.034487249,0.0480123515,0.982372423,2.5326825777,9.4029296e-08,2.876088e-08,0.4038346687,0.1630824396,2.8266812954,0.0868247864,-0.072180537,0.1617906191
47175,0.7187275095,0.0475234242,-0.637930711,0.004568072,0.3806408254,3.3300617667,0.0951549301,-0.023980689,0.7486275184,0.0154609846,-0.193750725,27.0,0.0014048747,-0.123564297,-0.013337446,0.0145146222,-0.025473639,0.1585074593,-0.101678176,0.0368127556,0.0985238865,0.5670301851,0.0,2.2092108004,0.0620909873,0.8855950573,-0.035746512,23.913431307,23.183463054,0.2057781953,0.0,0.0,1.0,0.0,0.0,1.2842586824,5.0,-5.656615394,-0.233149109,-0.12065114,1707.1622396,0.1612273243,15.502992676,-0.010199279,0.0029355038,0.0044901578,-0.185236181,0.1182769617,-0.013783698,0.0,0.0053297801,-0.288452953,-0.030502907,4.0,16.000303894,2.8508718135,0.0,0.0995183885,0.0395370105,0.0490666819,0.5116571368,10.68271897,3.120853e-10,5.0208363e-09,1.3977506433,1.9537068609,0.0921773698,0.0971137582,-0.124582884,0.754113564
23660,0.155873245,0.028160267,57.772269004,0.0047057626,0.0659423268,0.2735249066,0.2200780149,0.1080613808,0.623841016,0.0064712804,-0.032605587,18.0,0.0467037401,0.0752444444,0.1360200968,0.0531131484,0.0136626789,0.1285214176,0.0517080655,0.1187453441,0.1806916642,0.5195502156,0.0,3.2668800293,0.0658758145,1.4473681064,-0.006111912,19.60191964,8.8390263858,0.5903292035,0.0,0.0,0.0,0.0,0.0,0.9300424979,8.0,0.0857961862,0.0883883322,-5.060739991,7089.0199455,0.1277518688,15.913383199,0.0028355662,0.0348751936,0.0498448924,0.0073584745,0.0629080529,-0.010400106,1.0,0.0,1.0780547074,0.0781935992,6.0,15.928333442,1.2546176033,0.0,0.0624272153,0.0250033407,0.0362038544,0.4715443918,2.8027948859,4.892831e-10,1.9547329e-08,0.6208959122,0.3855117338,0.4118275367,0.0590776417,0.164175069,0.567516026
23975,0.5555007726,0.092326852,6.9372583763,0.0257153125,0.5953093705,1.4964031088,0.1568321747,0.0611829823,0.4639073471,0.0150291424,-0.009302041,26.0,0.0219730624,0.0659186536,0.3647003677,0.3060674748,-0.026414577,0.1504342675,0.2333222092,0.0817689977,0.1488956805,0.4374015241,0.0,2.3560096498,0.008705761,1.3280518472,-0.060717938,60.028350515,5.9241481428,0.2352336377,0.0,0.0,0.0,0.0,0.0,0.9865792196,7.0,3.397920108,-0.485720006,0.4738408889,-2806.538712,0.0324035929,13.412650814,-0.001363699,0.0176475584,0.0356756455,-0.004512877,0.0403574303,-0.019763778,0.0,-0.000819672,0.0641086125,-0.042839203,6.0,11.413602929,0.239530444,0.0,0.0440367237,0.0203593907,0.0246936587,0.6399833404,2.361889882,2.372635e-08,7.0113348e-08,0.4623120647,0.2137324452,0.1228422134,0.035100428,-0.28990979,0.0555019297
82542,0.6411130346,0.1466257961,3.0442307692,0.0317646872,0.5207883995,1.7413909757,0.190634719,0.1728657911,0.566770983,0.0202252944,0.1108461163,25.0,0.0352745346,0.1015873016,0.3838247173,0.0443659802,-0.145732148,0.1343791136,-0.037344918,0.1161502155,0.2285853421,0.4031490935,0.0,1.6642702536,0.1048237658,0.9729437229,0.1478401272,1054.2615385,5.6977633658,0.3592429962,0.0,0.0,1.0,0.0,0.0,1.0316532749,5.0,-0.687081756,-0.022675762,0.6145834294,-3886.444985,0.0244816592,10.788754,-0.000836102,0.0314499512,0.0548287076,-0.03153718,0.0001700355,-0.002305027,1.0,0.0011585087,-0.858156028,1.89864e-05,4.0,8.4859914075,0.0911786509,0.0,0.0170940012,0.0091974103,0.0127171369,1.02460213,0.5064191004,7.7100499e-07,4.2000002077,0.5735658547,0.3289777897,0.1808020786,0.0449416903,-0.147731545,0.1617906191
30680,1.1429140108,0.1256858692,-27.05722392,0.0198467104,2.0440318318,7.231713027,0.0865427071,0.0870018944,0.348442244,-0.085589338,0.1388521339,26.0,0.0246615005,0.1051312492,0.1820957413,0.0066181159,-0.072946473,0.1633890536,0.2626664879,0.0738173177,0.0051570289,0.5504679067,0.0,1.628037979,-0.086410284,0.996295453,-0.102626918,132.62670055,7.4399738342,0.1597394067,0.0,0.0,0.0,0.0,0.0,0.8312375436,4.0,-0.121000153,-0.016835098,4.3818122191,-373.4220908,0.0364610006,13.035907033,-0.001138244,0.0090527501,0.0260651178,-0.23935953,0.016760006,-0.010312168,2.0,0.0016699411,1.0794360851,0.0393075617,3.0,12.373749997,0.6613128314,0.0,0.0321212523,0.0153039989,0.0210042459,0.4638012552,1.8774622978,5.3222633e-09,2.3693097e-08,0.4293590818,0.1843492211,0.3209368303,0.0415573284,-0.349587755,0.0180402937
56274,0.3557112379,0.0609492167,-5.923538869,0.0401148544,1.0691876799,2.428520422,0.0941634883,0.3512618271,0.3639292918,0.091129432,0.3631716176,26.0,0.0708153459,0.0470588235,0.0649941648,-0.228119005,0.0197586395,0.1431770793,-0.008220618,0.1168112425,0.3788901582,0.3760940792,0.0,1.061566411,-0.009900329,0.3303535383,0.0008948545,137.27511358,16.939205183,0.1193611332,0.0,0.0,1.0,0.0,0.0,1.3749437463,4.0,-0.066011088,-0.00097577,-0.510990105,7763.1972836,0.037517888,16.362680341,0.0081088172,0.0071099346,0.0304741823,0.0248262011,0.0120200476,-0.033487861,1.0,-0.007194245,0.0971167075,0.0066906698,3.0,15.502053047,0.468475965,0.0,0.0217959899,0.0093976259,0.018389342,0.3779768316,0.8046097428,2.544101e-10,4.8244842e-08,0.0009363019,8.7666124e-07,0.0693824323,0.0460952693,0.4465464217,0.2269206682
