month,invested,first,second,number of clusters
2001-07,3449,172,169,50
2001-08,3477,167,164,50
2001-09,3377,165,155,50
2001-10,3406,176,156,50
2001-11,3442,157,148,50
2001-12,3496,156,140,50
2002-01,3518,188,152,50
2002-02,3532,193,154,50
2002-03,3425,141,138,50
2002-04,3452,165,153,50
2002-05,3485,156,141,49
2002-06,3466,171,128,50
2002-07,3498,164,131,50
2002-08,3525,159,143,50
2002-09,3445,180,157,50
2002-10,3447,174,146,50
2002-11,3452,167,146,50
2002-12,3439,190,167,50
2003-01,3446,144,136,50
2003-02,3453,152,140,50
2003-03,3360,166,146,50
2003-04,3363,137,134,50
2003-05,3381,158,143,50
2003-06,3377,168,159,50
2003-07,3405,158,132,50
2003-08,3433,146,145,50
2003-09,3382,140,134,50
2003-10,3390,140,131,50
2003-11,3420,149,148,50
2003-12,3469,146,141,50
2004-01,3496,122,120,50
2004-02,3499,167,147,50
2004-03,3422,167,121,50
2004-04,3442,150,129,50
2004-05,3477,164,144,50
2004-06,3458,181,161,50
2004-07,3480,180,142,50
2004-08,3511,167,146,50
2004-09,3471,164,124,50
2004-10,3486,153,148,50
2004-11,3499,140,127,50
2004-12,3526,181,138,50
2005-01,3530,150,136,50
2005-02,3531,154,132,50
2005-03,3439,133,129,50
2005-04,3441,143,132,50
2005-05,3451,128,126,50
2005-06,3399,149,137,50
2005-07,3398,185,173,49
2005-08,3405,150,142,50
2005-09,3329,133,132,50
2005-10,3325,143,129,50
2005-11,3328,144,140,50
2005-12,3354,139,129,50
2006-01,3360,152,150,50
2006-02,3362,172,162,50
2006-03,3280,162,148,50
2006-04,3280,158,131,50
2006-05,3286,132,128,50
2006-06,3252,146,135,50
2006-07,3258,146,118,50
2006-08,3266,154,136,50
2006-09,3191,151,139,50
2006-10,3192,147,141,50
2006-11,3202,153,111,50
2006-12,3199,173,140,50
2007-01,3201,167,164,50
2007-02,3207,143,137,50
2007-03,3102,134,133,50
2007-04,3101,151,147,50
2007-05,3097,158,154,50
2007-06,3036,156,145,50
2007-07,3039,145,136,50
2007-08,3043,133,129,50
2007-09,2998,137,115,50
2007-10,3001,137,118,50
2007-11,3004,128,121,50
2007-12,3001,121,116,50
2008-01,3014,159,127,50
2008-02,3023,136,130,50
2008-03,2968,110,108,50
2008-04,2976,111,106,50
2008-05,2981,123,120,50
2008-06,2963,153,133,50
2008-07,2983,143,137,50
2008-08,2997,128,117,49
2008-09,2941,103,102,50
2008-10,2944,156,124,49
2008-11,2958,163,120,50
2008-12,2668,117,103,50
2009-01,2688,130,108,50
2009-02,2691,143,135,49
2009-03,2935,135,128,50
2009-04,2935,134,123,50
2009-05,2942,133,119,50
2009-06,2918,157,113,50
2009-07,2942,118,115,50
2009-08,2955,111,105,50
2009-09,2920,124,114,50
2009-10,2924,152,111,49
2009-11,2930,125,108,50
2009-12,2730,146,118,49
2010-01,2744,140,133,50
2010-02,2750,128,119,50
2010-03,2658,122,116,49
2010-04,2662,122,119,50
2010-05,2672,123,113,50
2010-06,2640,123,121,50
2010-07,2653,117,112,50
2010-08,2663,93,92,50
2010-09,2614,161,122,50
2010-10,2613,133,129,50
2010-11,2626,123,121,50
2010-12,2669,141,111,50
2011-01,2680,145,126,50
2011-02,2687,145,119,50
2011-03,2845,140,127,50
2011-04,2854,130,104,50
2011-05,2860,138,122,50
2011-06,2834,137,121,49
2011-07,2851,132,106,49
2011-08,2865,113,111,50
2011-09,2830,155,132,50
2011-10,2832,139,111,50
2011-11,2845,146,122,49
2011-12,2569,131,99,50
2012-01,2583,154,126,50
2012-02,2583,131,108,50
2012-03,2778,152,134,50
2012-04,2783,161,120,50
2012-05,2786,171,129,50
2012-06,2760,144,124,50
2012-07,2768,132,121,50
2012-08,2772,139,121,50
2012-09,2753,134,119,50
2012-10,2749,167,110,50
2012-11,2750,139,126,50
2012-12,2750,120,114,50
2013-01,2751,140,125,50
2013-02,2752,140,100,50
2013-03,2680,130,115,50
2013-04,2676,142,109,50
2013-05,2677,113,112,50
2013-06,2654,115,102,50
2013-07,2655,148,115,50
2013-08,2658,132,125,50
2013-09,2608,123,119,50
2013-10,2617,105,104,50
2013-11,2626,141,114,50
2013-12,2655,107,103,50
2014-01,2662,139,133,50
2014-02,2665,140,111,50
2014-03,2620,122,108,50
2014-04,2635,129,120,50
2014-05,2643,125,119,50
2014-06,2623,108,106,50
2014-07,2631,134,117,50
2014-08,2640,125,98,50
2014-09,2603,111,103,50
2014-10,2601,153,124,50
2014-11,2604,145,126,50
2014-12,2623,129,102,50
2015-01,2640,156,113,50
2015-02,2642,153,109,50
2015-03,2608,125,105,50
2015-04,2613,103,98,49
2015-05,2618,140,114,50
2015-06,2584,156,118,50
2015-07,2585,108,107,50
2015-08,2598,132,100,49
2015-09,2538,136,112,50
2015-10,2538,143,113,50
2015-11,2542,109,108,50
2015-12,2532,126,121,50
2016-01,2533,107,105,50
2016-02,2536,110,108,50
2016-03,2494,116,109,50
2016-04,2507,132,115,50
2016-05,2512,107,100,50
2016-06,2483,118,117,50
2016-07,2485,116,99,50
2016-08,2494,129,123,50
2016-09,2454,110,96,50
2016-10,2457,121,120,50
2016-11,2471,129,120,50
2016-12,2468,114,103,50
2017-01,2470,149,103,50
2017-02,2473,112,102,50
2017-03,2411,97,87,50
2017-04,2415,96,92,50
2017-05,2426,126,105,50
2017-06,2390,114,107,50
2017-07,2402,96,91,50
2017-08,2410,112,104,50
2017-09,2383,110,103,50
2017-10,2398,129,116,50
2017-11,2412,110,104,50
2017-12,2433,127,117,50
2018-01,2437,101,100,50
2018-02,2451,103,102,50
2018-03,2391,117,111,50
2018-04,2411,125,103,50
2018-05,2429,115,114,50
2018-06,2404,114,102,50
2018-07,2415,109,107,50
2018-08,2434,109,105,50
2018-09,2395,110,90,50
2018-10,2403,114,113,50
2018-11,2416,126,108,50
2018-12,2432,118,100,50
2019-01,2440,103,101,50
2019-02,2445,114,113,50
2019-03,2360,119,99,50
2019-04,2359,131,100,50
2019-05,2362,123,115,50
2019-06,2358,132,106,50
2019-07,2367,111,98,50
2019-08,2396,114,99,50
2019-09,2363,111,98,50
2019-10,2367,105,99,50
2019-11,2375,127,104,50
2019-12,2391,110,104,50
2020-01,2396,109,98,50
2020-02,2395,136,101,50
2020-03,2324,104,93,50
2020-04,2319,128,106,50
2020-05,2319,127,124,48
2020-06,2303,116,105,50
2020-07,2299,115,106,50
2020-08,2299,99,98,50
2020-09,2272,110,97,50
2020-10,2270,124,118,50
2020-11,2270,102,95,50
2020-12,2276,116,107,50
2021-01,2274,115,105,49
2021-02,2273,133,117,50
2021-03,2206,119,95,50
2021-04,2205,127,106,50
2021-05,2204,121,104,50
2021-06,2171,106,92,50
2021-07,2166,107,87,50
2021-08,2168,137,91,49
2021-09,2144,117,103,50
2021-10,2144,103,90,48
2021-11,2143,102,91,50
2021-12,2155,90,87,50
2022-01,2155,117,92,50
2022-02,2155,108,80,50
2022-03,2084,94,89,50
2022-04,2082,104,90,50
2022-05,2081,102,85,50
2022-06,2062,90,84,50
2022-07,1911,92,80,49
2022-08,1845,108,82,50
