month,invested,first,second,number of clusters
2021-09,2144,174,142,20
2021-10,2144,158,139,20
2021-11,2143,161,140,20
2021-12,2155,157,154,20
2022-01,2155,158,143,20
2022-02,2155,147,137,20
2022-03,2084,147,142,20
2022-04,2082,145,137,20
2022-05,2081,161,141,20
2022-06,2062,137,123,20
2022-07,1911,127,122,20
2022-08,1845,138,115,20
