month,invested,first,second,number of clusters
2003-02,3453,213,204,20
2003-03,3360,209,208,20
2003-04,3363,207,205,20
2003-05,3381,216,208,20
2003-06,3377,224,218,20
2003-07,3405,215,204,20
2003-08,3433,251,213,20
2003-09,3382,235,207,20
2003-10,3390,207,199,20
2003-11,3420,200,198,20
2003-12,3469,229,221,20
2004-01,3496,257,204,20
2004-02,3499,243,204,20
2004-03,3422,242,209,20
2004-04,3442,228,212,20
2004-05,3477,242,194,20
2004-06,3458,225,218,20
2004-07,3480,222,213,20
2004-08,3511,239,213,20
2004-09,3471,233,223,20
2004-10,3486,244,240,20
2004-11,3499,217,209,20
2004-12,3526,218,216,20
2005-01,3530,224,218,20
2005-02,3531,259,224,20
2005-03,3439,246,219,20
2005-04,3441,242,197,20
2005-05,3451,231,224,20
2005-06,3399,233,209,20
2005-07,3398,233,219,20
2005-08,3405,230,206,20
2005-09,3329,240,211,20
2005-10,3325,223,200,20
2005-11,3328,242,219,20
2005-12,3354,244,220,20
2006-01,3360,253,204,20
2006-02,3362,232,231,20
2006-03,3280,228,217,20
2006-04,3280,261,224,20
2006-05,3286,241,202,20
2006-06,3252,226,207,20
2006-07,3258,224,197,20
2006-08,3266,261,205,20
2006-09,3191,210,209,20
2006-10,3192,229,196,20
2006-11,3202,213,202,20
2006-12,3199,233,219,20
2007-01,3201,255,218,20
2007-02,3207,231,199,20
2007-03,3102,216,197,20
2007-04,3101,224,193,20
2007-05,3097,205,201,20
2007-06,3036,232,207,20
2007-07,3039,192,191,20
2007-08,3043,223,194,20
2007-09,2998,196,193,20
2007-10,3001,208,192,20
2007-11,3004,202,185,20
2007-12,3001,193,192,20
2008-01,3014,198,194,20
2008-02,3023,199,197,20
2008-03,2968,205,180,20
2008-04,2976,195,191,20
2008-05,2981,202,194,20
2008-06,2963,201,174,20
2008-07,2983,191,182,20
2008-08,2997,193,186,20
2008-09,2941,202,191,20
2008-10,2944,209,185,20
2008-11,2958,193,189,20
2008-12,2668,168,165,20
2009-01,2688,178,170,20
2009-02,2691,167,160,20
2009-03,2935,221,180,20
2009-04,2935,206,173,20
2009-05,2942,181,177,20
2009-06,2918,198,174,20
2009-07,2942,203,189,20
2009-08,2955,210,168,20
2009-09,2920,194,181,20
2009-10,2924,188,176,20
2009-11,2930,207,184,20
2009-12,2730,170,168,20
2010-01,2744,181,170,20
2010-02,2750,188,172,20
2010-03,2658,205,167,20
2010-04,2662,190,172,20
2010-05,2672,190,164,20
2010-06,2640,187,161,20
2010-07,2653,186,168,20
2010-08,2663,189,165,20
2010-09,2614,187,163,20
2010-10,2613,178,155,20
2010-11,2626,196,176,20
2010-12,2669,184,166,20
2011-01,2680,180,176,20
2011-02,2687,192,160,20
2011-03,2845,215,169,20
2011-04,2854,210,173,20
2011-05,2860,187,183,20
2011-06,2834,191,164,20
2011-07,2851,217,197,20
2011-08,2865,206,169,20
2011-09,2830,201,177,20
2011-10,2832,202,174,20
2011-11,2845,200,182,20
2011-12,2569,171,168,20
2012-01,2583,186,154,20
2012-02,2583,181,164,20
2012-03,2778,208,170,20
2012-04,2783,209,192,20
2012-05,2786,186,179,20
2012-06,2760,179,176,20
2012-07,2768,183,179,20
2012-08,2772,179,176,20
2012-09,2753,185,172,20
2012-10,2749,187,174,20
2012-11,2750,187,179,20
2012-12,2750,188,167,20
2013-01,2751,174,173,20
2013-02,2752,181,164,20
2013-03,2680,160,158,20
2013-04,2676,205,173,20
2013-05,2677,192,167,20
2013-06,2654,172,169,20
2013-07,2655,168,164,20
2013-08,2658,195,178,20
2013-09,2608,174,158,20
2013-10,2617,168,161,20
2013-11,2626,182,157,20
2013-12,2655,189,167,20
2014-01,2662,185,172,20
2014-02,2665,175,169,20
2014-03,2620,174,172,20
2014-04,2635,173,165,20
2014-05,2643,180,176,20
2014-06,2623,184,162,20
2014-07,2631,186,177,20
2014-08,2640,197,173,20
2014-09,2603,185,166,20
2014-10,2601,188,175,20
2014-11,2604,195,155,20
2014-12,2623,171,165,20
2015-01,2640,188,175,20
2015-02,2642,182,173,20
2015-03,2608,178,156,20
2015-04,2613,162,161,20
2015-05,2618,171,165,20
2015-06,2584,175,169,20
2015-07,2585,171,166,20
2015-08,2598,186,162,20
2015-09,2538,163,156,20
2015-10,2538,167,164,20
2015-11,2542,163,157,20
2015-12,2532,208,160,20
2016-01,2533,192,191,20
2016-02,2536,162,154,20
2016-03,2494,155,150,20
2016-04,2507,172,158,20
2016-05,2512,153,152,20
2016-06,2483,163,159,20
2016-07,2485,166,163,20
2016-08,2494,162,160,20
2016-09,2454,157,155,20
2016-10,2457,176,164,20
2016-11,2471,175,171,20
2016-12,2468,188,178,20
2017-01,2470,157,152,20
2017-02,2473,175,151,20
2017-03,2411,151,150,20
2017-04,2415,165,150,20
2017-05,2426,156,144,20
2017-06,2390,147,145,20
2017-07,2402,144,142,20
2017-08,2410,147,144,20
2017-09,2383,159,142,20
2017-10,2398,163,160,20
2017-11,2412,169,147,20
2017-12,2433,154,151,20
2018-01,2437,166,151,20
2018-02,2451,169,146,20
2018-03,2391,171,149,20
2018-04,2411,151,145,20
2018-05,2429,174,163,20
2018-06,2404,161,155,20
2018-07,2415,164,152,20
2018-08,2434,173,160,20
2018-09,2395,158,155,20
2018-10,2403,153,152,20
2018-11,2416,145,140,20
2018-12,2432,163,156,20
2019-01,2440,155,153,20
2019-02,2445,158,151,20
2019-03,2360,157,151,20
2019-04,2359,152,151,20
2019-05,2362,155,152,20
2019-06,2358,151,140,20
2019-07,2367,159,147,20
2019-08,2396,146,145,20
2019-09,2363,176,137,20
2019-10,2367,185,149,20
2019-11,2375,152,145,20
2019-12,2391,177,156,20
2020-01,2396,182,161,20
2020-02,2395,157,154,20
2020-03,2324,161,140,20
2020-04,2319,174,156,20
2020-05,2319,167,166,20
2020-06,2303,171,140,20
2020-07,2299,157,147,20
2020-08,2299,165,148,20
2020-09,2272,147,143,20
2020-10,2270,142,141,20
2020-11,2270,152,151,20
2020-12,2276,157,153,20
2021-01,2274,163,155,20
2021-02,2273,172,146,20
2021-03,2206,163,162,20
2021-04,2205,150,135,20
2021-05,2204,151,150,20
2021-06,2171,161,155,20
2021-07,2166,157,133,20
2021-08,2168,155,154,20
2021-09,2144,159,150,20
2021-10,2144,157,156,20
2021-11,2143,148,143,20
2021-12,2155,152,133,20
2022-01,2155,147,138,20
2022-02,2155,152,149,20
2022-03,2084,142,129,20
2022-04,2082,141,133,20
2022-05,2081,147,143,20
2022-06,2062,134,128,20
2022-07,1911,133,131,20
2022-08,1845,134,114,20
