month,invested,first,second,number of clusters
2001-05,3479,139,109,100
2001-06,3444,139,102,100
2001-07,3449,104,87,100
2001-08,3477,97,96,100
2001-09,3377,108,98,100
2001-10,3406,129,111,100
2001-11,3442,113,107,100
2001-12,3496,98,92,100
2002-01,3518,157,87,100
2002-02,3532,123,93,100
2002-03,3425,114,94,100
2002-04,3452,95,93,100
2002-05,3485,103,89,100
2002-06,3466,93,86,100
2002-07,3498,113,101,100
2002-08,3525,110,107,100
2002-09,3445,102,88,100
2002-10,3447,141,122,100
2002-11,3452,105,100,100
2002-12,3439,131,121,100
2003-01,3446,107,95,100
2003-02,3453,113,105,100
2003-03,3360,115,97,100
2003-04,3363,111,107,100
2003-05,3381,97,85,100
2003-06,3377,112,98,100
2003-07,3405,118,107,100
2003-08,3433,112,107,100
2003-09,3382,114,106,100
2003-10,3390,87,85,100
2003-11,3420,128,96,100
2003-12,3469,126,104,100
2004-01,3496,127,98,100
2004-02,3499,101,96,100
2004-03,3422,110,90,100
2004-04,3442,96,91,100
2004-05,3477,96,91,100
2004-06,3458,108,94,100
2004-07,3480,119,89,100
2004-08,3511,116,106,100
2004-09,3471,122,105,100
2004-10,3486,117,102,100
2004-11,3499,111,103,100
2004-12,3526,90,89,100
2005-01,3530,125,112,100
2005-02,3531,132,114,100
2005-03,3439,116,107,100
2005-04,3441,106,98,100
2005-05,3451,131,90,100
2005-06,3399,94,83,100
2005-07,3398,103,89,100
2005-08,3405,117,91,100
2005-09,3329,112,100,100
2005-10,3325,106,83,100
2005-11,3328,127,89,100
2005-12,3354,118,96,100
2006-01,3360,132,96,100
2006-02,3362,127,126,100
2006-03,3280,123,80,100
2006-04,3280,112,101,100
2006-05,3286,122,88,100
2006-06,3252,109,99,100
2006-07,3258,96,95,100
2006-08,3266,101,96,100
2006-09,3191,94,81,100
2006-10,3192,90,88,100
2006-11,3202,116,101,100
2006-12,3199,104,100,100
2007-01,3201,136,104,100
2007-02,3207,109,86,100
2007-03,3102,100,97,100
2007-04,3101,87,86,100
2007-05,3097,114,108,100
2007-06,3036,120,113,100
2007-07,3039,102,101,100
2007-08,3043,114,91,100
2007-09,2998,91,82,100
2007-10,3001,97,88,100
2007-11,3004,101,81,100
2007-12,3001,79,73,100
2008-01,3014,113,111,100
2008-02,3023,101,97,100
2008-03,2968,96,90,100
2008-04,2976,111,102,99
2008-05,2981,86,76,100
2008-06,2963,95,88,99
2008-07,2983,97,92,100
2008-08,2997,88,86,100
2008-09,2941,94,89,100
2008-10,2944,82,77,100
2008-11,2958,117,96,100
2008-12,2668,86,84,100
2009-01,2688,78,73,100
2009-02,2691,118,89,100
2009-03,2935,84,78,99
2009-04,2935,112,88,100
2009-05,2942,97,91,100
2009-06,2918,102,83,100
2009-07,2942,86,82,100
2009-08,2955,99,86,100
2009-09,2920,90,71,100
2009-10,2924,97,95,100
2009-11,2930,90,84,100
2009-12,2730,82,76,100
2010-01,2744,99,82,100
2010-02,2750,114,86,100
2010-03,2658,99,90,100
2010-04,2662,85,67,100
2010-05,2672,116,74,100
2010-06,2640,97,80,100
2010-07,2653,83,79,100
2010-08,2663,98,77,100
2010-09,2614,106,93,100
2010-10,2613,116,102,100
2010-11,2626,81,78,100
2010-12,2669,81,79,100
2011-01,2680,93,92,100
2011-02,2687,98,68,100
2011-03,2845,84,83,100
2011-04,2854,83,79,100
2011-05,2860,98,85,100
2011-06,2834,107,98,100
2011-07,2851,107,76,100
2011-08,2865,84,81,100
2011-09,2830,77,74,100
2011-10,2832,91,88,100
2011-11,2845,108,85,100
2011-12,2569,74,70,100
2012-01,2583,98,92,100
2012-02,2583,97,72,100
2012-03,2778,135,89,100
2012-04,2783,97,88,100
2012-05,2786,113,87,100
2012-06,2760,75,72,100
2012-07,2768,96,79,100
2012-08,2772,107,99,100
2012-09,2753,99,88,100
2012-10,2749,84,68,100
2012-11,2750,97,83,100
2012-12,2750,112,96,100
2013-01,2751,87,81,100
2013-02,2752,118,101,100
2013-03,2680,100,91,100
2013-04,2676,101,84,100
2013-05,2677,103,79,100
2013-06,2654,98,87,100
2013-07,2655,87,82,100
2013-08,2658,85,78,100
2013-09,2608,82,74,99
2013-10,2617,89,75,100
2013-11,2626,92,91,100
2013-12,2655,81,80,100
2014-01,2662,102,101,100
2014-02,2665,88,77,100
2014-03,2620,117,79,100
2014-04,2635,89,85,98
2014-05,2643,102,101,100
2014-06,2623,91,89,100
2014-07,2631,89,67,100
2014-08,2640,88,81,100
2014-09,2603,86,72,100
2014-10,2601,82,74,99
2014-11,2604,81,77,100
2014-12,2623,113,83,100
2015-01,2640,95,89,100
2015-02,2642,110,81,100
2015-03,2608,101,68,100
2015-04,2613,84,78,100
2015-05,2618,100,74,100
2015-06,2584,107,77,100
2015-07,2585,84,77,100
2015-08,2598,134,90,100
2015-09,2538,94,89,100
2015-10,2538,83,71,100
2015-11,2542,102,80,100
2015-12,2532,96,79,100
2016-01,2533,89,82,100
2016-02,2536,93,86,100
2016-03,2494,85,79,100
2016-04,2507,76,69,100
2016-05,2512,84,73,100
2016-06,2483,83,76,100
2016-07,2485,85,74,100
2016-08,2494,96,91,100
2016-09,2454,94,71,100
2016-10,2457,82,73,100
2016-11,2471,98,77,100
2016-12,2468,85,77,100
2017-01,2470,85,81,100
2017-02,2473,84,73,100
2017-03,2411,69,67,100
2017-04,2415,81,79,100
2017-05,2426,97,61,100
2017-06,2390,90,79,100
2017-07,2402,82,74,100
2017-08,2410,87,79,99
2017-09,2383,76,61,100
2017-10,2398,82,81,100
2017-11,2412,77,70,100
2017-12,2433,83,75,99
2018-01,2437,83,81,100
2018-02,2451,95,92,100
2018-03,2391,71,70,100
2018-04,2411,104,86,100
2018-05,2429,96,72,100
2018-06,2404,77,75,100
2018-07,2415,83,81,100
2018-08,2434,83,77,100
2018-09,2395,76,63,100
2018-10,2403,81,64,100
2018-11,2416,88,80,99
2018-12,2432,84,70,100
2019-01,2440,95,80,100
2019-02,2445,75,69,100
2019-03,2360,92,73,100
2019-04,2359,70,62,100
2019-05,2362,91,78,99
2019-06,2358,87,83,100
2019-07,2367,79,71,100
2019-08,2396,89,84,100
2019-09,2363,91,80,100
2019-10,2367,89,82,100
2019-11,2375,76,74,100
2019-12,2391,89,80,99
2020-01,2396,87,83,100
2020-02,2395,91,71,100
2020-03,2324,86,83,98
2020-04,2319,81,76,100
2020-05,2319,101,100,100
2020-06,2303,97,64,100
2020-07,2299,96,69,100
2020-08,2299,79,78,100
2020-09,2272,82,67,99
2020-10,2270,83,81,100
2020-11,2270,80,78,100
2020-12,2276,88,87,100
2021-01,2274,100,73,99
2021-02,2273,80,77,99
2021-03,2206,94,86,100
2021-04,2205,96,68,100
2021-05,2204,98,80,98
2021-06,2171,112,68,100
2021-07,2166,103,72,100
2021-08,2168,68,67,100
2021-09,2144,96,79,100
2021-10,2144,89,82,100
2021-11,2143,65,64,100
2021-12,2155,73,70,100
2022-01,2155,85,70,100
2022-02,2155,63,57,100
2022-03,2084,66,56,99
2022-04,2082,75,65,100
2022-05,2081,64,63,100
2022-06,2062,81,60,99
2022-07,1911,56,51,100
2022-08,1845,68,55,100
