month,1,2,3,number of clusters
2007-05,595,580,15,3
2007-06,594,578,16,2
2007-07,586,530,56,3
2007-08,594,575,19,3
2007-09,589,575,14,4
2007-10,589,575,14,2
2007-11,585,571,14,2
2007-12,569,552,17,4
2008-01,564,546,18,5
2008-02,562,545,17,5
2008-03,532,506,26,5
2008-04,551,534,17,2
2008-05,536,504,32,5
2008-06,562,547,15,4
2008-07,570,554,16,4
2008-08,561,542,19,3
2008-09,563,541,22,4
2008-10,585,561,24,5
2008-11,566,545,21,4
2008-12,567,539,28,4
2009-01,565,540,25,4
2009-02,572,543,29,4
2009-03,573,540,33,5
2009-04,580,548,32,5
2009-05,596,565,31,6
2009-06,619,590,29,4
2009-07,640,611,29,5
2009-08,641,613,28,5
2009-09,630,611,19,4
2009-10,635,617,18,4
2009-11,630,613,17,4
2009-12,649,632,17,3
2010-01,646,625,21,3
2010-02,658,637,21,3
2010-03,672,638,34,5
2010-04,675,639,36,4
2010-05,684,664,20,3
2010-06,704,704,0,1
2010-07,704,704,0,1
2010-08,701,701,0,1
2010-09,699,699,0,1
2010-10,693,693,0,1
2010-11,691,691,0,1
2010-12,688,688,0,1
2011-01,693,693,0,1
2011-02,695,695,0,1
2011-03,698,698,0,1
2011-04,701,701,0,1
2011-05,703,703,0,1
2011-06,685,652,33,5
2011-07,691,658,33,5
2011-08,698,665,33,5
2011-09,717,691,26,4
2011-10,771,771,0,1
2011-11,769,769,0,1
2011-12,743,743,0,1
2012-01,1533,1512,21,2
2012-02,1553,1530,23,2
2012-03,1571,1544,27,2
2012-04,1568,1538,30,2
2012-05,1584,1561,23,2
2012-06,1572,1551,21,2
2012-07,1560,1516,44,3
2012-08,1556,1507,49,4
2012-09,1587,1543,44,3
2012-10,1599,1543,56,4
2012-11,1615,1580,35,3
2012-12,1622,1588,34,2
2013-01,1625,1591,34,2
2013-02,1625,1598,27,2
2013-03,1630,1600,30,2
2013-04,1630,1596,34,2
2013-05,1630,1596,34,3
2013-06,1623,1590,33,3
2013-07,1626,1591,35,3
2013-08,1613,1580,33,3
2013-09,1612,1578,34,3
2013-10,1616,1579,37,3
2013-11,1620,1583,37,3
2013-12,1626,1591,35,2
2014-01,1623,1591,32,2
2014-02,1621,1589,32,2
2014-03,1623,1586,37,2
2014-04,1619,1579,40,2
2014-05,1637,1600,37,2
2014-06,1631,1594,37,2
2014-07,1636,1605,31,2
2014-08,1630,1585,45,2
2014-09,1628,1584,44,2
2014-10,1632,1590,42,2
2014-11,1619,1582,37,3
2014-12,1647,1607,40,2
2015-01,1645,1605,40,2
2015-02,1647,1610,37,2
2015-03,1647,1610,37,2
2015-04,1639,1599,40,2
2015-05,1641,1606,35,2
2015-06,1638,1601,37,2
2015-07,1644,1599,45,2
2015-08,1648,1611,37,2
2015-09,1650,1605,45,2
2015-10,1655,1611,44,2
2015-11,1640,1599,41,2
2015-12,1604,1492,112,3
2016-01,1590,1529,61,3
2016-02,1594,1552,42,4
2016-03,1594,1434,160,3
2016-04,1583,1382,201,3
2016-05,1597,1559,38,4
2016-06,1617,1576,41,2
2016-07,1626,1592,34,2
2016-08,1617,1579,38,2
2016-09,1612,1566,46,2
2016-10,1606,1560,46,2
2016-11,1603,1560,43,2
2016-12,1616,1568,48,2
2017-01,1601,1555,46,2
2017-02,1599,1551,48,2
2017-03,1556,1406,150,5
2017-04,1550,1418,132,4
2017-05,1555,1276,279,5
2017-06,1558,1417,141,3
2017-07,1535,1393,142,4
2017-08,1607,1554,53,2
2017-09,1551,1390,161,4
2017-10,1553,1362,191,3
2017-11,1561,1407,154,3
2017-12,1568,1340,228,3
2018-01,1602,1555,47,3
2018-02,1614,1561,53,3
2018-03,1632,1552,80,2
2018-04,1592,1544,48,3
2018-05,1596,1545,51,4
2018-06,1596,1545,51,4
2018-07,1597,1487,110,4
2018-08,1626,1392,234,4
2018-09,1613,1128,485,5
2018-10,1639,1511,128,4
2018-11,1631,1538,93,6
2018-12,1631,1479,152,4
2019-01,1623,1564,59,4
2019-02,1628,1451,177,4
2019-03,1581,1430,151,5
2019-04,1631,1491,140,4
2019-05,1602,1473,129,5
2019-06,1644,1494,150,4
2019-07,1654,1543,111,4
2019-08,1655,1515,140,4
2019-09,1651,1515,136,4
2019-10,1646,1545,101,4
2019-11,1639,1443,196,4
2019-12,1641,1479,162,4
2020-01,1643,1560,83,4
2020-02,1605,1559,46,5
2020-03,1639,1561,78,4
2020-04,1633,1537,96,4
2020-05,1641,1505,136,3
2020-06,1629,1546,83,4
2020-07,449,228,221,54
2020-08,1022,543,479,30
2020-09,1245,738,507,19
2020-10,1232,766,466,20
2020-11,1493,1088,405,9
2020-12,1695,1653,42,3
2021-01,1690,1690,0,1
2021-02,1694,1694,0,1
2021-03,1700,1700,0,1
2021-04,1696,1696,0,1
2021-05,1702,1702,0,1
2021-06,1715,1715,0,1
2021-07,1729,1729,0,1
2021-08,1735,1735,0,1
2021-09,1737,1737,0,1
2021-10,1748,1748,0,1
2021-11,1747,1708,39,2
2021-12,1763,1727,36,2
2022-01,1766,1732,34,2
2022-02,1775,1727,48,3
2022-03,1818,1764,54,4
2022-04,1795,1734,61,4
2022-05,1802,1713,89,4
2022-06,1808,1681,127,4
2022-07,1833,1795,38,4
2022-08,1788,1708,80,5
2022-09,1815,1727,88,4
2022-10,1807,1706,101,4
2022-11,1796,1708,88,4
2022-12,1834,1776,58,5
2023-01,1826,1622,204,4
2023-02,1814,1665,149,4
2023-03,1771,1654,117,4
2023-04,1827,1709,118,3
2023-05,1781,1695,86,4
2023-06,1817,1746,71,3
2023-07,1782,1732,50,4
