month,1,2,3,number of clusters
2014-11,1634,1632,2,15
2014-12,1656,1654,2,14
2015-01,1663,1661,2,11
2015-02,1669,1666,3,9
2015-03,1667,1663,4,10
2015-04,1659,1656,3,10
2015-05,1669,1665,4,14
2015-06,1657,1655,2,14
2015-07,1658,1656,2,14
2015-08,1661,1659,2,14
2015-09,1670,1668,2,12
2015-10,1674,1672,2,13
2015-11,1665,1663,2,14
2015-12,1660,1657,3,16
2016-01,1648,1646,2,12
2016-02,1656,1654,2,11
2016-03,1659,1657,2,11
2016-04,1644,1642,2,14
2016-05,1640,1638,2,9
2016-06,1632,1631,1,12
2016-07,1630,1629,1,10
2016-08,1660,1634,26,12
2016-09,1621,1620,1,12
2016-10,1611,1609,2,9
2016-11,1596,1594,2,11
2016-12,1607,1605,2,15
2017-01,1589,1587,2,17
2017-02,1580,1578,2,16
2017-03,1595,1591,4,11
2017-04,1592,1589,3,12
2017-05,1598,1595,3,12
2017-06,1599,1596,3,10
2017-07,1609,1606,3,14
2017-08,1609,1606,3,13
2017-09,1602,1599,3,13
2017-10,1599,1596,3,13
2017-11,1609,1602,7,15
2017-12,1620,1612,8,16
2018-01,1623,1621,2,18
2018-02,1631,1626,5,16
2018-03,1632,1629,3,19
2018-04,1626,1623,3,15
2018-05,1648,1646,2,13
2018-06,1653,1648,5,15
2018-07,1656,1649,7,20
2018-08,1658,1655,3,12
2018-09,1688,1685,3,11
2018-10,1688,1684,4,19
2018-11,1686,1680,6,16
2018-12,1676,1674,2,11
2019-01,1681,1675,6,15
2019-02,1681,1679,2,13
2019-03,1686,1683,3,16
2019-04,1695,1687,8,13
2019-05,1707,1699,8,11
2019-06,1689,1684,5,8
2019-07,1697,1694,3,11
2019-08,1698,1693,5,15
2019-09,1692,1688,4,13
2019-10,1694,1691,3,14
2019-11,1696,1693,3,16
2019-12,1691,1687,4,16
2020-01,1685,1682,3,19
2020-02,1691,1685,6,19
2020-03,1693,1689,4,13
2020-04,1675,1666,9,18
2020-05,1670,1665,5,17
2020-06,1771,1761,10,9
2020-07,1802,1793,9,6
2020-08,1796,1793,3,7
2020-09,1801,1797,4,8
2020-10,1797,1787,10,10
2020-11,1760,1755,5,14
2020-12,1661,1657,4,17
2021-01,1664,1660,4,11
2021-02,1666,1659,7,11
2021-03,1679,1671,8,18
2021-04,1663,1660,3,11
2021-05,1674,1668,6,9
2021-06,1689,1684,5,12
2021-07,1709,1706,3,11
2021-08,1706,1701,5,9
2021-09,1701,1697,4,7
2021-10,1721,1716,5,13
2021-11,1715,1713,2,13
2021-12,1736,1734,2,9
2022-01,1747,1744,3,17
2022-02,1748,1744,4,13
2022-03,1830,1824,6,18
2022-04,1818,1812,6,13
2022-05,1827,1820,7,14
2022-06,1829,1821,8,12
2022-07,1859,1851,8,14
2022-08,1848,1842,6,13
2022-09,1836,1830,6,19
2022-10,1842,1833,9,18
2022-11,1854,1846,8,15
2022-12,1849,1841,8,18
2023-01,1837,1827,10,18
2023-02,1837,1827,10,12
2023-03,1831,1821,10,12
2023-04,1835,1828,7,17
2023-05,1850,1842,8,12
2023-06,1841,1834,7,13
2023-07,1824,1816,8,14
