month,1,2,3,number of clusters
1989-06,18,10,8,195
1989-07,19,10,9,204
1989-08,21,11,10,207
1989-09,21,11,10,198
1989-10,29,17,12,200
1989-11,27,16,11,198
1989-12,27,15,12,209
1990-01,26,14,12,213
1990-02,21,11,10,210
1990-03,25,13,12,210
1990-04,33,18,15,215
1990-05,26,14,12,225
1990-06,25,13,12,226
1990-07,24,14,10,228
1990-08,27,14,13,217
1990-09,27,14,13,218
1990-10,34,20,14,228
1990-11,29,15,14,225
1990-12,30,16,14,237
1991-01,31,16,15,246
1991-02,41,24,17,243
1991-03,31,16,15,228
1991-04,31,16,15,235
1991-05,21,11,10,241
1991-06,33,19,14,229
1991-07,37,19,18,247
1991-08,33,20,13,266
1991-09,35,18,17,245
1991-10,30,16,14,240
1991-11,23,12,11,246
1991-12,28,15,13,252
1992-01,32,17,15,241
1992-02,33,18,15,241
1992-03,21,11,10,244
1992-04,35,19,16,234
1992-05,32,18,14,247
1992-06,27,14,13,244
1992-07,29,15,14,240
1992-08,27,14,13,243
1992-09,30,17,13,249
1992-10,32,18,14,249
1992-11,40,24,16,253
1992-12,53,28,25,237
1993-01,41,21,20,240
1993-02,36,19,17,246
1993-03,31,16,15,246
1993-04,35,19,16,251
1993-05,44,26,18,242
1993-06,39,20,19,250
1993-07,29,15,14,252
1993-08,37,19,18,246
1993-09,30,16,14,259
1993-10,38,20,18,265
1993-11,38,23,15,263
1993-12,41,23,18,250
1994-01,30,16,14,254
1994-02,35,18,17,253
1994-03,33,18,15,248
1994-04,41,21,20,244
1994-05,41,22,19,241
1994-06,34,18,16,258
1994-07,31,16,15,247
1994-08,34,18,16,251
1994-09,38,20,18,247
1994-10,31,18,13,251
1994-11,33,17,16,244
1994-12,35,19,16,251
1995-01,38,22,16,259
1995-02,36,21,15,257
1995-03,34,18,16,251
1995-04,36,20,16,257
1995-05,33,17,16,249
1995-06,35,20,15,260
1995-07,39,20,19,264
1995-08,29,15,14,264
1995-09,27,14,13,266
1995-10,39,20,19,256
1995-11,35,19,16,261
1995-12,54,28,26,269
1996-01,57,29,28,278
1996-02,44,24,20,279
1996-03,42,25,17,266
1996-04,42,23,19,277
1996-05,38,20,18,282
1996-06,41,21,20,278
1996-07,47,24,23,293
1996-08,45,23,22,298
1996-09,56,29,27,295
1996-10,60,31,29,288
1996-11,44,23,21,311
1996-12,49,26,23,299
1997-01,54,28,26,298
1997-02,55,34,21,309
1997-03,62,34,28,287
1997-04,41,21,20,294
1997-05,60,31,29,294
1997-06,49,26,23,304
1997-07,58,30,28,293
1997-08,71,37,34,286
1997-09,59,32,27,285
1997-10,50,27,23,282
1997-11,53,32,21,286
1997-12,75,39,36,295
1998-01,69,35,34,298
1998-02,82,43,39,312
1998-03,59,34,25,297
1998-04,63,32,31,295
1998-05,47,24,23,309
1998-06,75,40,35,296
1998-07,67,35,32,290
1998-08,59,32,27,301
1998-09,67,34,33,281
1998-10,56,29,27,292
1998-11,93,49,44,287
1998-12,74,38,36,286
1999-01,77,41,36,295
1999-02,61,34,27,275
1999-03,79,41,38,293
1999-04,75,40,35,295
1999-05,78,42,36,285
1999-06,62,32,30,299
1999-07,71,40,31,297
1999-08,81,41,40,293
1999-09,72,40,32,301
1999-10,85,47,38,292
1999-11,86,49,37,295
1999-12,83,43,40,310
2000-01,91,50,41,318
2000-02,77,41,36,322
2000-03,62,32,30,294
2000-04,54,28,26,304
2000-05,57,31,26,304
2000-06,57,31,26,292
2000-07,54,28,26,313
2000-08,70,39,31,310
2000-09,63,32,31,297
2000-10,55,28,27,299
2000-11,51,26,25,302
2000-12,96,52,44,309
2001-01,81,41,40,317
2001-02,74,41,33,309
2001-03,86,48,38,306
2001-04,69,36,33,305
2001-05,80,44,36,307
2001-06,69,35,34,303
2001-07,75,42,33,304
2001-08,82,45,37,313
2001-09,78,41,37,315
2001-10,79,43,36,308
2001-11,57,29,28,323
2001-12,53,27,26,311
2002-01,61,31,30,308
2002-02,86,45,41,318
2002-03,59,30,29,303
2002-04,76,43,33,306
2002-05,72,38,34,292
2002-06,73,39,34,308
2002-07,71,38,33,318
2002-08,64,33,31,311
2002-09,65,33,32,299
2002-10,83,43,40,313
2002-11,68,36,32,324
2002-12,57,29,28,313
2003-01,75,39,36,302
2003-02,63,32,31,312
2003-03,70,37,33,301
2003-04,58,34,24,295
2003-05,58,31,27,299
2003-06,63,32,31,294
2003-07,64,33,31,301
2003-08,54,28,26,299
2003-09,67,34,33,293
2003-10,66,37,29,290
2003-11,70,39,31,303
2003-12,81,45,36,314
2004-01,85,45,40,316
2004-02,81,44,37,313
2004-03,69,35,34,305
2004-04,70,38,32,305
2004-05,82,43,39,302
2004-06,65,33,32,295
2004-07,69,38,31,303
2004-08,57,29,28,295
2004-09,59,30,29,309
2004-10,89,47,42,299
2004-11,69,35,34,295
2004-12,75,46,29,306
2005-01,66,36,30,315
2005-02,69,37,32,307
2005-03,49,26,23,300
2005-04,57,30,27,305
2005-05,68,35,33,296
2005-06,63,34,29,306
2005-07,55,28,27,305
2005-08,66,39,27,303
2005-09,71,38,33,302
2005-10,58,31,27,308
2005-11,51,26,25,315
2005-12,54,28,26,317
2006-01,57,29,28,318
2006-02,65,39,26,313
2006-03,51,26,25,310
2006-04,66,34,32,302
2006-05,61,32,29,309
2006-06,47,24,23,305
2006-07,53,27,26,308
2006-08,49,25,24,309
2006-09,52,27,25,299
2006-10,54,28,26,303
2006-11,52,27,25,303
2006-12,55,30,25,295
2007-01,59,30,29,297
2007-02,64,33,31,296
2007-03,71,40,31,300
2007-04,58,31,27,295
2007-05,69,38,31,293
2007-06,58,32,26,278
2007-07,61,31,30,280
2007-08,61,35,26,286
2007-09,71,37,34,280
2007-10,53,31,22,267
2007-11,51,26,25,277
2007-12,49,26,23,279
2008-01,69,40,29,282
2008-02,64,35,29,280
2008-03,55,28,27,283
2008-04,60,31,29,284
2008-05,55,29,26,291
2008-06,61,33,28,293
2008-07,53,29,24,292
2008-08,58,30,28,294
2008-09,55,28,27,298
2008-10,57,30,27,293
2008-11,61,33,28,298
2008-12,41,21,20,291
2009-01,45,24,21,299
2009-02,50,32,18,283
2009-03,53,27,26,299
2009-04,53,27,26,294
2009-05,49,26,23,302
2009-06,50,28,22,295
2009-07,48,25,23,297
2009-08,45,23,22,290
2009-09,43,22,21,296
2009-10,45,24,21,301
2009-11,43,23,20,291
2009-12,49,28,21,273
2010-01,48,25,23,278
2010-02,45,24,21,276
2010-03,47,24,23,271
2010-04,39,20,19,271
2010-05,43,25,18,273
2010-06,40,21,19,273
2010-07,42,24,18,281
2010-08,37,20,17,278
2010-09,41,21,20,265
2010-10,39,20,19,275
2010-11,38,20,18,263
2010-12,38,20,18,274
2011-01,40,21,19,276
2011-02,63,33,30,274
2011-03,47,24,23,281
2011-04,57,29,28,288
2011-05,50,26,24,287
2011-06,56,31,25,278
2011-07,50,26,24,284
2011-08,49,25,24,283
2011-09,60,31,29,277
2011-10,54,28,26,280
2011-11,47,24,23,278
2011-12,47,28,19,275
2012-01,43,22,21,269
2012-02,50,28,22,274
2012-03,53,28,25,268
2012-04,59,32,27,281
2012-05,52,28,24,273
2012-06,48,28,20,283
2012-07,50,29,21,277
2012-08,44,23,21,272
2012-09,43,23,20,271
2012-10,51,27,24,269
2012-11,47,24,23,271
2012-12,54,29,25,279
2013-01,53,30,23,285
2013-02,57,29,28,286
2013-03,40,22,18,272
2013-04,39,22,17,278
2013-05,38,20,18,289
2013-06,41,23,18,276
2013-07,47,25,22,277
2013-08,39,20,19,272
2013-09,36,19,17,282
2013-10,37,19,18,285
2013-11,38,22,16,282
2013-12,40,21,19,292
2014-01,40,21,19,291
2014-02,51,27,24,282
2014-03,56,30,26,272
2014-04,44,24,20,275
2014-05,54,30,24,290
2014-06,35,18,17,285
2014-07,39,20,19,290
2014-08,47,25,22,285
2014-09,37,19,18,284
2014-10,41,21,20,278
2014-11,40,21,19,279
2014-12,50,26,24,278
2015-01,43,22,21,282
2015-02,40,21,19,279
2015-03,49,25,24,272
2015-04,46,24,22,276
2015-05,46,25,21,273
2015-06,47,27,20,273
2015-07,40,21,19,275
2015-08,46,24,22,281
2015-09,47,24,23,269
2015-10,49,25,24,260
2015-11,51,28,23,273
2015-12,43,22,21,261
2016-01,40,22,18,260
2016-02,40,21,19,260
2016-03,45,24,21,261
2016-04,42,23,19,262
2016-05,37,19,18,265
2016-06,41,23,18,263
2016-07,47,26,21,263
2016-08,39,20,19,259
2016-09,40,22,18,259
2016-10,43,22,21,262
2016-11,44,24,20,256
2016-12,43,25,18,278
2017-01,40,22,18,273
2017-02,37,20,17,270
2017-03,55,35,20,279
2017-04,31,16,15,277
2017-05,35,18,17,273
2017-06,38,20,18,249
2017-07,45,23,22,258
2017-08,42,23,19,265
2017-09,35,19,16,260
2017-10,37,19,18,268
2017-11,43,22,21,263
2017-12,48,27,21,276
2018-01,39,20,19,277
2018-02,37,19,18,283
2018-03,49,27,22,267
2018-04,44,25,19,280
2018-05,40,22,18,290
2018-06,52,30,22,276
2018-07,44,25,19,278
2018-08,55,28,27,270
2018-09,37,19,18,274
2018-10,41,21,20,269
2018-11,37,19,18,273
2018-12,41,23,18,257
2019-01,39,20,19,262
2019-02,44,24,20,254
2019-03,35,18,17,252
2019-04,37,19,18,255
2019-05,40,21,19,261
2019-06,47,25,22,261
2019-07,39,22,17,249
2019-08,39,20,19,260
2019-09,37,20,17,262
2019-10,37,19,18,259
2019-11,41,21,20,259
2019-12,30,16,14,271
2020-01,37,19,18,264
2020-02,37,19,18,275
2020-03,37,21,16,266
2020-04,33,17,16,277
2020-05,37,19,18,269
2020-06,37,20,17,273
2020-07,42,23,19,263
2020-08,46,24,22,257
2020-09,36,21,15,265
2020-10,33,17,16,262
2020-11,33,18,15,261
2020-12,34,19,15,278
2021-01,30,16,14,278
2021-02,31,16,15,271
2021-03,33,18,15,271
2021-04,34,19,15,276
2021-05,33,19,14,271
2021-06,33,18,15,284
2021-07,29,15,14,263
2021-08,29,15,14,276
2021-09,29,15,14,269
2021-10,30,17,13,265
2021-11,31,16,15,269
2021-12,33,18,15,261
2022-01,31,16,15,262
2022-02,27,14,13,261
2022-03,36,19,17,254
2022-04,32,17,15,263
2022-05,33,18,15,250
2022-06,25,13,12,262
2022-07,21,11,10,239
2022-08,23,12,11,231
