month,1,2,3,number of clusters
2005-03,286,160,126,2
2005-04,262,156,106,2
2005-05,259,150,109,2
2005-06,294,165,129,2
2005-07,498,492,6,2
2005-08,293,161,132,2
2005-09,262,145,117,2
2005-10,229,136,93,2
2005-11,233,135,98,2
2005-12,212,117,95,2
2006-01,256,129,127,2
2006-02,239,124,115,2
2006-03,220,114,106,2
2006-04,502,496,6,2
2006-05,435,428,7,2
2006-06,474,467,7,2
2006-07,514,506,8,2
2006-08,513,505,8,2
2006-09,504,497,7,2
2006-10,502,493,9,2
2006-11,515,507,8,2
2006-12,182,97,85,2
2007-01,155,89,66,2
2007-02,522,512,10,2
2007-03,472,465,7,2
2007-04,286,275,11,2
2007-05,645,638,7,2
2007-06,564,556,8,2
2007-07,569,562,7,2
2007-08,606,592,14,2
2007-09,141,81,60,2
2007-10,136,78,58,2
2007-11,396,388,8,2
2007-12,406,395,11,2
2008-01,401,388,13,2
2008-02,396,388,8,2
2008-03,185,111,74,2
2008-04,164,97,67,2
2008-05,148,85,63,2
2008-06,549,540,9,2
2008-07,570,558,12,2
2008-08,551,537,14,2
2008-09,594,587,7,2
2008-10,615,608,7,2
2008-11,590,584,6,2
2008-12,493,483,10,2
2009-01,554,546,8,2
2009-02,594,588,6,2
2009-03,546,538,8,2
2009-04,583,576,7,2
2009-05,544,536,8,2
2009-06,583,577,6,2
2009-07,617,605,12,2
2009-08,620,610,10,2
2009-09,249,178,71,2
2009-10,620,614,6,2
2009-11,621,614,7,2
2009-12,672,666,6,2
2010-01,663,657,6,2
2010-02,671,665,6,2
2010-03,700,690,10,2
2010-04,717,705,12,2
2010-05,719,708,11,2
2010-06,429,303,126,2
2010-07,439,311,128,2
2010-08,440,312,128,2
2010-09,427,308,119,2
2010-10,412,300,112,2
2010-11,375,273,102,2
2010-12,380,278,102,2
2011-01,374,283,91,2
2011-02,385,297,88,2
2011-03,357,277,80,2
2011-04,343,260,83,2
2011-05,358,349,9,2
2011-06,746,739,7,2
2011-07,749,742,7,2
2011-08,756,749,7,2
2011-09,772,766,6,2
2011-10,314,250,64,2
2011-11,259,204,55,2
2011-12,345,339,6,2
2012-01,212,133,79,2
2012-02,1573,1562,11,2
2012-03,1520,1511,9,2
2012-04,160,87,73,2
2012-05,117,71,46,2
2012-06,163,82,81,2
2012-07,197,108,89,2
2012-08,167,91,76,2
2012-09,232,122,110,2
2012-10,293,166,127,2
2012-11,180,99,81,2
2012-12,1266,1250,16,2
2013-01,258,132,126,2
2013-02,1300,1282,18,2
2013-03,1230,1223,7,2
2013-04,1266,1257,9,2
2013-05,252,129,123,2
2013-06,261,237,24,2
2013-07,1327,1319,8,2
2013-08,1324,1313,11,2
2013-09,1362,1353,9,2
2013-10,209,132,77,2
2013-11,1289,1281,8,2
2013-12,1259,1252,7,2
2014-01,902,895,7,2
2014-02,240,155,85,2
2014-03,300,189,111,2
2014-04,1118,1111,7,2
2014-05,1573,1565,8,2
2014-06,1584,1576,8,2
2014-07,1640,1630,10,2
2014-08,1600,1593,7,2
2014-09,1621,1611,10,2
2014-10,1576,1569,7,2
2014-11,1627,1619,8,2
2014-12,1655,1647,8,2
2015-01,1676,1668,8,2
2015-02,1679,1670,9,2
2015-03,326,168,158,2
2015-04,1354,1345,9,2
2015-05,265,141,124,2
2015-06,261,157,104,2
2015-07,1117,1109,8,2
2015-08,258,152,106,2
2015-09,1640,1630,10,2
2015-10,1629,1619,10,2
2015-11,922,912,10,2
2015-12,1660,1650,10,2
2016-01,1669,1657,12,2
2016-02,1665,1656,9,2
2016-03,1633,1624,9,2
2016-04,1644,1631,13,2
2016-05,976,968,8,2
2016-06,1621,1608,13,2
2016-07,997,986,11,2
2016-08,1122,1108,14,2
2016-09,1574,1563,11,2
2016-10,1584,1576,8,2
2016-11,1565,1558,7,2
2016-12,977,969,8,2
2017-01,1382,1372,10,2
2017-02,1607,1600,7,2
2017-03,1605,1594,11,2
2017-04,1587,1575,12,2
2017-05,1589,1580,9,2
2017-06,1598,1589,9,2
2017-07,1567,1560,7,2
2017-08,1580,1573,7,2
2017-09,1365,1354,11,2
2017-10,1280,1272,8,2
2017-11,1266,1258,8,2
2017-12,1258,1250,8,2
2018-01,1252,1244,8,2
2018-02,965,958,7,2
2018-03,1275,1267,8,2
2018-04,1272,1263,9,2
2018-05,1303,1294,9,2
2018-06,1272,1264,8,2
2018-07,1702,1695,7,2
2018-08,1720,1712,8,2
2018-09,1747,1739,8,2
2018-10,1758,1750,8,2
2018-11,1756,1747,9,2
2018-12,1743,1735,8,2
2019-01,1747,1739,8,2
2019-02,1769,1761,8,2
2019-03,1772,1764,8,2
2019-04,1761,1753,8,2
2019-05,1781,1773,8,2
2019-06,1764,1756,8,2
2019-07,1771,1763,8,2
2019-08,1763,1753,10,2
2019-09,1760,1753,7,2
2019-10,163,156,7,2
2019-11,1745,1737,8,2
2019-12,1756,1747,9,2
2020-01,1753,1745,8,2
2020-02,1718,1710,8,2
2020-03,1023,1012,11,2
2020-04,1718,1710,8,2
2020-05,1735,1727,8,2
2020-06,1043,1029,14,2
2020-07,1825,1817,8,2
2020-08,1813,1804,9,2
2020-09,1784,1776,8,2
2020-10,1778,1770,8,2
2020-11,1762,1753,9,2
2020-12,1706,1698,8,2
2021-01,1715,1707,8,2
2021-02,766,754,12,2
2021-03,1133,1125,8,2
2021-04,1699,1692,7,2
2021-05,1689,1682,7,2
2021-06,1689,1681,8,2
2021-07,1769,1762,7,2
2021-08,1761,1754,7,2
2021-09,1763,1756,7,2
2021-10,1762,1754,8,2
2021-11,1755,1747,8,2
2021-12,1770,1761,9,2
2022-01,1792,1783,9,2
2022-02,1807,1797,10,2
2022-03,1881,1872,9,2
2022-04,1896,1885,11,2
2022-05,1892,1882,10,2
2022-06,1904,1894,10,2
2022-07,1919,1910,9,2
2022-08,1905,1898,7,2
2022-09,1907,1898,9,2
2022-10,1884,1877,7,2
2022-11,1889,1881,8,2
2022-12,213,172,41,2
2023-01,205,145,60,2
2023-02,1889,1881,8,2
2023-03,1879,1872,7,2
2023-04,1588,1578,10,2
2023-05,1561,1552,9,2
2023-06,1591,1576,15,2
2023-07,1551,1541,10,2
