month,1,2,3,number of clusters
2008-04,2469,2197,272,14
2008-05,2521,2479,42,12
2008-06,2491,2449,42,14
2008-07,2533,2492,41,11
2008-08,2536,2495,41,11
2008-09,2486,2446,40,13
2008-10,2476,2436,40,15
2008-11,2493,2456,37,15
2008-12,2271,2211,60,10
2009-01,2295,2229,66,11
2009-02,2332,2263,69,12
2009-03,2586,2516,70,10
2009-04,2595,2525,70,8
2009-05,2602,2533,69,7
2009-06,2542,2476,66,9
2009-07,2563,2494,69,10
2009-08,2573,2502,71,10
2009-09,2556,2486,70,10
2009-10,2567,2497,70,8
2009-11,2570,2502,68,8
2009-12,2359,2300,59,10
2010-01,2375,2310,65,10
2010-02,2381,2314,67,10
2010-03,2307,2237,70,10
2010-04,2307,2239,68,10
2010-05,2311,2243,68,9
2010-06,2290,2218,72,8
2010-07,2302,2232,70,8
2010-08,2281,2212,69,9
2010-09,2226,2157,69,9
2010-10,2217,2148,69,10
2010-11,2231,2161,70,10
2010-12,2282,2213,69,10
2011-01,2263,2192,71,10
2011-02,2305,2234,71,10
2011-03,2332,2264,68,16
2011-04,2338,2271,67,16
2011-05,2397,2330,67,16
2011-06,2365,2299,66,16
2011-07,2383,2317,66,16
2011-08,2390,2323,67,16
2011-09,2425,2360,65,13
2011-10,2406,2341,65,14
2011-11,2446,2381,65,13
2011-12,2154,2086,68,11
2012-01,2118,2050,68,11
2012-02,2164,2096,68,11
2012-03,2258,2192,66,15
2012-04,2258,2192,66,15
2012-05,2260,2194,66,16
2012-06,2289,2224,65,13
2012-07,2297,2230,67,13
2012-08,2304,2236,68,10
2012-09,2295,2228,67,11
2012-10,2292,2225,67,11
2012-11,2290,2224,66,11
2012-12,2354,2301,53,12
2013-01,2389,2329,60,9
2013-02,2374,2314,60,10
2013-03,2309,2252,57,10
2013-04,2302,2245,57,10
2013-05,2329,2273,56,9
2013-06,2270,2229,41,11
2013-07,2281,2246,35,10
2013-08,2261,2226,35,11
2013-09,2227,2195,32,11
2013-10,2131,2058,73,15
2013-11,2138,2066,72,15
2013-12,2217,2134,83,13
2014-01,2244,2162,82,11
2014-02,2243,2161,82,11
2014-03,2202,2116,86,10
2014-04,2216,2129,87,10
2014-05,2210,2122,88,13
2014-06,2204,2118,86,11
2014-07,2216,2131,85,11
2014-08,2243,2159,84,11
2014-09,2215,2127,88,9
2014-10,2212,2127,85,9
2014-11,2214,2129,85,9
2014-12,2179,2092,87,10
2015-01,2186,2099,87,10
2015-02,2191,2104,87,9
2015-03,2161,2075,86,9
2015-04,2166,2080,86,9
2015-05,2171,2085,86,11
2015-06,2156,2070,86,12
2015-07,2159,2074,85,10
2015-08,2166,2083,83,10
2015-09,2112,2030,82,9
2015-10,2112,2029,83,8
2015-11,2172,2115,57,7
2015-12,2205,2153,52,6
2016-01,2213,2157,56,7
2016-02,2215,2158,57,8
2016-03,2152,2095,57,10
2016-04,2157,2101,56,10
2016-05,2162,2106,56,10
2016-06,2144,2089,55,10
2016-07,2153,2097,56,9
2016-08,2161,2104,57,9
2016-09,2129,2074,55,8
2016-10,2133,2077,56,8
2016-11,2148,2093,55,8
2016-12,2061,1996,65,12
2017-01,2057,1990,67,11
2017-02,2082,1991,91,10
2017-03,1949,1873,76,10
2017-04,2019,1943,76,9
2017-05,2081,2029,52,9
2017-06,1993,1921,72,10
2017-07,2051,1996,55,9
2017-08,2055,1999,56,10
2017-09,2011,1954,57,11
2017-10,2025,1967,58,10
2017-11,2039,1982,57,10
2017-12,1972,1799,173,9
2018-01,1964,1786,178,10
2018-02,1977,1797,180,10
2018-03,1921,1735,186,11
2018-04,1955,1760,195,9
2018-05,1964,1764,200,9
2018-06,1995,1807,188,9
2018-07,2005,1817,188,9
2018-08,2021,1831,190,9
2018-09,1992,1822,170,9
2018-10,2062,1893,169,9
2018-11,2116,1947,169,8
2018-12,2081,2015,66,8
2019-01,2083,2029,54,11
2019-02,2088,2035,53,10
2019-03,2054,2005,49,9
2019-04,2050,2002,48,9
2019-05,2048,2000,48,8
2019-06,2041,1990,51,10
2019-07,2053,2001,52,10
2019-08,2080,2026,54,11
2019-09,2012,1958,54,10
2019-10,2017,1962,55,10
2019-11,2024,1970,54,10
2019-12,2065,2028,37,7
2020-01,2053,2002,51,7
2020-02,2052,2000,52,8
2020-03,1975,1919,56,9
2020-04,1976,1920,56,6
2020-05,1977,1921,56,6
2020-06,1965,1899,66,8
2020-07,1962,1894,68,8
2020-08,1964,1895,69,8
2020-09,1889,1822,67,8
2020-10,1884,1818,66,8
2020-11,1884,1817,67,8
2020-12,1962,1875,87,7
2021-01,1948,1862,86,9
2021-02,1942,1856,86,10
2021-03,1892,1806,86,8
2021-04,1886,1800,86,8
2021-05,1892,1805,87,7
2021-06,1888,1856,32,6
2021-07,1895,1863,32,5
2021-08,1893,1861,32,6
2021-09,1867,1838,29,6
2021-10,1871,1841,30,5
2021-11,1872,1842,30,5
2021-12,1809,1781,28,12
2022-01,1821,1793,28,11
2022-02,1848,1825,23,11
2022-03,1758,1729,29,13
2022-04,1758,1729,29,14
2022-05,1758,1727,31,13
2022-06,1739,1711,28,14
2022-07,1619,1592,27,11
2022-08,1541,1510,31,11
