month,1,2,3,number of clusters
2004-09,659,659,0,1
2004-10,622,622,0,1
2004-11,583,583,0,1
2004-12,698,698,0,1
2005-01,670,670,0,1
2005-02,658,658,0,1
2005-03,665,665,0,1
2005-04,636,636,0,1
2005-05,630,630,0,1
2005-06,642,642,0,1
2005-07,637,637,0,1
2005-08,627,627,0,1
2005-09,600,600,0,1
2005-10,607,607,0,1
2005-11,602,602,0,1
2005-12,625,625,0,1
2006-01,660,660,0,1
2006-02,610,610,0,1
2006-03,595,595,0,1
2006-04,586,586,0,1
2006-05,594,594,0,1
2006-06,616,616,0,1
2006-07,621,621,0,1
2006-08,582,582,0,1
2006-09,605,605,0,1
2006-10,606,606,0,1
2006-11,614,614,0,1
2006-12,590,590,0,1
2007-01,563,563,0,1
2007-02,570,570,0,1
2007-03,504,504,0,1
2007-04,491,491,0,1
2007-05,537,537,0,1
2007-06,630,630,0,1
2007-07,596,596,0,1
2007-08,610,610,0,1
2007-09,571,571,0,1
2007-10,584,584,0,1
2007-11,589,589,0,1
2007-12,576,576,0,1
2008-01,570,570,0,1
2008-02,582,582,0,1
2008-03,555,555,0,1
2008-04,538,538,0,1
2008-05,546,546,0,1
2008-06,564,564,0,1
2008-07,568,568,0,1
2008-08,556,556,0,1
2008-09,532,532,0,1
2008-10,580,580,0,1
2008-11,564,564,0,1
2008-12,104,104,0,1
2009-01,547,547,0,1
2009-02,546,546,0,1
2009-03,567,567,0,1
2009-04,616,616,0,1
2009-05,635,635,0,1
2009-06,607,607,0,1
2009-07,674,674,0,1
2009-08,675,675,0,1
2009-09,642,642,0,1
2009-10,648,648,0,1
2009-11,600,600,0,1
2009-12,675,675,0,1
2010-01,667,667,0,1
2010-02,733,733,0,1
2010-03,729,729,0,1
2010-04,748,748,0,1
2010-05,738,738,0,1
2010-06,783,783,0,1
2010-07,783,783,0,1
2010-08,779,779,0,1
2010-09,777,777,0,1
2010-10,670,670,0,1
2010-11,732,732,0,1
2010-12,732,732,0,1
2011-01,770,770,0,1
2011-02,773,773,0,1
2011-03,776,776,0,1
2011-04,721,721,0,1
2011-05,741,741,0,1
2011-06,750,750,0,1
2011-07,709,709,0,1
2011-08,718,718,0,1
2011-09,732,732,0,1
2011-10,789,789,0,1
2011-11,855,855,0,1
2011-12,792,792,0,1
2012-01,1672,1672,0,1
2012-02,1673,1673,0,1
2012-03,1673,1673,0,1
2012-04,1690,1690,0,1
2012-05,1710,1710,0,1
2012-06,1695,1695,0,1
2012-07,1656,1656,0,1
2012-08,1682,1682,0,1
2012-09,1740,1740,0,1
2012-10,1695,1695,0,1
2012-11,1737,1737,0,1
2012-12,1748,1748,0,1
2013-01,1742,1742,0,1
2013-02,1726,1726,0,1
2013-03,1792,1792,0,1
2013-04,1782,1782,0,1
2013-05,1783,1783,0,1
2013-06,1809,1809,0,1
2013-07,1729,1729,0,1
2013-08,1745,1745,0,1
2013-09,1759,1759,0,1
2013-10,1754,1754,0,1
2013-11,1805,1805,0,1
2013-12,1746,1746,0,1
2014-01,1731,1731,0,1
2014-02,1751,1751,0,1
2014-03,1746,1746,0,1
2014-04,1755,1755,0,1
2014-05,1790,1790,0,1
2014-06,1767,1767,0,1
2014-07,1783,1783,0,1
2014-08,1792,1792,0,1
2014-09,1761,1761,0,1
2014-10,1763,1763,0,1
2014-11,1753,1753,0,1
2014-12,1830,1830,0,1
2015-01,1750,1750,0,1
2015-02,1794,1794,0,1
2015-03,1787,1787,0,1
2015-04,1779,1779,0,1
2015-05,1800,1800,0,1
2015-06,1780,1780,0,1
2015-07,1777,1777,0,1
2015-08,1756,1756,0,1
2015-09,1791,1791,0,1
2015-10,1778,1778,0,1
2015-11,1773,1773,0,1
2015-12,1783,1783,0,1
2016-01,1749,1749,0,1
2016-02,1741,1741,0,1
2016-03,1759,1759,0,1
2016-04,1739,1739,0,1
2016-05,1750,1750,0,1
2016-06,1710,1710,0,1
2016-07,1758,1758,0,1
2016-08,1769,1769,0,1
2016-09,1701,1701,0,1
2016-10,1740,1740,0,1
2016-11,1731,1731,0,1
2016-12,1767,1767,0,1
2017-01,1726,1726,0,1
2017-02,1736,1736,0,1
2017-03,1739,1739,0,1
2017-04,1753,1753,0,1
2017-05,1742,1742,0,1
2017-06,1716,1716,0,1
2017-07,1736,1736,0,1
2017-08,1742,1742,0,1
2017-09,1745,1745,0,1
2017-10,1740,1740,0,1
2017-11,1735,1735,0,1
2017-12,1755,1755,0,1
2018-01,1761,1761,0,1
2018-02,1741,1741,0,1
2018-03,1753,1753,0,1
2018-04,1762,1762,0,1
2018-05,1748,1748,0,1
2018-06,1772,1772,0,1
2018-07,1793,1793,0,1
2018-08,1815,1815,0,1
2018-09,1819,1819,0,1
2018-10,1839,1839,0,1
2018-11,1828,1828,0,1
2018-12,1839,1839,0,1
2019-01,1735,1735,0,1
2019-02,1850,1850,0,1
2019-03,1854,1854,0,1
2019-04,1842,1842,0,1
2019-05,1849,1849,0,1
2019-06,1850,1850,0,1
2019-07,1780,1780,0,1
2019-08,1854,1854,0,1
2019-09,1846,1846,0,1
2019-10,1852,1852,0,1
2019-11,1824,1824,0,1
2019-12,1796,1796,0,1
2020-01,1795,1795,0,1
2020-02,1799,1799,0,1
2020-03,1853,1853,0,1
2020-04,1833,1833,0,1
2020-05,1809,1809,0,1
2020-06,1795,1795,0,1
2020-07,1768,1768,0,1
2020-08,1695,1695,0,1
2020-09,1819,1819,0,1
2020-10,1745,1745,0,1
2020-11,1791,1791,0,1
2020-12,1850,1850,0,1
2021-01,1804,1804,0,1
2021-02,1848,1848,0,1
2021-03,1823,1823,0,1
2021-04,1819,1819,0,1
2021-05,1891,1891,0,1
2021-06,1866,1866,0,1
2021-07,1879,1879,0,1
2021-08,1881,1881,0,1
2021-09,1841,1841,0,1
2021-10,1906,1906,0,1
2021-11,1941,1941,0,1
2021-12,1926,1926,0,1
2022-01,1898,1898,0,1
2022-02,1974,1974,0,1
2022-03,2006,2006,0,1
2022-04,2018,2018,0,1
2022-05,2006,2006,0,1
2022-06,1986,1986,0,1
2022-07,2078,2078,0,1
2022-08,2052,2052,0,1
2022-09,1994,1994,0,1
2022-10,2002,2002,0,1
2022-11,2065,2065,0,1
2022-12,1999,1999,0,1
2023-01,2030,2030,0,1
2023-02,2030,2030,0,1
2023-03,2024,2024,0,1
2023-04,2001,2001,0,1
2023-05,2058,2058,0,1
2023-06,2040,2040,0,1
2023-07,2001,2001,0,1
