firms,age,agr,egr,invest,lgr,mve_ia,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BUBP_92-L^K18,13.0,0.1193042626163645,-0.6190476190476191,0.0622243998040176,0.0901176470588235,4.0785260686448535,0.0821890145395799,0.011111111111111,-0.0575916230366492,-0.0073529411764705,0.0188679245283018,0.1688311688311687,0.2000000000000001,0.1065573770491803,0.2471131639722863,0.1739130434782609,0.1226611226611227,0.1250000000000002,0.3043478260869567,0.3846153846153848,0.2980769230769231,0.1563169164882227,0.2107623318385652,0.1842105263157896,0.0112359550561798,-0.0145985401459853,-0.0559440559440558,-0.0270270270270269,-0.028776978417266,-0.1276252019386107,-0.1147540983606556,-0.217391304347826,-0.2105263157894735,-0.1964285714285714,-0.1755725190839694,-0.150943396226415,-0.1793313069908814,-0.0753424657534246,-0.0391459074733095,-0.018181818181818,-0.0476190476190475,0.0344827586206897,0.0285714285714286,-0.0036900369003689,-0.0109890109890109,-0.0492957746478872,-0.028776978417266,-0.0459363957597173,0.0,0.0266159695817491,0.0093457943925234,0.0609037328094304,0.0756972111553786,0.0887096774193549,0.0735586481113319,0.0344827586206897
BUNQ_03-L^K12,21.0,-0.0079844626672421,1.9678714859437747,-0.2557186016400518,-0.7338447919740336,0.0039575288635491,-0.9310910582444626,0.3333333333333335,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.142857142857143,-0.3333333333333333,-0.5,-0.5714285714285715,-0.5714285714285715,-0.6666666666666667,-0.7,-0.7142857142857143,-0.7272727272727273,-0.7391304347826086,-0.7142857142857143,-0.7692307692307693,-0.7692307692307693,-0.7931034482758621,-0.7692307692307693,-0.8125,-0.8378378378378378,-0.7692307692307693,-0.7,-0.6842105263157895,-0.6666666666666667,-0.6666666666666667,-0.6666666666666667,-0.6470588235294118,-0.6470588235294118,-0.6470588235294118,-0.625,-0.625,-0.625,-0.625,-0.625,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6
BWQW_65-L^I10,8.0,-0.1309041838451157,-0.1490246526122009,-0.1210995689661595,-0.1236535329342761,0.669119754297442,-0.3239667301027945,0.072289156626506,-0.1027027027027027,-0.0292397660818714,-0.0777777777777778,0.1066666666666666,0.1140939597315435,-0.0459770114942529,0.3070866141732282,0.482142857142857,0.482142857142857,0.3495934959349593,0.5660377358490565,0.3949579831932772,0.1690140845070422,0.1066666666666666,0.3174603174603174,0.1527777777777776,-0.0459770114942529,-0.0726256983240224,-0.0879120879120879,-0.0119047619047618,-0.1170212765957446,-0.0621468926553673,-0.1308900523560209,-0.2420091324200913,-0.2622222222222222,-0.3083333333333333,-0.2719298245614034,-0.3639846743295019,-0.3851851851851853,-0.3782771535580524,-0.3828996282527881,-0.3464566929133859,-0.3985507246376811,-0.3252032520325203,-0.3083333333333333,-0.3112033195020748,-0.2995780590717301,-0.4195804195804196,-0.4154929577464789,-0.42560553633218,-0.4092526690391459,-0.5103244837758112,-0.5146198830409356,-0.5044776119402985,-0.4876543209876544,-0.4466666666666666,-0.4236111111111111,-0.3897058823529412
CWI_80-L,21.0,-0.0340096548219665,0.0963421658986175,0.0026133352691372,-0.0803501180173092,16.164766722699586,0.1720838145520541,-0.018595041322314,-0.0076883649410559,0.0254237288135592,0.0619857377948436,0.1428571428571428,0.1394938198940554,0.2047293092719353,0.2047293092719353,0.1158501440922188,0.0237969328397673,0.0755555555555556,0.2099999999999999,0.1177829099307159,0.0243386243386243,0.0178759200841218,0.0684326710816776,0.141509433962264,0.0364025695931478,0.0051921079958461,0.0072840790842871,0.0216358839050132,0.0672546857772877,-0.0147582697201017,0.0297872340425531,0.0596606458675423,0.1236215902495647,0.1819291819291819,0.2276474318325936,0.1627627627627628,0.1282051282051282,0.2579597141000649,0.2284263959390862,0.2307692307692306,0.2466194462330972,0.3547935619314206,0.3519553072625698,0.3538461538461537,0.3529000698812019,0.3397923875432527,0.3481894150417828,0.4059549745824256,0.429837518463811,0.3808844507845934,0.3978339350180506,0.4008683068017364,0.5184313725490195,0.4892307692307691,0.5377283558379666,0.5727051177904141
DLY_Y2-L^F16,21.0,-0.1551819949986107,0.0671573137074517,-0.0469574881911642,-0.2514934289127837,1.0761550354270326,0.0537029016890428,0.0315186246418337,0.0607902735562311,0.0705521472392638,0.1711409395973155,0.0804953560371517,-0.0278551532033425,0.0028735632183909,0.1750841750841751,0.2245614035087719,0.0386904761904762,-0.1074168797953963,-0.0385674931129476,-0.1788235294117646,-0.2209821428571429,-0.2396514161220042,-0.169047619047619,-0.1466992665036673,-0.2862985685071574,-0.3288461538461538,-0.2774327122153208,-0.2848360655737704,-0.2713987473903966,-0.2510729613733905,-0.342749529190207,-0.4163879598662208,-0.4451510333863274,-0.4044368600682594,-0.3734290843806104,-0.3700361010830324,-0.4250411861614497,-0.4023972602739726,-0.4361873990306947,-0.3790035587188611,-0.424092409240924,-0.4034188034188033,-0.4154103852596315,-0.4647239263803681,-0.4503937007874015,-0.430668841761827,-0.3778966131907308,-0.4074702886247877,-0.3476635514018691,-0.4250411861614497,-0.4416,-0.3930434782608695,-0.3833922261484098,-0.3833922261484098,-0.3866432337434095,-0.3476635514018691
DOQX_41-L^J16,21.0,0.0211282484682019,-4.2653061224489806,0.1366997675892668,0.0787731685789938,0.2459505920979826,0.0801665100040283,0.0896551724137932,-0.0068493150684931,-0.1158536585365853,-0.0068493150684931,0.1328125,0.0431654676258992,-0.0705128205128206,0.1507936507936507,0.2719298245614037,0.1068702290076335,0.0431654676258992,0.1693548387096775,0.1068702290076335,-0.1049382716049384,-0.2602040816326531,-0.1666666666666667,-0.1569767441860465,-0.1212121212121212,-0.1666666666666667,-0.2119565217391305,-0.0068493150684931,-0.0333333333333333,-0.0136054421768707,0.0357142857142858,-0.0937500000000001,-0.0993788819875777,-0.2119565217391305,-0.2287234042553191,-0.2821782178217822,-0.3224299065420561,-0.3317972350230415,-0.2821782178217822,-0.1853932584269663,-0.2525773195876288,-0.2676767676767677,-0.2287234042553191,-0.2245989304812835,-0.1944444444444445,-0.2447916666666666,-0.1807909604519774,-0.1988950276243094,-0.2328042328042328,-0.2786069651741293,-0.3160377358490567,-0.2892156862745099,-0.3095238095238095,-0.161849710982659,-0.1104294478527606,0.0431654676258992
DOS_59-L,16.0,-0.0777196946480664,-0.0071762923493623,-0.0327160141397037,-0.1228341401955486,46.92172452882824,-0.4089687361805154,0.0034188034188034,0.0813308687615526,0.125,0.142578125,0.193877551020408,0.1142857142857143,0.2037037037037035,0.2689804772234272,0.3829787234042552,0.2061855670103092,0.1121673003802281,0.1794354838709677,0.1515748031496062,0.2607758620689655,0.1228406909788866,0.1228406909788866,0.026315789473684,-0.0314569536423842,-0.0330578512396694,0.142578125,0.0833333333333332,0.0793357933579335,-0.0487804878048782,-0.0051020408163265,-0.0533980582524271,0.0335689045936395,0.0636363636363634,0.019163763066202,-0.0314569536423842,0.0299295774647887,0.0390763765541739,0.0675182481751823,0.1293436293436294,0.0873605947955389,0.0299295774647887,0.0299295774647887,-0.0017064846416383,0.0051546391752577,-0.0184563758389262,-0.088785046728972,-0.0830721003134796,-0.075829383886256,-0.1346153846153847,-0.1320474777448071,-0.0830721003134796,-0.1346153846153847,-0.0549273021001617,-0.1,-0.0699523052464229
DPCZ_02-L^F20,14.0,-0.1253455827368871,-0.1312136242438144,0.0006089093045614,-0.1218606868604313,0.0254203100972161,-0.1941350512308521,-0.3076923076923077,-0.1034482758620688,-0.0714285714285715,0.0833333333333334,0.368421052631579,-0.1875,-0.1875,-0.1333333333333333,-0.0714285714285715,-0.037037037037037,0.1818181818181818,0.0,-0.0714285714285715,-0.2352941176470588,-0.2352941176470588,0.04,-0.1034482758620688,-0.2121212121212121,-0.2972972972972972,-0.2972972972972972,-0.3157894736842105,-0.1034482758620688,-0.2352941176470588,-0.1875,-0.35,-0.35,-0.48,-0.4583333333333332,-0.4693877551020408,-0.5272727272727273,-0.4583333333333332,-0.4347826086956522,-0.4583333333333332,-0.4468085106382978,-0.3809523809523809,-0.35,-0.4583333333333332,-0.5438596491228069,-0.5517241379310345,-0.5438596491228069,-0.5357142857142858,-0.5438596491228069,-0.5873015873015872,-0.5666666666666667,-0.5517241379310345,-0.5185185185185186,-0.5,-0.4583333333333332,-0.4222222222222221
DPXL_94-L,21.0,-0.0104381694255111,-0.3565109206524744,0.0054138266796494,0.1247688458609811,5.054090672600306,0.2221222482154639,0.0501567398119122,-0.0449101796407185,0.0191693290734824,0.0191693290734824,-0.0534124629080119,-0.0477611940298507,-0.1138888888888889,-0.0589970501474926,-0.1064425770308122,-0.2025,-0.1538461538461538,-0.0617647058823529,-0.1212121212121212,-0.2440758293838862,-0.3449691991786447,-0.3065217391304348,-0.2615740740740742,-0.2942477876106194,-0.3255813953488372,-0.3529411764705882,-0.3463114754098361,-0.3381742738589212,-0.3594377510040161,-0.3183760683760683,-0.354251012145749,-0.3463114754098361,-0.3125,-0.2476415094339623,-0.2064676616915421,-0.2973568281938326,-0.2973568281938326,-0.3050108932461873,-0.259860788863109,-0.2440758293838862,-0.2511737089201877,-0.1841432225063939,-0.2331730769230769,-0.1984924623115578,-0.14247311827957,-0.09375,-0.1089385474860336,-0.1692708333333333,-0.2368421052631578,-0.2476415094339623,-0.2440758293838862,-0.2615740740740742,-0.1649214659685863,-0.0699708454810495,-0.050595238095238
DRNQ_D0-L^A11,15.0,-0.0482754199256314,-0.1911795126391129,0.0241697653545326,0.4434163701067615,0.0394906867927621,0.5019508057675999,-0.024793388429752,0.2474226804123711,0.3010752688172042,0.4235294117647059,0.241025641025641,0.3444444444444443,0.4069767441860465,0.9206349206349204,1.469387755102041,0.890625,0.8333333333333333,1.0508474576271185,0.936,0.7536231884057971,0.4235294117647059,0.375,0.7925925925925925,0.3988439306358382,0.6923076923076923,0.6805555555555556,0.5921052631578947,0.6351351351351351,0.967479674796748,0.704225352112676,0.4235294117647059,0.3444444444444443,0.375,0.3010752688172042,0.3152173913043476,0.2670157068062828,0.3296703296703296,0.3595505617977528,0.704225352112676,0.7410071942446044,1.0862068965517242,0.8615384615384614,0.9206349206349204,0.241025641025641,0.3595505617977528,0.3152173913043476,0.3010752688172042,0.2160804020100502,0.1523809523809522,0.1862745098039215,0.241025641025641,0.1578947368421053,0.0614035087719297,0.0707964601769912,-0.0509803921568626
DVX_M7-L^C10,21.0,-0.0861157953906689,-0.0056785917092561,0.023946037099494,-0.140645401977243,4.714945509456523,0.1097696879643387,0.032010243277849,-0.0286069651741293,0.3535528596187176,0.3282312925170068,0.4598130841121495,0.4462962962962962,0.5343811394891944,0.4680451127819547,0.4680451127819547,0.4251824817518246,0.2887788778877889,0.4819734345351043,0.3535528596187176,0.4021543985637341,0.2318611987381702,0.3016666666666665,0.2496,0.1553254437869822,-0.1302895322939867,-0.1273743016759776,-0.1012658227848101,-0.118510158013544,-0.1948453608247422,-0.2006141248720573,-0.1997950819672131,-0.1234567901234569,-0.1455142231947485,-0.1214848143982003,-0.2540592168099332,-0.308237378210806,-0.2454106280193236,-0.243217054263566,-0.0790094339622642,-0.1341463414634146,-0.0854800936768149,-0.034610630407911,-0.0579010856453557,-0.1125000000000001,-0.1053837342497137,-0.0405405405405406,-0.0498783454987835,-0.0213032581453634,-0.0811764705882353,-0.1273743016759776,-0.1445783132530121,-0.0918604651162791,-0.090803259604191,-0.1074285714285714,-0.1094640820980615
FRZJ_44-L,21.0,0.0862610682662096,0.003030303030303,0.0734075978291917,0.1946088099934253,0.241457310342071,0.0691489361702128,0.1367713004484305,-0.0240700218818381,0.0113378684807254,0.0669856459330144,0.1706036745406824,0.2742857142857142,0.4866666666666666,0.4294871794871795,0.5170068027210883,0.471947194719472,0.6958174904942966,0.9224137931034484,0.8661087866108785,0.6397058823529411,0.3808049535603715,0.5016835016835015,0.7698412698412698,0.4527687296416938,0.4340836012861737,0.4025157232704401,0.3850931677018632,0.4203821656050954,0.6518518518518517,0.5815602836879434,0.4069400630914825,0.5067567567567568,0.4203821656050954,0.4203821656050954,0.4866666666666666,0.3639143730886849,0.3393393393393393,0.4622950819672131,0.5871886120996441,0.5273972602739727,0.457516339869281,0.5221843003412969,0.6277372262773722,0.6893939393939392,0.6704119850187267,0.6704119850187267,0.7421875,0.6457564575645756,0.6277372262773722,0.791164658634538,0.5379310344827586,0.5273972602739727,0.5379310344827586,0.6101083032490975,0.7698412698412698
FSAJ_L2-L,21.0,-0.1371222932307501,-0.1162687886825817,-0.0840727182478128,-0.1402608695652173,0.6841438900925001,-0.0573382430299842,0.1741803278688525,-0.0181086519114688,-0.0393700787401575,0.1990171990171989,0.3785310734463276,0.1931540342298288,0.2230576441102756,0.4923547400611621,0.6266666666666667,0.6000000000000001,0.5691318327974277,0.7003484320557489,0.4610778443113772,0.1322505800464037,-0.1498257839721255,-0.0298210735586481,-0.008130081300813,-0.1542461005199306,-0.0651340996168582,-0.099630996309963,0.0917225950782998,0.0868596881959911,0.0844444444444443,-0.0298210735586481,-0.2386895475819033,-0.1866666666666666,-0.2515337423312883,-0.274888558692422,-0.2927536231884058,-0.311706629055007,-0.2526799387442573,-0.274888558692422,-0.1513043478260869,-0.2065040650406504,-0.1571675302245251,-0.1700680272108843,-0.1947194719471946,-0.1586206896551724,-0.1542461005199306,-0.1483420593368237,-0.1557093425605537,-0.1498257839721255,-0.2410575427682737,-0.2526799387442573,-0.2013093289689035,-0.1866666666666666,-0.1513043478260869,-0.0962962962962963,0.002053388090349
FSAL_64-L,21.0,-0.1920449037664754,-0.2221607086365075,-0.0181678888037648,-0.1547293603061783,0.004390276257971,-0.0338117092218362,-0.1,-0.0476190476190475,0.25,0.25,0.25,0.0526315789473683,0.25,0.25,0.8181818181818183,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.1764705882352941,-0.0909090909090908,-0.2307692307692307,-0.2592592592592593,-0.3103448275862068,-0.4594594594594594,-0.4871794871794871,-0.4594594594594594,-0.5652173913043479,-0.5238095238095237,-0.5744680851063829,-0.607843137254902,-0.6428571428571428,-0.5833333333333333,-0.5833333333333333,-0.5918367346938775,-0.6153846153846154,-0.6363636363636364,-0.6428571428571428,-0.6153846153846154,-0.6296296296296297,-0.6363636363636364,-0.6226415094339622,-0.6296296296296297,-0.6363636363636364,-0.6428571428571428,-0.5833333333333333,-0.6,-0.6491228070175439,-0.6551724137931034,-0.6428571428571428,-0.6428571428571428,-0.6153846153846154,-0.6153846153846154,-0.5744680851063829,-0.5833333333333333,-0.5652173913043479
FSAM_T0-L,21.0,0.0869474994812202,0.4342958161461402,-0.0013834128795738,-0.1018577834721332,0.705420346041888,-0.0779273894167243,0.0113765642775882,-0.0414394765539805,0.019721577726218,-0.0548387096774195,0.4362745098039213,0.4481054365733112,0.4063999999999999,1.1439024390243904,2.0734265734265733,2.2798507462686564,1.93,2.872246696035242,1.949664429530201,0.9067245119305852,0.455298013245033,0.6936416184971095,0.9931972789115644,0.2310924369747897,0.0577617328519854,-0.1156941649899396,-0.0698412698412698,-0.1523625843780135,-0.1730950141110067,-0.2487179487179487,-0.2905569007263924,-0.3602620087336246,-0.4454258675078865,-0.4633699633699634,-0.4755369928400955,-0.5220228384991844,-0.506457046603032,-0.5124792013311149,-0.5036702428006776,-0.5108514190317195,-0.4982876712328767,-0.4325371207230472,-0.4429657794676807,-0.428478543563069,-0.4116465863453815,-0.3796753705010586,-0.3376036171816127,-0.3310502283105023,-0.367170626349892,-0.4076819407008086,-0.3390977443609023,-0.3340909090909091,-0.2888349514563106,-0.2130707251566697,-0.3018268467037331
