firms,age,agr,bm,bm_ia,cash,cashdebt,chatoia,chpmia,convind,egr,ep,grltnoa,herf,lev,lgr,ms,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BCZB-L,14.0,0.0679077843156168,8.016350179574181e-07,0.0245523612695472,0.0348658657754493,0.1279723303069606,1.924523109721467,0.0027271489619235,1.0,-0.0128283445326817,6.018876784993816e-08,0.0303199925366172,1.5726068248761004e-05,1.0189098557453818e-06,0.1404775124930594,3.0,8.59058937309396,0.0109721146763149,0.0068149707360183,-0.0047552771978659,0.5894536067375312,0.0397350993377483,-0.1726027397260273,-0.1989389920424403,-0.2468827930174563,-0.245,-0.2687651331719128,-0.2276214833759591,-0.174863387978142,-0.1657458563535911,-0.1989389920424403,-0.1611111111111111,-0.1968085106382978,-0.2524752475247525,-0.3136363636363637,-0.3073394495412844,-0.2373737373737373,-0.2373737373737373,-0.2073490813648294,-0.1726027397260273,-0.2392947103274559,-0.2295918367346938,-0.233502538071066,-0.1903485254691689,-0.1657458563535911,-0.062111801242236,-0.0412698412698412,0.1102941176470586,-0.1011904761904761,0.0066666666666665,0.1310861423220974,-0.0848484848484848,-0.1346704871060172,-0.0820668693009119,-0.174863387978142,-0.1859838274932614,-0.2976744186046511,-0.1925133689839572,-0.2652068126520681,-0.2052631578947368,-0.2354430379746835,-0.2155844155844155,-0.1657458563535911,-0.294392523364486,-0.3734439834024896,-0.3923541247484909,-0.4386617100371747,-0.4683098591549295,-0.4323308270676692,-0.4333958724202627
BDAJ-L,7.0,-0.0363123115416694,3.448456390522183e-07,0.0105618823062538,0.0713032288254562,0.2190345119627355,1.248803605174622,0.1228739221038694,1.0,0.0546095126247797,8.08351971274966e-08,-0.0914793518034479,9.976032328488916e-08,5.777508507283545e-07,-0.0849467815509376,5.0,2.219421957661503,-0.3022336159647405,-0.022528402600113,-0.23781643805063,0.2743596177804632,1.613861386138614,-0.6188679245283019,-0.6468531468531469,-0.6327272727272728,-0.0288461538461538,-0.596,-0.5992063492063492,-0.5608695652173913,-0.5530973451327433,-0.4712041884816753,-0.0098039215686274,-0.5511111111111111,-0.0194174757281553,-0.5213270142180094,-0.540909090909091,-0.0288461538461538,-0.4684210526315789,-0.4510869565217391,-0.4058823529411764,-0.4228571428571428,-0.445054945054945,0.0,0.0,0.0412371134020619,-0.3915662650602409,0.074468085106383,-0.2937062937062936,-0.3129251700680272,0.1098901098901099,-0.3525641025641025,0.0306122448979591,-0.4846938775510204,-0.0194174757281553,-0.0288461538461538,-0.0288461538461538,-0.0471698113207547,-0.6505190311418685,-0.0648148148148148,-0.5774058577405858,-0.6070038910505836,-0.5511111111111111,-0.0818181818181819,-0.1367521367521367,-0.5646551724137931,-0.0733944954128441,-0.1061946902654866,-0.0733944954128441,-0.0982142857142858,-0.1583333333333333
BDBL-L^I07,14.0,-0.1070047070885957,-7.428184125519151e-07,-0.0227509347946361,0.0450915922968529,-0.0352865697177074,1.4473758664828908,-0.0508846101698611,1.0,0.3066971080669712,-1.4384806183664053e-07,-0.1149736569993448,3.193936240109057e-07,2.0226695892939546e-06,-0.0002851033499644,4.0,1.9700439493350383,-0.01765030479711,-0.0203663122167312,-0.0848954241029669,1.0728055642623069,-0.1538461538461538,-0.2180451127819549,-0.2180451127819549,-0.3112582781456954,-0.425414364640884,-0.3417721518987342,-0.3540372670807453,-0.4173669467787114,-0.3375796178343949,-0.2571428571428571,-0.1510204081632653,-0.4939172749391728,-0.5240274599542334,-0.5047619047619047,-0.528344671201814,-0.5325842696629213,-0.5336322869955157,-0.5666666666666667,-0.5806451612903225,-0.6218181818181818,-0.6285714285714286,-0.5953307392996108,-0.5984555984555984,-0.6780185758513932,-0.6698412698412698,-0.6941176470588235,-0.6584564860426929,-0.6617886178861789,-0.6848484848484848,-0.6936671575846833,-0.7219251336898396,-0.6578947368421053,-0.6060606060606061,-0.574642126789366,-0.5218390804597701,-0.6075471698113207,-0.6119402985074627,-0.6,-0.5272727272727273,-0.6075471698113207,-0.5478260869565217,-0.5304740406320541,-0.4652956298200514,-0.4825870646766168,-0.4301369863013699,-0.4378378378378378,-0.4057142857142857,-0.5207373271889401,-0.5720164609053497
BDCK-L^L08,13.0,0.0004852013585637,1.1652889219180417e-06,0.0356903003903613,0.0404429465575349,0.1702882483370288,1.7325335860201951,-0.0010203806266172,1.0,-0.0016085790884719,5.9453516424389886e-08,-0.08197914140189,1.4998094995965784e-08,1.413116211434446e-06,0.002664298401421,2.0,0.2269776464419689,0.3975748194014447,0.1622807017543859,0.1622807017543859,0.621097958257125,0.01,-0.1031390134529147,4.88235294117647,-0.0990990990990992,4.88235294117647,0.0256410256410257,0.075268817204301,0.0526315789473683,0.0101010101010101,-0.0099009900990099,4.88235294117647,-0.1304347826086955,-0.0783410138248847,4.88235294117647,-0.2592592592592593,4.88235294117647,-0.0783410138248847,4.714285714285714,-0.0697674418604651,4.714285714285714,0.1363636363636364,0.0810810810810809,4.714285714285714,4.88235294117647,0.0638297872340425,4.714285714285714,0.1111111111111111,4.88235294117647,-0.0196078431372549,-0.1666666666666666,-0.1935483870967741,-0.0243902439024389,0.075268817204301,-0.0566037735849057,-0.1596638655462184,-0.2307692307692308,-0.1416309012875536,-0.1341991341991342,-0.0099009900990099,-0.1228070175438595,-0.0476190476190476,4.88235294117647,-0.1379310344827585,-0.1525423728813558,-0.2125984251968504,-0.180327868852459,-0.0950226244343891,4.714285714285714,4.555555555555555
BDIM-L^C23,24.0,-0.1180208320002297,2.401900385522078e-07,0.0073565057261427,0.0964676344647736,0.1625931116081915,0.3807702873675149,0.0231979724316708,1.0,-0.2137404509551767,3.920148898760145e-08,-0.189570238454245,5.420657553355258e-08,4.63045082091443e-07,-0.0610994490253264,3.0,4.524899359876041,-0.1255660457788973,-0.0309161678702644,-0.2571438872009313,0.4837469100914341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0859686828369665,-0.0103058510638297,-0.0699781318338018,-0.0746036680136773,-0.1166172106824926,-0.2214958158995816,-0.0667711598746081,0.145,0.0724063400576369,0.2261120263591431,0.0467651195499296,0.2052631578947368,0.2988656195462478,0.2042880258899677,0.2765866209262435,0.0609408410548824,-0.007997334221926,-0.0679398872886662,0.4257662835249043,0.1665360501567399
BDLO-L,14.0,-0.2547958153423127,1.145278800276808e-06,0.0350774332817924,0.0285738511107342,0.0432963231601852,0.5731834348847511,-0.046361608204404,1.0,-0.2886570661828627,-3.2009386235154143e-08,-0.3110006031436899,2.166370166538914e-07,9.61802945715991e-07,-0.2113666982685494,4.0,2.334239569673911,-0.0020501775155004,-0.6955330054053956,-0.2236568257149464,1.0728055642623069,0.0775193798449611,-0.1313131313131313,-0.1874015748031495,-0.2355555555555555,-0.2061538461538461,-0.1848341232227488,-0.14,-0.0601092896174862,-0.0444444444444445,-0.0208728652751422,0.0909090909090908,-0.1471074380165289,-0.1999999999999999,-0.2467153284671532,-0.2122137404580152,-0.0702702702702702,-0.1010452961672474,-0.1962616822429906,-0.1224489795918366,-0.0618181818181817,-0.0391061452513966,0.0,0.1700680272108843,0.0661157024793388,-0.0282485875706213,-0.120954003407155,-0.0736086175942549,-0.1026086956521739,-0.1298482293423271,-0.0337078651685393,0.0530612244897958,-0.1757188498402555,-0.1485148514851484,-0.2037037037037037,-0.3036437246963562,-0.3805522208883554,-0.4062140391254315,-0.4798387096774194,-0.5433628318584072,-0.5113636363636364,-0.4608150470219435,-0.4228187919463086,-0.4285714285714285,-0.3298701298701298,-0.3590062111801242,-0.3645320197044334,-0.2998643147896879,-0.3119999999999999,-0.4208754208754208
BDRV-L,18.0,0.0332765474162407,1.0568433955530729e-06,0.0323688465095625,0.031647634584013,0.2051508462104488,0.3438533649878622,-0.0964083130674375,1.0,0.0130135712957798,8.902387934646e-08,0.071272971010428,8.684419720179357e-07,6.790252757994694e-07,0.0628415300546448,4.0,7.323913387788066,-0.1459428452648873,-0.2181077937184955,-0.2181077937184955,0.4884888081281527,0.0136518771331057,-0.1253731343283581,-0.2319790301441676,-0.222811671087533,-0.2155287817938419,-0.1746478873239435,-0.1983584131326948,-0.138235294117647,-0.1544011544011543,-0.0517799352750808,-0.0440456769983685,-0.2070365358592691,-0.1861111111111111,-0.2134228187919462,-0.2467866323907455,-0.2269129287598944,-0.160458452722063,-0.1815642458100558,-0.2081081081081081,-0.1961591220850479,-0.2016348773841961,-0.1432748538011695,-0.1253731343283581,-0.1432748538011695,-0.1507246376811594,-0.1917241379310345,-0.1849791376912378,-0.2197070572569905,5.104166666666667,5.104166666666667,5.104166666666667,-0.2389610389610389,5.2340425531914905,5.2340425531914905,5.2340425531914905,5.104166666666667,5.104166666666667,5.16842105263158,5.16842105263158,-0.4002047082906856,5.16842105263158,5.2340425531914905,5.2340425531914905,-0.3302857142857143,5.2340425531914905,5.369565217391305,5.369565217391305,5.369565217391305,5.369565217391305
BFQK-L,13.0,0.0514455137457128,7.380458822684766e-07,0.0226047624280803,0.0241310099443481,0.0083371518446505,0.0590101471767769,-0.0013535914236585,1.0,0.1815526518063028,1.2252752351998128e-07,0.0022561573300071,7.821146618152056e-06,1.979779751897228e-05,0.0435966612843628,2.0,14.792924753135852,0.926651864328918,-0.0733481356710818,-0.0733481356710818,0.5069762972180023,-0.0203527815468114,4.37956204379562,5.245762711864408,5.141666666666667,4.153846153846154,-0.2314911366006256,-0.2933844678811121,-0.2479591836734694,4.991869918699187,5.040983606557377,-0.2378490175801447,-0.333634719710669,-0.3207373271889401,-0.414614773629865,-0.4032388663967611,-0.4056451612903226,-0.3540753724802804,-0.3848080133555926,-0.3743633276740237,-0.3954060705496308,-0.332427536231884,-0.2282722513089006,-0.1719101123595505,-0.1034063260340633,-0.0013550135501354,-0.0238410596026489,-0.1856353591160221,0.0068306010928962,-0.1400233372228705,0.0365682137834035,0.0250347705146036,-0.2555555555555555,-0.3105706267539756,-0.3679245283018868,-0.3182238667900092,-0.2892960462873674,-0.2913461538461538,-0.3939144736842105,-0.4361132364192808,-0.475071225071225,-0.4264591439688715,-0.37910699241786,-0.3883817427385893,-0.4273504273504273,-0.3652024117140395,-0.3722316865417376,-0.219279661016949,-0.339605734767025,-0.339605734767025
BFQL-L^K03,14.0,-0.1021077015111183,3.3213338708400366e-05,1.017253329344702,0.0797297327835266,0.0942118949348109,0.062829573018712,-0.0048970086840681,1.0,-0.1093158769240337,1.6499480029889969e-06,0.0278954426307787,2.8245046805489783e-09,1.6935067827860647e-05,-0.095303886198065,2.0,0.0909002952779328,-0.0438066604380125,-0.1721728426610614,-0.1721728426610614,0.1052036131611854,0.0,0.0,0.0,0.0,0.0,0.0,-0.0845557485684874,-0.0845557485684874,-0.0845557485684874,0.1114257259466109,0.1114257259466109,-0.0855265272020309,-0.0855265272020309,-0.1025277133891543,-0.0751092838454914,-0.0402839606097396,-0.0828593067663601,-0.0538451308308673,-0.0470011051203912,0.1520788632039189,0.0118761889522995,0.0337280685822223,0.022933553802189,0.0885531223104139,0.3474514074670327,0.4364494472767652,0.4364494472767652,0.4364494472767652,0.3138273314866113,0.3138273314866113,0.3138273314866113,0.3138273314866113,0.2303551741282776,0.2317664372592303,0.2317664372592303,0.1439281263817984,0.1753469354039318,0.1753469354039318,0.4038874226092102,0.2606317001860547,0.4350731215330305,0.7809312222291758,0.7809312222291758,0.6395402431295731,0.8698051841387693,0.8999532647883561,0.8999532647883561,0.7737713092529683,0.6256783776063981
BFQZ-L^I03,13.0,-0.4032848497502855,-3.0257233196596257e-06,-0.0926714157713143,0.1070730241957507,-0.0269654299518116,-0.0832488343696055,-0.2504786834791466,1.0,-12.186619718309869,-3.290962206825256e-06,0.0094151988813122,2.3025994331416075e-12,8.732168928904373e-05,-0.3809123503555006,1.0,0.0029830121866549,-0.8080890733218388,-0.8080890733218388,-0.8080890733218388,1.0728055642623069,0.0,0.0,0.0,-0.25,-0.25,-0.25,-0.4,-0.25,-0.25,-0.5,-0.5,-0.5714285714285715,-0.625,-0.7,-0.625,-0.625,-0.625,-0.625,-0.7,-0.625,-0.6666666666666667,-0.7,-0.7272727272727273,-0.8,-0.8125,-0.8333333333333334,-0.8421052631578947,-0.85,-0.85,-0.9,-0.9166666666666666,-0.8928571428571429,-0.9117647058823528,-0.90625,-0.9508196721311476,-0.9464285714285714,-0.9464285714285714,-0.9454545454545454,-0.925,-0.925,-0.9166666666666666,-0.9210526315789472,-0.925,-0.9285714285714286,-0.931818181818182,-0.9375,-0.9210526315789472,-0.931818181818182,-0.931818181818182
