firms,age,agr,chpmia,egr,herf,invest,lgr,mve_ia,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BUBP_92-L^K18,13.0,0.1193042626163645,0.3424678334842051,-0.6190476190476191,1.1605572410384893e-05,0.0622243998040176,0.0901176470588235,4.19440085074474,0.0821890145395799,-0.0575916230366492,0.0533088235294116,0.0811320754716982,0.2402597402597404,0.2733333333333334,0.1741803278688525,0.3233256351039262,0.2456521739130437,0.1912681912681915,0.1937500000000001,0.3840579710144929,0.4692307692307693,0.3774038461538462,0.226980728051392,0.2847533632286996,0.2565789473684212,0.0730337078651686,0.0456204379562044,0.0017482517482518,0.0324324324324325,0.0305755395683455,-0.0743134087237479,-0.0606557377049179,-0.1695652173913043,-0.1622807017543859,-0.1473214285714285,-0.1251908396946564,-0.0990566037735849,-0.1291793313069907,-0.018835616438356,0.0195729537366549,0.0418181818181819,0.0105820105820106,0.0977011494252875,0.0914285714285714,0.0571955719557195,0.0494505494505495,0.0088028169014084,0.0305755395683455,0.0123674911660778,0.0611111111111111,0.0893536121673004,0.0710280373831777,0.1257367387033399,0.1414342629482072,0.155241935483871,0.1391650099403578,0.0977011494252875,0.0324324324324325
BUNQ_03-L^K12,21.0,-0.0079844626672421,-24.961715149840018,1.9678714859437747,4.562234520358968e-14,-0.2557186016400518,-0.7338447919740336,0.0030863908838203,-0.9310910582444626,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.142857142857143,-0.3333333333333333,-0.5,-0.5714285714285715,-0.5714285714285715,-0.6666666666666667,-0.7,-0.7142857142857143,-0.7272727272727273,-0.7391304347826086,-0.7142857142857143,-0.7692307692307693,-0.7692307692307693,-0.7931034482758621,-0.7692307692307693,-0.8125,-0.8378378378378378,-0.7692307692307693,-0.7,-0.6842105263157895,-0.6666666666666667,-0.6666666666666667,-0.6666666666666667,-0.6470588235294118,-0.6470588235294118,-0.6470588235294118,-0.625,-0.625,-0.625,-0.625,-0.625,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6
BWQW_65-L^I10,7.0,0.1662141775084655,-0.3373650520221749,0.0423652465740653,5.924408409261978e-06,0.2908552842630547,0.2669424079065588,0.6488697238789843,0.3015026683435874,-0.1027027027027027,0.0818713450292398,0.0277777777777779,0.2333333333333334,0.2416107382550336,0.0632183908045977,0.4566929133858268,0.6517857142857142,0.6517857142857142,0.5040650406504066,0.7452830188679245,0.554621848739496,0.3028169014084507,0.2333333333333334,0.4682539682539683,0.2847222222222223,0.0632183908045977,0.0335195530726257,0.0164835164835164,0.1011904761904762,-0.0159574468085105,0.0451977401129943,-0.0314136125654449,-0.1552511415525114,-0.1777777777777777,-0.2291666666666666,-0.1885964912280701,-0.2911877394636014,-0.3148148148148149,-0.3071161048689138,-0.312267657992565,-0.2716535433070866,-0.3297101449275361,-0.2479674796747967,-0.2291666666666666,-0.2323651452282158,-0.2194092827004219,-0.3531468531468531,-0.3485915492957746,-0.3598615916955017,-0.3416370106761566,-0.4542772861356932,-0.45906432748538,-0.4477611940298507,-0.4290123456790123,-0.3833333333333333,-0.3576388888888888,-0.3198529411764705,-0.3642611683848797
CWI_80-L,20.0,0.4711127723195216,-0.0459608912334126,0.0093023255813953,5.938101419943164e-05,0.1340239214011106,0.7485812553740326,17.127182110578662,0.2100219604711519,-0.0076883649410559,0.0333686440677967,0.070213933077345,0.1517119244391971,0.1483225426721603,0.2140634723086496,0.2140634723086496,0.1244956772334293,0.0317292437863565,0.0838888888888889,0.2193750000000001,0.1264434180138569,0.0322751322751324,0.0257623554153523,0.076710816777042,0.1503537735849056,0.0444325481798715,0.0129802699896157,0.0150884495317378,0.0295514511873351,0.0755237045203969,-0.007124681933842,0.0377659574468085,0.0678708264915162,0.1323273360417876,0.1910866910866913,0.2371591629676601,0.1717717717717719,0.1369463869463869,0.2677063027940221,0.2379441624365483,0.2403051493960586,0.2562781712813911,0.3652904128761374,0.3624301675977655,0.3643356643356643,0.363382250174703,0.3501730103806231,0.3586350974930363,0.4168482207697894,0.4409158050221569,0.3915834522111272,0.4086642599277981,0.4117221418234444,0.5301960784313726,0.5007692307692309,0.5496425734710089,0.5848903330625508,0.6312709030100334
DLY_Y2-L^F16,20.0,0.3952316340376042,-0.0506485373524411,0.1873293282359366,8.61800831308034e-06,0.253343671254119,0.5099218280216476,1.0847344613731658,0.2788701190805871,0.0607902735562311,0.0092024539877302,0.1040268456375839,0.0185758513931888,-0.0835654596100278,-0.0545977011494253,0.1077441077441077,0.1543859649122807,-0.0208333333333332,-0.1585677749360614,-0.0936639118457299,-0.2258823529411764,-0.2656250000000001,-0.2832244008714596,-0.2166666666666666,-0.19559902200489,-0.3271983640081799,-0.3673076923076923,-0.3188405797101449,-0.3258196721311475,-0.3131524008350731,-0.2939914163090129,-0.3804143126177024,-0.4498327759197325,-0.4769475357710652,-0.4385665529010238,-0.4093357271095152,-0.4061371841155234,-0.4579901153212521,-0.4366438356164384,-0.468497576736672,-0.4145907473309609,-0.457095709570957,-0.4376068376068376,-0.4489112227805695,-0.4953987730061349,-0.4818897637795275,-0.4632952691680261,-0.4135472370766488,-0.4414261460101867,-0.3850467289719625,-0.4579901153212521,-0.4736,-0.4278260869565217,-0.4187279151943462,-0.4187279151943462,-0.421792618629174,-0.3850467289719625,-0.4307958477508651
DOQX_41-L^J16,21.0,0.0211282484682019,-0.0120414430306585,-4.2653061224489806,2.614828292333989e-07,0.1366997675892668,0.0787731685789938,0.2346992134819488,0.0801665100040283,-0.0068493150684931,-0.1097560975609756,0.0,0.140625,0.0503597122302159,-0.0641025641025642,0.1587301587301586,0.2807017543859649,0.1145038167938929,0.0503597122302159,0.1774193548387097,0.1145038167938929,-0.0987654320987655,-0.2551020408163265,-0.160919540229885,-0.1511627906976744,-0.1151515151515151,-0.160919540229885,-0.2065217391304348,0.0,-0.0266666666666667,-0.0068027210884353,0.0428571428571429,-0.0875,-0.0931677018633541,-0.2065217391304348,-0.2234042553191488,-0.2772277227722772,-0.3177570093457944,-0.3271889400921659,-0.2772277227722772,-0.1797752808988764,-0.2474226804123711,-0.2626262626262626,-0.2234042553191488,-0.2192513368983958,-0.1888888888888888,-0.2395833333333333,-0.1751412429378531,-0.1933701657458564,-0.2275132275132274,-0.2736318407960199,-0.3113207547169812,-0.284313725490196,-0.3047619047619048,-0.1560693641618497,-0.1042944785276073,0.0503597122302159,-0.0201342281879194
DOS_59-L,15.0,0.3361098046100436,-0.068146411370953,0.3467757862401388,0.0253963107996707,0.3882002657167895,0.3302509380059524,48.6113527903253,0.7551292158825876,0.0813308687615526,0.0403846153846154,0.056640625,0.1040816326530611,0.0304761904761905,0.1131687242798353,0.1735357917570499,0.2789598108747044,0.1154639175257732,0.0285171102661596,0.0907258064516129,0.0649606299212599,0.1659482758620691,0.038387715930902,0.038387715930902,-0.0508771929824561,-0.1043046357615894,-0.105785123966942,0.056640625,0.0018518518518517,-0.0018450184501844,-0.1203252032520325,-0.0799319727891155,-0.1245954692556633,-0.0441696113074204,-0.0163636363636363,-0.0574912891986062,-0.1043046357615894,-0.0475352112676055,-0.039076376554174,-0.0127737226277372,0.0444015444015444,0.0055762081784387,-0.0475352112676055,-0.0475352112676055,-0.0767918088737201,-0.0704467353951889,-0.0922818791946308,-0.1573208722741432,-0.1520376175548589,-0.1453396524486572,-0.1997041420118342,-0.1973293768545994,-0.1520376175548589,-0.1997041420118342,-0.1260096930533117,-0.1676923076923077,-0.1399046104928457,-0.1973293768545994
DPCZ_02-L^F20,13.0,0.2437784503857162,-0.5650916803110856,0.096741126455865,4.75583258924076e-08,0.0084185239415061,0.3513743609095218,0.0381809965984661,0.5897852975387766,-0.1034482758620688,0.0357142857142855,0.2083333333333332,0.5263157894736841,-0.0937500000000001,-0.0937500000000001,-0.0333333333333333,0.0357142857142855,0.0740740740740739,0.3181818181818181,0.1153846153846152,0.0357142857142855,-0.1470588235294119,-0.1470588235294119,0.1599999999999999,0.0,-0.1212121212121213,-0.2162162162162162,-0.2162162162162162,-0.2368421052631579,0.0,-0.1470588235294119,-0.0937500000000001,-0.2750000000000001,-0.2750000000000001,-0.42,-0.3958333333333333,-0.4081632653061224,-0.4727272727272728,-0.3958333333333333,-0.3695652173913044,-0.3958333333333333,-0.3829787234042553,-0.3095238095238095,-0.2750000000000001,-0.3958333333333333,-0.4912280701754385,-0.5,-0.4912280701754385,-0.4821428571428572,-0.4912280701754385,-0.5396825396825398,-0.5166666666666666,-0.5,-0.462962962962963,-0.4423076923076924,-0.3958333333333333,-0.3555555555555556,-0.3958333333333333
DPXL_94-L,20.0,0.2672754195459033,0.2001903925942417,0.2125377137110291,0.0001123110156131,0.0725074037512339,0.2895216720437649,5.003996709637552,0.1650709343769655,-0.0449101796407185,0.0670926517571885,0.0670926517571885,-0.0089020771513353,-0.0029850746268657,-0.0722222222222223,-0.0147492625368732,-0.0644257703081232,-0.165,-0.1140583554376658,-0.0176470588235294,-0.0798898071625344,-0.2085308056872037,-0.3141683778234087,-0.2739130434782608,-0.2268518518518519,-0.2610619469026548,-0.2938689217758986,-0.3225152129817444,-0.3155737704918032,-0.3070539419087137,-0.3293172690763053,-0.2863247863247863,-0.3238866396761134,-0.3155737704918032,-0.2801724137931034,-0.2122641509433963,-0.1691542288557213,-0.2643171806167401,-0.2643171806167401,-0.2723311546840958,-0.2250580046403711,-0.2085308056872037,-0.215962441314554,-0.1457800511508952,-0.1971153846153847,-0.1608040201005025,-0.1021505376344087,-0.0511363636363636,-0.0670391061452514,-0.1302083333333333,-0.200956937799043,-0.2122641509433963,-0.2085308056872037,-0.2268518518518519,-0.1256544502617801,-0.0262390670553936,-0.0059523809523809,-0.0290697674418605
DRNQ_D0-L^A11,14.0,0.3313985745380052,1.202848826342645,0.1871224399587445,1.2638897151854068e-10,0.0339720882591438,1.2882736156351793,0.0420971800814835,0.9423393739703456,0.2474226804123711,0.043010752688172,0.1411764705882352,-0.0051282051282051,0.0777777777777777,0.127906976744186,0.5396825396825395,0.979591836734694,0.515625,0.4696969696969695,0.6440677966101696,0.552,0.4057971014492754,0.1411764705882352,0.1022727272727272,0.4370370370370369,0.1213872832369942,0.3566433566433566,0.3472222222222223,0.276315789473684,0.3108108108108107,0.5772357723577235,0.3661971830985915,0.1411764705882352,0.0777777777777777,0.1022727272727272,0.043010752688172,0.0543478260869565,0.0157068062827225,0.0659340659340659,0.0898876404494382,0.3661971830985915,0.39568345323741,0.6724137931034484,0.4923076923076921,0.5396825396825395,-0.0051282051282051,0.0898876404494382,0.0543478260869565,0.043010752688172,-0.0251256281407035,-0.0761904761904762,-0.0490196078431373,-0.0051282051282051,-0.0717703349282296,-0.1491228070175437,-0.1415929203539823,-0.2392156862745097,-0.2301587301587302
DVX_M7-L^C10,20.0,-0.2154701005468336,0.0812072169195514,-0.1537722248918789,1.171410611718632e-05,-0.0279590756747221,-0.2517794836008374,4.745669973974273,-0.3245514991845439,-0.0286069651741293,0.3934142114384749,0.3673469387755101,0.502803738317757,0.4888888888888887,0.5795677799607071,0.5112781954887216,0.5112781954887216,0.4671532846715325,0.3267326732673266,0.5256166982922201,0.3934142114384749,0.4434470377019746,0.2681388012618295,0.3399999999999998,0.2863999999999997,0.1893491124260353,-0.1046770601336304,-0.1016759776536313,-0.0747986191024165,-0.0925507900677201,-0.1711340206185567,-0.1770726714431935,-0.1762295081967213,-0.0976430976430977,-0.1203501094091905,-0.095613048368954,-0.2320916905444127,-0.2878653675819309,-0.2231884057971015,-0.2209302325581396,-0.0518867924528303,-0.1086474501108648,-0.0585480093676814,-0.0061804697156985,-0.0301568154402894,-0.0863636363636365,-0.0790378006872853,-0.0122850122850124,-0.0218978102189782,0.007518796992481,-0.0541176470588236,-0.1016759776536313,-0.1193866374589267,-0.0651162790697674,-0.0640279394644937,-0.0811428571428573,-0.0832383124287343,-0.1086474501108648
FRZJ_44-L,21.0,0.0862610682662096,0.1931688945950636,0.003030303030303,2.1159050149403122e-07,0.0734075978291917,0.1946088099934253,0.2208626590430334,0.0691489361702128,-0.0240700218818381,0.0362811791383219,0.0933014354066987,0.199475065616798,0.3057142857142858,0.5233333333333334,0.4647435897435898,0.554421768707483,0.5082508250825084,0.7376425855513309,0.9698275862068968,0.9121338912133892,0.6801470588235294,0.4148606811145512,0.5387205387205387,0.8134920634920635,0.4885993485342021,0.469453376205788,0.4371069182389937,0.4192546583850931,0.4554140127388535,0.6925925925925926,0.6205673758865251,0.441640378548896,0.5439189189189191,0.4554140127388535,0.4554140127388535,0.5233333333333334,0.3975535168195718,0.3723723723723724,0.4983606557377051,0.6263345195729537,0.5650684931506851,0.4934640522875817,0.559726962457338,0.667883211678832,0.7310606060606062,0.711610486891386,0.711610486891386,0.78515625,0.6863468634686347,0.667883211678832,0.8353413654618473,0.5758620689655174,0.5650684931506851,0.5758620689655174,0.6498194945848377,0.8134920634920635,0.6925925925925926
FSAJ_L2-L,20.0,0.2705557745368546,-0.0582970956841137,0.1129151291512914,1.4603712861312855e-06,0.2163184864012613,0.3440860215053763,0.6058682941724608,0.1888680425265791,-0.0181086519114688,-0.0216535433070866,0.221130221130221,0.4039548022598869,0.2151589242053788,0.2456140350877191,0.5198776758409784,0.6566666666666665,0.6295081967213114,0.5980707395498392,0.7317073170731705,0.4880239520958083,0.1531322505800465,-0.1341463414634147,-0.0119284294234593,0.0101626016260161,-0.1386481802426342,-0.0478927203065133,-0.0830258302583025,0.1118568232662191,0.106904231625835,0.1044444444444443,-0.0119284294234593,-0.2246489859594383,-0.1716666666666667,-0.2377300613496932,-0.261515601783061,-0.2797101449275363,-0.2990126939351198,-0.2388973966309342,-0.261515601783061,-0.1356521739130435,-0.1918699186991871,-0.1416234887737478,-0.1547619047619047,-0.1798679867986798,-0.143103448275862,-0.1386481802426342,-0.1326352530541013,-0.1401384083044983,-0.1341463414634147,-0.2270606531881803,-0.2388973966309342,-0.1865793780687398,-0.1716666666666667,-0.1356521739130435,-0.0796296296296297,0.0205338809034907,0.0060728744939269
FSAL_64-L,21.0,-0.1920449037664754,-0.606100906758352,-0.2221607086365075,2.347115016508417e-09,-0.0181678888037648,-0.1547293603061783,0.0050724165722624,-0.0338117092218362,-0.0476190476190475,0.3125,0.3125,0.3125,0.1052631578947367,0.3125,0.3125,0.909090909090909,0.75,0.75,0.75,0.2352941176470586,-0.0454545454545455,-0.1923076923076924,-0.2222222222222223,-0.2758620689655172,-0.4324324324324324,-0.4615384615384615,-0.4324324324324324,-0.5434782608695652,-0.5,-0.553191489361702,-0.5882352941176471,-0.625,-0.5625,-0.5625,-0.5714285714285714,-0.5961538461538463,-0.6181818181818182,-0.625,-0.5961538461538463,-0.6111111111111112,-0.6181818181818182,-0.6037735849056605,-0.6111111111111112,-0.6181818181818182,-0.625,-0.5625,-0.5800000000000001,-0.631578947368421,-0.6379310344827587,-0.625,-0.625,-0.5961538461538463,-0.5961538461538463,-0.553191489361702,-0.5625,-0.5434782608695652,-0.625
FSAM_T0-L,20.0,0.0366041659197647,-0.1207810554473082,-0.0180345259909345,4.08291942756948e-06,0.0185351163374323,0.0689340333257246,0.7252634255633464,-0.0025418144161671,-0.0414394765539805,0.0638051044083527,-0.0139784946236559,0.4983660130718954,0.5107084019769357,0.4672,1.2365853658536587,2.2062937062937062,2.421641791044776,2.056666666666666,3.039647577092511,2.077181208053691,0.989154013015184,0.5182119205298013,0.7668593448940269,1.079365079365079,0.2843137254901962,0.1034897713598073,-0.0774647887323943,-0.0296296296296295,-0.1157184185149469,-0.1373471307619944,-0.2162393162393162,-0.2598870056497175,-0.3326055312954876,-0.4214511041009463,-0.4401709401709401,-0.4528639618138426,-0.5013594344752583,-0.4851207186973609,-0.4914032168607876,-0.4822134387351778,-0.4897050639955481,-0.4765981735159817,-0.408005164622337,-0.4188846641318123,-0.4037711313394019,-0.3862115127175368,-0.3528581510232886,-0.3089675960813866,-0.302130898021309,-0.3398128149748021,-0.3820754716981132,-0.3105263157894737,-0.3053030303030303,-0.2580906148867313,-0.1790510295434199,-0.2716441620333598,-0.2640449438202248
