firms,absacc,acc,age,agr,bm,bm_ia,chpmia,convind,currat,egr,grltnoa,herf,invest,mve_ia,pctacc,ps,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BBVN-L^I99,0.0619102797550074,-0.0619102797550074,9.0,0.0049784268171257,1.595251921906974e-07,0.0171812519760822,0.0289686009438929,1.0,1.4235209235209236,-0.2844961240310077,-0.0066214202946532,1.5614584719073044e-08,0.0514437437769664,0.9182358807148806,-0.9894179894179896,4.0,0.9992784992784992,0.0956072351421187,-0.0344827586206897,0.0,-0.0333333333333333,-0.0169491525423729,0.0357142857142858,0.0419161676646706,0.0481927710843375,0.0481927710843375,0.1153846153846154,0.1298701298701299,0.10126582278481,0.144736842105263,0.144736842105263,0.144736842105263,0.1917808219178083,0.3919999999999999,0.5398230088495577,0.403225806451613,0.359375,0.3282442748091603,0.3282442748091603,0.3181818181818181,0.3488372093023255,0.4262295081967213,0.5818181818181818,0.5535714285714284,0.5963302752293578,0.74,0.8125,0.8913043478260869,0.912087912087912,1.096385542168675,1.0232558139534884,1.0232558139534884,0.8315789473684212,1.0232558139534884,0.8913043478260869,0.6893203883495145,0.6730769230769229,0.1999999999999999,0.1372549019607842,0.0609756097560976,0.2608695652173913,0.1917808219178083,0.0545454545454546,0.10828025477707,-0.2368421052631578,-0.1122448979591836,-0.0279329608938547
BBXK-L,0.0215899277305577,-0.0215899277305577,9.0,0.0788673837383266,2.6754681316084824e-07,0.0288154438129076,-0.0238596310673013,1.0,1.805081403864571,0.0994514030488396,-0.0075451115858348,8.34567274505198e-06,0.0378746121986173,26.86662661188232,-0.1888417704744235,8.0,1.5543349670441102,0.0843934952154432,0.1692913385826773,0.0099403578528827,0.0304259634888439,0.0495867768595041,0.0221327967806841,0.036734693877551,0.0346232179226069,0.0139720558882237,-0.0058708414872798,0.0,0.0325203252032519,0.0474226804123711,0.0672268907563025,0.0995670995670996,0.1598173515981735,0.2009456264775413,0.1869158878504673,0.1759259259259258,0.1288888888888888,0.1571753986332575,0.2182254196642685,0.1705069124423963,0.1651376146788989,0.1571753986332575,0.2574257425742574,0.2153110047846891,0.2009456264775413,0.2153110047846891,0.3439153439153439,0.3126614987080103,0.2763819095477386,0.27,0.221153846153846,0.2763819095477386,0.1813953488372093,0.2066508313539192,0.2731829573934836,0.336842105263158,0.1598173515981735,0.2450980392156863,0.2009456264775413,0.1651376146788989,0.118942731277533,0.1390134529147981,0.2605459057071959,0.3160621761658031,0.3229166666666667,0.4033149171270718,0.4514285714285715
BCPS-L^C06,0.0730155694964367,-0.0730155694964367,8.0,-0.12634697533416,3.885182004626019e-05,4.184435704338398,0.0022858180527607,1.0,1.1520324679507827,-0.0178105994787141,-0.1622404777488367,6.82353185317443e-06,-0.2037067658812181,0.1015929832890435,-1.9808459696727847,7.0,0.9107131353475488,0.0790887370455478,0.0181818181818183,-0.0677966101694914,-0.0517241379310343,-0.0350877192982455,-0.105691056910569,0.0784313725490197,-0.8135593220338984,-0.8135593220338984,-0.1129032258064515,-0.0833333333333332,0.0891089108910891,0.1111111111111111,-0.3037974683544303,0.0576923076923077,-0.3641618497109826,0.0377358490566037,0.0576923076923077,0.0576923076923077,-0.76890756302521,-0.7727272727272727,-0.7731958762886597,-0.7698744769874477,-0.979245283018868,-0.8096885813148789,-0.8113207547169812,-0.824,-0.8100172711571675,-0.8096885813148789,-0.8059964726631393,-0.8100172711571675,-0.819672131147541,-0.8187808896210873,-0.8275862068965517,-0.8205546492659054,-0.8384728340675477,-0.832572298325723,-0.828125,-0.8234349919743178,-0.844851904090268,-0.8412698412698413,-0.8382352941176471,-0.8439716312056738,-0.8297213622291022,-0.8245614035087719,-0.8053097345132744,-0.802158273381295,-0.8302469135802469,-0.8345864661654135,-0.8220064724919094
BCQE-L^A14,0.0879849093742311,-0.0879849093742311,9.0,0.0692054441163491,1.83982683982684e-07,0.0198153834471715,-0.0406481929169018,1.0,1.7022306397306397,-0.0430198625623646,0.0164028540966099,1.2257288660559589e-06,0.0586498319926687,8.769099337024512,-1.056737588652482,6.0,1.1753998316498315,0.1562848678388674,0.0684931506849313,0.0645833333333334,0.113289760348584,0.0159045725646123,0.0536082474226806,-0.0106485963213939,-0.0554528650646949,0.0872340425531914,0.0645833333333334,0.0148957298907645,0.1169398907103824,0.1561085972850679,0.101293103448276,0.1842410196987254,0.1911421911421911,0.148314606741573,0.2570725707257071,0.2839195979899498,0.2871536523929472,0.3412073490813649,0.3626666666666667,0.4116022099447514,0.5299401197604792,0.5073746312684366,0.6170886075949367,0.6430868167202575,0.82174688057041,0.864963503649635,0.9356060606060606,1.0157790927021697,0.8315412186379929,0.8315412186379929,0.8925925925925926,0.9283018867924532,0.7867132867132869,0.6948590381426203,0.8250000000000002,0.8683729433272398,0.6483870967741936,0.7263513513513515,0.680921052631579,0.7351443123938881,0.7929824561403509,0.7620689655172415,0.8447653429602888,0.9067164179104475,0.9691714836223506,0.9541108986615678,1.085714285714286
BCUB-L^L00,0.0537369470843599,-0.0537369470843599,8.0,-0.0325484764542935,1.2689164353028585e-07,0.0136665392544825,-0.0786191181401776,1.0,1.833543771043771,-0.1905712147667747,-0.021901521373536,3.271010730914817e-07,0.0085410895660202,4.058480963705278,-0.4267080745341614,6.0,1.4400252525252524,0.0489864864864864,0.0348162475822049,-0.0833333333333332,-0.0318352059925093,-0.0425925925925926,-0.0263653483992466,-0.0667870036101083,-0.1116838487972509,-0.06,-0.0897887323943661,-0.1296296296296296,-0.06,-0.0152380952380952,-0.0478821362799263,-0.0226843100189035,-0.0478821362799263,0.0360721442885771,0.0616016427104721,0.0726141078838173,0.1263616557734204,0.1696832579185521,0.196759259259259,0.1463414634146342,0.205128205128205,0.2487922705314009,0.2989949748743719,0.3428571428571427,0.4242424242424243,0.3823529411764705,0.5072886297376091,0.5205882352941176,0.3534031413612566,0.3823529411764705,0.4481792717086834,0.4899135446685878,0.3972972972972972,0.3359173126614987,0.4729344729344731,0.4281767955801103,0.2548543689320388,0.3121827411167512,0.2548543689320388,0.2309523809523808,0.2892768079800498,0.3463541666666667,0.5116959064327486,0.4942196531791907,0.4361111111111111,0.4645892351274787,0.4771428571428571
BCYN-L,0.0571287860132972,-0.0571287860132972,8.0,-0.0014763779527559,2.820308605317672e-05,3.0375411013672915,0.0133687162026127,1.0,1.371963361210673,-0.0215603467437208,-0.0344742674218172,2.78493558965068e-06,0.0694881889763779,0.2477052665147028,-0.8273894436519258,6.0,1.0461967343687777,-0.1212415130940834,-0.0513307984790873,0.0115384615384614,0.0680203045685279,0.1132275132275133,0.1311827956989246,16.533333333333335,0.1191489361702127,0.0680203045685279,0.078974358974359,0.0756646216768917,0.0992685475444095,0.127545551982851,17.456140350877195,17.456140350877195,0.0047755491881564,0.1097046413502109,0.1522453450164291,0.1459694989106754,0.1239316239316239,0.1251336898395723,0.1913929784824461,0.1459694989106754,0.2119815668202764,0.1727982162764769,0.2629051620648259,0.2955665024630542,0.3216080402010051,0.3182957393483707,0.4158815612382234,0.3697916666666667,0.2720677146311971,0.2629051620648259,0.2275379229871643,0.2078071182548793,0.0981210855949894,0.1780515117581187,0.2674698795180721,0.2629051620648259,0.2050400916380297,0.1780515117581187,0.2133794694348327,0.1155885471898197,0.2523809523809524,0.4216216216216215,0.5447870778267254,0.5516224188790559,0.4216216216216215,0.5357664233576642,0.5631500742942048
BCYO-L^K98,0.0036333008538257,-0.0036333008538257,8.0,0.2611374584562529,2.814797794117648e-07,0.0303160582340147,-0.1417976468285194,1.0,1.0664445250899013,0.2595356550580432,0.0001321200310482,6.377253332780961e-08,-0.0029500728182531,0.8564310542766299,-0.2029520295202952,5.0,1.0664445250899013,0.0283528352835283,-0.0303030303030302,0.0,-0.095890410958904,-0.1020408163265305,-0.1372549019607842,-0.043478260869565,-0.057142857142857,0.0476190476190476,0.0645161290322582,0.056,0.0076335877862594,-0.0503597122302157,-0.12,-0.2095808383233531,-0.1483870967741934,-0.1999999999999999,-0.131578947368421,-0.1428571428571428,-0.0638297872340424,-0.0075187969924812,0.0476190476190476,0.1092436974789916,0.0076335877862594,-0.095890410958904,-0.108108108108108,-0.2048192771084336,-0.1483870967741934,-0.0638297872340424,-0.057142857142857,-0.057142857142857,-0.0364963503649635,-0.0704225352112675,-0.0833333333333332,-0.095890410958904,-0.131578947368421,-0.0769230769230768,-0.108108108108108,-0.1698113207547169,-0.4260869565217391,-0.4159292035398229,-0.3917050691244239,-0.4,-0.4159292035398229,-0.4310344827586206,-0.3744075829383886,-0.4,-0.4235807860262008,-0.4358974358974358,-0.4185022026431717
BCZB-L,0.0971509971509971,-0.0971509971509971,9.0,0.0787681374000592,4.670661730091481e-07,0.0503041651150729,0.0341375150184062,1.0,0.4440085592011412,0.0387662705149971,0.0245014245014172,2.435029276162608e-05,0.1002368966538347,12.473484859200864,-1.6923076923076923,3.0,0.1786733238231098,0.0608220479923972,0.1576086956521738,0.0574712643678161,0.1017964071856287,0.0919881305637981,0.1948051948051947,0.1358024691358024,-0.0515463917525772,-0.0160427807486631,0.0109890109890109,-0.010752688172043,-0.0515463917525772,-0.0366492146596857,-0.0315789473684209,-0.065989847715736,0.0027247956403271,-0.0027100271002709,-0.0212765957446807,-0.0588235294117647,-0.0636132315521628,-0.0466321243523315,-0.086848635235732,-0.1559633027522936,-0.2186836518046708,-0.2068965517241378,-0.1674208144796379,-0.1822222222222221,-0.1598173515981734,-0.1461716937354987,-0.1153846153846154,-0.136150234741784,-0.1067961165048543,-0.0845771144278605,-0.0776942355889724,-0.0845771144278605,-0.1822222222222221,-0.1067961165048543,-0.0753768844221105,-0.0054054054054054,-0.0134048257372653,-0.0160427807486631,0.0222222222222221,-0.0416666666666666,-0.1711711711711712,-0.100244498777506,-0.0707070707070706,-0.1153846153846154,-0.2741617357001972,-0.24435318275154,-0.231732776617954
BCZR-L^G00,0.0816873597651574,-0.0816873597651574,8.0,0.015868817372179,7.228652275850918e-07,0.0778543466980492,0.0667445101973787,1.0,2.1770543656999752,0.0328602486409306,0.0029317729293363,1.9056911622942445e-07,0.024634637494761,0.9814912415451956,-3.4186229466926807,7.0,1.6770669375480876,0.1189742795575458,-0.1033057851239669,0.0341880341880342,0.0254237288135592,-0.1597222222222222,-0.1626297577854671,-0.0970149253731343,-0.0620155038759689,0.0755555555555556,-0.12,-0.2039473684210526,-0.1768707482993197,-0.1683848797250859,-0.2065573770491803,-0.24375,-0.288235294117647,-0.2666666666666666,-0.2065573770491803,-0.2013201320132013,-0.1508771929824561,-0.0434782608695651,-0.0434782608695651,-0.1167883211678832,-0.1102941176470588,-0.0833333333333333,-0.0583657587548638,-0.1102941176470588,0.0,0.0297872340425531,0.056768558951965,0.095022624434389,0.0852017937219731,0.0755555555555556,-0.0358565737051792,0.0341880341880342,-0.0727969348659003,-0.0509803921568626,0.09009009009009,0.066079295154185,0.0125523012552299,0.1578947368421053,0.0803571428571428,0.09009009009009,0.2538860103626943,0.2804232804232804,0.1578947368421053,0.0755555555555556,-0.0509803921568626,-0.0162601626016259,0.0999999999999998
BDAJ-L,0.1035703747418117,-0.1035703747418117,2.0,0.0342136854741896,6.413533389687743e-06,0.6907531764231764,0.8658749650661048,1.0,1.143730886850153,-0.1048057259713701,-0.0793744467394473,5.894054949951475e-07,0.0171068427370948,0.4332819733419404,-10.323529411764708,3.0,0.9541284403669724,-0.2027543993879112,0.0169491525423728,-0.144927536231884,-0.144927536231884,-0.1323529411764706,-0.125925925925926,-0.1386861313868614,-0.7293577981651376,-0.1571428571428571,-0.7135922330097088,-0.7242990654205608,-0.1917808219178082,-0.2027027027027027,-0.2578616352201258,-0.2848484848484848,-0.3058823529411765,-0.2578616352201258,-0.2337662337662338,-0.2236842105263158,-0.7467811158798283,-0.7142857142857143,-0.719047619047619,-0.7223529411764706,-0.7348314606741573,-0.7203791469194313,-0.7064676616915423,-0.7324263038548753,-0.7170263788968825,-0.7114914425427873,-0.6844919786096257,-0.6853333333333333,-0.7177033492822966,-0.7135922330097088,-0.7079207920792079,-0.7042606516290727,-0.7183770883054893,-0.7114914425427873,-0.6810810810810811,-0.6713091922005572,-0.7255813953488373,-0.6950904392764858,-0.8898225957049487,-0.8912442396313364,-0.8803245436105477,-0.8649885583524027,-0.8606847697756789,-0.8548585485854858,-0.8496815286624204,-0.8379120879120879,-0.8496815286624204
BDBL-L^I07,0.1257589047692757,-0.1257589047692757,9.0,-0.3680532165712361,6.996501749125437e-09,0.0007535402894805,0.0222459840521718,1.0,0.7396863970375515,-0.9937298459333572,-0.399807371480578,2.158385677457096e-06,-0.6034018187942068,0.7939057216961504,-2.358709677419355,5.0,0.6476884800092577,-0.2111717699185062,-0.8934198331788693,-0.0714285714285714,-0.123476848090983,-0.0568181818181818,-0.0714285714285714,-0.1067880794701987,-0.2181159420289856,-0.2158430232558139,-0.1148482362592289,-0.1983655274888559,-0.2584192439862544,-0.3931383577052869,-0.3975432719151313,-0.4077936333699231,-0.4051819184123485,-0.366412213740458,-0.335591133004926,-0.3550508069336522,-0.2887277521423863,-0.3205289672544081,-0.2563749138525155,-0.2679782903663501,-0.2782608695652174,-0.2203757225433527,-0.1744452945677124,-0.1312399355877617,-0.0535087719298246,-0.0226449275362319,0.0305635148042022,0.0374999999999998,0.0425120772946858,0.0855130784708249,0.1021450459652706,0.1032719836400817,0.0568070519098919,0.0425120772946858,0.0757726819541375,0.0485908649173956,-0.0468197879858658,0.0169651272384543,-0.0027726432532348,-0.0190909090909091,0.0898989898989897,0.1334033613445377,0.1192946058091284,0.1369863013698629,0.0811623246492985,0.1227887617065557,0.1883259911894272
