firms,absacc,acc,age,bm,bm_ia,cash,cashdebt,chatoia,che,chempia,chpmia,chtx,convind,currat,depr,ep,gma,herf,hire,lev,ms,mve_ia,operprof,pchcapx_ia,pchcurrat,pchdepr,pchgm_pchsale,pchquick,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pctacc,ps,quick,roaq,roeq,roic,salerec,tb,agr,egr,grltnoa,invest,lgr,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
QFLD-L,0.078130158241081,-0.078130158241081,8.0,1.200913848292364e-06,0.1762098384028749,0.124713570398031,0.1843910806174957,1.6725280693746782,-0.629,1.4008747455722286,-0.0082965611763993,-0.0117313915857605,1.0,2.2245873823846987,0.1912239191223919,3.0992821030070666e-08,0.3284257692835262,6.8351697432126754e-12,0.736842105263158,6.204747312454048e-07,3.0,0.0070134098255961,0.101150436914566,0.3859847400147129,-0.3882749689510723,0.3771799559872264,-0.2080054265881715,-0.4937255535609179,-0.3478597605039485,-0.07370200789972,-0.2039247466092751,-4.4264339152119705,3.0,1.451488508406602,0.0127229585992472,0.0204874835309617,0.0429049304309885,3.938862397820164,0.8337200823823513,0.0774998856933839,-0.0231973345068208,0.1350881440235929,0.1320012802340999,0.3460764587525151,0.065165331122778,0.0363636363636361,-0.2253521126760562,-0.2666666666666666,-0.2948717948717948,-0.3491124260355028,-0.3956043956043955,-0.4358974358974358,-0.5175438596491228,-0.506726457399103,-0.4607843137254901,-0.4270833333333332,-0.4554455445544554,-0.4554455445544554,-0.4086021505376344,-0.2948717948717948,-0.2666666666666666,-0.3529411764705882,-0.4499999999999999,-0.5175438596491228,-0.5045045045045045,-0.5,-0.5416666666666666,-0.5528455284552845,-0.5435684647302905,-0.5,-0.5278969957081545,-0.3529411764705882,-0.3125,-0.3714285714285713,-0.3604651162790697,-0.3714285714285713,-0.4148936170212765,-0.5175438596491228,-0.5217391304347825,-0.5736434108527131,-0.5278969957081545,-0.5634920634920635,-0.5955882352941176,-0.6099290780141844,-0.6071428571428571,-0.5895522388059702,-0.5510204081632653,-0.6071428571428571,-0.5089285714285714,-0.5089285714285714,-0.4387755102040815,-0.4499999999999999,-0.4499999999999999,-0.502262443438914
QFLS-L,0.0155960180650085,0.0155960180650085,7.0,5.349513940491252e-07,0.0784933064372827,0.0738950736775196,0.1103469255434449,2.7896913707964037,-6.986700000000001,0.3185547918771563,0.0002479508422451,-0.0010112223804536,1.0,0.9890880124119878,0.0934799942802715,1.2010601397296348e-07,0.2577372719374457,1.5486949852669662e-08,0.1675557248999808,1.3786950481839913e-06,3.0,0.1932338619118921,0.337524860036177,0.0825966859737569,-0.1686569515724175,0.1568030783063064,0.0110205740157769,-0.2010131361404687,-0.3345830979545733,-0.3028334310790357,0.0123680580117091,0.2290613701548034,5.0,0.7197625242868154,-0.0020572282975167,-0.0073591875003932,0.0671461126009594,5.8879069267461,0.5267412119940995,0.1853692441355342,0.2616949681831234,-0.0063138477196104,-0.0700159860990443,0.1581835722927426,-0.0093633885568701,-0.0662020905923345,0.0213523131672597,0.0250000000000001,-0.111455108359133,-0.1869688385269121,-0.158357771260997,-0.175287356321839,-0.1329305135951661,-0.0974842767295597,-0.0801282051282051,0.0474452554744524,0.0708955223880596,0.0708955223880596,0.1908713692946058,0.28125,0.3287037037037037,0.5026178010471205,0.543010752688172,0.3287037037037037,0.3105022831050228,0.386473429951691,0.4278606965174132,0.53475935828877,0.4568527918781726,0.3932038834951457,0.1762295081967213,0.1619433198380566,0.2986425339366516,0.4207920792079207,0.6686046511627908,0.9133333333333332,0.8758169934640523,1.2076923076923078,0.8397435897435896,1.0500000000000005,0.9006622516556293,0.413793103448276,0.2109704641350211,-0.0681818181818181,-0.1432835820895522,-0.2752525252525252,-0.3133971291866028,-0.2878411910669975,-0.2913580246913579,-0.1483679525222552,-0.0528052805280526,0.0871212121212121,0.2161016949152543,0.1167315175097276
QFNN-L^I20,0.0301624700115414,0.0301624700115414,7.0,1.1546343828603556e-05,1.6941926209572231,0.2032382024913809,0.299814809736129,1.1136701165978966,-41.3441,0.3020817994291508,-0.002716279083894,-0.0242524279190726,1.0,2.441839091150515,0.1011200619953863,9.567404871124526e-07,0.1824856067367055,5.98438521110505e-10,0.1588911426639621,5.391652033827029e-06,5.0,0.0112944701499771,0.1881671837636033,-0.0379401252170738,-0.2427090765919789,0.2617530556771414,-0.2069830425695484,-0.2970422566219031,-0.4106712444140516,0.1934084186310483,-0.0643516531187801,0.5140983902602972,3.0,1.9089730896648107,-0.0918363642182473,-0.1346041201368911,0.0921359773456265,4.200149050675289,0.8494205372346781,0.0805076715595853,0.0408973128121347,0.0391516130233229,0.0797747287820873,0.1763746827171972,0.0264590893417575,-0.375,-0.3846153846153846,-0.4666666666666667,-0.6000000000000001,-0.6923076923076923,-0.8333333333333333,-0.8518518518518519,-0.8545454545454545,-0.864406779661017,-0.8490566037735849,-0.8461538461538461,-0.8490566037735849,-0.8461538461538461,-0.84,-0.8545454545454545,-0.8666666666666667,-0.8461538461538461,-0.8461538461538461,-0.8367346938775511,-0.8333333333333333,-0.8367346938775511,-0.8545454545454545,-0.8688524590163934,-0.873015873015873,-0.8805970149253731,-0.8918918918918919,-0.8873239436619719,-0.9047619047619048,-0.9058823529411764,-0.9,-0.9292035398230089,-0.9080459770114944,-0.9,-0.9069767441860466,-0.92,-0.9245283018867924,-0.9432624113475178,-0.9483870967741936,-0.9550561797752808,-0.9555555555555556,-0.9597989949748744,-0.956989247311828,-0.948051948051948,-0.9420289855072465,-0.9398496240601504,-0.9432624113475178,-0.9473684210526316,-0.9333333333333332,-0.9407407407407408
QFPI-L,0.1306173223448919,0.1306173223448919,9.0,1.038325753949258e-06,0.1523533212420741,0.1650353647210116,0.6421146421146422,1.8260606511439053,0.5325,0.1894421364119025,0.0029566036536745,0.0013536277222957,1.0,2.7279933249895705,0.0735331796054317,1.4739907451731294e-07,0.2595496246872394,4.918510445712612e-12,0.0996441281138788,2.758995532152545e-07,4.0,0.0108706528330321,0.255370112811003,-0.1521349712466043,0.5630356746549275,0.1326634403600618,-0.5948754673696224,1.699939591618511,0.9597460646705148,-1.6883954984928002,0.9292319363470282,0.9945872801082544,6.0,2.025657071339174,0.0338117786327315,0.04389377131057,0.1138232381936372,2.979951397326853,0.3015983338162588,0.503030303030303,0.6089476124246639,0.1044494302152518,0.0104531554072838,0.2112521891418565,0.8400075025790116,0.0,0.0909090909090908,0.0,-0.0769230769230769,0.0,0.0909090909090908,0.0,0.1999999999999999,0.0909090909090908,0.1999999999999999,0.0,-0.0769230769230769,-0.142857142857143,-0.142857142857143,0.1999999999999999,0.3333333333333332,0.3333333333333332,0.1999999999999999,0.1999999999999999,0.1999999999999999,0.1999999999999999,0.0909090909090908,0.0,0.0,-0.0769230769230769,0.0909090909090908,0.1999999999999999,0.5,0.0,0.0909090909090908,0.0,0.0,0.0,0.1999999999999999,0.1999999999999999,0.0,0.0,0.1999999999999999,0.1999999999999999,0.0,0.0909090909090908,-0.0769230769230769,-0.142857142857143,-0.142857142857143,-0.1999999999999999,-0.25,-0.142857142857143,-0.1999999999999999,-0.1999999999999999
QFPO-L^F12,0.0545755237045204,-0.0545755237045204,9.0,9.600035737666932e-07,0.1408611240849216,0.1870986870755232,0.1655088174669822,2.7214427638618224,0.1597,0.0068883592561781,0.0011412635516107,0.0015551498642866,1.0,1.163526030022357,0.1668099742046431,1.4378362111934976e-07,0.6457065584854632,4.443243487367699e-12,0.0036231884057971,1.3983783496506877e-06,3.0,0.0026238909157457,0.3369781312127237,2.934521819169196,0.0689108483957777,0.0294947999278387,0.0546709350317907,0.063265812785076,-0.1596691830887053,0.100305049048038,-0.0336065685059132,-0.8534482758620692,7.0,0.932130309805174,0.0182059282371294,0.0477984845381937,0.1268264172998246,7.018441851712457,0.6893120110962727,0.1025789626195305,0.1548210735586481,-0.0285740536567438,0.0509031198686371,0.0693522906793049,0.0251223132318179,0.0421052631578948,-0.0206185567010309,0.0326086956521738,0.021505376344086,-0.0052356020942407,-0.0104166666666666,0.1176470588235294,0.1111111111111111,0.0106382978723404,-0.0865384615384615,-0.1244239631336405,-0.1284403669724771,-0.2244897959183674,-0.073170731707317,-0.0256410256410256,0.0326086956521738,0.2337662337662336,0.2025316455696202,0.1728395061728393,0.1728395061728393,0.1515151515151516,0.144578313253012,0.2337662337662336,0.2179487179487178,0.7272727272727271,0.7272727272727271,0.7272727272727271,0.6964285714285712,0.52,0.6964285714285712,0.7592592592592591,0.9387755102040816,0.4960629921259842,0.4960629921259842,0.4960629921259842,0.4393939393939392,0.4074074074074072,0.3475177304964538,0.2101910828025477,0.2101910828025477,0.0919540229885056,0.0439560439560438,-0.1363636363636364,-0.107981220657277,-0.184549356223176,-0.184549356223176,-0.2083333333333333,-0.2181069958847737,-0.2692307692307693
QFPT-L^A15,0.1747296528173022,-0.1747296528173022,5.0,-1.120442895017334e-07,-0.0164402352218182,0.0743433743878913,-0.1924729782523766,1.3953514527070403,0.6785,0.5069832412547112,0.0343294206992112,0.0047083141938447,1.0,0.4073917931422147,0.7115384615384616,-6.991231408365984e-08,0.4779513091410197,1.9354468752408111e-13,0.2666666666666666,3.976003288084576e-07,2.0,0.0117464033233227,0.5845896147403686,-0.3526091243902778,0.1061843536062407,0.6193633952254642,-0.0579063972729129,0.1061843536062407,0.8169934640522876,1.0471821432975708,0.6183319635239325,-0.6079207920792079,4.0,0.4073917931422147,0.0593108642440218,-0.1081359423274974,-0.247631195335277,4.769607843137255,1.8888234634764005,0.4212218649517684,0.016750418760469,0.3247960538797192,0.0052824988516306,0.2779590625927024,0.8169934640522876,-0.0557939914163089,-0.0489795918367347,-0.0717131474103585,-0.1433823529411765,-0.2284768211920529,-0.3106508875739644,-0.356353591160221,-0.3786666666666666,-0.3868421052631579,-0.3668478260869565,-0.3702702702702702,-0.3342857142857143,-0.3380681818181817,-0.3616438356164383,-0.3835978835978835,-0.3380681818181817,-0.2360655737704917,-0.3246376811594202,-0.4246913580246912,-0.4246913580246912,-0.1678571428571428,-0.0489795918367347,-0.0085106382978723,-0.0085106382978723,-0.0411522633744856,0.0264317180616739,0.059090909090909,0.0990566037735849,0.1365853658536586,0.2944444444444445,0.2526881720430107,0.8203125,0.9416666666666668,1.19811320754717,1.284313725490196,1.284313725490196,1.1574074074074074,1.1574074074074074,1.262135922330097,1.262135922330097,1.1775700934579438,1.19811320754717,1.2403846153846154,1.2190476190476192,1.19811320754717,1.2190476190476192,1.1574074074074074,1.2190476190476192,1.2190476190476192
QFRM-L^I19,0.1190987756063103,-0.1190987756063103,4.0,7.710335857117276e-06,1.1313359716406282,0.1366707524888636,-0.0598809133105162,2.7182076400220545,-342.54999999999995,0.9195248000317792,-0.0044203636441913,-0.0074243774129226,1.0,0.4535916274644537,0.2191751006638372,-3.500542227570813e-06,0.3121612613395935,1.2293518694221858e-06,0.4836582225774493,3.70195618020769e-05,3.0,0.0806302877956537,0.2222157570115207,-0.1948653846794853,0.0489906804448832,0.1827342258468255,-0.0993893226133513,0.0483281020640911,-0.1022565581981512,0.0470206432080049,0.0894949476078277,-1.5542538889955828,4.0,0.4433638141550821,-0.0213488694909372,-0.0955381674829769,0.1386778645107332,17.038214347750564,1.8888234634764005,-0.0305480682839173,-0.3326544862097055,-0.08136625853542,-0.0073037127206329,0.0676050330560888,0.1033509184373628,-0.6382978723404256,0.2368421052631577,0.0930232558139534,-0.2656250000000001,-0.6492537313432836,-0.6887417218543046,-0.7251461988304093,-0.7202380952380952,-0.7473118279569892,-0.75,-0.7526315789473684,-0.7359550561797753,-0.7417582417582418,-0.7298850574712643,-0.75,-0.7539267015706806,-0.7359550561797753,-0.7718446601941747,-0.8112449799196788,-0.8272058823529412,-0.7991452991452992,-0.793859649122807,-0.7956521739130434,-0.7783018867924528,-0.7661691542288557,-0.7982832618025751,-0.793859649122807,-0.7920353982300885,-0.7707317073170732,-0.8025210084033614,-0.8192307692307692,-0.8008474576271186,-0.7740384615384616,-0.7473118279569892,-0.7344632768361582,-0.7098765432098766,-0.7251461988304093,-0.7853881278538812,-0.7956521739130434,-0.7638190954773869,-0.7882882882882883,-0.8049792531120332,-0.81640625,-0.840677966101695,-0.8443708609271523,-0.8278388278388278,-0.8333333333333334,-0.8178294573643411,-0.8401360544217688
QFRP-L^B15,0.0204432994299213,-0.0204432994299213,7.0,5.501524632119217e-07,0.0807237561440091,0.0345962733178107,0.0577404123962166,0.4677273114864424,-6.1789000000000005,0.4148423725727281,0.4935036106482829,-0.0027068378592744,1.0,2.471157853659096,0.0713349382082557,-1.9553574288205032e-08,0.1176717365700874,2.1722618342970028e-10,0.2182017543859648,1.2621121013427886e-06,4.0,0.3076941932062297,0.1739183754003066,-0.0288422387513758,2.840479764526379,0.2402533242513416,-13.639677466199698,4.074278470433572,17.840632674769726,14.056853629628806,18.43960381697916,-1.678991657206696,5.0,1.3932206089013133,-0.0030495247089009,-0.0107338359204246,0.0069455235235998,2.716709483715978,1.8888234634764005,0.3347348977633576,-0.0520472930927194,-0.1712884073587135,0.1872133476537582,0.6246026794997475,18.3851208706253,0.0794392523364486,-0.16078431372549,-0.377906976744186,-0.4754901960784313,-0.5317286652078774,-0.5605749486652978,-0.5977443609022557,-0.627177700348432,-0.6123188405797101,-0.6385135135135135,-0.6409395973154361,-0.5868725868725868,-0.6212389380530974,-0.5641547861507128,-0.4767726161369192,-0.485576923076923,-0.4055555555555555,-0.4136986301369862,-0.5317286652078774,-0.5377969762419006,-0.4338624338624338,-0.4022346368715084,-0.4455958549222797,-0.4793187347931873,-0.4153005464480874,-0.4216216216216216,-0.4540816326530612,-0.4512820512820512,-0.3885714285714285,-0.4323607427055702,0.0594059405940594,0.0046948356807512,0.3544303797468355,0.3374999999999999,0.7983193277310927,0.6850393700787403,0.1567567567567567,-0.0530973451327432,-0.3006535947712417,-0.2671232876712328,-0.3954802259887006,-0.4338624338624338,-0.4793187347931873,-0.4278074866310161,-0.4262734584450401,-0.3118971061093246,-0.2866666666666666,-0.2569444444444444,-0.2866666666666666
QFTE-L,0.0379766453306338,0.0379766453306338,7.0,3.128087850686363e-07,0.0458983677691132,0.4229028910917435,0.9506236122157198,2.608548952590225,5.747600000000006,-0.1688348166325874,0.0182295167107956,0.0071392399391838,1.0,3.4497257172888687,0.046999238267431,1.560610344741973e-07,1.0613485980371082,8.737355778351507e-09,-0.0888049428562282,2.2737902298428867e-07,4.0,0.9380615909057822,1.2449738085183832,0.4944309235856828,3.850622709509727,-0.2416185554301246,0.7762198164425984,4.593211421147762,0.2459292735772962,0.3724618759287378,0.5062393344359439,0.102027531897026,7.0,2.9034159255348144,0.0689319838254131,0.1378583516191284,0.4802398113430097,5.834327667416416,0.3260482645106645,0.8593625340217451,0.9001954137615237,0.1742839531142468,0.3633818929932493,0.8253344002597734,1.0587139445369318,-0.0264900662251655,0.1526717557251908,-0.2135416666666666,-0.3348017621145375,-0.3708333333333333,-0.3333333333333333,-0.3947895791583167,-0.3258928571428572,-0.2860520094562648,-0.3120728929384965,-0.2740384615384615,-0.1564245810055866,-0.0985074626865671,-0.0351437699680511,0.0,0.0202702702702703,0.2851063829787232,0.1705426356589148,-0.1420454545454545,-0.2031662269129287,0.0272108843537415,0.4731707317073172,0.5252525252525253,0.4380952380952381,1.0133333333333332,1.0972222222222223,1.0684931506849318,0.8875,1.2043795620437954,0.7159090909090908,1.0133333333333332,4.298245614035088,4.592592592592593,4.921568627450981,9.066666666666666,9.785714285714285,7.388888888888889,1.2878787878787876,0.1984126984126983,0.0981818181818181,-0.1587743732590528,-0.2354430379746835,-0.1703296703296704,-0.151685393258427,-0.0792682926829267,0.1185185185185184,0.3130434782608697,0.2479338842975207,0.2377049180327868
QFVY-L^I17,0.0358492057219631,-0.0358492057219631,6.0,1.2719955675587844e-07,0.0186639644240441,0.4816638199537828,-1.6804231502552431,0.959337463522232,3.6795,1.3457841656901746,0.1469598377629336,0.0125942841325859,1.0,3.453417550191744,0.2861646234676007,-5.6168456483106363e-08,0.4552490385071934,2.519379141237686e-12,0.7078651685393259,3.653393802330519e-08,4.0,0.139721112825037,-1.1748364863914482,0.822056480470091,0.1355305165037257,-0.7056140724327775,-0.2977089919281646,0.1355305165037257,1.3329456720385446,0.5348208551618966,1.1323512504564688,-0.0783257355988396,4.0,3.453417550191744,0.0132424537487828,0.0165919419282032,-0.9575372692535388,2.28808864265928,1.8888234634764005,1.00389345235269,1.3058583585343553,0.2396585789931235,0.079815773230141,0.3763519438760597,1.3329456720385446,-0.1578947368421053,0.1176470588235294,0.0555555555555555,0.0857142857142858,0.2258064516129032,0.357142857142857,0.52,0.4615384615384614,0.52,0.8999999999999999,0.8999999999999999,0.8095238095238095,0.7272727272727273,0.6521739130434783,0.6521739130434783,0.8095238095238095,1.1111111111111112,0.5833333333333335,0.8095238095238095,1.375,1.5333333333333337,1.1111111111111112,1.2352941176470589,2.166666666666667,1.714285714285714,1.714285714285714,1.375,2.8,4.428571428571428,6.6,8.5,8.5,6.6,11.666666666666668,11.666666666666668,8.5,5.333333333333334,4.428571428571428,2.4545454545454546,2.166666666666667,2.4545454545454546,2.8,3.75,4.428571428571428,2.8,1.5333333333333337,1.714285714285714,1.5333333333333337,1.375
QFWB-L,0.0788903840337638,-0.0788903840337638,7.0,1.429494749802528e-06,0.2097494663906468,0.0357838885393362,0.1761720937800032,1.885403410878029,-1.959299999999999,-0.1975817011861316,0.0035371590985589,5.825217003554237e-05,1.0,1.1285266446212203,0.086824963770979,1.1589101954017338e-07,0.3663576905523594,3.639075646916915e-07,-0.1039254345355453,1.691284226793e-06,5.0,0.8977872342590656,0.3960218883458264,-0.1172382566226213,-0.1021306234722405,0.0136999546315917,-0.0150882237978141,-0.1492224294767015,0.0452774480048155,0.126353020252865,0.0438639245750433,-2.2767852491231872,6.0,0.688401278827094,0.0064991534229721,0.0149129474974333,0.0708992970996807,6.348623570544017,0.7336051023131186,0.0088043025625149,0.1108716493634402,-0.0534476584222179,0.0452237544319368,-0.0682534366889584,0.1426779687726827,0.0066964285714283,-0.0528541226215645,-0.1779816513761467,-0.232876712328767,-0.2989045383411579,-0.2727272727272727,-0.2432432432432432,-0.263157894736842,-0.1854545454545454,-0.1300970873786407,-0.1284046692607002,-0.0627615062761506,-0.1267056530214424,-0.1450381679389312,-0.0781893004115226,-0.0303030303030302,0.2108108108108108,0.0926829268292686,0.0067415730337079,-0.044776119402985,0.1487179487179488,0.2409972299168976,0.3373134328358209,0.3137829912023462,0.3023255813953489,0.4736842105263159,0.5774647887323945,0.6000000000000003,1.14354066985646,0.9393939393939394,1.545454545454546,1.835443037974684,2.555555555555556,1.545454545454546,1.1960784313725492,1.8000000000000005,0.9735682819383262,0.6905660377358493,0.4000000000000001,0.7920000000000003,0.6231884057971018,0.2691218130311616,0.1116625310173697,0.0566037735849056,0.1370558375634518,0.1820580474934037,0.0541176470588236,0.1666666666666667,0.0181818181818183
QFWC-L^D19,0.0788903840337638,-0.0788903840337638,7.0,3.9471127592574354e-06,0.5791590316455018,0.0357838885393362,0.1761720937800032,1.885403410878029,-1.959299999999999,-0.1975817011861316,0.0035371590985589,5.825217003554237e-05,1.0,1.1285266446212203,0.086824963770979,3.199976229178608e-07,0.3663576905523594,3.639075646916915e-07,-0.1039254345355453,4.669964371696842e-06,4.0,0.3251445337615608,0.3960218883458264,-0.1172382566226213,-0.1021306234722405,0.0136999546315917,-0.0150882237978141,-0.1492224294767015,0.0452774480048155,0.126353020252865,0.0438639245750433,-2.2767852491231872,6.0,0.688401278827094,0.0064991534229721,0.0149129474974333,0.0708992970996807,6.348623570544017,0.7336051023131186,0.0088043025625149,0.1108716493634402,-0.0534476584222179,0.0452237544319368,-0.0682534366889584,0.1426779687726827,0.0,0.0,0.0,-0.1182608695652173,-0.1182608695652173,-0.1182608695652173,0.014,0.014,-0.025,0.1118421052631579,0.0718816067653276,0.195754716981132,0.0606694560669456,0.0039603960396039,0.1790697674418606,0.2129186602870814,0.4083333333333334,0.2611940298507464,0.2675,0.1393258426966293,0.4485714285714286,0.56,0.6900000000000002,0.6900000000000002,0.8107142857142859,0.7186440677966102,0.7482758620689656,0.8107142857142859,0.8847583643122678,0.8107142857142859,1.414285714285714,1.5736040609137056,2.270967741935484,1.391509433962264,1.028,1.522388059701493,0.9960629921259844,0.625,0.4485714285714286,0.667763157894737,0.7303754266211604,0.3520000000000001,0.2129186602870814,0.1736111111111111,0.1790697674418606,0.1763341067285384,0.0453608247422681,0.2129186602870814,0.0879828326180258
QFZD-L^G12,0.0657276995305164,-0.0657276995305164,8.0,5.531831073736039e-07,0.0811684419295431,0.199362419643798,-0.0297504112136165,1.1714778911760746,0.0405,-0.0138772785014975,-0.0076646826317927,-0.0002955015570658,1.0,0.8754294904598289,0.504725897920605,-1.0970127377203293e-07,0.2361436767273634,6.7814902213674514e-12,-0.0072992700729927,1.5717305655906737e-06,3.0,0.0093883199959671,0.7008787346221441,-0.2984465943115205,-0.101794025269554,0.0307782422322213,0.1027984434064707,-0.101794025269554,0.082205937617437,0.1186341917267217,1.082205937617437,-1.33,5.0,0.8754294904598289,0.0035595311200839,0.0136733224085922,0.0992594116436947,5.310742277547257,1.8888234634764005,-0.0819905213270143,-0.1580843585237259,-0.0822701676355451,0.0009478672985782,-0.0518286311389759,0.082205937617437,-0.0238095238095238,-0.1923076923076924,-0.34375,-0.3538461538461539,-0.3538461538461539,-0.3636363636363636,-0.373134328358209,-0.373134328358209,-0.373134328358209,-0.2758620689655172,-0.3538461538461539,-0.3823529411764707,-0.3823529411764707,-0.3823529411764707,-0.4,-0.4,-0.4,-0.4166666666666666,-0.4166666666666666,-0.4324324324324324,-0.4324324324324324,-0.4324324324324324,-0.4,-0.3538461538461539,-0.3823529411764707,-0.4166666666666666,-0.4473684210526316,-0.4324324324324324,-0.3538461538461539,-0.3538461538461539,-0.3225806451612903,-0.3225806451612903,-0.4166666666666666,-0.44,-0.4166666666666666,-0.4166666666666666,-0.3636363636363636,-0.3823529411764707,-0.4750000000000001,-0.5882352941176471,-0.5578947368421052,-0.5333333333333334,-0.5227272727272727,-0.5227272727272727,-0.5333333333333334,-0.5384615384615385,-0.5434782608695652,-0.5434782608695652,-0.5625
QGCY-L^I16,0.1656741678681125,-0.1656741678681125,7.0,-1.2265917732282654e-06,-0.1799775549713117,0.1475836431226765,0.0665194855058552,1.942816882614367,4.181,0.019301392433555,-0.0084399714780394,-0.0086409511959076,1.0,0.2701087265896282,0.3674316089718656,-4.129679056394225e-06,0.3849196906603213,1.3386508645886884e-11,0.0101522842639593,3.596698466000855e-05,3.0,0.0004710891593234,0.2632911392405071,0.3630434241179428,-0.1661784624518439,-0.0669834623928209,-0.2147089156593318,-0.0270120256038215,0.1377429091389016,-0.4405493872637599,-0.0836364116540263,-1.4728336584006687,4.0,0.1400922183639779,0.1427861685214626,-4.044090056285178,-0.1272522522522522,13.152377082486796,1.8888234634764005,-0.1019631171921474,-1.4497890295358649,-0.2893186234564029,0.0534800713860795,0.0002559999999999,0.029582034480565,14.0,-0.5,-0.7777777777777778,-0.8181818181818181,-0.8333333333333333,-0.9,-0.9,-0.9230769230769232,-0.925925925925926,-0.9411764705882352,-0.9333333333333332,-0.9166666666666666,-0.9166666666666666,-0.9230769230769232,-0.9166666666666666,-0.9166666666666666,-0.9130434782608696,-0.92,-0.9310344827586208,-0.9333333333333332,-0.9285714285714286,-0.9285714285714286,-0.9285714285714286,-0.9285714285714286,-0.9411764705882352,-0.9473684210526316,-0.9444444444444444,-0.9411764705882352,-0.9230769230769232,-0.9333333333333332,-0.9411764705882352,-0.875,-0.8888888888888888,-0.9166666666666666,-0.92,-0.9333333333333332,-0.935483870967742,-0.945945945945946,-0.9642857142857144,-0.9642857142857144,-0.9545454545454546,-0.9782608695652174,-0.984,-0.9850746268656716,-0.987012987012987,-0.984251968503937,-0.9882352941176472,-0.9891304347826086,-0.9894179894179894
QGHS-L,0.4664403238443458,-0.4664403238443458,5.0,7.573211593169503e-07,0.1111215757000995,0.1193771626297577,-1.3663840766678952,-0.1029626718885069,-0.2715,1.0562150859473154,-0.0859546882484808,-0.0156769596199524,1.0,1.5536684782608696,0.1142611683848797,-1.295950646959487e-06,0.0786278081360049,1.842115200650325e-13,0.5555555555555558,8.960283769993327e-07,2.0,0.0016061596627053,-0.7545192559601781,0.2384019818845597,-0.4931121847534417,0.1296952039444197,-0.2969905396943356,-0.5189092622026252,-0.5093387189143223,0.00613933751201,-0.7551675243425077,-0.69765625,1.0,1.3980978260869563,0.0093741748085555,-0.0664794007490636,-0.3477792151789564,2.178427997705106,1.8888234634764005,-0.2563752276867031,-0.4121037463976945,0.1183947070601549,0.0560109289617486,-0.0418621436304583,-0.5222697533970809,0.0,-0.1666666666666666,-0.375,-0.375,-0.4444444444444444,-0.4444444444444444,-0.375,-0.4444444444444444,-0.5,-0.5,-0.375,-0.5238095238095237,-0.5652173913043479,-0.5238095238095237,-0.5238095238095237,-0.6296296296296297,-0.6666666666666666,-0.6296296296296297,-0.7058823529411764,-0.7058823529411764,-0.7058823529411764,-0.7222222222222222,-0.6875,-0.6875,-0.7142857142857142,-0.75,-0.75,-0.75,-0.75,-0.7727272727272727,-0.7674418604651163,-0.75,-0.7560975609756098,-0.75,-0.7727272727272727,-0.7727272727272727,-0.6875,-0.8181818181818181,-0.8214285714285714,-0.8245614035087719,-0.8214285714285714,-0.8214285714285714,-0.8181818181818181,-0.8,-0.8148148148148149,-0.8214285714285714,-0.8484848484848485,-0.8666666666666667,-0.868421052631579
QGKC-L^K13,0.1039847889529615,0.1039847889529615,16.0,2.942650004648686e-06,0.4317744212315294,0.1004216103275875,0.7450273624135245,1.052252681703149,-0.75,0.4013166915049289,-0.0004296025598539,0.0008376435126222,1.0,5.58532667595603,0.666424301179512,3.32127492329668e-07,0.3797420644674958,5.24721438058496e-12,0.211087420042644,6.072346234141641e-07,5.0,0.0051306029545019,0.1536767204177195,-0.038537572749901,-0.010053173778971,0.0916441381800831,0.03130741169557,-0.0225770513109825,-0.140981552037,-0.1263008761903797,0.0045256963181972,1.0603448275862069,2.0,5.023842700108376,-0.00016979771803,-0.000221708536869,0.1099376120372069,0.9824740018907716,0.4586868023978508,0.101217573701719,0.0877382770242563,-0.0132176387001978,0.0287530930960457,0.1715724244771493,0.0951922869063318,-0.2777777777777777,-0.0526315789473684,-0.0526315789473684,-0.1428571428571429,-0.1,-0.1818181818181818,-0.2173913043478261,-0.1818181818181818,-0.1818181818181818,-0.1818181818181818,-0.1818181818181818,-0.1818181818181818,-0.1818181818181818,-0.1818181818181818,-0.25,-0.1428571428571429,-0.25,-0.2173913043478261,-0.3076923076923077,-0.1818181818181818,-0.1,-0.25,0.0,-0.1,-0.1818181818181818,-0.25,-0.25,-0.28,-0.3333333333333333,-0.1,0.1999999999999999,0.5,0.125,0.0588235294117645,-0.25,-0.4705882352941177,-0.4193548387096775,-0.4375,-0.5263157894736843,-0.55,-0.4545454545454546,-0.6086956521739131,-0.5909090909090909,-0.5909090909090909,-0.6000000000000001,-0.5,-0.55,-0.5714285714285714,-0.5813953488372093
