firms,age,agr,bm,bm_ia,cashdebt,chatoia,chpmia,convind,depr,egr,ep,grltnoa,herf,lev,lgr,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BBVN-L^I99,8.0,0.0908761766835627,2.403147564437887e-07,0.0127397332440058,0.1784651992861392,0.9577818504892448,-0.24665524585954,1.0,0.1764705882352941,0.1497326203208555,3.632664922987504e-08,-0.0412121212121204,1.388880607185874e-08,3.20419675258385e-07,0.0475030450669915,0.7294141054354554,-0.0957588137726749,-0.0854119017899022,-0.0267211568689091,0.4923929206119842,0.0129870129870131,-0.0253164556962025,0.013157894736842,0.013157894736842,0.013157894736842,0.0547945205479452,0.2319999999999999,0.3628318584070797,0.2419354838709677,0.203125,0.1755725190839694,0.1755725190839694,0.1666666666666667,0.193798449612403,0.2622950819672132,0.3999999999999999,0.375,0.4128440366972477,0.54,0.6041666666666667,0.6739130434782608,0.6923076923076923,0.8554216867469882,0.7906976744186047,0.7906976744186047,0.6210526315789475,0.7906976744186047,0.6739130434782608,0.4951456310679611,0.4807692307692308,0.0620689655172415,0.0065359477124182,-0.0609756097560975,0.1159420289855073,0.0547945205479452,-0.0666666666666665,-0.019108280254777,-0.3245614035087718,-0.2142857142857143,-0.1396648044692737,-0.2102564102564101,-0.2338308457711442,-0.2142857142857143,-0.3,-0.3815261044176707,-0.3937007874015747,-0.3304347826086956,-0.2701421800947866,-0.2299999999999999
BBXK-L,8.0,0.1128266241390791,2.852738687308097e-07,0.0151231370178724,0.3891721117254254,1.040051373700554,0.0132240446185535,1.0,0.0467856726169641,0.1089396753613826,4.51912143736592e-08,-0.0043297942932972,7.577602193693775e-06,1.5287870666982438e-07,0.1204323995127891,19.622662945734785,-0.059030404896552,-0.01317957692824,0.0624550062440315,0.695520604993386,0.0059055118110236,0.0325203252032519,0.0474226804123711,0.0672268907563025,0.0995670995670996,0.1598173515981735,0.2009456264775413,0.1869158878504673,0.1759259259259258,0.1288888888888888,0.1571753986332575,0.2182254196642685,0.1705069124423963,0.1651376146788989,0.1571753986332575,0.2574257425742574,0.2153110047846891,0.2009456264775413,0.2153110047846891,0.3439153439153439,0.3126614987080103,0.2763819095477386,0.27,0.221153846153846,0.2763819095477386,0.1813953488372093,0.2066508313539192,0.2731829573934836,0.336842105263158,0.1598173515981735,0.2450980392156863,0.2009456264775413,0.1651376146788989,0.118942731277533,0.1390134529147981,0.2605459057071959,0.3160621761658031,0.3229166666666667,0.4033149171270718,0.4514285714285715,0.5255255255255256,0.4682080924855492,0.4767441860465116,0.5255255255255256,0.5974842767295596,0.5393939393939395,0.4941176470588235,0.5727554179566563,0.5440729483282676
BCPS-L^C06,7.0,0.1099724686448455,3.064447842746034e-05,1.6245464337886175,0.1058438323012314,0.8910368384372044,0.037064462177385,1.0,0.0433481884955021,0.0021370903910082,2.856052803443899e-06,0.0577600579920144,6.2566111271732764e-06,5.531423961313996e-05,0.1845181019514344,0.1122821336946647,0.0527318533431408,0.0511102037533302,0.0970849472418859,0.493768054924171,0.0333333333333334,0.188118811881188,0.2121212121212121,-0.2405063291139241,0.1538461538461537,-0.3063583815028902,0.1320754716981131,0.1538461538461537,0.1538461538461537,-0.7478991596638656,-0.7520661157024793,-0.7525773195876289,-0.7489539748953975,-0.9773584905660376,-0.7923875432525952,-0.7941680960548885,-0.808,-0.7927461139896373,-0.7923875432525952,-0.7883597883597884,-0.7927461139896373,-0.8032786885245902,-0.8023064250411862,-0.8119122257053292,-0.8042414355628059,-0.8237885462555066,-0.817351598173516,-0.8125,-0.8073836276083467,-0.8307475317348378,-0.8268398268398268,-0.8235294117647058,-0.8297872340425532,-0.8142414860681114,-0.8086124401913876,-0.7876106194690266,-0.7841726618705036,-0.8148148148148149,-0.8195488721804511,-0.8058252427184466,-0.7983193277310925,-0.7876106194690266,-0.7905759162303665,-0.7864768683274022,-0.7837837837837838,-0.7619047619047619,-0.7556008146639511,-0.7345132743362832,-0.6923076923076923
BCQE-L^A14,8.0,0.1314950650946657,2.3394556025369978e-07,0.0124020849795329,0.1869425615412058,0.9474930370934715,0.0040822092587587,1.0,0.12724033120218,0.0994618091492443,4.2503523608174776e-08,-0.009260927534141,9.7883386961005e-07,3.974850246652573e-07,0.1579521396035157,6.170171852922368,0.1544488819567726,0.21102413568167,0.21102413568167,0.9557942655873704,-0.0466732869910626,0.1005464480874316,0.1391402714932126,0.0851293103448276,0.1668597914252607,0.1736596736596736,0.1314606741573034,0.2386223862238621,0.265075376884422,0.2682619647355164,0.321522309711286,0.3426666666666667,0.3908839779005524,0.5074850299401199,0.4852507374631267,0.5933544303797469,0.6189710610932477,0.7950089126559714,0.8375912408759123,0.9071969696969696,0.9861932938856016,0.8046594982078854,0.8046594982078854,0.8648148148148147,0.9000000000000001,0.7604895104895106,0.669983416252073,0.798214285714286,0.8409506398537478,0.6241935483870968,0.7010135135135136,0.65625,0.7096774193548387,0.7666666666666666,0.7362068965517243,0.8176895306859207,0.8787313432835819,0.9402697495183044,0.9254302103250478,1.0551020408163263,1.189130434782609,1.151709401709402,1.2477678571428572,1.12,1.189130434782609,1.2886363636363636,1.692513368983957,1.927325581395349,1.805013927576602
BCUB-L^L00,7.0,0.0539291217257319,1.4827938217540537e-07,0.0078606898821151,0.1869063193219953,1.0939481976149616,-0.0952941782657119,1.0,0.120918984280532,0.1691455234762321,4.597437566575926e-08,-0.0495123780945221,3.173850314880684e-07,3.2592614510592973e-07,0.0049036378150302,3.673839463378513,0.0989137974386909,0.0421067455287987,0.0421067455287987,0.675316188384132,-0.0437710437710439,0.08,0.1314285714285714,0.0939226519337017,0.1228733459357278,0.0939226519337017,0.1903807615230461,0.2197125256673511,0.2323651452282158,0.2941176470588236,0.3438914027149322,0.375,0.3170731707317074,0.3846153846153848,0.4347826086956523,0.4924623115577891,0.5428571428571429,0.6363636363636365,0.588235294117647,0.7317784256559767,0.747058823529412,0.554973821989529,0.588235294117647,0.6638655462184875,0.7118155619596542,0.6054054054054054,0.5348837209302326,0.6923076923076925,0.6408839779005526,0.441747572815534,0.5076142131979697,0.441747572815534,0.4142857142857143,0.4812967581047382,0.5468750000000002,0.736842105263158,0.7167630057803469,0.6500000000000001,0.6827195467422098,0.6971428571428573,0.8276923076923077,0.8857142857142859,0.9475409836065576,0.993288590604027,0.9603960396039606,0.879746835443038,1.0,0.9668874172185432,1.1063829787234043
BCYN-L,7.0,0.5749496202139204,4.308458426105485e-07,0.0228402998857509,0.3104388792462187,0.7913865382387869,1.0296304710038424,1.0,0.0845261121856866,0.3089903986034332,7.804831334243098e-08,0.2597074227920217,3.850528561627884e-06,4.971150853503795e-07,0.8055652173913044,14.189234723215865,0.3575370524997391,1.2530594405594406,1.2530594405594406,0.8728783592666994,-0.0030674846625766,0.0219435736677116,0.0482315112540192,16.157894736842106,16.157894736842106,-0.0659025787965617,0.0316455696202531,0.071193866374589,0.065359477124183,0.0448717948717949,0.0459893048128341,0.1075877689694222,0.065359477124183,0.1267281105990783,0.0903010033444815,0.1740696278511404,0.2044334975369459,0.2286432160804019,0.2255639097744359,0.3162853297442798,0.2734375,0.1825876662636034,0.1740696278511404,0.1411901983663943,0.1228473019517792,0.020876826722338,0.0951847704367301,0.1783132530120479,0.1740696278511404,0.1202749140893468,0.0951847704367301,0.1280276816608996,0.0371155885471898,0.1642857142857141,0.3216216216216214,0.4361233480176212,0.4424778761061945,0.3216216216216214,0.4277372262773722,0.453194650817236,0.4618834080717486,0.5092592592592591,0.3872340425531915,0.4446085672082718,0.4446085672082718,0.4298245614035088,0.5069337442218798,0.5474683544303796,0.557324840764331
BCYO-L^K98,7.0,0.1879602519740929,2.312364824444342e-07,0.0122584694598785,0.0229199304676266,0.2293431134080691,-0.4081053522003583,1.0,0.1696801112656467,-0.1970705725699067,5.560412927768319e-08,-0.0382392895521148,6.438632368631223e-08,4.901408126639364e-06,0.2153180564799848,0.7086892417328541,-0.0070013406822582,-0.0070013406822582,-0.0070013406822582,1.0233746281057854,-0.008,-0.0458015267175573,-0.1007194244604315,-0.1666666666666666,-0.2514970059880239,-0.1935483870967742,-0.2424242424242424,-0.1776315789473684,-0.1883116883116883,-0.1134751773049644,-0.0601503759398496,-0.0079365079365079,0.0504201680672269,-0.0458015267175573,-0.1438356164383561,-0.1554054054054053,-0.2469879518072288,-0.1935483870967742,-0.1134751773049644,-0.1071428571428571,-0.1071428571428571,-0.0875912408759125,-0.1197183098591548,-0.1319444444444444,-0.1438356164383561,-0.1776315789473684,-0.1258741258741258,-0.1554054054054053,-0.2138364779874214,-0.4565217391304347,-0.4469026548672565,-0.4239631336405529,-0.4318181818181819,-0.4469026548672565,-0.4612068965517241,-0.4075829383886256,-0.4318181818181819,-0.4541484716157206,-0.4658119658119658,-0.4493392070484582,-0.3622448979591837,-0.3131868131868132,-0.3589743589743589,-0.3243243243243243,-0.3902439024390243,-0.3386243386243386,-0.3016759776536313,-0.4239631336405529,-0.365482233502538
BCZB-L,8.0,0.1580535646925688,5.285134027648998e-07,0.0280179206085564,0.2673134302315437,1.819666851020171,0.0800501904241376,1.0,0.0509344082081348,0.0744907266646397,7.29809113042646e-08,0.0407112551842408,2.310273363228552e-05,4.799093122446416e-07,0.27235240474208,9.086056361323765,-0.3838507946502392,-0.0505363176375445,0.1118253059786915,0.6975872133483868,-0.021505376344086,-0.0412371134020618,-0.026178010471204,-0.0210526315789473,-0.0558375634517765,0.0136239782016349,0.0081300813008131,-0.0106382978723402,-0.0485933503836316,-0.0534351145038167,-0.0362694300518133,-0.0769230769230769,-0.146788990825688,-0.2101910828025477,-0.1982758620689654,-0.1583710407239819,-0.1733333333333333,-0.1506849315068492,-0.1368909512761019,-0.1057692307692307,-0.1267605633802816,-0.0970873786407766,-0.0746268656716416,-0.0676691729323308,-0.0746268656716416,-0.1733333333333333,-0.0970873786407766,-0.0653266331658291,0.0054054054054053,-0.0026809651474529,-0.0053475935828877,0.0333333333333334,-0.0312499999999998,-0.1621621621621621,-0.0904645476772615,-0.0606060606060605,-0.1057692307692307,-0.2662721893491124,-0.2361396303901437,-0.2233820459290187,-0.2392638036809815,-0.2034261241970021,-0.2345679012345679,-0.2967863894139886,-0.3586206896551723,-0.3404255319148935,-0.2941176470588235,-0.2705882352941176,-0.2298136645962732
BCZR-L^G00,7.0,0.1513725442287521,5.532295893912766e-07,0.029328192308425,0.1371805663198812,0.7905152849430993,-0.0312047309698,1.0,0.1529393997416445,-0.184249757347883,5.8956382808755394e-08,0.1011114955401012,1.6250119929808864e-07,1.131644032593066e-06,0.442149191105088,1.06311403352496,0.1721627841847142,0.0546938913568171,0.1145054877978192,0.7750865628560588,-0.0953947368421053,0.0340136054421769,0.0446735395189004,-0.0032786885245901,-0.05,-0.1058823529411764,-0.0787878787878787,-0.0032786885245901,0.0033003300330034,0.0666666666666666,0.2015810276679843,0.2015810276679843,0.1094890510948904,0.1176470588235294,0.1515151515151513,0.1828793774319066,0.1176470588235294,0.256198347107438,0.2936170212765956,0.3275109170305676,0.3755656108597285,0.3632286995515694,0.3511111111111111,0.2111553784860558,0.2991452991452992,0.1647509578544062,0.1921568627450982,0.3693693693693693,0.3392070484581497,0.2719665271966527,0.4545454545454546,0.357142857142857,0.3693693693693693,0.5751295336787565,0.6084656084656086,0.4545454545454546,0.3511111111111111,0.1921568627450982,0.2357723577235773,0.3818181818181816,0.504950495049505,0.4685990338164252,0.4476190476190476,0.5916230366492148,0.7882352941176471,0.8999999999999999,0.974025974025974,0.9487179487179488,3.6060606060606055
BDBL-L^I07,8.0,0.0963136192996492,1.0551067393005525e-07,0.0055934053328872,0.2618617098220743,1.368149081323873,-0.1955372910749674,1.0,0.3378204694581614,0.0242201834862386,4.247267723411574e-08,-0.1313448609928363,3.703466497489053e-06,5.554337430015538e-07,0.1337242949187854,7.188831787573043,0.1240246616786997,-0.1113714747604182,0.1216471058061367,1.5370221220139035,-0.0943536404160476,-0.074914089347079,-0.2429696287964005,-0.2484645449469569,-0.261251372118551,-0.2579933847850054,-0.2096300645918967,-0.1711822660098521,-0.1954572624028691,-0.112722478576137,-0.1523929471032745,-0.0723638869745002,-0.0868385345997285,-0.0996655518394648,-0.0274566473988439,0.0298393267023719,0.0837359098228665,0.180701754385965,0.2192028985507248,0.2855778414517669,0.2942307692307693,0.3004830917874397,0.3541247484909458,0.3748723186925435,0.3762781186094071,0.3183153770812927,0.3004830917874397,0.3419740777666999,0.3080660835762878,0.1890459363957597,0.2686145146088596,0.243992606284658,0.2236363636363636,0.3595959595959597,0.4138655462184875,0.396265560165975,0.4183350895679663,0.3486973947895793,0.4006243496357962,0.4823788546255507,0.5330296127562644,0.58913813459268,0.5295454545454545,0.5669383003492434,0.6139088729016788,0.5278093076049943,0.6216867469879517,0.6414634146341467,0.7081218274111676
